Cycle,"Cell 1,1","Cell 1,2","Cell 2,1","Cell 2,2"
1,26.691040804846335,26.684424403303286,26.691040804846335,26.684424403303286
2,22.963797179008708,22.995081188769042,22.963797179008708,22.995081188769042
