Cycle,Protocol,Stamps,Time (s),Global Time (s),Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area"
2,CV-charge,25,1818.1818181818182,16216.18214276669,8.2,17.769965111213637,8.889558191892839,8.8804069193208,31890.935553746793,15795.159815189063,5.073086710152938e-09,4.100967711250021,-0.0,32012.457084240297,16085.801645848896,5.074667030339826e-09,4.098760163289454,-0.0,31990.900953027565,15969.63974156797,5.0740216958670276e-09,4.099032288749977,-0.0,31898.057296274103,15816.849905568251,5.073236689259444e-09,4.101239836710545,-0.0
2,CV-charge,26,1890.909090909091,16288.909415493963,8.2,17.171930301421597,8.591380305205563,8.580549996216035,31759.68468462317,15941.809272994922,5.0735571209910935e-09,4.100953841052999,-0.0,31877.76498463544,16226.594742875865,5.075128870906899e-09,4.098777495338846,-0.0,31857.503901872293,16112.53284128148,5.0744862494207155e-09,4.099046158947001,-0.0,31765.83654449533,15963.449757262595,5.073707611082896e-09,4.101222504661154,-0.0
2,CV-charge,27,1963.6363636363637,16361.636688221235,8.2,16.60342499400318,8.307866893420199,8.295558100582983,31632.776059921634,16083.592821140595,5.074017545854366e-09,4.1009403353655625,-0.0,31747.55799007581,16362.685667554155,5.0755809207940234e-09,4.09879435694494,-0.0,31728.520098455167,16250.684665127546,5.074941002888772e-09,4.099059664634436,-0.0,31638.018604481997,16105.153510858734,5.0741684543216485e-09,4.10120564305506,-0.0
2,CV-charge,28,2036.3636363636365,16434.363960948507,8.200000000000001,16.062483497964468,8.038046277947265,8.024437220017207,31509.999132938356,16220.747187830833,5.074468453489134e-09,4.100927179165485,-0.0,31621.616931751967,16494.304975861116,5.076023639574356e-09,4.098810773724329,-0.0,31603.735553264425,16384.325877905183,5.075386414059967e-09,4.099072820834516,-0.0,31514.388328762278,16242.201230753979,5.07461969540929e-09,4.10118922627567,-0.0
2,CV-charge,29,2109.0909090909095,16507.09123367578,8.2,15.547299800594205,7.781025294284133,7.766274506310072,31391.157421242988,16353.493225383965,5.07491028090704e-09,4.100914357996002,-0.0,31499.737409191235,16621.667625773935,5.076457456043536e-09,4.09882676972177,-0.0,31482.950571036996,16513.671675150672,5.075822910084949e-09,4.099085642003997,-0.0,31394.74506722951,16374.816740082337,5.0750617782650765e-09,4.101173230278229,-0.0
2,CV-charge,30,2181.818181818182,16579.818506403055,8.2,15.05620429756082,7.535977872800897,7.520226424759921,31276.06702632704,16482.037608189563,5.075343436944191e-09,4.100901858019888,-0.0,31381.72822778477,16744.974653984238,5.0768827716408725e-09,4.098842367476455,-0.0,31365.978246201314,16638.9234376075,5.076250890887529e-09,4.099098141980111,-0.0,31278.90113333763,16503.209366574316,5.075495118012305e-09,4.101157632523544,-0.0
2,CV-charge,31,2254.545454545455,16652.545779130327,8.200000000000001,14.587657613283147,7.302142049514654,7.285515563768494,31164.555783919048,16606.573791080944,5.0757683042984085e-09,4.100889666008798,-0.0,31267.410495526565,16864.414129224908,5.0772999623948716e-09,4.098857588075456,-0.0,31252.643599297844,16760.269665052685,5.076670731098368e-09,4.099110333991203,-0.0,31166.68091741444,16627.574935197565,5.0759201030725215e-09,4.1011424119245445,-0.0
2,CV-charge,32,2327.2727272727275,16725.2730518576,8.2,14.140238467711594,7.078814026867218,7.061424440844377,31056.462367046304,16727.28302144286,5.0761852416407515e-09,4.100877769352753,-0.0,31156.616673334833,16980.162154993854,5.077709380944218e-09,4.098872451217055,-0.0,31142.78266537492,16877.886962483102,5.077082782071718e-09,4.099122230647247,-0.0,31057.919954406105,16748.096812233143,5.076337097325985e-09,4.101127548782944,-0.0
2,CV-charge,33,2400.0,16798.00032458487,8.2,13.71263366401539,6.8653432728865615,6.84729039112883,30951.63546413903,16844.335266454695,5.0765945855287394e-09,4.100866156050294,-0.0,31049.189705821966,17092.383787143324,5.078111358375046e-09,4.098886975284546,-0.0,31036.24165865283,16991.940943609276,5.077487373712635e-09,4.099133843949704,-0.0,30952.464070597467,16864.946860703887,5.07674644206414e-09,4.101113024715452,-0.0
2,CV-charge,34,2472.727272727273,16870.727597312143,8.2,13.303628969907095,6.661128054197281,6.642500915709816,30849.933030980545,16957.890057070657,5.076996652129201e-09,4.100854814692264,-0.0,30944.982230939044,17201.23386824559,5.078506205876422e-09,4.0989011774222375,-0.0,30932.876212242823,17102.587053219868,5.077884816127903e-09,4.0991451853077345,-0.0,30850.168607757285,16978.286309150088,5.077148457797139e-09,4.101098822577761,-0.0
