,,Global Time,Time,Cell1 Cathode vConcentration,Cell1 Anode vConcentration,Cell1 Anode vSEI Length,Cell1 Voltage,Current
C2,57,15687.641651463191,4145.454545454546,28476.514957449275,19659.103318150377,5.450920979818736e-09,4.101,2.6094391496872777
C2,58,15760.368924190465,4218.181818181819,28437.28739785,19701.775115462402,5.453436473186601e-09,4.101,2.5511119444531745
C2,59,15833.096196917737,4290.909090909091,28398.934453036425,19743.49390365024,5.455931092879615e-09,4.101,2.4942589223438087
C2,60,15905.823469645009,4363.636363636364,28361.434182069548,19784.283627339075,5.458405365098268e-09,4.100999999999999,2.438830154913177
C2,61,15978.550742372281,4436.363636363637,28324.765378201653,19824.167427856548,5.460859799376493e-09,4.101,2.3847780919997197
C2,62,16051.278015099555,4509.09090909091,28288.907534252026,19863.167681198614,5.463294889316893e-09,4.101,2.332057421682171
C2,63,16124.005287826827,4581.818181818182,28253.840810006957,19901.306033770914,5.465711113283864e-09,4.101,2.2806249395311173
C2,64,16196.732560554101,4654.545454545455,28219.546001512466,19938.603436053843,5.46810893505743e-09,4.100999999999999,2.230439426470818
C2,65,16269.459833281373,4727.272727272728,28186.00451213364,19975.08017432621,5.4704888044503366e-09,4.101,2.1814615346184474
C2,66,16342.187106008645,4800.0,28153.198325268295,20010.755900574677,5.4728511578907994e-09,4.101,2.133653680521756
C2,67,16414.914378735917,4872.727272727273,28121.109978607026,20045.649660703933,5.475196418973128e-09,4.101,2.0869799452648095
C2,68,16487.641651463193,4945.454545454546,28089.722539840834,20079.779921159865,5.477524998978272e-09,4.100999999999999,2.041405980947958
C2,69,16560.368924190465,5018.181818181819,28059.019583725534,20113.164594063248,5.479837297366226e-09,4.101,1.9968989230969596
C2,70,16633.096196917737,5090.909090909091,28028.985170415825,20145.821060949133,5.482133702242049e-09,4.100999999999999,1.953427308579537
C2,71,16705.82346964501,5163.636363636364,27999.603824991136,20177.766195199456,5.484414590797175e-09,4.101,1.9109609986523952
C2,72,16778.55074237228,5236.363636363637,27970.860518098718,20209.016383250208,5.486680329727541e-09,4.101000000000001,1.8694711067828045
C2,73,16851.278015099553,5309.09090909091,27942.740647644783,20239.587544648217,5.488931275629991e-09,4.100999999999999,1.828929930918808
C2,74,16924.005287826825,5381.818181818182,27915.23002146949,20269.495151028466,5.491167775378275e-09,4.100999999999999,1.7893108899080143
C2,75,16996.7325605541,5454.545454545455,27888.314840945757,20298.754244077973,5.49339016647991e-09,4.101,1.750588463785363
C2,76,17069.459833281373,5527.272727272728,27861.981685447437,20327.37945254736,5.4955987774150505e-09,4.101000000000001,1.712738137674143
C2,77,17142.187106008645,5600.000000000001,27836.217497631354,20355.385008368718,5.497793927958479e-09,4.101,1.675736349059838
C2,78,17214.914378735917,5672.727272727273,27811.009569487887,20382.7847619302,5.4999759294857225e-09,4.101,1.6395604382169409
C2,79,17287.641651463193,5745.454545454546,27786.34552911258,20409.592196561396,5.502145085264233e-09,4.100999999999999,1.6041886015835882
C2,80,17360.368924190465,5818.181818181819,27762.21332815577,20435.82044227398,5.504301690730548e-09,4.101,1.5695998478944106
C2,81,17433.096196917737,5890.909090909091,27738.60122991163,20461.48228880169,5.5064460337542254e-09,4.101,1.5357739568931343
C2,82,17505.82346964501,5963.636363636364,27715.497798008186,20486.59019798142,5.508578394889367e-09,4.101000000000001,1.5026914404655258
C2,83,17578.55074237228,6036.363636363637,27692.891885663514,20511.15631551345,5.510699047614418e-09,4.100999999999999,1.470333506032385
C2,84,17651.278015099553,6109.09090909091,27670.772625475372,20535.19248213736,5.512808258560958e-09,4.101,1.438682022069937
C2,85,17724.005287826825,6181.818181818182,27649.129419713277,20558.710244255726,5.514906287732095e-09,4.101,1.4077194856180955
C2,86,17796.7325605541,6254.545454545455,27627.951931084433,20581.720864040533,5.516993388711064e-09,4.100999999999999,1.3774289916573954
C2,87,17869.459833281373,6327.272727272728,27607.230073945786,20604.235329048242,5.519069808860596e-09,4.101,1.3477942042373925
C2,88,17942.187106008645,6400.000000000001,27586.954005937554,20626.26436137515,5.5211357895135755e-09,4.101,1.3187993292528255
C2,89,17990.293285016185,6448.106179007539,27573.81424536306,20640.539447244173,5.5224959882610885e-09,4.101,1.3000100000000003
