Time,Concentration,Voltage
0.0,19986.0,0.14971752865749782
289.1566265060241,19895.11234698323,0.17880246946185768
578.3132530120482,19833.407609796668,0.20766803241028647
867.4698795180723,19773.168864027706,0.2364214410465586
1156.6265060240964,19713.076323552465,0.2650671498522919
1445.7831325301206,19652.99747638175,0.29360490121914085
1734.9397590361446,19592.921085723407,0.322034002353295
2024.0963855421687,19532.84475600383,0.3503537805471067
2313.253012048193,19472.768558550128,0.3785636028874943
2602.409638554217,19412.69209132585,0.4066628715571735
2891.566265060241,19352.615626780527,0.4346511098416972
3180.7228915662654,19292.539275292063,0.4625278079909721
3469.879518072289,19232.463085069074,0.49029247573221574
3759.0361445783133,19172.386770480654,0.5179447779907465
4048.1927710843374,19112.310427936056,0.545484212002983
4337.349397590362,19052.234069502043,0.5729104596848421
4626.506024096386,18992.15774888475,0.6002233687419778
4915.6626506024095,18932.081443369865,0.6274224826072579
5204.819277108434,18872.00514297419,0.6545076927795782
5493.975903614458,18811.92884023974,0.6814788481499935
5783.132530120482,18751.85253778322,0.7083356276191928
6072.289156626506,18691.7762354421,0.7350781122536019
6361.445783132531,18631.69993149241,0.7617061057380499
6650.6024096385545,18571.623624608284,0.7882194497156326
6939.759036144578,18511.547317375625,0.8146182449212036
7228.915662650603,18451.471009366618,0.8409024060054646
7518.0722891566265,18391.39470162471,0.86707193846395
7807.228915662651,18331.318395627186,0.8931268745786063
8096.385542168675,18271.242093285116,0.9190672734177917
8385.5421686747,18211.165790401577,0.9448932430581183
8674.698795180724,18151.089484364275,0.9706049144533756
8963.855421686747,18091.013178463127,0.9962024267682926
9253.012048192772,18030.93687279716,1.0216859582667357
9542.168674698796,17970.86056747213,1.0470557154497442
9831.325301204819,17910.784262573456,1.0723119209923868
10120.481927710844,17850.707957491475,1.0974545131381943
10409.638554216868,17790.63165259464,1.1224838911386266
10698.795180722893,17730.555347872487,1.1474003106715704
10987.951807228916,17670.479043305655,1.172204048687164
11277.10843373494,17610.40273886588,1.1968954034077917
11566.265060240965,17550.32643442249,1.2214745894447985
11855.421686746988,17490.250129841497,1.2459418489421068
12144.578313253012,17430.17382509724,1.270297576824045
12433.734939759037,17370.097520088384,1.2945421143693905
12722.891566265062,17310.021214701042,1.3186758200541766
13012.048192771084,17249.944908808797,1.3426990695516952
13301.204819277109,17189.86860344176,1.3666120509180666
13590.361445783134,17129.792298056054,1.390415242964544
13879.518072289156,17069.715992674686,1.4141090401913956
14168.674698795181,17009.639687344235,1.437693847966514
14457.831325301206,16949.56338211946,1.4611700852290777
14746.98795180723,16889.4870769118,1.4845381250251741
15036.144578313253,16829.410771590585,1.5077983342366892
15325.301204819278,16769.334466304248,1.5309511996813228
15614.457831325302,16709.258161069574,1.5539971668638026
15903.614457831327,16649.181855904626,1.576936692155471
16192.77108433735,16589.105550828735,1.5997702427942844
16481.927710843374,16529.02924570975,1.622498207556334
16771.0843373494,16468.952940586867,1.645121085535487
17060.240963855424,16408.876635447843,1.6676393558789568
17349.39759036145,16348.80033026365,1.6900534980324953
17638.55421686747,16288.724024997564,1.7123639970651823
17927.710843373494,16228.647719688179,1.7345713415337771
18216.86746987952,16168.57141445488,1.7566760229788307
18506.024096385543,16108.495109206802,1.77867854166228
18795.180722891568,16048.418803947192,1.800579399772481
19084.337349397592,15988.342498682003,1.8223791029599208
19373.493975903617,15928.266193420253,1.8440781599409373
19662.650602409638,15868.1898881744,1.865677082101443
19951.807228915663,15808.113582960703,1.887176383100651
20240.963855421687,15748.03727779962,1.9085765784747952
20530.12048192771,15687.960972716139,1.929878185240855
20819.277108433736,15627.88466774017,1.9510817215002798
21108.43373493976,15567.808362777436,1.9721877493370876
21397.590361445786,15507.732057587213,1.9931968819832149
21686.746987951807,15447.655752387347,2.0141095812535017
21975.90361445783,15387.57944717502,2.0349263843853462
22265.060240963856,15327.503141946963,2.0556478301297605
22554.21686746988,15267.42683669944,2.0762744584904405
22843.373493975905,15207.350531428197,2.096806810462844
23132.53012048193,15147.27422612844,2.1172454277732586
23421.686746987954,15087.197920794793,2.137590852617875
23710.843373493975,15027.12161542126,2.157843627401861
24000.0,14967.0453100012,2.178004294478432
24289.156626506025,14906.969004565844,2.1980734079078683
24578.31325301205,14846.892699224314,2.218051545683852
24867.469879518074,14786.816393887764,2.237939223486266
25156.6265060241,14726.740088561688,2.2577369855531177
25445.783132530123,14666.663783252387,2.2774453752768684
25734.939759036144,14606.587477967021,2.297064934967757
26024.09638554217,14546.511172713654,2.3165962056171456
26313.253012048193,14486.43486750129,2.336039726660842
26602.409638554218,14426.358562339925,2.3553960357424435
26891.566265060243,14366.282257240571,2.374665668476666
27180.722891566267,14306.205952215327,2.393849158212681
27469.879518072292,14246.129647231981,2.4129470757382205
27759.036144578313,14186.05334209207,2.4319601363349954
28048.192771084337,14125.977036956358,2.4508887374395822
28337.349397590362,14065.900731820662,2.469733419435093
28626.506024096387,14005.82442668,2.4884947210956785
28915.66265060241,13945.748121528524,2.5071731794291336
29204.819277108436,13885.671816359501,2.525769329519505
29493.97590361446,13825.595511165238,2.544283704369691
29783.132530120485,13765.519205937058,2.5627168347440463
30072.289156626506,13705.442900665237,2.5810692490109894
30361.44578313253,13645.366595338965,2.599341472985605
30650.602409638555,13585.290289970086,2.6175340434459806
30939.75903614458,13525.213984741642,2.6356475933534016
31228.915662650605,13465.137679509347,2.653682565259235
31518.07228915663,13405.06137427392,2.6716394825882244
31807.228915662654,13344.98506903633,2.6895188663306575
32096.385542168675,13284.908763797814,2.707321234922318
