,,Global Time,Time,String 1 Iapp,String 2 Iapp,"Cell 1,1 Cathode vConcentration","Cell 1,1 Anode vConcentration","Cell 1,1 Anode vSEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode vConcentration","Cell 1,2 Anode vConcentration","Cell 1,2 Anode vSEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 2,1 Cathode vConcentration","Cell 2,1 Anode vConcentration","Cell 2,1 Anode vSEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode vConcentration","Cell 2,2 Anode vConcentration","Cell 2,2 Anode vSEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area"
C1,97,7054.545454545455,7054.545454545455,-13.631918309053246,-13.631918309061756,46106.04955760283,579.933694098161,5.000000004260561e-09,3.0307188197007116,26.71305203997164,46106.04955759927,579.9336940978045,4.9999999967059295e-09,3.030718819700791,26.71305203997087,46106.04955760028,579.9336940977255,4.9999999987688675e-09,3.0307188197007027,26.71305203997164,46106.04955759927,579.933694098102,5.00000000551159e-09,3.0307188197006236,26.71305203997087
C1,98,7127.272727272728,7127.272727272728,-13.631918309057632,-13.631918309057369,46314.89710175923,353.2059983236694,5.000000004822419e-09,2.7260125590216773,26.988444329043467,46314.89710175571,353.2059983232818,4.999999997052145e-09,2.7260125590210063,26.98844432904278,46314.897101756804,353.20599832323376,4.999999998424394e-09,2.7260125590207993,26.988444329043467,46314.89710175571,353.205998323578,5.000000005563894e-09,2.7260125590214686,26.98844432904278
C1,99,7168.966254403618,7168.966254403618,-13.631918309058529,-13.631918309056474,46434.626474551245,223.2261849660552,5.000000004430013e-09,2.000005000002232,27.146322872339244,46434.62647454773,223.22618496568325,4.999999996753464e-09,2.0000049999986,27.14632287233854,46434.62647454884,223.22618496561873,4.999999998485297e-09,2.000004999997806,27.146322872339244,46434.62647454773,223.22618496597948,5.000000005616452e-09,2.0000050000014373,27.14632287233854
C1,0,7168.966254403618,0.0,13.631918309054994,13.631918309060007,46434.626474551245,223.2261849660552,5.000000004430013e-09,2.6665911017096784,0.0,46434.62647454773,223.22618496568325,4.999999996753464e-09,2.666591101705699,0.0,46434.62647454884,223.22618496561873,4.999999998485297e-09,2.66659110170506,0.0,46434.62647454773,223.22618496597948,5.000000005616452e-09,2.66659110170904,0.0
C1,1,7241.693527130891,72.72727272727273,13.631918309057793,13.631918309057207,46156.40662864123,488.1207350946403,5.000000471253112e-09,3.551921734059443,-0.0,46156.40662863772,488.1207350942613,5.00000046372e-09,3.551921734058835,-0.0,46156.40662863882,488.1207350942038,5.000000465219274e-09,3.55192173405884,-0.0,46156.40662863772,488.1207350945593,5.000000472422504e-09,3.5519217340594476,-0.0
C1,2,7314.420799858163,145.45454545454547,13.631918309057344,13.631918309057657,45946.61847174059,714.86093342393,5.000011174051256e-09,3.668178154754911,-0.0,45946.61847173722,714.8609334235503,5.00001116602312e-09,3.668178154754515,-0.0,45946.61847173819,714.8609334234964,5.000011167919077e-09,3.6681781547545667,-0.0,45946.61847173722,714.8609334238498,5.000011174986476e-09,3.6681781547549615,-0.0
C1,3,7387.148072585436,218.1818181818182,13.631918309057315,13.631918309057683,45737.74675651614,941.5872798795472,5.00004903815752e-09,3.7168657744822284,-0.0,45737.74675651267,941.5872798791652,5.000049030468985e-09,3.716865774481894,-0.0,45737.746756513596,941.5872798791186,5.0000490314707465e-09,3.71686577448192,-0.0,45737.74675651267,941.5872798794659,5.00004903829247e-09,3.7168657744822546,-0.0
C1,4,7459.875345312709,290.90909090909093,13.631918309058316,13.631918309056685,45528.89854209173,1168.3123969538012,5.0001244484028334e-09,3.748115043100973,-0.0,45528.898542088406,1168.3123969533983,5.0001244413914355e-09,3.7481150431006593,-0.0,45528.89854208938,1168.3123969533754,5.0001244421072445e-09,3.7481150431006904,-0.0,45528.898542088406,1168.3123969536964,5.000124449138043e-09,3.748115043101004,-0.0
C1,5,7532.602618039982,363.6363636363637,13.631918309058461,13.63191830905654,45320.0509797098,1395.0359266600315,5.000248463706717e-09,3.7730732770608437,-0.0,45320.050979706604,1395.0359266596017,5.000248456881995e-09,3.773073277060543,-0.0,45320.050979707485,1395.035926659612,5.000248457482251e-09,3.773073277060572,-0.0,45320.050979706604,1395.0359266599041,5.000248464404434e-09,3.7730732770608726,-0.0
C1,6,7605.329890767254,436.3636363636364,13.631918309058793,13.631918309056205,45111.2034351971,1621.757347839592,5.000436987196573e-09,3.794890249538604,-0.0,45111.20343519403,1621.7573478391378,5.000436980358961e-09,3.794890249538301,-0.0,45111.20343519473,1621.7573478391755,5.000436980938471e-09,3.7948902495383376,-0.0,45111.20343519403,1621.7573478394281,5.000436988244071e-09,3.794890249538642,-0.0
C1,7,7678.057163494527,509.0909090909091,13.631918309058676,13.631918309056326,44902.355891031584,1848.476008773551,5.000710150560032e-09,3.8145977056091906,-0.0,44902.355891028674,1848.4760087730397,5.0007101436835684e-09,3.814597705608884,-0.0,44902.35589102933,1848.4760087731238,5.000710144054521e-09,3.8145977056089166,-0.0,44902.355891028674,1848.476008773344,5.000710151570201e-09,3.8145977056092226,-0.0
C1,8,7750.7844362218,581.8181818181819,13.631918309058594,13.631918309056406,44693.50834687497,2075.191251555102,5.001088435532842e-09,3.8325862848107297,-0.0,44693.508346871895,2075.1912515545755,5.001088428585554e-09,3.832586284810423,-0.0,44693.50834687275,2075.1912515546805,5.001088428907181e-09,3.832586284810453,-0.0,44693.508346871895,2075.1912515548706,5.0010884365084465e-09,3.83258628481076,-0.0
C1,9,7823.511708949073,654.5454545454546,13.631918309058475,13.631918309056525,44484.660802718456,2301.9022108107483,5.0015991238089285e-09,3.8490413200834035,-0.0,44484.66080271533,2301.9022108101803,5.001599116640293e-09,3.8490413200830917,-0.0,44484.660802716084,2301.9022108103272,5.001599117002905e-09,3.8490413200831237,-0.0,44484.66080271533,2301.9022108104837,5.001599124729451e-09,3.849041320083435,-0.0
C1,10,7896.238981676345,727.2727272727274,13.631918309058703,13.631918309056298,44275.813258561946,2528.6080274017954,5.002269537101167e-09,3.8640830539622173,-0.0,44275.8132585587,2528.6080274011865,5.0022695299658715e-09,3.8640830539619064,-0.0,44275.813258559545,2528.608027401356,5.002269530203023e-09,3.8640830539619353,-0.0,44275.8132585587,2528.60802740149,5.0022695379878236e-09,3.8640830539622453,-0.0
C1,11,7968.966254403618,800.0000000000001,13.631918309058458,13.631918309056543,44066.96571440525,2755.3078523233335,5.0031269194927925e-09,3.877812815677388,-0.0,44066.96571440213,2755.307852322705,5.003126912355817e-09,3.8778128156770832,-0.0,44066.96571440303,2755.3078523229087,5.003126912661128e-09,3.8778128156771148,-0.0,44066.96571440213,2755.3078523229865,5.003126920375829e-09,3.877812815677419,-0.0
C1,12,8041.693527130891,872.7272727272727,13.631918309058173,13.631918309056827,43858.118170248716,2982.000893049361,5.0041969512612085e-09,3.89032748579466,-0.0,43858.118170245536,2982.000893048706,5.004196944288153e-09,3.8903274857943666,-0.0,43858.11817024635,2982.000893048939,5.004196944472768e-09,3.8903274857943906,-0.0,43858.118170245536,2982.000893048988,5.004196951908774e-09,3.8903274857946846,-0.0
C1,13,8114.420799858164,945.4545454545455,13.631918309058294,13.631918309056706,43649.27062609208,3208.6864549965135,5.005502393663536e-09,3.9017229074512683,-0.0,43649.270626089,3208.686454995844,5.005502386483695e-09,3.9017229074509663,-0.0,43649.27062608979,3208.686454996087,5.0055023865641405e-09,3.901722907450986,-0.0,43649.270626089,3208.686454996128,5.005502394235688e-09,3.9017229074512882,-0.0
C1,14,8187.148072585436,1018.1818181818182,13.631918309058486,13.631918309056514,43440.42308193542,3435.363987192485,5.007061578081049e-09,3.9120935967103336,-0.0,43440.42308193244,3435.363987191767,5.007061570974188e-09,3.912093596710034,-0.0,43440.42308193326,3435.363987192067,5.007061570991002e-09,3.9120935967100534,-0.0,43440.42308193244,3435.3639871920677,5.007061578670205e-09,3.912093596710353,-0.0
C1,15,8259.87534531271,1090.909090909091,13.631918309058332,13.63191830905667,43231.57553777881,3662.0330811383133,5.008888384760248e-09,3.9215315820556156,-0.0,43231.57553777589,3662.0330811375716,5.008888377384642e-09,3.921531582055303,-0.0,43231.57553777668,3662.0330811379094,5.008888377514926e-09,3.921531582055327,-0.0,43231.57553777589,3662.0330811378617,5.008888385549278e-09,3.92153158205564,-0.0
C1,16,8332.602618039982,1163.6363636363637,13.631918309058676,13.631918309056323,43022.72799362209,3888.6934900295623,5.010991569884635e-09,3.9301251737233693,-0.0,43022.727993619366,3888.6934900287774,5.010991562393659e-09,3.9301251737230545,-0.0,43022.72799362016,3888.693490029161,5.0109915624844045e-09,3.930125173723073,-0.0,43022.727993619366,3888.693490029021,5.010991570574842e-09,3.9301251737233884,-0.0
C1,17,8405.329890767254,1236.3636363636365,13.631918309057657,13.631918309057342,42813.880449465556,4115.345115744684,5.013375122897913e-09,3.937958333700664,-0.0,42813.88044946282,4115.345115743909,5.013375115297702e-09,3.937958333700362,-0.0,42813.88044946355,4115.345115744285,5.01337511570476e-09,3.9379583337003834,-0.0,42813.88044946282,4115.345115744129,5.013375123217058e-09,3.937958333700685,-0.0
C1,18,8478.057163494528,1309.0909090909092,13.631918309057372,13.631918309057626,42605.03290530894,4341.98802395074,5.016037737797632e-09,3.9451095796518776,-0.0,42605.032905306245,4341.988023949926,5.0160377300281605e-09,3.9451095796515765,-0.0,42605.03290530691,4341.988023950306,5.016037730637597e-09,3.9451095796516022,-0.0,42605.032905306245,4341.988023950208,5.0160377379838745e-09,3.945109579651902,-0.0
C1,19,8550.7844362218,1381.818181818182,13.631918309057102,13.631918309057898,42396.18536115242,4568.622414096851,5.018973739433489e-09,3.951652147850698,-0.0,42396.18536114971,4568.622414096066,5.018973731481927e-09,3.9516521478503925,-0.0,42396.18536115043,4568.622414096449,5.018973732310384e-09,3.9516521478504214,-0.0,42396.18536114971,4568.622414096319,5.018973739682986e-09,3.9516521478507274,-0.0
C1,20,8623.511708949072,1454.5454545454547,13.631918309057038,13.63191830905796,42187.337816995874,4795.248596221956,5.022173803484326e-09,3.9576537783033148,-0.0,42187.33781699302,4795.248596221214,5.022173795812203e-09,3.9576537783030252,-0.0,42187.33781699372,4795.248596221569,5.022173796596748e-09,3.9576537783030523,-0.0,42187.33781699302,4795.248596221476,5.022173803579403e-09,3.9576537783033414,-0.0
C1,21,8696.238981676346,1527.2727272727275,13.631918309057601,13.6319183090574,41978.49027283932,5021.866975522371,5.025625440126497e-09,3.9631766332296245,-0.0,41978.490272836476,5021.866975521656,5.025625432796218e-09,3.9631766332293457,-0.0,41978.49027283723,5021.866975522017,5.025625433671139e-09,3.963176633229379,-0.0,41978.490272836476,5021.866975521926,5.025625440467466e-09,3.9631766332296583,-0.0
C1,22,8768.966254403618,1600.0000000000002,13.631918309057333,13.631918309057665,41769.64272868275,5248.4780238115945,5.029313907276684e-09,3.9682776597641136,-0.0,41769.64272867982,5248.478023810928,5.029313899945303e-09,3.96827765976384,-0.0,41769.64272868068,5248.478023811293,5.029313901191817e-09,3.968277659763884,-0.0,41769.64272867982,5248.478023811171,5.029313907756815e-09,3.968277659764157,-0.0
C1,23,8841.69352713089,1672.727272727273,13.63191830905769,13.63191830905731,41560.795184526265,5475.082268030233,5.0332225825714246e-09,3.9730087447844227,-0.0,41560.79518452329,5475.082268029588,5.033222575305127e-09,3.9730087447841504,-0.0,41560.79518452421,5475.082268029925,5.033222576638374e-09,3.9730087447842015,-0.0,41560.79518452329,5475.082268029798,5.033222583270462e-09,3.9730087447844724,-0.0
C1,24,8914.420799858164,1745.4545454545455,13.631918309056973,13.631918309058028,41351.947640369566,5701.680250140332,5.037334262041505e-09,3.9774170517935836,-0.0,41351.94764036669,5701.68025013969,5.0373342546531e-09,3.977417051793315,-0.0,41351.94764036761,5701.680250140059,5.0373342563200426e-09,3.97741705179337,-0.0,41351.94764036669,5701.680250139927,5.037334262616402e-09,3.9774170517936365,-0.0
C1,25,8987.148072585436,1818.1818181818182,13.631918309057038,13.631918309057962,41143.10009621303,5928.272518884437,5.041631434573278e-09,3.981545287538625,-0.0,41143.10009621022,5928.27251888379,5.041631427116409e-09,3.981545287538352,-0.0,41143.10009621103,5928.272518884165,5.0416314289627635e-09,3.981545287538417,-0.0,41143.10009621022,5928.272518884033,5.0416314354526795e-09,3.9815452875386885,-0.0
C1,26,9059.87534531271,1890.909090909091,13.631918309057902,13.6319183090571,40934.252552056576,6154.859616403911,5.0460967273455955e-09,3.9854320788052604,-0.0,40934.25255205372,6154.85961640327,5.046096720340756e-09,3.985432078804997,-0.0,40934.25255205447,6154.85961640361,5.046096721669771e-09,3.9854320788050526,-0.0,40934.25255205372,6154.859616403474,5.046096728216419e-09,3.9854320788053155,-0.0
C1,27,9132.602618039982,1963.6363636363637,13.631918309056996,13.631918309058006,40725.40500789997,6381.442066858376,5.050713284629017e-09,3.9891122742155636,-0.0,40725.405007897185,6381.442066857676,5.050713277230282e-09,3.989112274215295,-0.0,40725.4050078981,6381.442066858068,5.050713279058925e-09,3.989112274215355,-0.0,40725.405007897185,6381.44206685795,5.05071328529785e-09,3.9891122742156204,-0.0
C1,28,9205.329890767254,2036.3636363636365,13.631918309056775,13.631918309058225,40516.55746374349,6608.020372836635,5.055464896208924e-09,3.992617275829865,-0.0,40516.557463740704,6608.020372835962,5.0554648886944814e-09,3.992617275829597,-0.0,40516.55746374155,6608.020372836317,5.055464890667472e-09,3.99261727582966,-0.0,40516.557463740704,6608.020372836206,5.055464896934515e-09,3.9926172758299288,-0.0
C1,29,9278.057163494528,2109.0909090909095,13.631918309056621,13.63191830905838,40307.70991958709,6834.594995483152,5.060336647601037e-09,3.995975270908434,-0.0,40307.709919584115,6834.594995482464,5.0603366398217925e-09,3.995975270908164,-0.0,40307.709919585,6834.594995482765,5.060336641778183e-09,3.9959752709082226,-0.0,40307.709919584115,6834.594995482715,5.0603366479425265e-09,3.995975270908491,-0.0
C1,30,9350.7844362218,2181.818181818182,13.631918309056111,13.631918309058888,40098.86237543064,7061.166362272143,5.06531467972956e-09,3.9992116108610443,-0.0,40098.862375427656,7061.16636227148,5.065314672020466e-09,3.9992116108607814,-0.0,40098.862375428434,7061.166362271766,5.065314674046764e-09,3.9992116108608378,-0.0,40098.862375427656,7061.166362271742,5.06531467994013e-09,3.9992116108611,-0.0
C1,31,9423.511708949074,2254.545454545455,13.631918309056703,13.631918309058298,39890.01483127416,7287.734861529746,5.070386375335719e-09,4.002349018184461,-0.0,39890.014831271015,7287.734861529004,5.070386367654533e-09,4.002349018184194,-0.0,39890.014831271976,7287.734861529286,5.070386369445753e-09,4.002349018184246,-0.0,39890.014831271015,7287.734861529306,5.070386375608763e-09,4.002349018184514,-0.0
C1,32,9496.238981676346,2327.2727272727275,13.631918309057022,13.631918309057978,39681.167287117714,7514.300841723726,5.075540387887841e-09,4.005407845227872,-0.0,39681.16728711433,7514.300841722938,5.075540380492819e-09,4.005407845227616,-0.0,39681.16728711546,7514.300841723123,5.075540382438471e-09,4.0054078452276745,-0.0,39681.16728711433,7514.300841723247,5.075540388347526e-09,4.005407845227932,-0.0
C1,33,9568.966254403618,2400.0,13.6319183090566,13.6319183090584,39472.31974296124,7740.864611863181,5.0807666357675306e-09,4.00840630109705,-0.0,39472.319742957814,7740.864611862426,5.080766628171112e-09,4.008406301096796,-0.0,39472.319742958854,7740.864611862649,5.080766630206406e-09,4.008406301096858,-0.0,39472.319742957814,7740.864611862759,5.080766636043117e-09,4.008406301097113,-0.0
C1,34,9641.69352713089,2472.727272727273,13.63191830905687,13.631918309058129,39263.47219880483,7967.426449459774,5.086056047294718e-09,4.011360662883861,-0.0,39263.47219880123,7967.426449459118,5.086056039694057e-09,4.011360662883604,-0.0,39263.472198802396,7967.426449459313,5.0860560417399925e-09,4.011360662883666,-0.0,39263.47219880123,7967.426449459426,5.086056047619029e-09,4.011360662883923,-0.0
C1,35,9714.420799858164,2545.4545454545455,13.631918309056594,13.631918309058404,39054.624654648345,8193.986590221166,5.0914008992454734e-09,4.014285462738431,-0.0,39054.624654644875,8193.98659022047,5.091400891609534e-09,4.014285462738174,-0.0,39054.624654645835,8193.98659022071,5.091400893716684e-09,4.014285462738236,-0.0,39054.624654644875,8193.986590220782,5.091400899509219e-09,4.014285462738492,-0.0
C1,36,9787.148072585436,2618.1818181818185,13.631918309057154,13.631918309057845,38845.77711049183,8420.545231886754,5.0967946948867855e-09,4.017193649097583,-0.0,38845.777110488205,8420.545231886126,5.096794687337583e-09,4.017193649097328,-0.0,38845.77711048922,8420.54523188637,5.096794689418168e-09,4.0171936490973925,-0.0,38845.777110488205,8420.545231886392,5.096794695334919e-09,4.017193649097649,-0.0
C1,37,9859.87534531271,2690.909090909091,13.631918309057355,13.631918309057648,38636.92956633517,8647.102540782165,5.102231952481332e-09,4.0200967645732275,-0.0,38636.92956633171,8647.102540781576,5.102231944914988e-09,4.02009676457297,-0.0,38636.92956633269,8647.102540781852,5.10223194685004e-09,4.020096764573031,-0.0,38636.92956633171,8647.102540781894,5.102231952875753e-09,4.020096764573289,-0.0
C1,38,9932.602618039982,2763.636363636364,13.631918309056969,13.63191830905803,38428.082022178576,8873.65865197528,5.107708202722284e-09,4.023005129579453,-0.0,38428.08202217529,8873.658651974623,5.10770819519346e-09,4.023005129579196,-0.0,38428.082022175964,8873.658651974883,5.1077081971449305e-09,4.023005129579259,-0.0,38428.08202217529,8873.658651975,5.1077082031923875e-09,4.023005129579517,-0.0
C1,39,10005.329890767254,2836.3636363636365,13.631918309057193,13.631918309057808,38219.2344780219,9100.213646600178,5.1132207137719625e-09,4.025927764460764,-0.0,38219.23447801878,9100.21364659957,5.113220706275006e-09,4.025927764460507,-0.0,38219.23447801933,9100.213646599766,5.113220708215053e-09,4.025927764460572,-0.0,38219.23447801878,9100.213646599874,5.113220714272626e-09,4.025927764460828,-0.0
C1,40,10078.057163494528,2909.0909090909095,13.631918309057042,13.631918309057959,38010.386933865215,9326.767649363044,5.1187653673532325e-09,4.028873000221533,-0.0,38010.38693386217,9326.767649362422,5.118765359853568e-09,4.028873000221275,-0.0,38010.386933862734,9326.767649362695,5.118765361783582e-09,4.02887300022134,-0.0,38010.38693386217,9326.767649362837,5.118765367855546e-09,4.028873000221597,-0.0
C1,41,10150.7844362218,2981.818181818182,13.631918309057381,13.63191830905762,37801.53938970875,9553.320725343485,5.124339971565264e-09,4.0318479656832364,-0.0,37801.53938970552,9553.320725342817,5.124339964059614e-09,4.031847965682981,-0.0,37801.53938970613,9553.320725343103,5.124339965988028e-09,4.031847965683046,-0.0,37801.53938970552,9553.32072534324,5.1243399720661e-09,4.031847965683302,-0.0
C1,42,10223.511708949074,3054.545454545455,13.631918309057408,13.631918309057593,37592.691845552086,9779.872919933037,5.129942971922345e-09,4.034859052439587,-0.0,37592.691845548805,9779.87291993244,5.1299429644162934e-09,4.034859052439328,-0.0,37592.69184554966,9779.872919932657,5.12994296634472e-09,4.034859052439394,-0.0,37592.691845548805,9779.872919932812,5.129942972423114e-09,4.03485905243965,-0.0
C1,43,10296.238981676346,3127.2727272727275,13.631918309057488,13.631918309057513,37383.84430139557,10006.424260944941,5.1355733861974154e-09,4.0379119264485634,-0.0,37383.844301392244,10006.424260944379,5.13557337869246e-09,4.037911926448309,-0.0,37383.84430139298,10006.424260944574,5.135573380620129e-09,4.037911926448376,-0.0,37383.844301392244,10006.424260944597,5.1355733867003446e-09,4.037911926448631,-0.0
C1,44,10368.966254403618,3200.0000000000005,13.63191830905738,13.63191830905762,37174.99675723906,10232.974760449219,5.14123074492921e-09,4.04101160614009,-0.0,37174.99675723578,10232.974760448602,5.141230737423358e-09,4.041011606139835,-0.0,37174.996757236535,10232.97476044887,5.141230739351419e-09,4.041011606139902,-0.0,37174.99675723578,10232.974760448864,5.141230745431633e-09,4.041011606140157,-0.0
C1,45,10441.69352713089,3272.727272727273,13.63191830905765,13.631918309057351,36966.14921308258,10459.524416430488,5.146915037541236e-09,4.044162532867623,-0.0,36966.14921307916,10459.524416429897,5.146915030035408e-09,4.044162532867372,-0.0,36966.14921307976,10459.524416430106,5.146915031963299e-09,4.04416253286744,-0.0,36966.14921307916,10459.52441643017,5.146915038043376e-09,4.044162532867694,-0.0
C1,46,10514.420799858164,3345.454545454546,13.631918309057617,13.631918309057383,36757.301668925975,10686.073214273782,5.15262666397762e-09,4.047368634444396,-0.0,36757.30166892245,10686.07321427313,5.152626656471543e-09,4.047368634444144,-0.0,36757.30166892322,10686.073214273385,5.152626658399606e-09,4.0473686344442115,-0.0,36757.30166892245,10686.073214273509,5.152626664479686e-09,4.0473686344444655,-0.0
C1,47,10587.148072585436,3418.1818181818185,13.631918309057761,13.631918309057241,36548.454124769174,10912.621128086714,5.1583663916006955e-09,4.05063338244534,-0.0,36548.45412476573,10912.62112808611,5.1583663840966205e-09,4.050633382445085,-0.0,36548.45412476656,10912.621128086226,5.1583663860245726e-09,4.050633382445152,-0.0,36548.45412476573,10912.62112808638,5.158366392105026e-09,4.050633382445406,-0.0
C1,48,10659.87534531271,3490.909090909091,13.631918309057658,13.631918309057344,36339.60658061246,11139.16812186735,5.164135317060097e-09,4.053959843902693,-0.0,36339.60658060917,11139.168121866853,5.164135309554865e-09,4.053959843902438,-0.0,36339.60658061006,11139.168121866867,5.164135311481852e-09,4.053959843902505,-0.0,36339.60658060917,11139.168121866996,5.1641353175659166e-09,4.053959843902759,-0.0
C1,49,10732.602618039982,3563.636363636364,13.631918309057728,13.631918309057273,36130.75903645594,11365.71415052985,5.16993483276319e-09,4.057350727970737,-0.0,36130.75903645265,11365.714150529433,5.169934825258102e-09,4.057350727970481,-0.0,36130.759036453615,11365.714150529426,5.169934827186233e-09,4.0573507279705465,-0.0,36130.75903645265,11365.714150529517,5.169934833269796e-09,4.057350727970802,-0.0
C1,50,10805.329890767254,3636.3636363636365,13.631918309057962,13.631918309057038,35921.911492299485,11592.259160797827,5.1757665976386255e-09,4.060808428088714,-0.0,35921.91149229599,11592.259160797339,5.175766590131713e-09,4.060808428088458,-0.0,35921.91149229716,11592.25916079741,5.175766592062639e-09,4.060808428088524,-0.0,35921.91149229599,11592.259160797448,5.175766598145604e-09,4.060808428088779,-0.0
C1,51,10878.057163494528,3709.0909090909095,13.631918309057971,13.631918309057031,35713.063948142866,11818.803091977368,5.181632511787739e-09,4.064335060124533,-0.0,35713.063948139315,11818.803091976835,5.181632504274534e-09,4.064335060124279,-0.0,35713.06394814055,11818.80309197696,5.181632506209222e-09,4.064335060124344,-0.0,35713.063948139315,11818.803091976872,5.181632512287688e-09,4.0643350601246,-0.0
C1,52,10950.7844362218,3781.818181818182,13.63191830905787,13.631918309057133,35504.21640398636,12045.34587662107,5.187534694667047e-09,4.067932496943195,-0.0,35504.21640398296,12045.345876620506,5.1875346871556234e-09,4.067932496942942,-0.0,35504.21640398397,12045.345876620557,5.187534689091894e-09,4.06793249694301,-0.0,35504.21640398296,12045.345876620475,5.187534695167244e-09,4.067932496943263,-0.0
C1,53,11023.511708949074,3854.545454545455,13.631918309057816,13.631918309057182,35295.36885982986,12271.887436730809,5.1934756050266856e-09,4.071602737834538,-0.0,35295.36885982644,12271.88743673026,5.193475597515272e-09,4.071602737834285,-0.0,35295.36885982749,12271.887436730329,5.193475599451926e-09,4.071602737834352,-0.0,35295.36885982644,12271.887436730343,5.1934756055268924e-09,4.071602737834605,-0.0
C1,54,11096.238981676346,3927.2727272727275,13.631918309058092,13.631918309056909,35086.52131567321,12498.427861851382,5.19945235823518e-09,4.075346660969486,-0.0,35086.52131566988,12498.427861850789,5.199452350724599e-09,4.075346660969233,-0.0,35086.52131567091,12498.42786185091,5.199452352660954e-09,4.0753466609693,-0.0,35086.52131566988,12498.427861850876,5.199452358735795e-09,4.075346660969554,-0.0
C1,55,11168.966254403618,4000.0000000000005,13.631918309057909,13.63191830905709,34877.67377151674,12724.966736182028,5.205478196397219e-09,4.079165851343802,-0.0,34877.67377151322,12724.966736181355,5.205478188886845e-09,4.079165851343552,-0.0,34877.67377151416,12724.966736181554,5.2054781908233165e-09,4.079165851343619,-0.0,34877.673771513335,12724.966736181525,5.205478196898613e-09,4.079165851343871,-0.0
C1,56,11241.69352713089,4072.727272727273,13.631918309058264,13.631918309056738,34668.826227360136,12951.504135874227,5.211550675217693e-09,4.083061495538103,-0.0,34668.82622735666,12951.50413587354,5.211550667707894e-09,4.08306149553785,-0.0,34668.82622735768,12951.504135873767,5.211550669645084e-09,4.083061495537919,-0.0,34668.82622735663,12951.504135873725,5.211550675719813e-09,4.083061495538173,-0.0
C1,57,11314.420799858164,4145.454545454546,13.63191830905812,13.631918309056882,34459.97868320344,13178.039966438271,5.217672784128522e-09,4.08703466942031,-0.0,34459.97868320014,13178.039966437638,5.217672776618869e-09,4.087034669420058,-0.0,34459.97868320115,13178.039966437755,5.217672778555986e-09,4.087034669420126,-0.0,34459.978683200134,13178.039966437762,5.217672784630957e-09,4.087034669420377,-0.0
C1,58,11387.148072585438,4218.181818181819,13.631918309058006,13.631918309056994,34251.131139046774,13404.57412903816,5.223847657371511e-09,4.0910863588089965,-0.0,34251.1311390437,13404.574129037503,5.22384764986192e-09,4.091086358808744,-0.0,34251.13113904471,13404.574129037512,5.223847651798924e-09,4.091086358808811,-0.0,34251.13113904373,13404.574129037543,5.223847657873975e-09,4.091086358809065,-0.0
C1,59,11459.87534531271,4290.909090909091,13.63191830905798,13.63191830905702,34042.28359489026,13631.106520485606,5.230078569062493e-09,4.095217478768714,-0.0,34042.28359488712,13631.106520485011,5.230078561552927e-09,4.095217478768459,-0.0,34042.283594888206,13631.106520484891,5.230078563489981e-09,4.095217478768525,-0.0,34042.28359488729,13631.10652048503,5.23007856956501e-09,4.09521747876878,-0.0
C1,60,11532.602618039982,4363.636363636364,13.631918309057971,13.63191830905703,33833.43605073389,13857.63703333464,5.2363689298611836e-09,4.099428891827068,-0.0,33833.436050730605,13857.637033334064,5.236368922351752e-09,4.0994288918268165,-0.0,33833.43605073153,13857.637033333955,5.2363689242886986e-09,4.099428891826887,-0.0,33833.43605073061,13857.637033334053,5.2363689303638695e-09,4.099428891827138,-0.0
C1,61,11542.272438181888,4373.30618377827,13.631918309058138,13.631918309056863,33805.66767563415,13887.756416324963,5.237209091780288e-09,4.09999500000009,-0.0,33805.667675630844,13887.756416324379,5.237209084270728e-09,4.099994999999839,-0.0,33805.66767563177,13887.756416324264,5.237209086207736e-09,4.099994999999908,-0.0,33805.667675630895,13887.756416324362,5.23720909228258e-09,4.099995000000161,-0.0
C1,0,11542.272438181888,0.0,13.648921310053806,13.6489213100528,33805.66767563415,13887.756416324963,5.237209091780288e-09,4.100000000000091,0.0,33805.667675630844,13887.756416324379,5.237209084270728e-09,4.099999999999838,0.0,33805.66767563177,13887.756416324264,5.237209086207736e-09,4.099999999999907,0.0,33805.667675630895,13887.756416324362,5.23720909228258e-09,4.1000000000001595,0.0
C1,1,11614.99971090916,72.72727272727273,12.900313888038482,12.900313888036827,33537.36076846433,14143.319287302624,5.24337818181995e-09,4.100000000000083,-0.0,33537.36076846097,14143.319287301978,5.243378174290624e-09,4.099999999999848,-0.0,33537.36076846195,14143.319287301885,5.243378176255585e-09,4.099999999999916,-0.0,33537.36076846113,14143.319287302002,5.243378182395173e-09,4.100000000000153,-0.0
C1,2,11687.726983636434,145.45454545454547,12.381688958868097,12.381688958870027,33345.779817872615,14351.593920932328,5.249350431948557e-09,4.1000000000000805,-0.0,33345.779817869254,14351.593920931738,5.249350424374087e-09,4.09999999999988,-0.0,33345.7798178703,14351.59392093164,5.249350426384578e-09,4.099999999999921,-0.0,33345.779817869334,14351.593920931726,5.249350430965276e-09,4.100000000000119,-0.0
