Time,Cathode vConcentration,Cathode vPhi
18795.180722891568,35292.27332862342,3.9636287921116895
18939.75903614458,35365.36863511124,3.9623652228192747
19084.337349397592,35438.46394159909,3.961102056667598
19228.915662650605,35511.559248086705,3.9598472109084453
19373.493975903617,35584.65455457475,3.9585980158411136
19518.07228915663,35657.749861063014,3.957356793177731
19662.650602409638,35730.84516755128,3.956115967297299
19807.22891566265,35803.94047403912,3.9548833292764667
19951.807228915663,35877.035780526676,3.953656250898187
20096.385542168675,35950.13108701436,3.9524370147605374
20240.963855421687,36023.22639350205,3.951218168926696
20385.5421686747,36096.321699989974,3.9500073752781883
20530.12048192771,36169.417006478,3.948802047660864
20674.698795180724,36242.5123129661,3.947604427910173
20819.277108433736,36315.6076194542,3.9464071917742487
20963.85542168675,36388.70292594221,3.945217867206782
21108.43373493976,36461.79823243025,3.944033911289248
21253.012048192773,36534.893538918404,3.9428575229678486
21397.590361445786,36607.98884540656,3.9416815112783827
21542.168674698798,36681.08415189479,3.940513263882282
21686.746987951807,36754.17945838266,3.939350282828601
21831.32530120482,36827.27476487078,3.9381947215812354
21975.90361445783,36900.37007135891,3.937039529608416
22120.481927710844,36973.46537784673,3.935891946335034
22265.060240963856,37046.5606843341,3.934749521044601
22409.63855421687,37119.65599082248,3.933614358662716
22554.21686746988,37192.75129731092,3.93247955774437
22698.795180722893,37265.846603798636,3.931352199977566
22843.373493975905,37338.94191028645,3.930229884667506
22987.951807228917,37412.03721677449,3.9291146646779023
23132.53012048193,37485.13252326255,3.927999797808452
23277.108433734942,37558.22782975051,3.926892196950345
23421.686746987954,37631.32313623801,3.925789514732577
23566.265060240967,37704.418442725895,3.9246937479528143
23710.843373493975,37777.5137492138,3.923598325337597
23855.421686746988,37850.609055702036,3.9225099783308424
24000.0,37923.70436218987,3.9214264167057316
24144.578313253012,37996.79966867797,3.920349576687758
24289.156626506025,38069.89497516609,3.9192730711841595
24433.734939759037,38142.99028165387,3.9182034358911735
24578.31325301205,38216.08558814165,3.917138442007307
24722.89156626506,38289.180894628866,3.9160799603199385
24867.469879518074,38362.27620111605,3.915021802721157
25012.048192771086,38435.37150760422,3.9139702930766163
25156.6265060241,38508.466814091924,3.9129232690270115
25301.20481927711,38581.56212057954,3.911882530125426
25445.783132530123,38654.657427067155,3.910842104008242
25590.361445783135,38727.75273355525,3.9098080848548284
25734.939759036144,38800.84804004267,3.9087783821980504
25879.518072289156,38873.94334653042,3.9077547181178725
26024.09638554217,38947.03865301818,3.906731354545821
26168.67469879518,39020.133959506355,3.9057141360539127
26313.253012048193,39093.22926599413,3.9047010501857615
26457.831325301206,39166.32457248226,3.9036937346187717
26602.409638554218,39239.41987897042,3.9026867062029487
26746.98795180723,39312.51518545803,3.9016855377630724
26891.566265060243,39385.61049194627,3.9006883016561775
27036.144578313255,39458.70579843371,3.8996965434574418
27180.722891566267,39531.80110492111,3.8987050578520512
27325.30120481928,39604.89641140914,3.897719121312998
27469.879518072292,39677.99171789716,3.8967368985670983
27614.457831325304,39751.0870243852,3.8957598345203746
27759.036144578313,39824.18233087323,3.8947830271739514
27903.614457831325,39897.277637360996,3.8938114292798898
28048.192771084337,39970.37294384868,3.8928433063300076
28192.77108433735,40043.46825033651,3.8918799930099817
28337.349397590362,40116.56355682435,3.8909169190103916
28481.927710843374,40189.658863312354,3.889958682864701
28626.506024096387,40262.75416980026,3.889003660167906
28771.0843373494,40335.849476287876,3.888053064708461
28915.66265060241,40408.94478277548,3.8871026895303307
29060.240963855424,40482.04008926336,3.8861567448826637
29204.819277108436,40555.135395751284,3.885213726870613
29349.39759036145,40628.23070223907,3.8842747164123383
29493.97590361446,40701.326008726835,3.8833359053394085
29638.554216867473,40774.421315214946,3.8824010774525837
29783.132530120485,40847.516621703275,3.8814688609948322
29927.710843373494,40920.61192819057,3.8805401905391625
30072.289156626506,40993.70723467781,3.8796116964880842
30216.86746987952,41066.802541165445,3.878686693291644
30361.44578313253,41139.89784765389,3.877763954362065
30506.024096385543,41212.993154141725,3.876844252701912
30650.602409638555,41286.08846062954,3.875924702116234
30795.180722891568,41359.18376711735,3.8750080992904996
30939.75903614458,41432.27907360567,3.874093377462263
31084.337349397592,41505.37438009365,3.873181130786589
31228.915662650605,41578.4696865816,3.8722690071969823
31373.493975903617,41651.564993069514,3.8713592307520437
31518.07228915663,41724.660299557196,3.870450911062204
31662.65060240964,41797.75560604467,3.86954444373952
31807.228915662654,41870.85091253214,3.868638068493429
31951.807228915663,41943.946219020276,3.8677333743061504
32096.385542168675,42017.04152550824,3.8668296659231465
32240.963855421687,42090.13683199598,3.8659271178350845
32385.5421686747,42163.23213848371,3.865024627363844
32530.12048192771,42236.32744497148,3.864123077040367
32674.698795180724,42309.42275145844,3.863221988030075
32819.27710843374,42382.518057946516,3.862321287788494
32963.85542168675,42455.61336443464,3.861420606747329
33108.43373493976,42528.70867092268,3.8605200387795398
33253.01204819277,42601.8039774101,3.85961934608745
33397.590361445786,42674.89928389781,3.8587181789377327
33542.1686746988,42747.99459038554,3.8578169880054434
33686.74698795181,42821.0898968733,3.856914983662286
33831.32530120482,42894.185203361274,3.85601219719916
33975.903614457835,42967.280509849414,3.855107966689424
34120.48192771085,43040.37581633756,3.8542036641172555
34265.06024096386,43113.47112282527,3.85329750614103
34409.63855421687,43186.5664293128,3.85238982555713
34554.216867469884,43259.66173580045,3.8514796073329216
34698.7951807229,43332.7570422881,3.8505692625908874
34843.37349397591,43405.852348776185,3.8496558851916864
34987.951807228914,43478.94765526418,3.8487401475268634
35132.530120481926,43552.04296175205,3.8478206329973847
35277.10843373494,43625.13826823992,3.8469009302419517
35421.68674698795,43698.233574728154,3.845976858744413
35566.26506024096,43771.32888121621,3.845049474611861
35710.843373493975,43844.42418770401,3.844116902391414
35855.42168674699,43917.51949419179,3.8431840716707724
36000.0,43990.61480067925,3.842245373158358
36000.0,43990.61480067925,3.924445675970355
36144.57831325301,43905.12823838015,3.9252364060680383
36289.156626506025,43832.04004113603,3.9259037239434655
36433.73493975904,43758.945266724135,3.926571148132791
36578.31325301205,43685.85007740107,3.9272386165891384
36722.89156626506,43612.75478279947,3.927906495536215
36867.469879518074,43539.65947651928,3.9285749027788452
37012.048192771086,43466.5641700508,3.929244375264053
37156.6265060241,43393.468863574424,3.9299139009456177
37301.20481927711,43320.37355708758,3.9305848442170777
37445.78313253012,43247.278250599134,3.9312569609968437
37590.361445783135,43174.1829441112,3.931931018631384
37734.93975903615,43101.08763762328,3.932605173021614
37879.51807228916,43027.99233113542,3.9332816098978665
38024.09638554217,42954.897024647835,3.9339597855323896
38168.67469879518,42881.80171815982,3.934640670396657
38313.25301204819,42808.70641167179,3.9353216902419454
38457.8313253012,42735.61110518369,3.936005752800294
38602.409638554214,42662.5157986956,3.936692051840517
38746.98795180723,42589.420492207646,3.9373817377294356
38891.56626506024,42516.325185719696,3.9380715923103695
39036.14457831325,42443.229879231854,3.9387651458595374
39180.72289156626,42370.13457274339,3.939461344255646
39325.301204819276,42297.039266255204,3.9401603161305583
39469.87951807229,42223.94395976739,3.9408620707404878
39614.4578313253,42150.8486532793,3.941566812023766
39759.03614457831,42077.75334679112,3.942274621291305
39903.614457831325,42004.65804030332,3.942986951803436
40048.19277108434,41931.562733815554,3.9436995074442227
40192.77108433735,41858.467427327654,3.9444169037877947
40337.34939759036,41785.3721208398,3.9451377170508493
40481.927710843374,41712.27681435181,3.9458635285172505
40626.50602409639,41639.18150786382,3.94658958884172
40771.0843373494,41566.08620137573,3.9473209644114484
40915.66265060241,41492.990894887014,3.94805606926022
41060.24096385542,41419.895588399384,3.9487965997454237
41204.819277108436,41346.800281911805,3.9495374003544033
41349.39759036145,41273.704975423614,3.9502839419422178
41493.97590361446,41200.60966893524,3.951034493335538
41638.55421686747,41127.51436244659,3.951790854619665
41783.132530120485,41054.41905595793,3.9525475051452608
41927.7108433735,40981.32374946966,3.9533102797538686
42072.2891566265,40908.22844298225,3.954077316843523
42216.86746987952,40835.13313649416,3.954850510238472
42361.44578313253,40762.03783000604,3.9556240101101245
42506.02409638554,40688.94252351773,3.9564039797481123
42650.60240963855,40615.847217029346,3.9571884400550297
42795.180722891564,40542.75191054154,3.9579793697598786
42939.75903614458,40469.65660405376,3.9587706215189393
43084.33734939759,40396.56129756585,3.9595686557237215
43228.9156626506,40323.46599107856,3.960371387155715
43373.49397590361,40250.37068459049,3.961180871603955
43518.072289156626,40177.27537810238,3.9619906922175767
43662.65060240964,40104.18007161437,3.962807550553016
43807.22891566265,40031.08476512619,3.9636292364720687
43951.80722891566,39957.989458637996,3.9644558055952506
44096.385542168675,39884.89415214981,3.9652872619290926
44240.96385542169,39811.79884566177,3.966123686642944
44385.5421686747,39738.703539173905,3.966965107295436
44530.12048192771,39665.608232686005,3.9678115744988873
44674.698795180724,39592.51292619808,3.968663091899384
44819.27710843374,39519.417619710024,3.96951976346991
44963.85542168675,39446.322313222154,3.9703816448885
45108.43373493976,39373.22700673433,3.9712509842795227
45253.01204819277,39300.1317002465,3.9721206949110583
45397.590361445786,39227.036393758484,3.972998176612696
45542.1686746988,39153.94108727034,3.973881009551113
45686.74698795181,39080.84578078256,3.974771495064244
45831.32530120482,39007.7504742948,3.975662361500416
45975.90361445783,38934.655167806704,3.9765611939381795
46120.48192771085,38861.55986131854,3.97746550676756
46265.06024096385,38788.46455483041,3.978377650035386
46409.63855421687,38715.36924834228,3.9792901830760052
46554.21686746988,38642.27394185411,3.980210860387664
46698.7951807229,38569.17863536639,3.981137136277225
46843.3734939759,38496.083328878696,3.9820714054652875
46987.951807228914,38422.988022391,3.983006072529433
47132.530120481926,38349.89271590312,3.9839490142281226
47277.10843373494,38276.797409415056,3.9848975965824835
47421.68674698795,38203.702102926945,3.985851852005368
47566.26506024096,38130.60679643882,3.986811782832781
47710.843373493975,38057.51148995063,3.9877774700987
47855.42168674699,37984.41618346259,3.988748963900433
48000.0,37911.32087697465,3.9897287379000996
48144.57831325301,37838.22557048671,3.9907089240510563
48289.156626506025,37765.130263998544,3.991697705924428
48433.73493975904,37692.03495751065,3.9926923861389305
48578.31325301205,37618.939651022185,3.993695473413559
48722.89156626506,37545.84434453369,3.9946989791518575
48867.469879518074,37472.74903804556,3.995711208239467
49012.048192771086,37399.653731557184,3.9967294206175703
49156.6265060241,37326.55842506942,3.997756157619393
49301.20481927711,37253.46311858169,3.99878331893469
49445.78313253012,37180.367812093566,3.999819287016524
49590.361445783135,37107.2725056052,4.000861247046015
49734.93975903615,37034.1771991171,4.00190922293102
49879.51807228915,36961.08189262929,4.002963216396057
50024.09638554217,36887.98658614173,4.0040232981629345
50168.67469879518,36814.89127965392,4.00508951613906
50313.2530120482,36741.795973165725,4.006164471032659
50457.8313253012,36668.700666677505,4.0072398608035655
50602.40963855422,36595.605360189686,4.0083243070599694
50746.98795180723,36522.510053701764,4.0094149592713535
50891.566265060246,36449.41474721401,4.010514445656881
51036.14457831325,36376.31944072627,4.0116143717594985
51180.72289156626,36303.22413423833,4.012723416893847
51325.301204819276,36230.12882775081,4.013838661717443
51469.87951807229,36157.033521263074,4.0149601267607355
51614.4578313253,36083.938214775015,4.016087813506769
51759.03614457831,36010.84290828728,4.017221789186989
51903.614457831325,35937.74760179989,4.018362101456357
52048.19277108434,35864.652295311425,4.019511431186455
52192.77108433735,35791.55698882289,4.020661209755176
52337.34939759036,35718.46168233507,4.021820331103388
52481.927710843374,35645.3663758472,4.022985851877337
52626.50602409639,35572.271069359784,4.024160478961576
52771.0843373494,35499.17576287239,4.025335559306561
52915.66265060241,35426.08045638459,4.0265200740588325
53060.24096385542,35352.985149896,4.027711050830489
53204.819277108436,35279.88984340743,4.028911222951364
53349.39759036145,35206.79453691886,4.030111852764833
53493.97590361445,35133.699230430495,4.031322009384956
53638.55421686747,35060.60392394205,4.032538691545535
53783.13253012048,34987.50861745444,4.033764659996073
53927.7108433735,34914.41331096687,4.034991090666042
54072.2891566265,34841.318004478926,4.03622710502085
54216.86746987952,34768.22269799136,4.0374696342159115
54361.44578313253,34695.127391503374,4.0387186998148366
54506.02409638555,34622.032085014915,4.039974303381723
54650.60240963855,34548.93677852708,4.041236516518504
54795.18072289157,34475.841472039385,4.042505390321267
54939.75903614458,34402.74616555115,4.043783745788688
55084.337349397596,34329.65085906288,4.045062573201948
55228.9156626506,34256.5555525748,4.046351228550741
55373.49397590362,34183.46024608679,4.047646619212228
55518.072289156626,34110.364939598825,4.048951600459868
55662.65060240964,34037.26963311086,4.050257059076371
55807.22891566265,33964.17432662299,4.051572422171371
55951.80722891566,33891.079020134806,4.052894523214804
56096.385542168675,33817.9837136467,4.054223389999505
56240.96385542169,33744.888407158774,4.055559024546097
56385.5421686747,33671.793100671,4.056901510127136
56530.12048192771,33598.697794182895,4.058250903631322
56674.698795180724,33525.60248769519,4.059610141572848
56819.27710843374,33452.50718120751,4.060969869523158
56963.85542168675,33379.41187471966,4.06233981367948
57108.43373493976,33306.316568231225,4.06371676817563
57253.01204819277,33233.22126174359,4.065103718653828
57397.590361445786,33160.12595525598,4.066491166687124
57542.1686746988,33087.030648767846,4.067888994441017
57686.7469879518,33013.935342280194,4.069293949231641
57831.32530120482,32940.84003579204,4.070709073229292
57975.90361445783,32867.74472930386,4.07212470340824
58120.48192771085,32794.64942287981,4.073550858772975
58265.06024096385,32721.554116077496,4.074984190670963
58409.63855421687,32648.458809422795,4.076424735584461
58554.21686746988,32575.3635042694,4.077872530312333
58698.7951807229,32502.268197772344,4.079327657647913
58843.3734939759,32429.17289128323,4.080790201523344
58987.95180722892,32356.077584795057,4.082263345904177
59132.530120481926,32282.982278306932,4.083737017944795
59277.108433734946,32209.886971819313,4.0852217255283945
59421.68674698795,32136.791665331682,4.0867140305279515
59566.26506024097,32063.69635884302,4.088217206180388
59710.843373493975,31990.601052354305,4.0897209229462135
59855.42168674699,31917.505745866416,4.0912359693050515
60000.0,31844.41043937878,4.092758824625796
60144.57831325301,31771.315132891294,4.094292866953311
60289.156626506025,31698.219826403816,4.095827466149156
60433.73493975904,31625.124519916197,4.097373739694573
60578.31325301205,31552.029213428472,4.098928070500811
60722.89156626506,31478.933906940812,4.100493960014821
60867.469879518074,31405.838600453157,4.1020604249086805
61012.048192771086,31332.74329396536,4.103638969626185
61156.6265060241,31259.647987477245,4.105225863903678
61301.20481927711,31186.552680988636,4.106824754846267
61445.78313253012,31113.4573745,4.108424242980146
61590.361445783135,31040.362068011964,4.110036289099672
61734.93975903615,30967.26676152459,4.11165702976044
61879.51807228915,30894.17145503698,4.113290284393455
62024.09638554217,30821.076148549357,4.114924161981254
62168.67469879518,30747.98084206122,4.116571162799831
62313.2530120482,30674.885535573063,4.118227266283677
62457.8313253012,30601.790229085298,4.11989649620443
62602.40963855422,30528.69492259755,4.121566379582854
62746.98795180723,30455.599616109695,4.123250055934664
62891.566265060246,30382.50430962186,4.124943318898891
63036.14457831325,30309.409003134046,4.126650435124463
63180.72289156627,30236.313696646233,4.128358241006418
63325.301204819276,30163.218390158047,4.1300806353013115
63469.879518072295,30090.12308367032,4.13181319144843
63614.4578313253,30017.027777182553,4.133560465518858
63759.03614457831,29943.932470694785,4.135308472309622
63903.614457831325,29870.83716420672,4.137071952273686
64048.19277108434,29797.74185771872,4.138846152420119
64192.77108433735,29724.646551230766,4.140631317864674
64337.34939759036,29651.551244742896,4.142427466484313
64481.927710843374,29578.45593825492,4.144235055977105
64626.50602409639,29505.36063176704,4.146054312187461
64771.0843373494,29432.26532527876,4.147890551713917
64915.66265060241,29359.17001879046,4.149727636789016
65060.24096385542,29286.07471230268,4.151582742688019
65204.819277108436,29212.97940581454,4.153450497725443
65349.39759036145,29139.884099326497,4.155336717458602
65493.97590361446,29066.78879283846,4.157223856522111
65638.55421686747,28993.693486350414,4.159130644412866
65783.13253012049,28920.598179861983,4.161051263787008
65927.7108433735,28847.502873374113,4.162992133099724
66072.2891566265,28774.407566886268,4.164934010660023
66216.86746987952,28701.312260398223,4.166897501768796
66361.44578313253,28628.216953910392,4.168876253318017
66506.02409638555,28555.121647422224,4.170877415741122
66650.60240963855,28482.02634093404,4.172879694042868
66795.18072289157,28408.931034445908,4.174905967924829
66939.75903614458,28335.835727958245,4.176949237586685
67084.3373493976,28262.740421470397,4.1790175470087805
67228.9156626506,28189.645114982537,4.181087103250584
67373.49397590362,28116.54980849476,4.1831835582888806
67518.07228915663,28043.45450200665,4.185299128134201
67662.65060240965,27970.359195518446,4.187442954339905
67807.22891566265,27897.263889030233,4.1895881875830225
67951.80722891566,27824.16858254215,4.191763879288261
68096.38554216867,27751.07327605428,4.193961289795962
68240.9638554217,27677.977969566247,4.196190918175281
68385.5421686747,27604.882663078206,4.1984221509179624
68530.1204819277,27531.78735659029,4.200688236861452
68674.69879518072,27458.692050102447,4.202979264176156
68819.27710843374,27385.59674361453,4.205307425081898
68963.85542168675,27312.501437126608,4.207637435213992
69108.43373493975,27239.406130638716,4.210007766733255
69253.01204819277,27166.310824150594,4.212407060590604
69397.5903614458,27093.215517662575,4.214849639983649
69542.1686746988,27020.120211174562,4.217294375054936
69686.7469879518,26947.024904686834,4.219786296317178
69831.32530120482,26873.92959819865,4.222312244061702
69975.90361445784,26800.834291710682,4.224889251817773
70120.48192771085,26727.73898522272,4.227468802542514
70265.06024096385,26654.643678734854,4.230104245922457
70409.63855421687,26581.548372246783,4.23278016208855
70554.21686746989,26508.453065758455,4.235517073450852
70698.7951807229,26435.357759270115,4.238257022729864
70843.3734939759,26362.262452782194,4.2410640366445715
70987.9518072289,26289.167146294072,4.243919829971384
71132.53012048193,26216.071839806107,4.246849478631704
71277.10843373495,26142.97653331815,4.249782805901646
71421.68674698795,26069.881226830046,4.2527977274004325
71566.26506024096,25996.78592034213,4.25587228384376
71710.84337349398,25923.690613854094,4.259008610020739
71855.421686747,25850.595307365857,4.262207274259076
72000.0,25777.50000087795,4.265477603573551
