Time,Concentration,Voltage
0.0,19986.0,0.24131640462732268
144.57831325301206,19929.14364148615,0.24124349315114124
289.1566265060241,19895.13516501377,0.2412010597353033
433.73493975903614,19863.850812121327,0.24116158550537545
578.3132530120482,19833.401879355864,0.24112277933762896
722.8915662650603,19803.239902605448,0.24108398692350472
867.4698795180723,19773.165035429087,0.24104498390408208
1012.0481927710844,19743.11080838394,0.241005712281504
1156.6265060240964,19713.0714819471,0.24096619248983478
1301.2048192771085,19683.031893057643,0.2409264311430281
1445.7831325301206,19652.993549650204,0.2408863697639968
1590.3614457831327,19622.956140757535,0.24084595170248843
1734.9397590361446,19592.918731864866,0.2408055336409801
1879.5180722891566,19562.881322972196,0.24076511557947175
2024.0963855421687,19532.843855015057,0.24072463947962755
2168.674698795181,19502.80577493523,0.24068356189157547
2313.253012048193,19472.7676948554,0.2406424843035234
2457.8313253012047,19442.729614775573,0.2406014067154713
2602.409638554217,19412.691534695743,0.24056032912741923
2746.987951807229,19382.653454615916,0.24051925153936715
2891.566265060241,19352.615374536086,0.24047817395131507
3036.144578313253,19322.577294456256,0.240437096363263
3180.7228915662654,19292.53921437643,0.2403960187752109
3325.3012048192772,19262.501075625267,0.24035481238617856
3469.879518072289,19232.46293006404,0.24031359104703243
3614.4578313253014,19202.424784502815,0.2402723697078863
3759.0361445783133,19172.38663894159,0.24023114836874018
3903.6144578313256,19142.34849338036,0.24018992702959405
4048.1927710843374,19112.310347819133,0.2401487056904479
4192.77108433735,19082.272202257907,0.2401074843513018
4337.349397590362,19052.234056696678,0.24006626301215567
4481.9277108433735,19022.19590642594,0.24002567667283706
4626.506024096386,18992.15775417506,0.23998535732208232
4771.084337349398,18962.11960192418,0.23994503797132757
4915.6626506024095,18932.0814496733,0.2399047186205728
5060.240963855422,18902.04329742242,0.23986439926981806
5204.819277108434,18872.00514517154,0.23982407991906332
5349.397590361446,18841.96699292066,0.23978376056830855
5493.975903614458,18811.92884066978,0.2397434412175538
5638.55421686747,18781.890688418902,0.23970312186679907
5783.132530120482,18751.852536168022,0.2396628025160443
5927.710843373494,18721.814383917146,0.23962248316528956
6072.289156626506,18691.776231666267,0.2395821638145348
6216.8674698795185,18661.738079415387,0.23954184446378005
6361.445783132531,18631.699927164507,0.2395015251130253
6506.024096385542,18601.661774913628,0.23946120576227053
6650.6024096385545,18571.623622662748,0.2394208864115158
6795.180722891567,18541.58547030355,0.2393812479343429
6939.759036144578,18511.547317714187,0.23934305631353148
7084.3373493975905,18481.50916512482,0.23930486469272003
7228.915662650603,18451.47101253545,0.23926667307190858
7373.493975903615,18421.432859946086,0.23922848145109715
7518.0722891566265,18391.394707356718,0.2391902898302857
7662.650602409639,18361.35655476735,0.23915209820947425
7807.228915662651,18331.318402177985,0.23911390658866283
7951.8072289156635,18301.280249588617,0.23907571496785138
8096.385542168675,18271.24209699925,0.23903752334703993
8240.963855421687,18241.203944409885,0.23899933172622848
8385.5421686747,18211.165791820516,0.23896114010541705
8530.120481927712,18181.12763923115,0.2389229484846056
8674.698795180724,18151.089486641784,0.23888475686379415
8819.277108433735,18121.051334052416,0.23884656524298273
8963.855421686747,18091.013181451497,0.2388097228133331
9108.43373493976,18060.975028842015,0.23877388006292877
9253.012048192772,18030.936876232536,0.2387380373125244
9397.590361445784,18000.898723623057,0.23870219456212005
9542.168674698796,17970.860571013574,0.23866635181171572
9686.746987951808,17940.822418404096,0.23863050906131136
9831.325301204819,17910.784265794617,0.238594666310907
9975.903614457831,17880.746113185134,0.23855882356050268
10120.481927710844,17850.707960575655,0.23852298081009832
10265.060240963856,17820.669807966173,0.238487138059694
10409.638554216868,17790.631655356694,0.23845129530928963
10554.21686746988,17760.593502747215,0.23841545255888527
10698.795180722893,17730.55535013667,0.23838149372483342
10843.373493975903,17700.517197525893,0.23834795538711276
10987.951807228916,17670.47904491511,0.23831441704939207
11132.530120481928,17640.44089230433,0.23828087871167142
11277.10843373494,17610.40273969355,0.23824734037395076
11421.686746987953,17580.36458708277,0.23821380203623008
11566.265060240965,17550.32643447199,0.23818026369850942
11710.843373493977,17520.28828186121,0.23814672536078874
11855.421686746988,17490.25012925043,0.23811318702306808
12000.0,17460.21197663965,0.2380796486853474
12144.578313253012,17430.173824028996,0.23804732036739876
12289.156626506025,17400.135671418466,0.23801619495725226
12433.734939759037,17370.097518807936,0.23798506954710577
12578.31325301205,17340.05936619741,0.23795394413695925
12722.891566265062,17310.02121358688,0.23792281872681276
12867.469879518072,17279.98306097635,0.23789169331666626
13012.048192771084,17249.944908365822,0.23786056790651977
13156.626506024097,17219.90675575529,0.23782944249637325
13301.204819277109,17189.86860314476,0.23779831708622676
13445.783132530121,17159.83045053425,0.23776763519340952
13590.361445783134,17129.792297923792,0.23773855338731237
13734.939759036146,17099.754145313338,0.23770947158121522
13879.518072289156,17069.715992702884,0.23768038977511807
14024.096385542169,17039.67784009243,0.23765130796902093
14168.674698795181,17009.639687481973,0.23762222616292375
14313.253012048193,16979.60153487152,0.2375931443568266
14457.831325301206,16949.563382261065,0.23756406255072945
14602.409638554218,16919.525229650608,0.2375349807446323
14746.98795180723,16889.487077040176,0.23750771182332714
14891.566265060243,16859.44892442975,0.23748073551330015
15036.144578313253,16829.410771819323,0.2374537592032732
15180.722891566265,16799.372619208894,0.23742678289324623
15325.301204819278,16769.33446659847,0.23739980658321927
15469.87951807229,16739.29631398804,0.2373728302731923
15614.457831325302,16709.258161377613,0.23734585396316532
15759.036144578315,16679.220008767188,0.23731887765313836
15903.614457831327,16649.181856156756,0.23729313256648735
