Time,Cell 1 Pos Particle vSurface Concentration,Cell 1 Neg Particle vSurface Concentration,Cell 1 Voltage,Cell 1 Iapp,Cell 1 Pos Particle J0,Cell 1 Pos Particle ocp,Cell 1 Neg Particle J0,Cell 1 Neg Particle ocp
4048.1927710843374,31781.885954104953,19109.428371873793,3.822364975687229,-1.2027659291666666,0.47156960207284454,4.003562182045358,6.700465545460193,0.176580076308817
4337.349397590362,31853.977519993416,19049.352066264448,3.8207195171003376,-1.2027659291666666,0.47122776789883636,4.001989053259596,6.724050818576288,0.17665017609924732
4626.506024096386,31926.069087310847,18989.27576246734,3.8190864370745956,-1.2027659291666666,0.47088171220871494,4.000426028503615,6.747339694744648,0.17671791340910759
4915.6626506024095,31998.160652900762,18929.199456630555,3.817466416211208,-1.2027659291666666,0.47053142570344103,3.9988738682613874,6.7703352341253735,0.1767833934213302
5204.819277108434,32070.252220551964,18869.1231520664,3.8158600687902124,-1.2027659291666666,0.470176898908558,3.997333281798292,6.793040414430835,0.17684671463202128
5493.975903614458,32142.34378605,18809.04684660631,3.814267965929326,-1.2027659291666666,0.46981812224559993,3.995804929206979,6.815458138406681,0.1769079695228239
5783.132530120482,32214.435352324224,18748.970541400668,3.812690597953578,-1.2027659291666666,0.4694550859563197,3.994289422846428,6.83759123298557,0.17696724514195994
6072.289156626506,32286.52691842443,18688.89423652488,3.8111285209576318,-1.2027659291666666,0.46908778015563163,3.9927873293620375,6.859442453351094,0.17702462363802518
6361.445783132531,32358.618485298794,18628.817930135097,3.8095821216233925,-1.2027659291666666,0.46871619480134097,3.991299171356274,6.881014485508435,0.177080182734282
6650.6024096385545,32430.71005153755,18568.741625331204,3.8080518220264157,-1.2027659291666666,0.46834031971440443,3.98982542926623,6.902309946020731,0.17713399614607678
6939.759036144578,32502.801617497997,18508.665319346524,3.8065379947871665,-1.2027659291666666,0.46796014455623197,3.9883665430536337,6.923331387985222,0.17718613396955823
7228.915662650603,32574.89318397401,18448.589014238176,3.8050409755808188,-1.2027659291666666,0.4675756588337412,3.98692291398681,6.944081299248816,0.17723666301042323
7518.0722891566265,32646.984750228203,18388.512709036175,3.8035610460729696,-1.2027659291666666,0.4671868519083129,3.9854949064050778,6.964562107109558,0.1772856470930428
7807.228915662651,32719.076316634317,18328.43640377651,3.8020985128322744,-1.2027659291666666,0.4667937129801438,3.9840828493567835,6.984776178755294,0.17733314732670807
8096.385542168675,32791.16788242069,18268.36009861951,3.8006535815122238,-1.2027659291666666,0.46639623109877376,3.9826870382968065,7.004725823356052,0.17737922234723796
8385.5421686747,32863.25944860594,18208.28379334302,3.7992264667997935,-1.2027659291666666,0.465994395145298,3.9813077366404754,7.024413293939092,0.17742392853236993
8674.698795180724,32935.351015453416,18148.20748824041,3.7978173493338954,-1.2027659291666666,0.46558819384452965,3.9799451773800594,7.0438407887312415,0.1774673201931266
8963.855421686747,33007.44258147805,18088.131183058314,3.796426380379818,-1.2027659291666666,0.46517761576916616,3.9785995646225385,7.063010453080734,0.17750944974628674
9253.012048192772,33079.53414773259,18028.05487786071,3.795053679018134,-1.2027659291666666,0.46476264931373523,3.97727107498144,7.081924380687406,0.17755036786741207
9542.168674698796,33151.62571447699,17967.978572622604,3.793699361175554,-1.2027659291666666,0.4643432827114782,3.975959859063721,7.100584615187835,0.1775901236289152
9831.325301204819,33223.7172790411,17907.90226757719,3.7923634936993684,-1.2027659291666666,0.4639195040453658,3.9746660428814384,7.1189931514445135,0.17762876462363586
10120.481927710844,33295.80884577536,17847.825962685143,3.7910461351010643,-1.2027659291666664,0.463491301187696,3.9733897289983826,7.137151937053465,0.17766633707677504
10409.638554216868,33367.9004112643,17787.749657290697,3.7897473223382985,-1.2027659291666666,0.46305866188519756,3.972130998071021,7.155062873732087,0.17770288594701994
10698.795180722893,33439.99197791064,17727.67335267939,3.7884670697891605,-1.2027659291666666,0.46262157367667545,3.9708899098340837,7.17272781780238,0.17773845501674052
10987.951807228916,33512.08354412629,17667.59704741794,3.787205376412205,-1.2027659291666666,0.46218002394958796,3.969666504452072,7.190148582768267,0.1777730869786307
11277.10843373494,33584.175109700205,17607.520742521432,3.7859622200181207,-1.2027659291666666,0.4617339999058577,3.968460803557022,7.207326938944575,0.1778068235097669
11566.265060240965,33656.26667836557,17547.444436237492,3.784737565519533,-1.2027659291666666,0.4612834885432343,3.9672728112935505,7.224264616074888,0.17783970534611543
11855.421686746988,33728.35824319723,17487.368131173564,3.783531359588253,-1.2027659291666666,0.460828476744553,3.9661025155989016,7.2409633023769535,0.17787177234547907
12144.578313253012,33800.44981324482,17427.29182641441,3.782343536172522,-1.2027659291666668,0.46036895110829623,3.9649498887629675,7.257424647801747,0.17790306355505092
12433.734939759037,33872.54137780892,17367.215521290862,3.781174012778396,-1.2027659291666666,0.45990489817244423,3.9638148889584564,7.273650263944326,0.17793361726969403
12722.891566265062,33944.63294413817,17307.139216053096,3.780022703056004,-1.2027659291666666,0.4594363041722056,3.9626974605477283,7.289641724826029,0.17796347109004934
13012.048192771084,34016.724510457934,17247.062910974866,3.778889489417667,-1.2027659291666666,0.45896315520992326,3.961597535382942,7.305400568066347,0.1779926619802496
13301.204819277109,34088.81607587123,17186.9866052766,3.777774264844979,-1.2027659291666666,0.45848543718964785,3.9605150334783272,7.320928296047382,0.17802122632524003
13590.361445783134,34160.90764044526,17126.910300588817,3.776676898960339,-1.2027659291666668,0.45800313581387825,3.9594498638026856,7.336226375874592,0.1780491999862951
13879.518072289156,34232.999209224574,17066.833993935463,3.775597255262082,-1.2027659291666666,0.4575162365535738,3.9584019249786238,7.351296241995383,0.1780766183625913
14168.674698795181,34305.090774301134,17006.757689492057,3.774535185112103,-1.2027659291666666,0.4570247247668787,3.957371106263197,7.366139294025952,0.1781035164459916
14457.831325301206,34377.18234060131,16946.681384268115,3.773490544090749,-1.2027659291666666,0.45652858552242725,3.9563572878593343,7.380756901111724,0.17812992889052837
14746.98795180723,34449.27390760495,16886.60507918105,3.7724631518018144,-1.2027659291666666,0.45602780372019736,3.9553603418350347,7.395150399902816,0.17815589007394056
15036.144578313253,34521.36547193455,16826.5287734441,3.7714528518328096,-1.2027659291666666,0.45552236407236996,3.954380132703867,7.409321096656879,0.1781814341713231
15325.301204819278,34593.45703943312,16766.45246819325,3.7704594630722337,-1.2027659291666666,0.45501225101569415,3.953416517852993,7.423270267063929,0.17820659523029148
15614.457831325302,34665.548604363314,16706.37616356653,3.7694828025798555,-1.2027659291666666,0.4544974488549411,3.9524693483867437,7.436999157611858,0.17823140725570535
15903.614457831327,34737.64017112396,16646.299858294642,3.768522678105568,-1.2027659291666666,0.45397794160665017,3.9515384693695474,7.450508986304623,0.17825590430127392
16192.77108433735,34809.731737317736,16586.223553061347,3.7675789067505745,-1.2027659291666666,0.45345371311661914,3.9506237205573984,7.463800942522642,0.17828012056907272
16481.927710843374,34881.82330330147,16526.147248019293,3.766651268552366,-1.2027659291666666,0.45292474698880125,3.949724936753524,7.4768761881965204,0.17830409052250096
16771.0843373494,34953.91487064344,16466.07094205094,3.765739573303923,-1.2027659291666666,0.4523910265928732,3.9488419482866757,7.489735858536116,0.17832784901133636
17060.240963855424,35026.006437285105,16405.99463695067,3.764843607338476,-1.2027659291666666,0.451852535097068,3.9479745815028995,7.502381061697266,0.1783514314097767
17349.39759036145,35098.098000828,16345.918331739986,3.763963157076199,-1.2027659291666666,0.45130925544137196,3.9471226591331967,7.514812880543247,0.17837487377566832
17638.55421686747,35170.18956747308,16285.842026593738,3.7630980014643893,-1.2027659291666666,0.45076117026618856,3.94628600057873,7.527032372329072,0.17839821302591452
17927.710843373494,35242.28113371079,16225.765721380783,3.7622479311911685,-1.2027659291666666,0.4502082620472452,3.9454644224940982,7.539040569518656,0.17842148713708908
18216.86746987952,35314.37269986448,16165.689416124416,3.7614127008220217,-1.2027659291666666,0.449650512990279,3.944657738974644,7.550838480180577,0.17844473537191544
18506.024096385543,35386.464266947674,16105.613111109687,3.7605920949360505,-1.2027659291666666,0.44908790505098445,3.9438657619232127,7.562427088444689,0.17846799853656597
18795.180722891568,35458.555833476894,16045.536805650732,3.759785876634837,-1.2027659291666666,0.4485204199565051,3.9430883013952807,7.573807355196722,0.17849131927382883
19084.337349397592,35530.64739832442,15985.460501260528,3.7589938091857658,-1.2027659291666666,0.4479480391799879,3.9423251658595415,7.5849802179209735,0.17851474239526033
19373.493975903617,35602.73896465695,15925.38419609874,3.7582156516635976,-1.2027659291666661,0.44737074390517206,3.94157616243418,7.59594659217094,0.1785383152635631
19662.650602409638,35674.83052908082,15865.307890384585,3.7574511594418674,-1.2027659291666668,0.44678851510925927,3.9408410972612202,7.606707370966197,0.178562088224573
19951.807228915663,35746.92209492964,15805.231585300342,3.75670008000346,-1.2027659291666666,0.4462013334527021,3.9401197756139754,7.61726342541947,0.178586115103702
20240.963855421687,35819.01366117218,15745.15528007476,3.7559621721767527,-1.2027659291666666,0.4456091793645232,3.939412002242292,7.627615605638281,0.17861045377432266
20530.12048192771,35891.1052273298,15685.078974784592,3.755237159385737,-1.2027659291666666,0.4450120329989766,3.938717581538772,7.637764740598229,0.178635166805666
20819.277108433736,35963.1967943545,15625.002669809246,3.7545247885353623,-1.2027659291666666,0.44440987422396505,3.938036317735181,7.6477116386092465,0.1786603222059297
21108.43373493976,36035.288360759805,15564.926364477804,3.7538247862044507,-1.2027659291666666,0.44380268264915035,3.9373680151308807,7.657457087888452,0.1786859942734975
21397.590361445786,36107.37992649104,15504.850059443725,3.7531368748731193,-1.2027659291666668,0.4431904375895965,3.9367124782354552,7.6670018565082,0.17871226457014155
21686.746987951807,36179.47149285695,15444.773754121292,3.7524607686453706,-1.2027659291666666,0.44257311806155986,3.936069511938909,7.6763466931403865,0.17873922303789666
21975.90361445783,36251.5630582094,15384.697449087085,3.751796172911551,-1.2027659291666666,0.44195070281506865,3.9354389217077355,7.6854923269910564,0.17876696927586797
22265.060240963856,36323.654624923096,15324.621143716318,3.7511427821823187,-1.2027659291666666,0.4413231702694762,3.934820513670297,7.694439468474037,0.17879561400452373
22554.21686746988,36395.74618820715,15264.544839079233,3.7505002794806774,-1.2027659291666664,0.4406904986060301,3.9342140948507485,7.703188809070074,0.17882528073932022
22843.373493975905,36467.837754497246,15204.468533958372,3.7498683335214964,-1.2027659291666666,0.4400526656023593,3.933619473140991,7.711741022201194,0.17885610770918184
23132.53012048193,36539.92932124279,15144.392228360743,3.7492465977216463,-1.2027659291666666,0.43940964880466393,3.933036457590788,7.7200967629869295,0.1788882500465174
23421.686746987954,36612.020887266146,15084.31592318635,3.74863470677248,-1.2027659291666666,0.438761425432522,3.9324648584299307,7.728256668575943,0.17892188229178746
23710.843373493975,36684.11245446022,15024.239618033218,3.7480322748433332,-1.2027659291666666,0.4381079723579356,3.9319044871590143,7.73622135870594,0.17895720125404613
24000.0,36756.20402099231,14964.163312824929,3.7474388914862615,-1.2027659291666666,0.4374492661614307,3.9313551566981553,7.743991435723819,0.1789944292709569
24289.156626506025,36828.29558709255,14904.08700739707,3.746854118927229,-1.2027659291666666,0.436785283074648,3.930816681429191,7.751567484883012,0.17903381792284495
24578.31325301205,36900.38715379212,14844.010702131261,3.746277487032753,-1.2027659291666666,0.4361159989859856,3.930288877287368,7.758950074497396,0.17907565225524524
24867.469879518074,36972.478719664825,14783.934396547282,3.7457084894060246,-1.2027659291666668,0.43544138946542604,3.9297715618595035,7.76613975634039,0.1791202555727577
25156.6265060241,37044.57028609783,14723.858091351385,3.745146577362249,-1.2027659291666666,0.4347614297099249,3.929264554413778,7.773137065612005,0.17916799486515347
25445.783132530123,37116.66185251457,14663.781785967853,3.7445911542917023,-1.2027659291666666,0.4340760945822116,3.9287676759967147,7.779942521441976,0.17921928693925462
25734.939759036144,37188.7534182384,14603.70548088476,3.744041568717948,-1.2027659291666666,0.43338535858772,3.9282807494761696,7.7865566268157425,0.17927460531877076
26024.09638554217,37260.84498720708,14543.629175783883,3.7434971062405533,-1.2027659291666668,0.4326891958229082,3.927803599561942,7.792979868981995,0.17933448798737148
26313.253012048193,37332.936553390624,14483.552870619049,3.742956971708515,-1.2027659291666666,0.4319875801098287,3.927336052949016,7.799212719516206,0.17939954603275332
26602.409638554218,37405.02811964575,14423.476565403904,3.74242032997823,-1.2027659291666666,0.43128048480796066,3.926877938234248,7.8052556345255,0.1794704732493115
26891.566265060243,37477.119686086415,14363.400260233386,3.7418861908736605,-1.2027659291666666,0.4305678829197809,3.926429086031203,7.811109054820274,0.17954805673585608
27180.722891566267,37549.21125238025,14303.32395492795,3.741353505993124,-1.2027659291666666,0.4298497470622398,3.9259893289876504,7.816773406114552,0.17963318850121168
27469.879518072292,37621.30281925024,14243.247649694487,3.7408211001673735,-1.2027659291666666,0.42912604944504096,3.9255585018055545,7.822249099122064,0.1797268780500926
27759.036144578313,37693.394383131505,14183.171343944206,3.740287666541405,-1.2027659291666666,0.428396761917569,3.9251364412980476,7.827536529817744,0.17983026587400064
28048.192771084337,37765.48594881206,14123.095039048141,3.739751759932364,-1.2027659291666666,0.4276618558341165,3.9247229863369517,7.832636079342727,0.17994463768463653
28337.349397590362,37837.57751885188,14063.018734191834,3.739211771211189,-1.2027659291666668,0.4269213021524633,3.9243179779349733,7.837548114508366,0.18007143915633927
28626.506024096387,37909.669084639914,14002.94242845426,3.7386659043339114,-1.2027659291666666,0.4261750715202218,3.923921259308334,7.842272987736866,0.18021229077371867
28915.66265060241,37981.76065083413,13942.866123224987,3.738112259986539,-1.2027659291666666,0.4254231340157483,3.923532675752399,7.846811037010001,0.18036900224295782
29204.819277108436,38053.85221708909,13882.789817921512,3.737548595478934,-1.2027659291666666,0.42466545932784855,3.923152074754094,7.851162586331987,0.1805435857300961
29493.97590361446,38125.94378207047,13822.713512934202,3.7369725659620485,-1.2027659291666666,0.423902016707087,3.9227793059754315,7.855327945617073,0.1807382668828316
29783.132530120485,38198.035348384044,13762.637207667096,3.7363815773821036,-1.2027659291666664,0.4231327749051937,3.9224142212326596,7.8593074109436465,0.18095549235359684
30072.289156626506,38270.12691335671,13702.56090153152,3.735772803962534,-1.2027659291666666,0.42235770226455527,3.9220566745456096,7.863101264584647,0.18119793214588284
30361.44578313253,38342.21848211337,13642.484598278232,3.7351432213671543,-1.2027659291666668,0.42157676656954896,3.9217065220719687,7.866709774855718,0.18146847473948
30650.602409638555,38414.31004515174,13582.408291418793,3.7344895876063053,-1.2027659291666666,0.42078993528019765,3.921363622214558,7.870133197086661,0.18177021267881993
30939.75903614458,38486.40161190594,13522.331986572834,3.7338084566380525,-1.2027659291666666,0.41999717515864987,3.9210278354552788,7.873371772384645,0.18210641559423532
31228.915662650605,38558.49317818081,13462.25568135535,3.733096409823003,-1.2027659291666666,0.4191984526142356,3.9206990245054185,7.876425728898009,0.1824804879835115
31518.07228915663,38630.5847442143,13402.179376112706,3.732349680511044,-1.2027659291666666,0.41839373349720277,3.9203770542116687,7.879295281277964,0.18289590827415042
31807.228915662654,38702.67631586545,13342.103070831326,3.7315647443884097,-1.2027659291666666,0.4175829830736927,3.9200617915439295,7.88198063093008,0.18335614643974385
32096.385542168675,38774.76788066844,13282.026765637609,3.730738095879928,-1.2027659291666666,0.4167661662856635,3.919753105688699,7.884481966059927,0.18386455773732752
32385.5421686747,38846.85944748681,13221.950460795444,3.7298664973848874,-1.2027659291666661,0.4159432472940153,3.9194508678643816,7.88679946174172,0.18442425138171145
32674.698795180724,38918.95101168708,13161.874155685877,3.728947118066427,-1.2027659291666666,0.4151141898609784,3.9191549514589794,7.888933280016722,0.1850379347612951
32963.85542168675,38991.04257941546,13101.797850358984,3.727977693530036,-1.2027659291666668,0.4142789570627215,3.918865231913259,7.890883569888667,0.1857077362836257
33253.01204819277,39063.134142197334,13041.721545242968,3.7269567562533603,-1.2027659291666664,0.4134375115711606,3.9185815868087346,7.892650467394344,0.18643501322642653
33542.1686746988,39135.22571311106,12981.645240040669,3.725883777145807,-1.2027659291666666,0.4125898152219349,3.9183038957072394,7.894234095684406,0.18722015463626565
33831.32530120482,39207.31727031976,12921.568934748686,3.724759426236516,-1.2027659291666664,0.4117358296646776,3.9180320403529776,7.895634565033114,0.18806239308986084
34120.48192771085,39279.40885031164,12861.492629906643,3.7235856446672027,-1.2027659291666668,0.4108755152494677,3.9177659042998,7.8968519728766555,0.1889596425058464
34409.63855421687,39351.50041179255,12801.416324573112,3.7223659113994723,-1.2027659291666666,0.4100088326310512,3.9175053734016183,7.897886403887134,0.1899083812285593
34698.7951807229,39423.59197800663,12741.340019356005,3.721104915328925,-1.2027659291666666,0.40913574106062905,3.9172503352646264,7.898737929941168,0.19090359941290724
34987.951807228914,39495.68354432793,12681.263714131157,3.719809314544478,-1.2027659291666666,0.4082561994756345,3.9170006795680092,7.899406610190392,0.19193882720281258
35277.10843373494,39567.77510990722,12621.187408868429,3.7184865947092494,-1.2027659291666668,0.40737016610838417,3.9167562979263755,7.899892491065458,0.19300625407211236
35566.26506024096,39639.86667600747,12561.111103662384,3.717145663299151,-1.2027659291666666,0.4064775984912786,3.916517083875121,7.900195606293478,0.19409694130854502
35855.42168674699,39711.958242697554,12501.034798465073,3.7157961581778025,-1.2027659291666664,0.40557845348304994,3.916282932859799,7.900315976911766,0.19520111924597697
36144.57831325301,39784.04980875681,12440.958493243916,3.7144485740174282,-1.2027659291666666,0.40467268725592886,3.9160537422135686,7.90025361127337,0.19630855037868494
36433.73493975904,39856.1413750219,12380.88218802317,3.713111744974473,-1.2027659291666666,0.40376025523873704,3.9158294111236343,7.900008505050446,0.19740893077436272
36722.89156626506,39928.23294125493,12320.805882803787,3.711797541375443,-1.2027659291666666,0.40284111214059165,3.915609840618212,7.899580641232916,0.1984922968950658
37012.048192771086,40000.32450766804,12260.729577479844,3.710513801630256,-1.2027659291666666,0.40191521191589347,3.91539493353821,7.89896999012124,0.1995494041714409
37301.20481927711,40072.416074146335,12200.65327221146,3.709268931315744,-1.2027659291666666,0.4009825077578885,3.9151845945158734,7.898176509319976,0.20057204760646474
37590.361445783135,40144.50764005215,12140.576967230543,3.7080697975802313,-1.2027659291666666,0.40004295208459156,3.9149787299512586,7.897200143723645,0.20155330252382267
37879.51807228916,40216.5992079455,12080.50066147297,3.7069217549376487,-1.2027659291666664,0.3990964964727337,3.9147772479776246,7.896040825470202,0.20248767368643486
38168.674698795185,40288.690770654866,12020.424357232921,3.705828772674579,-1.2027659291666666,0.3981430918100452,3.914580058473015,7.894698474008785,0.20337115144705312
38457.83132530121,40360.782339646335,11960.348051208082,3.704793264059775,-1.2027659291666666,0.39718268790234484,3.9143870729577945,7.89317299588181,0.20420118326695574
38746.987951807234,40432.87390592724,11900.271745976563,3.7038163491351677,-1.2027659291666666,0.39621523397216946,3.9141982046767025,7.891464284951036,0.20497657490449164
