,,Global Time,Time,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Anode vSEI Length","Cell 1,1 Voltage","Cell 1,2 Anode vSEI Length","Cell 1,2 Voltage","Cell 1,3 Anode vSEI Length","Cell 1,3 Voltage","Cell 1,4 Anode vSEI Length","Cell 1,4 Voltage"
C8,17,34548.28064881541,1236.3636363636365,13.674219379415995,13.35951271010204,13.470265014903674,14.02367613180829,5.723163329856469e-09,3.9384630670557703,5.719002429895513e-09,3.9384630670557703,5.719345744481524e-09,3.9384630670557708,5.735439509841123e-09,3.938463067055771
C8,18,34621.00792154268,1309.0909090909092,13.673530691078975,13.356556866130143,13.467474204997327,14.03011147402356,5.72583408429237e-09,3.9456079571378577,5.7216447946633334e-09,3.945607957137857,5.7219904432824755e-09,3.945607957137857,5.738195523110575e-09,3.9456079571378573
C8,19,34693.73519426995,1381.818181818182,13.67283907097328,13.353604350595358,13.46468611829268,14.036543696368687,5.728778550482994e-09,3.9521440543069506,5.724558853095171e-09,3.9521440543069515,5.7249070033814665e-09,3.952144054306951,5.741230967258472e-09,3.9521440543069506
C8,20,34766.462466997225,1454.5454545454547,13.672157225039747,13.350707172856506,13.461949926385223,14.042858911948526,5.731987260155961e-09,3.9581393711654336,5.727735361969463e-09,3.9581393711654345,5.728086163230306e-09,3.958139371165435,5.7445356971935825e-09,3.958139371165433
C8,21,34839.1897397245,1527.2727272727275,13.67149599632584,13.347909839805286,13.459307705160912,14.048959694937965,5.735447600815834e-09,3.963656303367957,5.731161951781546e-09,3.9636563033679577,5.731515533503373e-09,3.963656303367958,5.748096382598046e-09,3.9636563033679577
C8,22,34911.91701245177,1600.0000000000002,13.670864872444161,13.345251268543292,13.456796247300797,14.054760847941752,5.739144716805108e-09,3.9687519807174385,5.734824017876413e-09,3.968751980717439,5.735180488704162e-09,3.968751980717438,5.751897435831396e-09,3.9687519807174385
C8,23,34984.64428517904,1672.727272727273,13.670272212744885,13.342765619564812,13.4544478524265,14.060187551493803,5.743061936858498e-09,3.9734784380696713,5.738705139994553e-09,3.9734784380696726,5.739064587108289e-09,3.9734784380696726,5.755921458648079e-09,3.9734784380696717
C8,24,35057.371557906314,1745.4545454545455,13.66972550138166,13.340483318078647,13.452291292933843,14.065173123835851,5.747181935686e-09,3.9778829615519355,5.742788236734486e-09,3.977882961551936,5.743150727465368e-09,3.9778829615519364,5.760150425759765e-09,3.9778829615519347
C8,25,35130.098830633586,1818.1818181818182,13.669231399000052,13.33843126430892,13.450352012747894,14.069658560173137,5.751487148519123e-09,3.9820083477317922,5.747055973872801e-09,3.9820083477317922,5.7474215567786025e-09,3.982008347731793,5.764566109959155e-09,3.982008347731792
C8,26,35202.82610336086,1890.909090909091,13.668795798324448,13.336633090430126,13.448652369366451,14.073591978108974,5.7559601670790265e-09,3.9858932942299683,5.751491160285095e-09,3.985893294229968,5.7518598659836846e-09,3.9858932942299674,5.7691504892493795e-09,3.985893294229968
C8,27,35275.55337608813,1963.6363636363637,13.668423840075032,13.33510926984368,13.447211735920279,14.07692839039101,5.760584119990343e-09,3.989572701948454,5.75607712295794e-09,3.9895727019484535,5.756448965031329e-09,3.989572701948454,5.773886128199312e-09,3.989572701948454
C8,28,35348.28064881541,2036.3636363636365,13.668119911047281,13.333877159568825,13.446046539836333,14.079629625777564,5.765342808928586e-09,3.993078008713649,5.760797843354739e-09,3.9930780087136486,5.761172821293479e-09,3.9930780087136486,5.778756322888276e-09,3.9930780087136486
C8,29,35421.00792154268,2109.0909090909095,13.667887664638451,13.332951139801132,13.445170393261481,14.081664038528935,5.770221321258487e-09,3.9964374276192247,5.765638568761097e-09,3.9964374276192256,5.766016667399803e-09,3.9964374276192243,5.7837457103281555e-09,3.9964374276192243
C8,30,35493.73519426995,2181.818181818182,13.667730006460923,13.332342598687541,13.444594077453104,14.083006553628428,5.775205822044218e-09,3.999676321784375,5.770585605547026e-09,3.9996763217843765,5.77096679874521e-09,3.9996763217843756,5.788840062737102e-09,3.999676321784376
C8,31,35566.462466997225,2254.545454545455,13.667649094293873,13.332059975645459,13.444325582555722,14.083638583734942,5.78028372811995e-09,4.002817417518454,5.775626491424059e-09,4.002817417518453,5.776010743187378e-09,4.002817417518455,5.794026454380851e-09,4.002817417518455
C8,32,35639.1897397245,2327.2727272727275,13.667646348307333,13.332108836106933,13.444370177380257,14.083547874435482,5.78544373317541e-09,4.005881063629596,5.780750025125745e-09,4.005881063629596,5.781137290375886e-09,4.005881063629596,5.799293287668598e-09,4.005881063629595
C8,33,35711.91701245177,2400.0,13.667722466329371,13.332491957340691,13.444730489905709,14.082728322654233,5.790675800495e-09,4.008885459704769,5.785946258530318e-09,4.008885459704769,5.786336484659526e-09,4.008885459704769,5.804630279784308e-09,4.008885459704769
C8,34,35784.64428517904,2472.727272727273,13.667877460466286,13.333209497054586,13.445406666194408,14.081179612514717,5.795970976203726e-09,4.0118468670376455,5.791206309297156e-09,4.011846867037646,5.791599437822058e-09,4.0118468670376455,5.8100282779784846e-09,4.0118468670376455
C8,35,35857.371557906314,2545.4545454545455,13.668110676725435,13.334259068374932,13.446396441432942,14.078907049696689,5.801321511485761e-09,4.014779801469938,5.796522486453449e-09,4.014779801469938,5.796918454378405e-09,4.014779801469937,5.815479373110461e-09,4.014779801469939
C8,36,35930.098830633586,2618.1818181818185,13.668420839417161,13.33563591057196,13.447695301659788,14.07592118458109,5.806720961600796e-09,4.017697191594414,5.8018883944076854e-09,4.017697191594414,5.802287134159634e-09,4.017697191594413,5.820976984234414e-09,4.017697191594414
C8,37,36002.82610336086,2690.909090909091,13.668806094263896,13.337333056273291,13.449296642115318,14.072237443577492,5.8121638969778554e-09,4.0206105561749474,5.80729864265963e-09,4.020610556174947,5.8077000837331146e-09,4.0206105561749474,5.826515572893037e-09,4.020610556174947
C8,38,36075.55337608814,2763.636363636364,13.669264267171451,13.339342411682912,13.451192787987969,14.067873769387678,5.817645896960119e-09,4.023530190113152,5.8127488434024205e-09,4.023530190113153,5.8131529125015285e-09,4.023530190113153,5.832090626939614e-09,4.023530190113153
C8,39,36148.28064881541,2836.3636363636365,13.66979108847026,13.341647133691266,13.453367796901231,14.062867217167243,5.823164315597377e-09,4.026465073135915,5.8182364028593e-09,4.026465073135916,5.818643022247228e-09,4.026465073135916,5.8376993517633845e-09,4.026465073135916
C8,40,36221.00792154268,2909.0909090909095,13.670385014504784,13.344242181447623,13.455816867520095,14.0572291727575,5.828715061271128e-09,4.029423538613027,5.823757214073341e-09,4.029423538613027,5.824166307312775e-09,4.029423538613025,5.84333770265311e-09,4.029423538613026
C8,41,36293.73519426995,2981.818181818182,13.671041768365894,13.34711091647016,13.458524244493484,14.050996306900464,5.834295989838206e-09,4.032412676069893,5.82930914464728e-09,4.032412676069893,5.8297206343016946e-09,4.032412676069894,5.849003502570118e-09,4.032412676069894
C8,42,36366.462466997225,3054.545454545455,13.6717574027341,13.350238174758882,13.461475563071469,14.044202095665545,5.83990559303459e-09,4.03543885075027,5.834890694047525e-09,4.035438850750271,5.835304502075435e-09,4.03543885075027,5.854695221067361e-09,4.035438850750271
C8,43,36439.1897397245,3127.2727272727275,13.672527726611307,13.353607764573788,13.464655487615678,14.036882257429227,5.845542933194088e-09,4.038507702784325,5.840500929280533e-09,4.038507702784324,5.8409169772290636e-09,4.038507702784325,5.860411906835778e-09,4.038507702784325
C8,44,36511.91701245177,3200.0000000000005,13.673348360956574,13.35720266017108,13.468047895708663,14.029074319393686,5.8512075838352106e-09,4.041624225538543,5.846139426094627e-09,4.041624225538544,5.8465576353545255e-09,4.041624225538544,5.8661531262609084e-09,4.041624225538544
C8,45,36584.64428517904,3272.727272727273,13.674214792412128,13.361005190272538,13.471636057209379,14.02081719633596,5.856899575800211e-09,4.044792836272641,5.8518062158152e-09,4.0447928362726415,5.85222650771229e-09,4.044792836272641,5.871918907866424e-09,4.044792836272641
C8,46,36657.371557906314,3345.454545454546,13.675122424096687,13.36499721794151,13.475402805098836,14.01215078909297,5.862619349024918e-09,4.048017439847839,5.857501737578516e-09,4.048017439847837,5.857924033522268e-09,4.048017439847838,5.877709692606424e-09,4.048017439847838
C8,47,36730.098830633586,3418.1818181818185,13.676066622968614,13.36916031040286,13.479330696704762,14.003115606153765,5.868367709552341e-09,4.051301486174099,5.863226795836014e-09,4.051301486174099,5.863651017393771e-09,4.051301486174098,5.883526289671706e-09,4.0513014861741
C8,48,36802.82610336086,3490.909090909091,13.677042763404282,13.373475897782999,13.483402164333038,13.993752410709682,5.874145791533131e-09,4.05464802202763,5.868982522773682e-09,4.054648022027631,5.869408591640764e-09,4.054648022027631,5.8893698374572555e-09,4.054648022027631
C8,49,36875.55337608814,3563.636363636364,13.678046266752357,13.37792542006649,13.487599654629761,13.984101894781391,5.879955023939146e-09,4.058059737819122,5.874770345248191e-09,4.058059737819123,5.875198183353618e-09,4.058059737819122,5.895241769295903e-09,4.058059737819123
C8,50,36948.28064881541,3636.3636363636365,13.679072636752103,13.382490461828079,13.491905756253987,13.974204381395833,5.885797101405621e-09,4.061539009844575,5.880591956060457e-09,4.061539009844575,5.881021485462469e-09,4.061539009844575,5.901143783693031e-09,4.061539009844575
C8,51,37021.00792154268,3709.0909090909095,13.680117490767786,13.387152874540678,13.496303315681052,13.964099555240482,5.891673959180209e-09,4.065087938506119,5.886449288964466e-09,4.06508793850612,5.886880431894945e-09,4.065087938506119,5.90707781848797e-09,4.065087938506118
C8,52,37093.73519426995,3781.818181818182,13.68117658690357,13.391894886457369,13.500775541130727,13.953826221738337,5.897587751435162e-09,4.068708382949539,5.8923444972999374e-09,4.068708382949539,5.892777176087453e-09,4.068708382949539,5.913046028728779e-09,4.068708382949538
C8,53,37166.462466997225,3854.545454545455,13.682245847094233,13.3966992002404,13.50530609479549,13.943422094099878,5.903540832903695e-09,4.072401992528039,5.898279935826275e-09,4.072401992528038,5.898714072721699e-09,4.072401992528038,5.919050767867829e-09,4.072401992528039
C8,54,37239.1897397245,3927.2727272727275,13.683321472705,13.401549585042096,13.509879649338384,13.932922529144523,5.909535907464244e-09,4.07617062651973,5.9042583125620775e-09,4.076170626519729,5.9046938295346465e-09,4.076170626519731,5.925094726302768e-09,4.076170626519731
C8,55,37311.91701245177,4000.0000000000005,13.684399430497024,13.406428321463506,13.514479484716228,13.922365999553241,5.915575555093639e-09,4.080014893135217,5.910282206453294e-09,4.080014893135216,5.910719025549669e-09,4.080014893135217,5.931180486015652e-09,4.080014893135217
C8,56,37384.64428517904,4072.727272727273,13.685476455853966,13.411321022452416,13.519092026384332,13.91178373153929,5.921662649192464e-09,4.083936289169209,5.9163544939896175e-09,4.08393628916921,5.916792537016101e-09,4.083936289169209,5.937310910493045e-09,4.083936289169208
C8,57,37457.371557906314,4145.454545454546,13.686549287513632,13.4162130489388,13.523703468918164,13.901207430859404,5.927800215298292e-09,4.087935886570318,5.92247820509095e-09,4.0879358865703175,5.9229173934933705e-09,4.0879358865703175,5.94348901181804e-09,4.087935886570318
C8,58,37530.098830633586,4218.181818181819,13.687614891162216,13.421090558824318,13.528300764107607,13.890667022135856,5.933991424575202e-09,4.092014669420862,5.928656516687265e-09,4.092014669420861,5.929096771438126e-09,4.092014669420861,5.949717943864329e-09,4.092014669420861
C8,59,37602.82610336086,4290.909090909091,13.688670462737903,13.425940539570425,13.532871651245909,13.88019058267576,5.9402395890694965e-09,4.096173553340916,5.93489274807603e-09,4.096173553340916,5.935333989550346e-09,4.096173553340916,5.95600099727449e-09,4.096173553340915
C8,60,37668.337655363925,4356.420642912152,13.689610706615026,13.430276386723504,13.536957597552282,13.870828545339192,5.945919754642808e-09,4.09999,5.940563002523995e-09,4.09999,5.941005063647386e-09,4.09999,5.9617101282524664e-09,4.09999
C9,0,37668.337655363925,0.0,-13.716618136795306,-13.563429870995769,-13.662221886095363,-13.58540334234356,5.945919754642808e-09,3.693747291931903,5.940563002523995e-09,3.6937472919319028,5.941005063647386e-09,3.693747291931903,5.9617101282524664e-09,3.693747291931903
C9,1,37741.0649280912,72.72727272727273,-13.716235672653141,-13.561380163012902,-13.660297483988218,-13.589759916575737,5.945919754642023e-09,3.6875272739626586,5.9405630025239586e-09,3.687527273962659,5.941005063634968e-09,3.6875272739626586,5.961710128253125e-09,3.6875272739626586
C9,2,37813.79220081847,145.45454545454547,-13.715947605374307,-13.559834915790764,-13.658846738270217,-13.593043976794716,5.945919754641619e-09,3.682914308810919,5.9405630025240975e-09,3.6829143088109184,5.941005063636988e-09,3.6829143088109184,5.9617101282736174e-09,3.6829143088109184
C9,3,37886.51947354574,218.1818181818182,-13.715670576514775,-13.558345372062702,-13.657448368508607,-13.59620891914392,5.9459197546446e-09,3.678367500535257,5.94056300252111e-09,3.678367500535257,5.941005063661568e-09,3.678367500535257,5.961710128277041e-09,3.678367500535257
C9,4,37959.24674627301,290.90909090909093,-13.715400166585358,-13.55688623319916,-13.656078658352227,-13.59930817809326,5.94591975464455e-09,3.673867076437698,5.940563002521964e-09,3.6738670764376975,5.941005063673169e-09,3.6738670764376975,5.9617101282770296e-09,3.6738670764376975
C9,5,38031.974019000285,363.6363636363637,-13.71513431332793,-13.555444887453262,-13.654725801599046,-13.602368233849768,5.945919754642437e-09,3.6694114802397495,5.940563002523904e-09,3.669411480239749,5.9410050637020144e-09,3.6694114802397495,5.961710128262216e-09,3.669411480239749
C9,6,38104.701291727564,436.3636363636364,-13.714870858457676,-13.554008046975715,-13.653377360871778,-13.605416969924834,5.945919754644982e-09,3.664999059984372,5.940563002526389e-09,3.6649990599843725,5.941005063692092e-09,3.664999059984372,5.961710128258655e-09,3.664999059984372
C9,7,38177.428564454836,509.0909090909091,-13.71460751790737,-13.552561559927394,-13.652020091834292,-13.608484066560944,5.945919754644782e-09,3.6606280015703168,5.940563002526228e-09,3.660628001570317,5.941005063697991e-09,3.660628001570317,5.9617101282273375e-09,3.660628001570317
C9,8,38250.15583718211,581.8181818181819,-13.714341850228974,-13.551090212052308,-13.650639757540047,-13.61160141640867,5.94591975464493e-09,3.656296300493972,5.940563002527276e-09,3.6562963004939713,5.9410050637148175e-09,3.6562963004939717,5.961710128217859e-09,3.6562963004939713
C9,9,38322.88310990938,654.5454545454546,-13.714071222247716,-13.549577514109732,-13.649220929481778,-13.614803570390775,5.945919754645528e-09,3.652001733766214,5.940563002528419e-09,3.652001733766214,5.941005063714586e-09,3.652001733766214,5.9617101282136295e-09,3.6520017337662134
C9,10,38395.61038263665,727.2727272727274,-13.713792818470775,-13.54800580097597,-13.647747079536515,-13.618127537246743,5.945919754644973e-09,3.6477417132069485,5.9405630025312584e-09,3.647741713206949,5.941005063727571e-09,3.6477417132069494,5.961710128222545e-09,3.6477417132069494
C9,11,38468.337655363925,800.0000000000001,-13.713503380715613,-13.546354492544083,-13.646198954807998,-13.621616408162307,5.94591975464034e-09,3.643513755856668,5.940563002536875e-09,3.643513755856668,5.941005063716663e-09,3.643513755856668,5.961710128217723e-09,3.643513755856668
C9,12,38541.0649280912,872.7272727272727,-13.713199542676497,-13.544602379624173,-13.64455671279498,-13.625314601134349,5.945919754641371e-09,3.639314632337261,5.9405630025336754e-09,3.6393146323372614,5.9410050637243136e-09,3.6393146323372614,5.961710128223462e-09,3.639314632337261
C9,13,38613.79220081847,945.4545454545455,-13.712877490522581,-13.542725439134628,-13.642797878244535,-13.629272428328258,5.945919754639932e-09,3.6351409136935913,5.940563002532257e-09,3.635140913693592,5.941005063723545e-09,3.6351409136935917,5.96171012821694e-09,3.6351409136935913
C9,14,38686.51947354574,1018.1818181818182,-13.712532989527395,-13.54069707339344,-13.64089756562689,-13.633545607682276,5.945919754646024e-09,3.6309887691408615,5.940563002528911e-09,3.630988769140862,5.941005063727495e-09,3.6309887691408615,5.961710128211278e-09,3.6309887691408615
C9,15,38759.24674627301,1090.909090909091,-13.712161322716266,-13.538487802749684,-13.638828190013935,-13.638195920750116,5.945919754647726e-09,3.6268539171326384,5.940563002526001e-09,3.6268539171326384,5.941005063727742e-09,3.6268539171326384,5.961710128217252e-09,3.626853917132639
C9,16,38831.974019000285,1163.6363636363637,-13.711757222909338,-13.536064947260375,-13.636559167115074,-13.643291898945213,5.945919754650429e-09,3.6227315711656614,5.940563002522716e-09,3.6227315711656614,5.941005063727368e-09,3.6227315711656614,5.961710128218493e-09,3.622731571165661
C9,17,38904.701291727564,1236.3636363636365,-13.711314797512294,-13.533392302530032,-13.634056607081328,-13.648909529106342,5.945919754649916e-09,3.618616379707056,5.940563002522789e-09,3.618616379707056,5.941005063728479e-09,3.618616379707056,5.961710128216469e-09,3.618616379707056
C9,18,38977.428564454836,1309.0909090909092,-13.710827445479449,-13.53042981721918,-13.63128300887079,-13.655132964660583,5.945919754648079e-09,3.6145023595748467,5.9405630025177315e-09,3.614502359574847,5.941005063728841e-09,3.6145023595748467,5.961710128213859e-09,3.614502359574847
C9,19,39050.15583718211,1381.818181818182,-13.710287765960096,-13.527133282703883,-13.628196964742502,-13.662055222823524,5.945919754651358e-09,3.6103828220382495,5.940563002522452e-09,3.6103828220382495,5.941005063743865e-09,3.6103828220382495,5.961710128201687e-09,3.610382822038249
C9,20,39122.88310990938,1454.5454545454547,-13.709687458366018,-13.52345404914427,-13.62475288789582,-13.669778840823898,5.9459197546574884e-09,3.6062502908362695,5.940563002525533e-09,3.60625029083627,5.941005063758448e-09,3.6062502908362704,5.9617101281914635e-09,3.60625029083627
C9,21,39195.61038263665,1527.2727272727275,-13.70901721394645,-13.5193387868381,-13.62090078058452,-13.67841645486093,5.945919754625415e-09,3.6020964112398857,5.9405630025228146e-09,3.602096411239885,5.941005063723308e-09,3.602096411239886,5.961710128244538e-09,3.602096411239885
C9,22,39268.337655363925,1600.0000000000002,-13.708266599534603,-13.514729317411627,-13.616586065284094,-13.688091253999684,5.945919754613474e-09,3.5979118492049773,5.940563002528172e-09,3.5979118492049778,5.941005063657932e-09,3.5979118492049773,5.96171012823837e-09,3.5979118492049773
C9,23,39341.0649280912,1672.727272727273,-13.707422198627834,-13.509551281963116,-13.61173897570097,-13.698960779938085,5.945919754424091e-09,3.593685943391569,5.9405630025701376e-09,3.593685943391569,5.9410050634258966e-09,3.593685943391569,5.961710128420065e-09,3.5936859433915695
C9,24,39413.79220081847,1745.4545454545455,-13.706472783463658,-13.503748439403168,-13.606306612115015,-13.711145401248155,5.9459197543519924e-09,3.5894073497488677,5.940563002570356e-09,3.5894073497488677,5.941005063370644e-09,3.5894073497488677,5.96171012854961e-09,3.5894073497488677
C9,25,39486.51947354574,1818.1818181818182,-13.705403666861052,-13.497247307762981,-13.600219856894268,-13.724802404711697,5.945919754281712e-09,3.5850630925116334,5.940563002763564e-09,3.5850630925116334,5.941005063575181e-09,3.5850630925116334,5.9617101284041035e-09,3.585063092511633
C9,26,39559.24674627301,1890.909090909091,-13.70419783384136,-13.489966304654942,-13.593401887470709,-13.740107210262988,5.945919754399608e-09,3.580638271208056,5.940563002820787e-09,3.580638271208056,5.941005063737805e-09,3.5806382712080564,5.96171012821928e-09,3.5806382712080564
C9,27,39631.974019000285,1963.6363636363637,-13.702837873796028,-13.481828514078757,-13.585780110027658,-13.75722673832756,5.945919754455813e-09,3.5761168885607044,5.940563002905785e-09,3.5761168885607044,5.941005063707923e-09,3.5761168885607044,5.9617101281009054e-09,3.576116888560705
C9,28,39704.701291727564,2036.3636363636365,-13.701304126565212,-13.472752149326825,-13.577277196442026,-13.776339763895939,5.94591975439053e-09,3.571480895044276,5.94056300295107e-09,3.571480895044276,5.941005063576034e-09,3.571480895044276,5.961710128075362e-09,3.5714808950442762
C9,29,39777.428564454836,2109.0909090909095,-13.699575019409531,-13.46265423538801,-13.567814500963408,-13.797629480469055,5.945919754242801e-09,3.5667101757552846,5.9405630030133045e-09,3.5667101757552846,5.941005063408992e-09,3.5667101757552846,5.961710128479058e-09,3.5667101757552846
C9,30,39850.15583718211,2181.818181818182,-13.697626981835002,-13.451451886789455,-13.557313222938689,-13.821281144666859,5.945919754386671e-09,3.5617822733290003,5.94056300264847e-09,3.5617822733290003,5.941005063560651e-09,3.5617822733290003,5.961710127845031e-09,3.5617822733290003
C9,31,39922.88310990938,2254.545454545455,-13.695435268836453,-13.439069323742988,-13.545700938837031,-13.847467704813536,5.945919754974008e-09,3.5566721942722697,5.940563002295503e-09,3.55667219427227,5.941005063754553e-09,3.55667219427227,5.961710127511234e-09,3.5566721942722705
C9,32,39995.61038263665,2327.2727272727275,-13.69297411087927,-13.425439980144137,-13.532913556060885,-13.87634558914571,5.9459197549435655e-09,3.5513521363006513,5.940563002177697e-09,3.5513521363006513,5.941005063565311e-09,3.5513521363006513,5.961710127810193e-09,3.5513521363006513
C9,33,40068.337655363925,2400.0,-13.690217379474976,-13.410511312783239,-13.518899805520764,-13.90804473845102,5.945919755599782e-09,3.545791176041221,5.940563002219275e-09,3.545791176041221,5.941005064100525e-09,3.545791176041221,5.961710127398427e-09,3.54579117604122
C9,34,40141.0649280912,2472.727272727273,-13.68713962353621,-13.394250781100917,-13.503626852682798,-13.942655978910082,5.945919755988811e-09,3.5399549403652513,5.940563001796901e-09,3.5399549403652513,5.941005064383605e-09,3.5399549403652513,5.961710127010817e-09,3.5399549403652513
C9,35,40213.79220081847,2545.4545454545455,-13.683717703175866,-13.37665374432835,-13.487087738476623,-13.98021405024916,5.945919756379645e-09,3.533805267334883,5.9405630014990975e-09,3.533805267334883,5.941005064293261e-09,3.533805267334883,5.96171012692598e-09,3.533805267334883
C9,36,40286.51947354574,2618.1818181818185,-13.679932281686943,-13.357748763927319,-13.469306425258766,-14.020685765356971,5.945919756640986e-09,3.52729973062491,5.9405630011052834e-09,3.52729973062491,5.94100506427876e-09,3.52729973062491,5.961710126865141e-09,3.5272997306249105
C9,37,40359.24674627301,2690.909090909091,-13.675771187006301,-13.337610161424761,-13.4503497155056,-14.063942172293336,5.94591975626794e-09,3.5203913593813057,5.940563001217642e-09,3.520391359381306,5.941005064718925e-09,3.5203913593813057,5.96171012700765e-09,3.520391359381306
C9,38,40431.97401900029,2763.636363636364,-13.67123248451797,-13.316366426131983,-13.430335329625027,-14.10973899595502,5.945919756462131e-09,3.5130280848027557,5.940563001060343e-09,3.5130280848027557,5.9410050646338756e-09,3.5130280848027566,5.96171012701794e-09,3.5130280848027557
C9,39,40504.701291727564,2836.3636363636365,-13.666328604647191,-13.294210222558409,-13.409441570680656,-14.157692838343744,5.945919756662517e-09,3.5051522819183503,5.9405630010905025e-09,3.5051522819183507,5.941005065228572e-09,3.5051522819183507,5.9617101272952605e-09,3.5051522819183503
C9,40,40577.428564454836,2909.0909090909095,-13.661091031731518,-13.27140775063325,-13.387916454924765,-14.207257998940467,5.945919756428376e-09,3.4967002580829765,5.9405630011643855e-09,3.4967002580829756,5.9410050649561336e-09,3.496700258082976,5.961710127468519e-09,3.4967002580829765
C9,41,40650.15583718211,2981.818181818182,-13.655574652474936,-13.248303621476342,-13.366082680412886,-14.257712281865835,5.945919756469638e-09,3.4876016491655366,5.940563000869278e-09,3.487601649165537,5.941005065078969e-09,3.487601649165536,5.9617101280051105e-09,3.4876016491655366
C9,42,40722.88310990938,3054.545454545455,-13.649863795632871,-13.22533074499132,-13.344347377996982,-14.308131317608831,5.94591975654126e-09,3.4777790762919065,5.940563001074766e-09,3.477779076291906,5.941005064569559e-09,3.4777790762919065,5.9617101283359984e-09,3.4777790762919065
C9,43,40795.61038263665,3127.2727272727275,-13.644075744213744,-13.203008400754436,-13.32320071749906,-14.35738837376276,5.945919756585522e-09,3.4671473996524713,5.9405630010580655e-09,3.467147399652471,5.9410050644792615e-09,3.4671473996524713,5.9617101286703366e-09,3.467147399652471
C9,44,40868.337655363925,3200.0000000000005,-13.638363208073665,-13.181936748926717,-13.30321111633224,-14.40416216289738,5.945919756208722e-09,3.4556131579091347,5.94056300120411e-09,3.4556131579091343,5.941005064442413e-09,3.4556131579091347,5.961710129049577e-09,3.4556131579091343
C9,45,40941.0649280912,3272.727272727273,-13.632912319950249,-13.162776802199321,-13.285006586071965,-14.44697752800847,5.94591975636108e-09,3.4430743442839327,5.940563001181019e-09,3.443074344283932,5.941005064161512e-09,3.4430743442839327,5.961710128872945e-09,3.443074344283932
C9,46,41013.79220081847,3345.454545454546,-13.627937461238822,-13.146225251698803,-13.269250997200462,-14.484259526091916,5.945919755953885e-09,3.4294197158685025,5.940563001425221e-09,3.4294197158685025,5.941005063956502e-09,3.4294197158685016,5.961710129547944e-09,3.4294197158685025
C9,47,41086.51947354574,3418.1818181818185,-13.623671246802303,-13.132977490443007,-13.256608971545143,-14.514415527439548,5.945919756234657e-09,3.414528212354262,5.94056300140307e-09,3.414528212354262,5.941005063915862e-09,3.4145282123542624,5.961710129733828e-09,3.414528212354262
C9,48,41159.24674627301,3490.909090909091,-13.620344215297518,-13.123662294784992,-13.247683616011434,-14.535983110136055,5.9459197562100295e-09,3.3982690054304934,5.940563001198716e-09,3.3982690054304934,5.941005063909825e-09,3.398269005430493,5.961710129637303e-09,3.3982690054304934
C9,49,41231.97401900029,3563.636363636364,-13.618163396779645,-13.118777223496211,-13.24295482197323,-14.547777793980917,5.945919756180987e-09,3.3805000170085813,5.940563001111738e-09,3.380500017008581,5.941005063890984e-09,3.3805000170085804,5.9617101296750765e-09,3.380500017008581
C9,50,41304.701291727564,3636.3636363636365,-13.617282707296877,-13.118593705124281,-13.242688852807305,-14.549107971001538,5.945919756177259e-09,3.3610662200359793,5.9405630010475834e-09,3.361066220035979,5.941005063680187e-09,3.3610662200359793,5.9617101297136405e-09,3.361066220035979
C9,51,41377.428564454836,3709.0909090909095,-13.61776557450819,-13.12301407294074,-13.246802977686029,-14.54009061109504,5.9459197559076396e-09,3.3397945528563033,5.9405630006876e-09,3.3397945528563038,5.9410050636639716e-09,3.3397945528563038,5.961710129995996e-09,3.3397945528563033
C9,52,41450.15583718211,3781.818181818182,-13.619538920090978,-13.13135350294383,-13.254660230242155,-14.522120582953036,5.945919755862853e-09,3.316481216892078,5.940563000522241e-09,3.316481216892078,5.941005063844926e-09,3.316481216892078,5.961710130022092e-09,3.316481216892078
C9,53,41522.88310990938,3854.545454545455,-13.622318534353852,-13.141903753530716,-13.264660679557496,-14.498790268787937,5.945919756001706e-09,3.290858498324204,5.940563000547247e-09,3.290858498324204,5.941005063894909e-09,3.290858498324204,5.961710130118365e-09,3.2908584983242046
C9,54,41595.61038263665,3927.2727272727275,-13.625428569877803,-13.150868378872532,-13.273243807377483,-14.47813248010218,5.945919756665569e-09,3.2625093465111563,5.940563000670949e-09,3.2625093465111563,5.941005063680057e-09,3.2625093465111568,5.961710128897604e-09,3.2625093465111568
C9,55,41668.337655363925,4000.0000000000005,-13.627389236023156,-13.149915615341476,-13.272595509603422,-14.477772875261948,5.945919756467503e-09,3.2306285699902464,5.9405629997856e-09,3.230628569990246,5.941005064048608e-09,3.2306285699902464,5.961710129924957e-09,3.2306285699902464
C9,56,41741.0649280912,4072.727272727273,-13.624305675168571,-13.11892001961872,-13.243799677728974,-14.540647863713739,5.945919756942167e-09,3.193310144043769,5.940562998966374e-09,3.1933101440437692,5.941005064109171e-09,3.1933101440437683,5.961710129141492e-09,3.1933101440437683
C9,57,41813.79220081847,4145.454545454546,-13.603890677194572,-13.00898511736234,-13.140556412469824,-14.774241029203267,5.945919757301013e-09,3.145129337941986,5.9405629999998095e-09,3.145129337941986,5.941005062873637e-09,3.145129337941986,5.961710129951184e-09,3.1451293379419853
C9,58,41886.51947354574,4218.181818181819,-13.527955785413369,-12.741821739548936,-12.886661087394568,-15.371234623873121,5.94591975724389e-09,3.0671273199034066,5.9405629995646645e-09,3.0671273199034066,5.94100506327598e-09,3.067127319903407,5.961710130007126e-09,3.067127319903407
