,,Global Time,Time,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Anode vSEI Length","Cell 1,1 Voltage","Cell 1,2 Anode vSEI Length","Cell 1,2 Voltage","Cell 1,3 Anode vSEI Length","Cell 1,3 Voltage","Cell 1,4 Anode vSEI Length","Cell 1,4 Voltage"
C60,48,261818.29947528345,3490.909090909091,13.670362878784523,13.351651431091248,13.462622560385995,14.043036365968232,1.194926521878316e-08,4.057520874862261,1.1904143238348199e-08,4.057520874862261,1.1907848641045702e-08,4.057520874862262,1.2085556232279313e-08,4.057520874862262
C60,49,261891.0267480107,3563.636363636364,13.67154451659361,13.356648387056175,13.467342429593973,14.032137902986246,1.1955071074898648e-08,4.060977580431967,1.1909919958766017e-08,4.060977580431966,1.1913627740083029e-08,4.060977580431967,1.209145266909587e-08,4.060977580431967
C60,50,261963.754020738,3636.3636363636365,13.67275589141312,13.361784323618076,13.47219321395575,14.020939807243055,1.1960909781146191e-08,4.064502128680983,1.1915730481887515e-08,4.064502128680983,1.191944056301524e-08,4.064502128680982,1.2097379191655876e-08,4.064502128680982
C60,51,262036.48129346527,3709.0909090909095,13.673991482838002,13.367037853559905,13.47715466046716,14.009489239364935,1.1966783268649108e-08,4.068096616402257,1.1921576728887872e-08,4.068096616402257,1.192528903182736e-08,4.068096616402258,1.2103337762713688e-08,4.068096616402257
C60,52,262109.20856619254,3781.818181818182,13.6752459526098,13.372388043653382,13.482206953281999,13.997832286684817,1.197269368730961e-08,4.071762901942726,1.1927460840019843e-08,4.071762901942727,1.1931175287509807e-08,4.071762901942727,1.2109330563226428e-08,4.071762901942726
C60,53,262181.93583891983,3854.545454545455,13.676514173787776,13.377814529777101,13.48733082267787,13.986013709987255,1.1978643387446985e-08,4.0755026368521845,1.1933385156399707e-08,4.0755026368521845,1.1937101671971298e-08,4.075502636852185,1.2115359973367852e-08,4.0755026368521845
C60,54,262254.66311164707,3927.2727272727275,13.677791376177524,13.383298213949388,13.492508201231916,13.974075444871174,1.1984635067578106e-08,4.0793176852346535,1.1939352371121623e-08,4.0793176852346535,1.1943070878738728e-08,4.0793176852346535,1.2121428711138292e-08,4.079317685234654
C60,55,262327.39038437436,4000.0000000000005,13.679072507448845,13.388818279497276,13.49771941216824,13.962063037115644,1.1990671303607762e-08,4.0832086654415845,1.1945365049422512e-08,4.0832086654415845,1.1949085473892078e-08,4.0832086654415845,1.2127539387217077e-08,4.0832086654415845
C60,56,262400.11765710165,4072.727272727273,13.68035346986744,13.394357793376745,13.502948450950662,13.950013522035155,1.1996754964045676e-08,4.087177086226911,1.195142605289613e-08,4.08717708622691,1.1955148319576906e-08,4.08717708622691,1.2133694894402219e-08,4.08717708622691
C60,57,262472.8449298289,4145.454545454546,13.681630180783433,13.399899554210643,13.50817906843864,13.937964432797283,1.2002889069392793e-08,4.091224036173448,1.1957538396130181e-08,4.091224036173447,1.1961262430845824e-08,4.091224036173448,1.2139898274936512e-08,4.091224036173447
C60,58,262545.5722025562,4218.181818181819,13.68289884528831,13.405427302938111,13.513395912857137,13.925951175146443,1.2009076785626253e-08,4.095350520392074,1.1963705240285599e-08,4.095350520392073,1.196743096923101e-08,4.095350520392074,1.2146152713736293e-08,4.095350520392073
C60,59,262618.2994752835,4290.909090909091,13.68415595928949,13.410925758742067,13.518584563133512,13.914006955064938,1.2015321419452347e-08,4.099557480330543,1.1969929888434574e-08,4.099557480330543,1.1973657238075812e-08,4.099557480330543,1.2152461533414282e-08,4.099557480330544
C60,60,262625.6971786018,4298.306794227452,13.684283689291288,13.411485484286883,13.5191127241139,13.91279133853793,1.201595928173663e-08,4.09999,1.1970565757840403e-08,4.099989999999999,1.197429326901361e-08,4.099989999999999,1.215310581017146e-08,4.099989999999999
C61,0,262625.6971786018,0.0,-13.721686164781692,-13.581699700417335,-13.679559440926377,-13.544727930104596,1.201595928173663e-08,3.693155549519945,1.1970565757840403e-08,3.6931555495199446,1.197429326901361e-08,3.693155549519945,1.215310581017146e-08,3.6931555495199446
C61,1,262698.4244513291,72.72727272727273,-13.720904206943064,-13.578161743859251,-13.67622422326994,-13.552383062157746,1.2015959281735334e-08,3.686933911344283,1.1970565757840294e-08,3.686933911344283,1.1974293269017968e-08,3.6869339113442825,1.2153105810174631e-08,3.6869339113442825
C61,2,262771.15172405634,145.45454545454547,-13.72033919723693,-13.57557994273629,-13.67379100417733,-13.557963092079449,1.2015959281742023e-08,3.6823196943941414,1.1970565757833829e-08,3.6823196943941414,1.197429326902461e-08,3.682319694394141,1.215310581016287e-08,3.682319694394142
C61,3,262843.87899678363,218.1818181818182,-13.719801099253942,-13.573109317717122,-13.671462859761967,-13.56329995949697,1.2015959281740708e-08,3.6777703013111886,1.1970565757834529e-08,3.677770301311188,1.1974293269021867e-08,3.6777703013111886,1.2153105810162822e-08,3.677770301311188
C61,4,262916.6062695109,290.90909090909093,-13.719281913449482,-13.57071067675735,-13.669202919961885,-13.568477726061287,1.2015959281739019e-08,3.673266897524521,1.1970565757838787e-08,3.6732668975245204,1.1974293269015233e-08,3.673266897524521,1.2153105810184326e-08,3.673266897524521
C61,5,262989.33354223816,363.6363636363637,-13.718778145821362,-13.568364952941561,-13.66699329307468,-13.573536844392395,1.201595928174013e-08,3.668807495961616,1.1970565757839798e-08,3.668807495961616,1.1974293269038297e-08,3.668807495961616,1.215310581017186e-08,3.668807495961616
C61,6,263062.06081496546,436.3636363636364,-13.718286256710412,-13.566052561767073,-13.664815607409409,-13.578518810343112,1.2015959281742139e-08,3.664390285148555,1.197056575783803e-08,3.664390285148555,1.197429326904407e-08,3.664390285148555,1.2153105810160569e-08,3.6643902851485546
C61,7,263134.7880876927,509.0909090909091,-13.717802588181852,-13.563753022811895,-13.662650655891834,-13.583466969344421,1.201595928174457e-08,3.6600132947555823,1.1970565757836732e-08,3.660013294755582,1.1974293269052431e-08,3.660013294755582,1.215310581015588e-08,3.660013294755582
C61,8,263207.51536042,581.8181818181819,-13.717323317898574,-13.561444691087232,-13.660478144310174,-13.588427082934025,1.2015959281744385e-08,3.6556743471257613,1.1970565757833342e-08,3.6556743471257622,1.1974293269044742e-08,3.6556743471257613,1.2153105810166038e-08,3.6556743471257613
C61,9,263280.2426331473,654.5454545454546,-13.716844441246971,-13.559104766583374,-13.658276697997223,-13.59344733040243,1.20159592817464e-08,3.6513709002146237,1.1970565757831051e-08,3.651370900214624,1.1974293269001198e-08,3.6513709002146237,1.2153105810166629e-08,3.6513709002146246
C61,10,263352.9699058745,727.2727272727274,-13.716361555109781,-13.556707613818702,-13.656022295462488,-13.598581771839031,1.2015959281743798e-08,3.6471005537919052,1.1970565757840898e-08,3.647100553791906,1.1974293268988216e-08,3.6471005537919057,1.2153105810183032e-08,3.6471005537919057
C61,11,263425.6971786018,800.0000000000001,-13.715870127520448,-13.554226959790654,-13.653690315504633,-13.603885833414266,1.2015959281743828e-08,3.642860143735267,1.1970565757844142e-08,3.6428601437352675,1.1974293268993594e-08,3.642860143735267,1.2153105810168742e-08,3.642860143735268
C61,12,263498.4244513291,872.7272727272727,-13.715365162416205,-13.551633607664764,-13.651253401380165,-13.609421064768865,1.2015959281737273e-08,3.6386463269211173,1.197056575785056e-08,3.6386463269211173,1.1974293268993012e-08,3.6386463269211173,1.2153105810174965e-08,3.6386463269211173
C61,13,263571.15172405634,945.4545454545455,-13.714841217255781,-13.548895673231454,-13.648681679630386,-13.61525466611238,1.2015959281727332e-08,3.6344553701584132,1.1970565757860123e-08,3.6344553701584132,1.1974293268980998e-08,3.634455370158413,1.2153105810188465e-08,3.634455370158413
C61,14,263643.87899678363,1018.1818181818182,-13.714292329115853,-13.545978235085293,-13.645942430557515,-13.621460241471338,1.201595928172128e-08,3.6302831021672413,1.1970565757865071e-08,3.6302831021672417,1.1974293268969614e-08,3.6302831021672417,1.2153105810191942e-08,3.6302831021672413
C61,15,263716.6062695109,1090.909090909091,-13.713711933016178,-13.542842974526476,-13.642999748347638,-13.628118580339706,1.2015959281721714e-08,3.6261248604417133,1.1970565757864292e-08,3.626124860441714,1.1974293268968228e-08,3.6261248604417133,1.2153105810190508e-08,3.626124860441714
C61,16,263789.33354223816,1163.6363636363637,-13.713092771585037,-13.53944781067617,-13.639814195737905,-13.635318458230886,1.2015959281720705e-08,3.6219754324008804,1.197056575786408e-08,3.6219754324008795,1.1974293268969335e-08,3.62197543240088,1.2153105810190154e-08,3.6219754324008804
C61,17,263862.06081496546,1236.3636363636365,-13.712426795196366,-13.535746538859033,-13.636342460531763,-13.643157441642842,1.2015959281723033e-08,3.6178289901734817,1.1970565757863098e-08,3.6178289901734817,1.1974293268971298e-08,3.6178289901734817,1.2153105810191698e-08,3.617828990173482
C61,18,263934.7880876927,1309.0909090909092,-13.711705051808577,-13.53168848359379,-13.63253702424689,-13.651742676580746,1.201595928173119e-08,3.613679018301722,1.1970565757848184e-08,3.613679018301722,1.1974293268978612e-08,3.6136790183017222,1.2153105810179235e-08,3.6136790183017222
C61,19,264007.51536042,1381.818181818182,-13.71091756593127,-13.527218181611344,-13.62834585696587,-13.661191631721522,1.2015959281737682e-08,3.609518233583818,1.1970565757840608e-08,3.609518233583819,1.1974293268982368e-08,3.609518233583819,1.2153105810171303e-08,3.6095182335838185
C61,20,264080.2426331473,1454.5454545454547,-13.71005320652676,-13.52227511535774,-13.623712157126393,-13.671632757219115,1.2015959281695678e-08,3.605338496204331,1.1970565757842996e-08,3.6053384962043307,1.197429326894761e-08,3.605338496204331,1.215310581019476e-08,3.605338496204331
C61,21,264152.9699058745,1527.2727272727275,-13.709099544271618,-13.516793523594924,-13.618574160704524,-13.68320600765893,1.201595928169231e-08,3.6011307112260322,1.1970565757825014e-08,3.6011307112260322,1.1974293268994216e-08,3.6011307112260322,1.2153105810226342e-08,3.6011307112260322
C61,22,264225.6971786018,1600.0000000000002,-13.708040678740758,-13.510689748849925,-13.612853284702984,-13.696089523936328,1.2015959281658225e-08,3.5968845117787223,1.1970565757771276e-08,3.5968845117787223,1.197429326913222e-08,3.596884511778722,1.2153105810093721e-08,3.5968845117787223
C61,23,264298.4244513291,1672.727272727273,-13.706863213140538,-13.503900318351171,-13.606489744263918,-13.710419960474379,1.2015959281464e-08,3.5925888074847845,1.1970565757853358e-08,3.5925888074847845,1.1974293269171138e-08,3.592588807484785,1.2153105810137795e-08,3.5925888074847845
C61,24,264371.15172405634,1745.4545454545455,-13.705549798737044,-13.496343226218176,-13.599406294312638,-13.726373916962142,1.2015959281547473e-08,3.5882309750739463,1.1970565757766852e-08,3.5882309750739467,1.197429326922881e-08,3.5882309750739467,1.2153105810154476e-08,3.5882309750739467
C61,25,264443.87899678363,1818.1818181818182,-13.704080211579246,-13.487926828409268,-13.591516510801982,-13.744149685439503,1.2015959281623629e-08,3.5837964749378015,1.1970565757698353e-08,3.583796474937802,1.1974293269244572e-08,3.5837964749378015,1.2153105810031575e-08,3.5837964749378015
C61,26,264516.6062695109,1890.909090909091,-13.702433788551089,-13.478565360561518,-13.582739306307806,-13.763934780809581,1.2015959281330477e-08,3.579269716827216,1.197056575809428e-08,3.5792697168272163,1.1974293268924946e-08,3.5792697168272163,1.215310581031634e-08,3.579269716827216
C61,27,264589.33354223816,1963.6363636363637,-13.700587129030657,-13.468167498146297,-13.572988170541132,-13.785930438511917,1.201595928132438e-08,3.574633103924297,1.1970565758395891e-08,3.5746331039242967,1.1974293268793876e-08,3.5746331039242967,1.2153105810466155e-08,3.5746331039242976
C61,28,264662.06081496546,2036.3636363636365,-13.698514590824368,-13.456641270191954,-13.562175735297638,-13.810341639916036,1.2015959281340114e-08,3.569867027700683,1.197056575830184e-08,3.569867027700684,1.1974293269017328e-08,3.5698670277006834,1.2153105810454642e-08,3.569867027700683
C61,29,264734.7880876927,2109.0909090909095,-13.696187885498416,-13.44389361637497,-13.550213322720047,-13.837378411636568,1.201595928152537e-08,3.564949602571834,1.1970565758419997e-08,3.5649496025718346,1.1974293268986773e-08,3.5649496025718346,1.2153105810516432e-08,3.564949602571834
C61,30,264807.51536042,2181.818181818182,-13.693577230557022,-13.429839728253924,-13.537019648814148,-13.867236628604909,1.2015959281794498e-08,3.559856453928401,1.197056575846302e-08,3.559856453928401,1.1974293269058308e-08,3.559856453928401,1.2153105810201296e-08,3.5598564539284006
C61,31,264880.2426331473,2254.545454545455,-13.690651445010504,-13.414404946768629,-13.52252257933053,-13.900094265120334,1.2015959281981543e-08,3.554560474578231,1.1970565758388177e-08,3.5545604745782313,1.1974293269459188e-08,3.554560474578231,1.2153105810044069e-08,3.554560474578231
C61,32,264952.9699058745,2327.2727272727275,-13.687378676866402,-13.397529942322938,-13.506663971352657,-13.936100645688002,1.2015959281770056e-08,3.549031513187598,1.1970565758258141e-08,3.5490315131875976,1.197429326952885e-08,3.5490315131875976,1.2153105809899041e-08,3.5490315131875976
C61,33,265025.6971786018,2400.0,-13.683727584617683,-13.379177268436782,-13.489405829506959,-13.975362553668573,1.2015959282044257e-08,3.5432360531189366,1.1970565757671665e-08,3.5432360531189366,1.1974293269744525e-08,3.5432360531189366,1.215310580977897e-08,3.543236053118937
C61,34,265098.4244513291,2472.727272727273,-13.679669054431102,-13.359339147424901,-13.470737656383681,-14.01792737799032,1.2015959282645862e-08,3.537136861611322,1.1970565757535491e-08,3.5371368616113226,1.1974293270251901e-08,3.537136861611322,1.2153105809529353e-08,3.5371368616113217
C61,35,265171.15172405634,2545.4545454545455,-13.675178692610377,-13.338047034485628,-13.45068552555354,-14.063761983580457,1.201595928259302e-08,3.530692620499254,1.1970565757366682e-08,3.5306926204992535,1.197429327010166e-08,3.5306926204992535,1.2153105809933597e-08,3.530692620499254
C61,36,265243.87899678363,2618.1818181818185,-13.67023957508669,-13.315379655956884,-13.42931978506557,-14.11273422012086,1.2015959282398937e-08,3.5238574529271234,1.197056575756123e-08,3.523857452927124,1.1974293270105088e-08,3.523857452927124,1.2153105809932128e-08,3.523857452927124
C61,37,265316.6062695109,2690.909090909091,-13.664846856374371,-13.29147656450472,-13.406768034993137,-14.16458178035777,1.2015959282492627e-08,3.5165805793264893,1.1970565757844407e-08,3.5165805793264897,1.1974293270143483e-08,3.5165805793264893,1.2153105810320495e-08,3.51658057932649
C61,38,265389.33354223816,2763.636363636364,-13.659012432231922,-13.266548214245988,-13.38322491447078,-14.218887675281312,1.2015959282709151e-08,3.5088057619323076,1.1970565757590449e-08,3.5088057619323068,1.1974293270462635e-08,3.508805761932307,1.2153105810637047e-08,3.5088057619323068
C61,39,265462.06081496546,2836.3636363636365,-13.652770685430875,-13.2408866663966,-13.358962583848125,-14.275053300554402,1.2015959282471514e-08,3.5004708170408696,1.197056575786961e-08,3.500470817040871,1.1974293270126171e-08,3.5004708170408705,1.2153105810939019e-08,3.5004708170408705
C61,40,265534.7880876927,2909.0909090909095,-13.646184063858144,-13.214872125487982,-13.334337350205965,-14.332279696677913,1.2015959282434843e-08,3.491507023008504,1.1970565757966088e-08,3.491507023008503,1.1974293270209447e-08,3.4915070230085035,1.21531058109733e-08,3.4915070230085035
C61,41,265607.51536042,2981.818181818182,-13.639350077236726,-13.188982511692354,-13.309799226193302,-14.389541421107623,1.2015959282205661e-08,3.4818387373992383,1.1970565758020224e-08,3.481838737399238,1.1974293270602988e-08,3.481838737399238,1.2153105811450772e-08,3.4818387373992383
C61,42,265680.2426331473,3054.545454545455,-13.632406562490612,-13.1637948545198,-13.285893770261087,-14.4455780489585,1.2015959281974717e-08,3.4713826598506095,1.1970565758265048e-08,3.4713826598506095,1.1974293270489381e-08,3.4713826598506095,1.2153105811686036e-08,3.471382659850609
C61,43,265752.9699058745,3127.2727272727275,-13.625534306188275,-13.139976760890221,-13.263254500402875,-14.498907668748634,1.2015959281903571e-08,3.460047398541428,1.1970565758341962e-08,3.4600473985414286,1.1974293270189752e-08,3.4600473985414286,1.2153105811662549e-08,3.460047398541428
C61,44,265825.6971786018,3200.0000000000005,-13.61895654702955,-13.118270733565774,-13.242588383676912,-14.547857571957762,1.2015959282147719e-08,3.447732899672575,1.1970565758215043e-08,3.447732899672575,1.1974293269937182e-08,3.4477328996725753,1.2153105812156412e-08,3.4477328996725745
C61,45,265898.4244513291,3272.727272727273,-13.612932299424848,-13.099462942793712,-13.224646358198324,-14.590631635813121,1.2015959282062847e-08,3.434330106916648,1.1970565758531278e-08,3.434330106916648,1.1974293269590072e-08,3.434330106916647,1.2153105812558849e-08,3.4343301069166476
C61,46,265971.15172405634,3345.454545454546,-13.607745075848568,-13.084344742438082,-13.210186693589527,-14.625396724353822,1.2015959281955402e-08,3.419720236243338,1.1970565758566535e-08,3.4197202362433377,1.1974293269334859e-08,3.4197202362433377,1.2153105812488032e-08,3.419720236243338
C61,47,266043.87899678363,3418.1818181818185,-13.603679621022982,-13.073643505930365,-13.199908870312946,-14.65044123896371,1.201595928191255e-08,3.4037747785772847,1.197056575838591e-08,3.4037747785772847,1.1974293269481953e-08,3.403774778577284,1.21531058124408e-08,3.4037747785772847
C61,48,266116.6062695109,3490.909090909091,-13.600995705956732,-13.067950451139922,-13.194384411231802,-14.664342667901549,1.2015959281991853e-08,3.386354298845216,1.1970565758374601e-08,3.386354298845216,1.197429326947937e-08,3.386354298845216,1.2153105813050068e-08,3.386354298845216
C61,49,266189.33354223816,3563.636363636364,-13.599893262012335,-13.067620241790832,-13.193960880027772,-14.666198852399063,1.2015959282120844e-08,3.3673069964978786,1.1970565758572445e-08,3.3673069964978786,1.1974293269632831e-08,3.367306996497879,1.2153105813284314e-08,3.367306996497879
C61,50,266262.06081496546,3636.3636363636365,-13.600469525550464,-13.072624532589172,-13.19862274086255,-14.655956437227816,1.2015959282187399e-08,3.3464645048597266,1.1970565758539172e-08,3.3464645048597266,1.1974293269829755e-08,3.3464645048597266,1.2153105813281202e-08,3.346464504859726
C61,51,266334.7880876927,3709.0909090909095,-13.60266833518292,-13.082335560825415,-13.207787150108587,-14.634882190113087,1.2015959282288424e-08,3.3236314049523896,1.1970565758541899e-08,3.323631404952389,1.1974293269822032e-08,3.3236314049523896,1.2153105813450976e-08,3.3236314049523896
C61,52,266407.51536042,3781.818181818182,-13.606205878634658,-13.095117072081141,-13.219920248014665,-14.606430037499536,1.2015959282377566e-08,3.298557502290598,1.1970565758362094e-08,3.2985575022905977,1.1974293269980323e-08,3.2985575022905977,1.215310581363464e-08,3.2985575022905977
C61,53,266480.2426331473,3854.545454545455,-13.61039803876999,-13.107342684793807,-13.231616756150874,-14.578315756515332,1.2015959281769748e-08,3.2708681093177177,1.1970565757609846e-08,3.270868109317717,1.197429327028066e-08,3.270868109317717,1.2153105813277768e-08,3.270868109317717
C61,54,266552.9699058745,3927.2727272727275,-13.613819301220875,-13.111286369615001,-13.235624930908092,-14.566942634486033,1.2015959281452247e-08,3.2398687439882545,1.1970565757945702e-08,3.239868743988255,1.1974293269062268e-08,3.2398687439882545,1.215310581315653e-08,3.2398687439882545
C61,55,266625.6971786018,4000.0000000000005,-13.612873808839613,-13.088662898883088,-13.214752764257483,-14.611383764249817,1.2015959282544208e-08,3.203978332864839,1.1970565757069549e-08,3.2039783328648386,1.197429326940497e-08,3.203978332864839,1.2153105813282124e-08,3.203978332864839
C61,56,266698.4244513291,4072.727272727273,-13.596642901950396,-12.99477140861428,-13.126712136637416,-14.80954678902791,1.201595928133877e-08,3.1588571938077408,1.1970565758849881e-08,3.1588571938077403,1.1974293268962881e-08,3.1588571938077408,1.215310581469345e-08,3.1588571938077408
C61,57,266771.15172405634,4145.454545454546,-13.528954578473826,-12.744936580094512,-12.889649910874931,-15.364132166786733,1.201595928048741e-08,3.0900513690037603,1.1970565758904942e-08,3.0900513690037603,1.1974293269930823e-08,3.0900513690037608,1.2153105813923996e-08,3.0900513690037608
C61,58,266843.87899678363,4218.181818181819,-13.408690855431674,-12.494185952804036,-12.646274238652149,-15.97852218934214,1.2015959280426898e-08,2.9329485207745085,1.1970565758812527e-08,2.932948520774509,1.1974293269669396e-08,2.9329485207745085,1.2153105813980718e-08,2.932948520774509
C61,59,266916.6062695109,4290.909090909091,-13.594494000732421,-13.111098129138448,-13.233368973997395,-14.58871213236174,1.2015959275513014e-08,2.1550889461777123,1.1970565760829003e-08,2.1550889461777123,1.197429326585669e-08,2.1550889461777127,1.2153105817008572e-08,2.1550889461777123
C61,60,266921.6775037076,4295.980325105768,-13.607609839647717,-13.153918762768724,-13.274136406055206,-14.492008227758356,1.2015959275507624e-08,2.0000100000000085,1.1970565760886732e-08,2.000010000000009,1.1974293265868392e-08,2.0000100000000085,1.2153105817132626e-08,2.0000100000000094
C62,0,266921.6775037076,0.0,13.85378687205154,14.147264835194814,14.213555166857056,12.313066362126593,1.2015959275507624e-08,2.6664336183310438,1.1970565760886732e-08,2.6664336183310433,1.1974293265868392e-08,2.6664336183310438,1.2153105817132626e-08,2.6664336183310433
C62,1,266994.4047764349,72.72727272727273,13.662467334689566,13.337765829588033,13.449017479345837,14.07842259260657,1.2015959741024641e-08,3.5543325729295105,1.1970566215087403e-08,3.554332572929511,1.1974293721141876e-08,3.554332572929511,1.2153106322798815e-08,3.55433257292951
C62,2,267067.1320491621,145.45454545454547,13.653728619981454,13.305210645839358,13.418157035933143,14.150576934476039,1.2015970436490704e-08,3.6704671615350177,1.197057668975637e-08,3.6704671615350177,1.1974304213466914e-08,3.6704671615350177,1.2153117801118175e-08,3.6704671615350173
C62,3,267139.8593218894,218.1818181818182,13.654251006756704,13.303089762990933,13.416261884587415,14.154070581894949,1.2016008268896595e-08,3.7190922353025773,1.1970613819167415e-08,3.7190922353025773,1.1974341399282874e-08,3.719092235302577,1.2153158082081885e-08,3.7190922353025764
C62,4,267212.5865946167,290.90909090909093,13.658578354994471,13.314593903329481,13.42729864547928,14.127202332426771,1.2016083637928565e-08,3.7503236051055637,1.1970687867542357e-08,3.7503236051055633,1.1974415552542835e-08,3.7503236051055633,1.2153237996922057e-08,3.7503236051055633
C62,5,267285.31386734394,363.6363636363637,13.663378329362919,13.328908881136838,13.440970466795656,14.09441555893459,1.2016207646175228e-08,3.7752828859221355,1.1970809761118824e-08,3.775282885922136,1.1974537615603356e-08,3.775282885922136,1.2153369201392079e-08,3.775282885922136
C62,6,267358.04114007123,436.3636363636364,13.667331941023546,13.341263119148572,13.452749775925911,14.066328400131972,1.2016396254762237e-08,3.7971078196588217,1.1970995206669217e-08,3.7971078196588217,1.197472331519906e-08,3.7971078196588217,1.2153568462257748e-08,3.7971078196588217
C62,7,267430.76841279847,509.0909090909091,13.67017237197154,13.350335061789556,13.46139295773995,14.04577284472896,1.201666908569454e-08,3.8168251390313244,1.1971263532609327e-08,3.8168251390313244,1.1974992003856303e-08,3.8168251390313244,1.2153856316584132e-08,3.8168251390313244
C62,8,267503.49568552576,581.8181818181819,13.67201817556565,13.356236720691628,13.467015537956403,14.032402802016323,1.201704792596438e-08,3.8348235670756488,1.1971636227095149e-08,3.8348235670756488,1.1975365194041466e-08,3.8348235670756488,1.215425546327123e-08,3.8348235670756488
C62,9,267576.22295825306,654.5454545454546,13.6730657207306,13.359477523176146,13.470106760965235,14.025023231358022,1.2017559539285677e-08,3.8512878146160463,1.1972139707369975e-08,3.8512878146160467,1.1975869331500279e-08,3.851287814616047,1.215479371292898e-08,3.8512878146160467
C62,10,267648.9502309803,727.2727272727274,13.673514871898977,13.360661991307934,13.471243690380229,14.022252682642865,1.2018231344769165e-08,3.866338135400622,1.1972801071808165e-08,3.86633813540062,1.1976531540933087e-08,3.8663381354006217,1.2155499430991846e-08,3.866338135400621
C62,11,267721.6775037076,800.0000000000001,13.673526552703581,13.360310332406033,13.470921729687884,14.022914621432502,1.2019090662858744e-08,3.8800760862251025,1.197364735391937e-08,3.8800760862251034,1.1977378879723474e-08,3.880076086225102,1.2156400765785717e-08,3.8800760862251016
C62,12,267794.4047764349,872.7272727272727,13.673222323105849,13.358832662517706,13.469530874665946,14.026087375940499,1.2020163226297442e-08,3.8925989143962245,1.1974704050849834e-08,3.892598914396226,1.1978436864549206e-08,3.8925989143962254,1.215752410840948e-08,3.892598914396226
C62,13,267867.1320491621,945.4545454545455,13.67269173351152,13.356540889623778,13.467367421399489,14.031073191695215,1.2021471815338988e-08,3.904002833954684,1.197599377190353e-08,3.904002833954685,1.197972811918499e-08,3.904002833954685,1.2158892690748177e-08,3.904002833954684
C62,14,267939.8593218894,1018.1818181818182,13.672000311682686,13.353669188459616,13.464653641497755,14.037350094589948,1.202303478852016e-08,3.9143827172213275,1.197753478204641e-08,3.914382717221328,1.1981270917079563e-08,3.9143827172213284,1.2160525086882412e-08,3.9143827172213292
C62,15,268012.5865946167,1090.909090909091,13.671196628055291,13.350395045620948,13.461557883424623,14.044523679129142,1.2024865928924571e-08,3.9238309129224422,1.1979340845898342e-08,3.923830912922443,1.198307902342308e-08,3.923830912922443,1.216243507412911e-08,3.9238309129224427
C62,16,268085.31386734394,1163.6363636363637,13.670317287946096,13.34685477791698,13.458209371649675,14.05229179871725,1.2026973890637643e-08,3.9324360008687336,1.1981420670663618e-08,3.932436000868734,1.1985161142643332e-08,3.932436000868733,1.216463108409761e-08,3.9324360008687336
C62,17,268158.04114007123,1236.3636363636365,13.669390802524983,13.34315626574204,13.454710325797787,14.060415842165186,1.2029362591001507e-08,3.9402821940288053,1.198377829144259e-08,3.9402821940288066,1.1987521299647784e-08,3.940282194028807,1.2167116628778004e-08,3.9402821940288066
C62,18,268230.76841279847,1309.0909090909092,13.668439669957001,13.339385586025085,13.451142280453654,14.06870569979426,1.2032030601903183e-08,3.9474481860323714,1.1986412460328039e-08,3.947448186032372,1.19901582325686e-08,3.947448186032371,1.2169889695788159e-08,3.9474481860323714
C62,19,268303.49568552576,1381.818181818182,13.667482467863096,13.335614321035282,13.447573027466484,14.077003419865138,1.2034972121027787e-08,3.954007362848027,1.1989317601981903e-08,3.954007362848028,1.1993066347375244e-08,3.9540073628480283,1.2172943769876029e-08,3.954007362848027
C62,20,268376.22295825306,1454.5454545454547,13.666534967111271,13.331903384560446,13.444060252142592,14.085174632415692,1.2038177698233199e-08,3.9600275765419566,1.1992484527312122e-08,3.9600275765419575,1.1996236433268646e-08,3.960027576541956,1.2176268594808094e-08,3.9600275765419566
C62,21,268448.9502309803,1527.2727272727275,13.665610813401015,13.328305369406223,13.440653763914915,14.093103289507845,1.204163474179512e-08,3.9655710801513457,1.1995900929013488e-08,3.965571080151345,1.1999656159989144e-08,3.9655710801513457,1.2179850711067074e-08,3.9655710801513457
C62,22,268521.6775037076,1600.0000000000002,13.664722099119377,13.324866628353757,13.437397470276178,14.100687038480688,1.204532841640955e-08,3.970694875679308,1.1999552269071208e-08,3.970694875679309,1.2003310965188608e-08,3.9706948756793095,1.2183674389635738e-08,3.970694875679308
C62,23,268594.4047764349,1672.727272727273,13.663879593677958,13.321628106134874,13.434330166033023,14.10783537038415,1.2049242072687807e-08,3.9754508833422673,1.2003422197440785e-08,3.9754508833422673,1.2007184474092212e-08,3.975450883342267,1.218772208369987e-08,3.975450883342268
C62,24,268667.1320491621,1745.4545454545455,13.663093037653427,13.318626491688738,13.431486623846363,14.114467083041472,1.2053358404727743e-08,3.979886286015682,1.2007493701223426e-08,3.979886286015682,1.2011259649420487e-08,3.979886286015682,1.2191975619450302e-08,3.9798862860156805
C62,25,268739.8593218894,1818.1818181818182,13.662371176705413,13.31589438622177,13.428897752188208,14.120509921114612,1.2057659866015748e-08,3.9840437868445213,1.2011749513082465e-08,3.984043786844521,1.2015519200608948e-08,3.9840437868445213,1.2196416625612563e-08,3.9840437868445218
