Time,Concentration,Voltage,I_INT,I_SEI,Length
0.0,19986.0,0.24138368778043112,0.06682032939814815,3.7982270983039195e-65,5e-09
144.28857715430863,19930.69633305913,0.2413122862847679,0.06682032939814815,-5.787271447013633e-147,5e-09
288.57715430861725,19896.625975297226,0.24126976366264385,0.06682032939814815,-4.692382254335412e-148,5e-09
432.86573146292585,19865.370212827827,0.24123014293842107,0.06682032939814815,0.0,5e-09
577.1543086172345,19834.24925090616,0.24119066014131726,0.06682032939814815,0.0,5e-09
721.4428857715432,19803.939746994052,0.241151279583581,0.06682032939814815,0.0,5e-09
865.7314629258517,19773.716415613933,0.24111190988312275,0.06682032939814815,0.0,5e-09
1010.0200400801604,19743.493084233818,0.24107254018266447,0.06682032939814815,0.0,5e-09
1154.308617234469,19713.2697528537,0.2410331704822062,0.06682032939814815,0.0,5e-09
1298.5971943887776,19683.181719694778,0.24099291060406297,0.06682032939814815,0.0,5e-09
1442.8857715430863,19653.12583660822,0.24095243919854906,0.06682032939814815,0.0,5e-09
1587.1743486973949,19623.06995352166,0.24091196779303514,0.06682032939814815,0.0,5e-09
1731.4629258517034,19593.0140704351,0.24087149638752126,0.06682032939814815,0.0,5e-09
1875.7515030060122,19562.95818734854,0.24083102498200734,0.06682032939814815,0.0,5e-09
2020.0400801603207,19532.902304261985,0.24079055357649343,0.06682032939814815,0.0,5e-09
2164.3286573146293,19502.846421175425,0.2407500821709795,0.06682032939814815,0.0,5e-09
2308.617234468938,19472.790538088866,0.24070961076546563,0.06682032939814815,0.0,5e-09
2452.905811623247,19442.745022869567,0.2406687098782324,0.06682032939814815,0.0,5e-09
2597.194388777555,19412.70597073636,0.24062754126213526,0.06682032939814815,0.0,5e-09
2741.482965931864,19382.666918603147,0.2405863726460381,0.06682032939814815,0.0,5e-09
2885.7715430861726,19352.627866469935,0.24054520402994092,0.06682032939814815,0.0,5e-09
3030.060120240481,19322.588814336727,0.24050403541384377,0.06682032939814815,0.0,5e-09
3174.3486973947897,19292.549762203515,0.2404628667977466,0.06682032939814815,0.0,5e-09
3318.6372745490985,19262.510710070306,0.24042169818164943,0.06682032939814815,0.0,5e-09
3462.925851703407,19232.471657937094,0.24038052956555225,0.06682032939814815,0.0,5e-09
3607.2144288577156,19202.432605803882,0.2403393609494551,0.06682032939814815,0.0,5e-09
3751.5030060120243,19172.393553670674,0.24029819233335792,0.06682032939814815,0.0,5e-09
3895.791583166333,19142.354501537462,0.24025702371726076,0.06682032939814815,0.0,5e-09
4040.0801603206414,19112.315449404254,0.2402158551011636,0.06682032939814815,0.0,5e-09
4184.36873747495,19082.27639727104,0.24017468648506643,0.06682032939814815,0.0,5e-09
4328.6573146292585,19052.23734513783,0.24013351786896928,0.06682032939814815,0.0,5e-09
4472.945891783567,19022.19829300462,0.2400923492528721,0.06682032939814815,0.0,5e-09
4617.234468937876,18992.15924087141,0.24005118063677494,0.06682032939814815,0.0,5e-09
4761.523046092185,18962.120391978584,0.24001055367300522,0.06682032939814815,0.0,5e-09
4905.811623246494,18932.082215881506,0.239971719765216,0.06682032939814815,0.0,5e-09
5050.100200400802,18902.04403978443,0.2399328858574268,0.06682032939814815,0.0,5e-09
5194.38877755511,18872.00586368735,0.23989405194963762,0.06682032939814815,0.0,5e-09
5338.677354709419,18841.967687590273,0.23985521804184842,0.06682032939814815,0.0,5e-09
5482.965931863728,18811.929511493196,0.23981638413405923,0.06682032939814815,0.0,5e-09
5627.2545090180365,18781.891335396118,0.23977755022627004,0.06682032939814815,0.0,5e-09
5771.543086172345,18751.85315929904,0.23973871631848084,0.06682032939814815,0.0,5e-09
5915.831663326654,18721.81498320196,0.23969988241069162,0.06682032939814815,0.0,5e-09
6060.120240480962,18691.77680710488,0.23966104850290243,0.06682032939814815,0.0,5e-09
6204.408817635271,18661.738631007804,0.23962221459511324,0.06682032939814815,0.0,5e-09
6348.697394789579,18631.700454910726,0.23958338068732404,0.06682032939814815,0.0,5e-09
6492.985971943888,18601.66227881365,0.23954454677953485,0.06682032939814815,0.0,5e-09
6637.274549098197,18571.62410271657,0.23950571287174566,0.06682032939814815,0.0,5e-09
6781.563126252506,18541.585926619493,0.23946687896395646,0.06682032939814815,0.0,5e-09
6925.851703406814,18511.547750522415,0.23942804505616724,0.06682032939814815,0.0,5e-09
7070.140280561122,18481.509574425338,0.23938921114837805,0.06682032939814815,0.0,5e-09
7214.428857715431,18451.47139832826,0.23935037724058886,0.06682032939814815,0.0,5e-09
7358.71743486974,18421.433222231182,0.23931154333279966,0.06682032939814815,0.0,5e-09
7503.006012024049,18391.395046134105,0.23927270942501047,0.06682032939814815,0.0,5e-09
7647.2945891783575,18361.356870037023,0.23923387551722128,0.06682032939814815,0.0,5e-09
7791.583166332666,18331.318693939946,0.23919504160943209,0.06682032939814815,0.0,5e-09
7935.871743486974,18301.280517842868,0.23915620770164286,0.06682032939814815,0.0,5e-09
8080.160320641283,18271.24234174579,0.23911737379385367,0.06682032939814815,0.0,5e-09
8224.448897795592,18241.204165648713,0.23907853988606448,0.06682032939814815,0.0,5e-09
8368.7374749499,18211.165989551635,0.23903970597827529,0.06682032939814815,0.0,5e-09
8513.02605210421,18181.127813454557,0.2390008720704861,0.06682032939814815,0.0,5e-09
8657.314629258517,18151.08963735748,0.2389620381626969,0.06682032939814815,0.0,5e-09
8801.603206412827,18121.051461260402,0.2389232042549077,0.06682032939814815,0.0,5e-09
8945.891783567135,18091.013285163324,0.23888437034711849,0.06682032939814815,0.0,5e-09
9090.180360721444,18060.975109066247,0.2388455364393293,0.06682032939814815,0.0,5e-09
9234.468937875752,18030.936932969165,0.2388067025315401,0.06682032939814815,0.0,5e-09
9378.75751503006,18000.898756872088,0.2387678686237509,0.06682032939814815,0.0,5e-09
9523.04609218437,17970.860591528515,0.23873388938606485,0.06682032939814815,0.0,5e-09
9667.334669338677,17940.82243860709,0.23870551812936006,0.06682032939814815,0.0,5e-09
