Time,Concentration,Voltage
0.0,30730.0,3.9630968416209438
289.1566265060241,30839.082525104786,3.960558898505276
578.3132530120482,30913.092703578797,3.9588789799609105
867.4698795180723,30985.40143241172,3.9572326752381564
1156.6265060240964,31057.519834724782,3.955586896721517
1445.7831325301206,31129.6099571579,3.9539390516906048
1734.9397590361446,31201.69781850028,3.9522907003842453
2024.0963855421687,31273.787732590725,3.9506432114845973
2313.253012048193,31345.87858453343,3.9489961165982717
2602.409638554217,31417.96997455401,3.947357588623273
2891.566265060241,31490.06146463461,3.945720653736149
3180.7228915662654,31562.152954715217,3.9440837188490248
3469.879518072289,31634.244456068725,3.942453658617116
3759.0361445783133,31706.336018042883,3.9408605671943717
4048.1927710843374,31778.427580017036,3.9392674757716275
4337.349397590362,31850.519141991193,3.9376743843488833
4626.506024096386,31922.610703965347,3.9360812929261395
4915.6626506024095,31994.702265939504,3.9344882015033953
5204.819277108434,32066.793827913658,3.932895110080651
5493.975903614458,32138.885389887815,3.931302018657907
5783.132530120482,32210.97695490599,3.9297669716756674
6072.289156626506,32283.06852076282,3.9282479165290765
6361.445783132531,32355.16008661965,3.926728861382486
6650.6024096385545,32427.25165247648,3.9252098062358955
6939.759036144578,32499.34321833331,3.923690751089305
7228.915662650603,32571.43478440346,3.922206647928973
7518.0722891566265,32643.52635072802,3.92076423001019
7807.228915662651,32715.617917052583,3.9193218120914075
8096.385542168675,32787.70948337715,3.917879394172625
8385.5421686747,32859.801049698064,3.9164413094691204
8674.698795180724,32931.892615969555,3.9150619897514636
8963.855421686747,33003.984182241045,3.913682670033807
9253.012048192772,33076.075748512536,3.9123033503161504
9542.168674698796,33148.16731478232,3.910941844298441
9831.325301204819,33220.258881048125,3.90962172775638
10120.481927710844,33292.35044731393,3.9083016112143185
10409.638554216868,33364.44201357974,3.9069814946722574
10698.795180722893,33436.53357984512,3.9056979592896175
10987.951807228916,33508.62514611011,3.9044464614440684
11277.10843373494,33580.716712375106,3.9031949635985197
11566.265060240965,33652.8082786401,3.9019434657529706
11855.421686746988,33724.89984490512,3.900722884262688
12144.578313253012,33796.991411170166,3.899527514351808
12433.734939759037,33869.08297743524,3.8983499672678876
12722.891566265062,33941.17454370033,3.8971902430109258
13012.048192771084,34013.26610996543,3.896048341580923
13301.204819277109,34085.357676230546,3.894924262977879
13590.361445783134,34157.44924249569,3.8938180072017943
13879.518072289156,34229.54080876083,3.892728105802836
14168.674698795181,34301.6323750259,3.8916500922382933
14457.831325301206,34373.72394129098,3.8905882553919198
14746.98795180723,34445.81550755605,3.8895425952637153
15036.144578313253,34517.90707382112,3.8885131118536793
15325.301204819278,34589.99864008619,3.8874998051618124
15614.457831325302,34662.090206351255,3.886502675188115
15903.614457831327,34734.18177261631,3.8855217219325864
16192.77108433735,34806.27333888137,3.8845569453952264
16481.927710843374,34878.36490514643,3.8836083455760355
16771.0843373494,34950.45647141148,3.8826759224750136
17060.240963855424,35022.54803767655,3.8817553305962487
17349.39759036145,35094.63960394163,3.8808485075131998
17638.55421686747,35166.7311702067,3.879956820006586
17927.710843373494,35238.82273647179,3.879080268076408
18216.86746987952,35310.91430273687,3.8782188517226652
18506.024096385543,35383.00586900196,3.8773725709453584
18795.180722891568,35455.097435267046,3.8765414257444872
19084.337349397592,35527.18900153213,3.8757254161200514
19373.493975903617,35599.28056779723,3.8749245420720513
19662.650602409638,35671.37213406232,3.874138803600486
19951.807228915663,35743.46370032742,3.8733653360198237
20240.963855421687,35815.55526659251,3.8725974144276583
20530.12048192771,35887.64683285761,3.8718425527463745
20819.277108433736,35959.7383991227,3.8711007509759727
21108.43373493976,36031.8299653878,3.8703720091164526
21397.590361445786,36103.9215316529,3.869656327167815
21686.746987951807,36176.013097918,3.8689537051300587
21975.90361445783,36248.10466418311,3.868264143003184
22265.060240963856,36320.196230448215,3.8675876407871916
22554.21686746988,36392.287796713324,3.8669241984820806
22843.373493975905,36464.379362978434,3.866273816087852
23132.53012048193,36536.470929243565,3.865626506354444
23421.686746987954,36608.56249550872,3.864987243278438
23710.843373493975,36680.65406177387,3.8643587372042707
24000.0,36752.74562803904,3.863740988131943
24289.156626506025,36824.837194304215,3.8631339960614537
24578.31325301205,36896.9287605694,3.862537760992804
24867.469879518074,36969.02032683459,3.861952282925994
25156.6265060241,37041.11189309978,3.8613775618610218
25445.783132530123,37113.20345936498,3.8608135977978892
25734.939759036144,37185.29502563019,3.8602603907365958
26024.09638554217,37257.3865918954,3.859715923450323
26313.253012048193,37329.47815816059,3.8591758145890256
26602.409638554218,37401.56972442579,3.85864427245315
26891.566265060243,37473.66129069098,3.858121110961033
27180.722891566267,37545.75285695618,3.8576061440310103
27469.879518072292,37617.844423221366,3.857099185581419
27759.036144578313,37689.93598948654,3.8566000495305928
28048.192771084337,37762.027555751716,3.8561085497968692
28337.349397590362,37834.11912201689,3.855624500298584
28626.506024096387,37906.21068828206,3.8551477149540725
28915.66265060241,37978.30225454721,3.854678007681671
29204.819277108436,38050.39382081237,3.854215192399716
29493.97590361446,38122.48538707751,3.8537590830265427
29783.132530120485,38194.57695334264,3.853309493480487
30072.289156626506,38266.66851960777,3.8528662376798852
30361.44578313253,38338.760085872884,3.852429129543073
30650.602409638555,38410.851652137986,3.8519979829883866
30939.75903614458,38482.943218403074,3.8515726119341616
31228.915662650605,38555.03478466817,3.8511528302987346
31518.07228915663,38627.12635093323,3.8507384520004404
31807.228915662654,38699.21791719827,3.850329290957616
32096.385542168675,38771.309483463345,3.8499270109265504
32385.5421686747,38843.40104972846,3.849534292051574
