Time,Concentration,Voltage,I_INT,I_SEI,Length
0.0,22610.7,0.12470515895084754,0.03538587611552417,3.4211388289180104e-49,5e-09
158.7174348697395,22516.472786960334,0.1250556158268043,0.03538587611552417,0.0,5e-09
317.434869739479,22428.983130220848,0.12537935469870182,0.03538587611552417,0.0,5e-09
476.1523046092185,22341.493372609093,0.12570327619638108,0.03538587611552417,0.0,5e-09
634.869739478958,22254.003607893475,0.12602757905596676,0.03538587611552417,0.0,5e-09
793.5871743486974,22166.513843177854,0.1263518819155524,0.03538587611552417,0.0,5e-09
952.304609218437,22079.024078407256,0.126676250648745,0.03538587611552417,0.0,5e-09
1111.0220440881765,21991.5343135248,0.12700075339237138,0.03538587611552417,0.0,5e-09
1269.739478957916,21904.04454864235,0.12732525613599777,0.03538587611552417,0.0,5e-09
1428.4569138276554,21816.554783759893,0.12764975887962415,0.03538587611552417,0.0,5e-09
1587.1743486973949,21729.065018877438,0.12797426162325054,0.03538587611552417,0.0,5e-09
1745.8917835671343,21641.575253994986,0.12829876436687693,0.03538587611552417,0.0,5e-09
1904.609218436874,21554.085489110825,0.1286217606604511,0.03538587611552417,0.0,5e-09
2063.3266533066135,21466.595724226543,0.12894465192702592,0.03538587611552417,0.0,5e-09
2222.044088176353,21379.10595934226,0.12926754319360076,0.03538587611552417,0.0,5e-09
2380.7615230460924,21291.61619445798,0.1295904344601756,0.03538587611552417,0.0,5e-09
2539.478957915832,21204.1264295737,0.1299133257267504,0.03538587611552417,0.0,5e-09
2698.1963927855713,21116.636664689417,0.13023621699332524,0.03538587611552417,0.0,5e-09
2856.913827655311,21029.146899805135,0.13055910825990008,0.03538587611552417,0.0,5e-09
3015.6312625250503,20941.657134920857,0.13088199952647492,0.03538587611552417,0.0,5e-09
3174.3486973947897,20854.167370036575,0.13120489079304973,0.03538587611552417,0.0,5e-09
3333.066132264529,20766.677605152294,0.13152778205962457,0.03538587611552417,0.0,5e-09
3491.7835671342687,20679.187840267914,0.1318501788781312,0.03538587611552417,0.0,5e-09
3650.501002004008,20591.69807538294,0.132169668572123,0.03538587611552417,0.0,5e-09
3809.218436873748,20504.208310497972,0.13248915826611482,0.03538587611552417,0.0,5e-09
