Time,"Cell 1,1 Pos Particle vConcentration","Cell 1,1 Neg Particle vConcentration","Cell 1,2 Pos Particle vConcentration","Cell 1,2 Neg Particle vConcentration","Cell 2,1 Pos Particle vConcentration","Cell 2,1 Neg Particle vConcentration","Cell 2,2 Pos Particle vConcentration","Cell 2,2 Neg Particle vConcentration",String 1 Iapp,String 1 Voltage,"Cell 1,1 Voltage","Cell 2,1 Voltage",String 2 Iapp,String 2 Voltage,"Cell 1,2 Voltage","Cell 2,2 Voltage"
18216.86746987952,35176.26389587124,16195.435198468447,35375.28062808105,16104.700786514904,35327.56961010427,16035.788377041039,35044.68868731911,16242.837255568778,-1.2228031041527956,7.52491710310494,3.763422077835891,3.761495025269049,-1.1827287541805376,7.52491710310494,3.7603059876482074,3.764611115456733
18506.024096385543,35246.21311211075,16135.801527777387,35448.36510538,16043.636074397455,35399.89882794801,15973.643430637181,35112.601279599425,16183.920401138837,-1.2228981047057172,7.523270400727151,3.762597421764835,3.7606729789623157,-1.182633753627616,7.523270400727151,3.75948602125687,3.7637843794702808
18795.180722891568,35316.167742617035,16076.163241271935,35521.443729505205,15982.576252817405,35472.23364428515,15911.493674032843,35180.508433432624,16125.008264776312,-1.2229943278756223,7.521655184706547,3.7617882737558546,3.7598669109506924,-1.1825375304577108,7.521655184706548,3.7586824202352687,3.7629727644712787
19084.337349397592,35386.12778935081,16016.5203372805,35594.516518372424,15921.521306805324,35544.57406109955,15849.339105523131,35248.41016219532,16066.100834876785,-1.2230876210209785,7.520064346462689,3.7609911449820967,3.759073201480593,-1.1824442373123547,7.520064346462689,3.75789147149045,3.7621728749722396
19373.493975903617,35456.09308287929,15956.872960249126,35667.583641387144,15860.471094817178,35616.91990322382,15787.179875610926,35316.30662549891,16007.197972970871,-1.2231813011833763,7.518503924141252,3.7602090300290447,3.7582948941122076,-1.1823505571499568,7.518503924141253,3.757116287073354,3.761387637067899
19662.650602409638,35526.063617145286,15897.221115341736,35740.64512449275,15799.425595175884,35689.27116435238,15725.015989713984,35384.197844272945,15948.299660901303,-1.223271471701679,7.516967091114555,3.75943857333153,3.7575285177830255,-1.1822603866316541,7.516967091114555,3.756353309627455,3.7606137814871006
19951.807228915663,35596.03913115998,15837.565025058902,35813.70123892318,15738.38458125635,35761.62757464039,15662.847679681849,35452.0840722734,15889.405678524736,-1.223360898583686,7.515459564999507,3.758682620823693,3.7567769441758134,-1.1821709597496473,7.515459564999506,3.7556054747758796,3.759854090223626
20240.963855421687,35666.019594221405,15777.904715574527,35886.75203649239,15677.34800976568,35833.98910230109,15600.674972825464,35519.96535457967,15830.515986733197,-1.223446016819275,7.513974800900006,3.757937950098532,3.756036850801474,-1.1820858415140583,7.513974800900007,3.754869380365172,3.7591054205348344
20530.12048192771,35736.00463547646,15718.240503052004,35959.797910947775,15616.315551713948,35906.35536387863,15538.498198608624,35587.84205816516,15771.6302671626,-1.2235288629860817,7.512518189601971,3.7572072569520403,3.7553109326499303,-1.1820029953472515,7.512518189601971,3.7541477817368403,3.7583704078651303
20819.277108433736,35805.994174987325,15658.572455640084,36032.83896640485,15555.287120109066,35978.726276677604,15476.317428082833,35655.71427683624,15712.748438432282,-1.2236063046649375,7.511083467225643,3.7564874516914992,3.754596015534144,-1.1819255536683957,7.511083467225643,3.753437431228358,3.7576460359972854
