Cycle,Pack Capacity,"Cell 1,1"
1,26.57144555571249,26.57144555571249
2,26.249901018816246,26.249901018816246
3,26.239572117929022,26.239572117929022
4,26.229271055077223,26.229271055077223
5,26.218956109261452,26.218956109261452
6,26.208638575411513,26.208638575411513
7,26.1983356356191,26.1983356356191
8,26.18798495241167,26.18798495241167
9,26.17770399391427,26.17770399391427
10,26.167352923340413,26.167352923340413
11,26.15708595549191,26.15708595549191
12,26.146733726035958,26.146733726035958
13,26.13637846431323,26.13637846431323
14,26.126051460608803,26.126051460608803
15,26.11571431010591,26.11571431010591
16,26.105392370046708,26.105392370046708
17,26.09506093559726,26.09506093559726
18,26.08472289176643,26.08472289176643
19,26.074389420786975,26.074389420786975
20,26.0640643860726,26.0640643860726
21,26.053737711334957,26.053737711334957
22,26.043385297993456,26.043385297993456
23,26.033029161548285,26.033029161548285
24,26.0226813476789,26.0226813476789
25,26.01233827562864,26.01233827562864
26,26.002008058120992,26.002008058120992
27,25.991658051889267,25.991658051889267
28,25.98134052296787,25.98134052296787
29,25.970991178969218,25.970991178969218
30,25.960643917617364,25.960643917617364
31,25.95029632860777,25.95029632860777
32,25.93995143124559,25.93995143124559
33,25.92960261833726,25.92960261833726
34,25.919262419529257,25.919262419529257
35,25.908916902141574,25.908916902141574
36,25.898562422161945,25.898562422161945
37,25.888204806741705,25.888204806741705
38,25.877828845193378,25.877828845193378
39,25.867469299634077,25.867469299634077
40,25.85711751409568,25.85711751409568
41,25.846770350712955,25.846770350712955
42,25.836421499689163,25.836421499689163
43,25.82604269599367,25.82604269599367
44,25.81567142982627,25.81567142982627
45,25.805337315835587,25.805337315835587
46,25.794970235792317,25.794970235792317
47,25.78461085730023,25.78461085730023
48,25.774279534589088,25.774279534589088
49,25.763917288723267,25.763917288723267
50,25.753548527210445,25.753548527210445
51,25.743179219647416,25.743179219647416
52,25.732815660900556,25.732815660900556
53,25.72247454106374,25.72247454106374
54,25.712024460475934,25.712024460475934
55,25.701665645300018,25.701665645300018
56,25.691373813883484,25.691373813883484
57,25.68103286127817,25.68103286127817
58,25.670591450073434,25.670591450073434
59,25.660173473831357,25.660173473831357
60,25.64984542948612,25.64984542948612
61,25.639508474505753,25.639508474505753
62,25.62907475313083,25.62907475313083
63,25.618716139659764,25.618716139659764
64,25.608301035767948,25.608301035767948
65,25.59792598806995,25.59792598806995
66,25.58754764121415,25.58754764121415
67,25.577163758374116,25.577163758374116
68,25.56678121746455,25.56678121746455
69,25.556402876207404,25.556402876207404
70,25.546024327996896,25.546024327996896
71,25.53563929811736,25.53563929811736
72,25.525257070557853,25.525257070557853
73,25.51487044951903,25.51487044951903
74,25.504484210393986,25.504484210393986
75,25.494086759334643,25.494086759334643
76,25.48368199117212,25.48368199117212
77,25.473287462904374,25.473287462904374
78,25.46289578086985,25.46289578086985
79,25.452522362139693,25.452522362139693
80,25.44213435889177,25.44213435889177
81,25.431745254807574,25.431745254807574
82,25.421353152843416,25.421353152843416
83,25.410957248639324,25.410957248639324
84,25.40056259289445,25.40056259289445
85,25.390175875302152,25.390175875302152
86,25.379785568208803,25.379785568208803
87,25.369397968747847,25.369397968747847
88,25.358995915079472,25.358995915079472
89,25.348594808246816,25.348594808246816
90,25.338192994315218,25.338192994315218
91,25.32777424149874,25.32777424149874
92,25.317370616091374,25.317370616091374
93,25.306975969920334,25.306975969920334
94,25.29658681510789,25.29658681510789
95,25.2861941509096,25.2861941509096
96,25.275788149494073,25.275788149494073
97,25.26537907963593,25.26537907963593
98,25.254977211003926,25.254977211003926
99,25.24459060539531,25.24459060539531
100,25.234191118228523,25.234191118228523
101,25.22379791596188,25.22379791596188
102,25.213395172129456,25.213395172129456
103,25.202980659865695,25.202980659865695
104,25.192571002043497,25.192571002043497
105,25.182204555356563,25.182204555356563
106,25.171735647287356,25.171735647287356
107,25.16130931702009,25.16130931702009
108,25.150937846758758,25.150937846758758
109,25.140556545290483,25.140556545290483
