Cycle,Pack Capacity,"Cell 1,1"
1,27.13761338408261,27.13761338408261
2,21.66984777902299,21.66984777902299
3,21.667101911551196,21.667101911551196
4,21.66435672792654,21.66435672792654
5,21.66161211502445,21.66161211502445
6,21.65886733927703,21.65886733927703
7,21.65612577362539,21.65612577362539
8,21.65338156111397,21.65338156111397
9,21.65063847148569,21.65063847148569
10,21.647894000012602,21.647894000012602
11,21.645147651721878,21.645147651721878
12,21.6424078334315,21.6424078334315
13,21.639664807042916,21.639664807042916
14,21.636923729333876,21.636923729333876
15,21.63418085018172,21.63418085018172
16,21.631441151841802,21.631441151841802
17,21.628700321531174,21.628700321531174
18,21.62596019571405,21.62596019571405
19,21.623220662995433,21.623220662995433
20,21.620481620746258,21.620481620746258
21,21.61774295856426,21.61774295856426
22,21.615004423860036,21.615004423860036
23,21.612265271862306,21.612265271862306
24,21.609526755596317,21.609526755596317
25,21.606789023272725,21.606789023272725
26,21.604046641374964,21.604046641374964
27,21.601310118068998,21.601310118068998
28,21.598574043616242,21.598574043616242
29,21.59583541213491,21.59583541213491
30,21.593096811229785,21.593096811229785
