Time,Concentration,Voltage,I_INT,I_SEI
0.0,19986.0,0.24131640462732268,0.06682032939814815,2.5301275063753256e-80
289.1566265060241,19896.625951852973,0.24120294330307196,0.06682032939814815,4.5626197591084025e-210
578.3132530120482,19834.24924508369,0.2411238398043597,0.06682032939814815,0.0
867.4698795180723,19773.716412525016,0.24104508954969042,0.06682032939814815,0.0
1156.6265060240964,19713.26975184356,0.24096635015146461,0.06682032939814815,0.0
1445.7831325301206,19653.12583595982,0.24088561886828158,0.06682032939814815,0.0
1734.9397590361446,19593.014069966106,0.24080467605749248,0.06682032939814815,0.0
2024.0963855421687,19532.902303972394,0.24072373324670335,0.06682032939814815,0.0
2313.253012048193,19472.79053797868,0.24064279043591424,0.06682032939814815,0.0
2602.409638554217,19412.705970667703,0.24056072093263975,0.06682032939814815,0.0
2891.566265060241,19352.627866410046,0.24047838370045785,0.06682032939814815,0.0
3180.7228915662654,19292.54976215239,0.24039604646827595,0.06682032939814815,0.0
3469.879518072289,19232.471657894734,0.24031370923609405,0.06682032939814815,0.0
3759.0361445783133,19172.393553637077,0.24023137200391212,0.06682032939814815,0.0
4048.1927710843374,19112.315449379425,0.24014903477173022,0.06682032939814815,0.0
4337.349397590362,19052.237345121768,0.24006669753954832,0.06682032939814815,0.0
4626.506024096386,18992.15924086411,0.23998436030736642,0.06682032939814815,0.0
4915.6626506024095,18932.08221587765,0.2399048994358124,0.06682032939814815,0.0
5204.819277108434,18872.005863683622,0.23982723162023423,0.06682032939814815,0.0
5493.975903614458,18811.929511489598,0.23974956380465604,0.06682032939814815,0.0
5783.132530120482,18751.85315929557,0.23967189598907787,0.06682032939814815,0.0
6072.289156626506,18691.77680710154,0.23959422817349968,0.06682032939814815,0.0
6361.445783132531,18631.700454907517,0.23951656035792152,0.06682032939814815,0.0
6650.6024096385545,18571.62410271349,0.23943889254234332,0.06682032939814815,0.0
6939.759036144578,18511.54775051946,0.23936122472676516,0.06682032939814815,0.0
7228.915662650603,18451.471398325437,0.23928355691118697,0.06682032939814815,0.0
7518.0722891566265,18391.39504613141,0.2392058890956088,0.06682032939814815,0.0
7807.228915662651,18331.31869393738,0.2391282212800306,0.06682032939814815,0.0
8096.385542168675,18271.242341743357,0.23905055346445245,0.06682032939814815,0.0
8385.5421686747,18211.16598954933,0.23897288564887426,0.06682032939814815,0.0
8674.698795180724,18151.0896373553,0.2388952178332961,0.06682032939814815,0.0
8963.855421686747,18091.013285161276,0.23881755001771793,0.06682032939814815,0.0
9253.012048192772,18030.936932967248,0.23873988220213974,0.06682032939814815,0.0
9542.168674698796,17970.86059152667,0.23866706905666465,0.06682032939814815,0.0
9831.325301204819,17910.784285683723,0.238610326543255,0.06682032939814815,0.0
10120.481927710844,17850.707979840776,0.23855358402984536,0.06682032939814815,0.0
10409.638554216868,17790.63167399783,0.23849684151643571,0.06682032939814815,0.0
10698.795180722893,17730.55536815488,0.23844009900302607,0.06682032939814815,0.0
10987.951807228916,17670.479062311933,0.23838335648961642,0.06682032939814815,0.0
11277.10843373494,17610.402756468986,0.23832661397620677,0.06682032939814815,0.0
11566.265060240965,17550.32645062604,0.23826987146279713,0.06682032939814815,0.0
11855.421686746988,17490.25014478309,0.23821312894938748,0.06682032939814815,0.0
12144.578313253012,17430.173838940143,0.23815638643597783,0.06682032939814815,0.0
12433.734939759037,17370.097533097196,0.2380996439225682,0.06682032939814815,0.0
12722.891566265062,17310.02122725425,0.23804290140915854,0.06682032939814815,0.0
13012.048192771084,17249.9449214113,0.2379861588957489,0.06682032939814815,0.0
13301.204819277109,17189.868615568354,0.23792941638233925,0.06682032939814815,0.0
13590.361445783134,17129.792309725406,0.2378726738689296,0.06682032939814815,0.0
13879.518072289156,17069.71600388246,0.23781593135551995,0.06682032939814815,0.0
14168.674698795181,17009.639698039507,0.2377591888421103,0.06682032939814815,0.0
14457.831325301206,16949.56339219656,0.23770244632870066,0.06682032939814815,0.0
14746.98795180723,16889.487086353613,0.23764570381529102,0.06682032939814815,0.0
15036.144578313253,16829.410780510665,0.23758896130188137,0.06682032939814815,0.0
15325.301204819278,16769.334474667718,0.23753221878847172,0.06682032939814815,0.0
15614.457831325302,16709.25816882477,0.23747547627506208,0.06682032939814815,0.0
15903.614457831327,16649.181862981823,0.23741873376165243,0.06682032939814815,0.0
16192.77108433735,16589.105557138875,0.23736199124824278,0.06682032939814815,0.0
16481.927710843374,16529.029251295928,0.23730524873483314,0.06682032939814815,0.0
16771.0843373494,16468.95294545298,0.2372485062214235,0.06682032939814815,0.0
17060.240963855424,16408.876639610033,0.23719176370801384,0.06682032939814815,0.0
17349.39759036145,16348.800333767083,0.2371350211946042,0.06682032939814815,0.0
17638.55421686747,16288.724027924138,0.23707827868119455,0.06682032939814815,0.0
17927.710843373494,16228.647722081188,0.2370215361677849,0.06682032939814815,0.0
18216.86746987952,16168.571416238241,0.23696479365437526,0.06682032939814815,0.0
18506.024096385543,16108.495110395294,0.2369080511409656,0.06682032939814815,0.0
18795.180722891568,16048.418804552346,0.23685130862755596,0.06682032939814815,0.0
19084.337349397592,15988.342498996133,0.2369634386122873,0.06682032939814815,0.0
19373.493975903617,15928.26619377115,0.2372706454483194,0.06682032939814815,0.0
19662.650602409638,15868.189888546167,0.2375778522843515,0.06682032939814815,0.0
19951.807228915663,15808.113583321183,0.2378850591203836,0.06682032939814815,0.0
20240.963855421687,15748.037278096199,0.2381922659564157,0.06682032939814815,0.0
20530.12048192771,15687.960972871215,0.23849947279244782,0.06682032939814815,0.0
