Cycle,"Cell 1,1","Cell 1,2","Cell 2,1","Cell 2,2"
1,26.845894185412742,26.865569733635823,26.845894185412742,26.865569733635823
2,23.14233055916359,23.12106406109037,23.14233055916359,23.12106406109037
