Cycle,Protocol,Stamps,Time,Global Time,Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage"
1,CC-discharge,0,0.0,0.0,3.865701465686572,-27.263836618115,-27.263836618115,25777.5,22610.7,5e-09,3.865701465686572
1,CC-discharge,1,72.72727272727273,72.72727272727273,3.8403762441560905,-27.263836618114997,-27.263836618115004,26338.86607022867,22078.236581267003,5e-09,3.8403762441560905
1,CC-discharge,2,145.45454545454547,145.45454545454547,3.82344686543868,-27.263836618115,-27.263836618115,26758.467682552204,21624.75672838445,5e-09,3.82344686543868
1,CC-discharge,3,218.1818181818182,218.1818181818182,3.8077715787110544,-27.263836618115,-27.263836618115,27176.182945732216,21171.301587968876,5e-09,3.8077715787110544
1,CC-discharge,4,290.90909090909093,290.90909090909093,3.7930194032335747,-27.263836618115,-27.263836618115,27593.879457697312,20717.84619962065,5e-09,3.7930194032335747
1,CC-discharge,5,363.6363636363637,363.6363636363637,3.7790195571101024,-27.263836618115,-27.263836618115,28011.574654859163,20264.390808118183,5e-09,3.7790195571101024
1,CC-discharge,6,436.3636363636364,436.3636363636364,3.7656305784798922,-27.263836618115,-27.263836618115,28429.26975088945,19810.9354165699,5e-09,3.7656305784798922
1,CC-discharge,7,509.0909090909091,509.0909090909091,3.752758196618941,-27.263836618115,-27.263836618115,28846.964839739827,19357.480025021145,5e-09,3.752758196618941
1,CC-discharge,8,581.8181818181819,581.8181818181819,3.7403304393994588,-27.263836618115,-27.263836618115,29264.659928090783,18904.024633472334,5e-09,3.7403304393994588
1,CC-discharge,9,654.5454545454546,654.5454545454546,3.7282926752953123,-27.263836618115,-27.263836618115,29682.355016406516,18450.569241923513,5e-09,3.7282926752953123
1,CC-discharge,10,727.2727272727274,727.2727272727274,3.7166032586687723,-27.263836618115,-27.263836618115,30100.050104719823,17997.11385037465,5e-09,3.7166032586687723
1,CC-discharge,11,800.0000000000001,800.0000000000001,3.7052301630885416,-27.263836618115,-27.263836618115,30517.745193032883,17543.65845882569,5e-09,3.7052301630885416
1,CC-discharge,12,872.7272727272727,872.7272727272727,3.6941485320139873,-27.263836618115,-27.263836618115,30935.440281345673,17090.20306727663,5e-09,3.6941485320139873
1,CC-discharge,13,945.4545454545455,945.4545454545455,3.6833388649161387,-27.263836618115,-27.263836618115,31353.13536965861,16636.747675727845,5e-09,3.6833388649161387
1,CC-discharge,14,1018.1818181818182,1018.1818181818182,3.6727856400607686,-27.263836618115,-27.263836618115,31770.830457972028,16183.292284179162,5e-09,3.6727856400607686
1,CC-discharge,15,1090.909090909091,1090.909090909091,3.6624762445569026,-27.263836618115,-27.263836618115,32188.525546285193,15729.836892630365,5e-09,3.6624762445569026
1,CC-discharge,16,1163.6363636363637,1163.6363636363637,3.652400118236969,-27.263836618115,-27.263836618115,32606.220634598038,15276.381501081103,5e-09,3.652400118236969
1,CC-discharge,17,1236.3636363636365,1236.3636363636365,3.642548044023145,-27.263836618115,-27.263836618115,33023.91572291149,14822.926109531954,5e-09,3.642548044023145
1,CC-discharge,18,1309.0909090909092,1309.0909090909092,3.632911534439435,-27.263836618115,-27.263836618115,33441.610811224746,14369.470717982838,5e-09,3.632911534439435
1,CC-discharge,19,1381.818181818182,1381.818181818182,3.6234822721151754,-27.263836618115,-27.263836618115,33859.30589953803,13916.01532643396,5e-09,3.6234822721151754
1,CC-discharge,20,1454.5454545454547,1454.5454545454547,3.614251575823046,-27.263836618115,-27.263836618115,34277.00098785119,13462.55993488533,5e-09,3.614251575823046
1,CC-discharge,21,1527.2727272727275,1527.2727272727275,3.60520985565093,-27.263836618115,-27.263836618115,34694.69607616437,13009.104543336152,5e-09,3.60520985565093
1,CC-discharge,22,1600.0000000000002,1600.0000000000002,3.5963460330975074,-27.263836618115,-27.263836618115,35112.39116447753,12555.64915178738,5e-09,3.5963460330975074
1,CC-discharge,23,1672.727272727273,1672.727272727273,3.5876468947351063,-27.263836618115,-27.263836618115,35530.08625279051,12102.193760238506,5e-09,3.5876468947351063
1,CC-discharge,24,1745.4545454545455,1745.4545454545455,3.5790957927052487,-27.263836618115,-27.263836618115,35947.781341104055,11648.738368689576,5e-09,3.5790957927052487
1,CC-discharge,25,1818.1818181818182,1818.1818181818182,3.5706742546420642,-27.263836618115,-27.263836618115,36365.4764294174,11195.282977140652,5e-09,3.5706742546420642
1,CC-discharge,26,1890.909090909091,1890.909090909091,3.562356701998191,-27.263836618115,-27.263836618115,36783.171517730414,10741.827585591956,5e-09,3.562356701998191
1,CC-discharge,27,1963.6363636363637,1963.6363636363637,3.554112360140496,-27.263836618115,-27.263836618115,37200.86660604378,10288.372194043,5e-09,3.554112360140496
1,CC-discharge,28,2036.3636363636365,2036.3636363636365,3.5459028164545283,-27.263836618115,-27.263836618115,37618.56169435695,9834.91680249409,5e-09,3.5459028164545283
1,CC-discharge,29,2109.0909090909095,2109.0909090909095,3.537680086275202,-27.263836618115,-27.263836618115,38036.25678267021,9381.461410945112,5e-09,3.537680086275202
1,CC-discharge,30,2181.818181818182,2181.818181818182,3.529384159328155,-27.263836618115,-27.263836618115,38453.95187098322,8928.006019396127,5e-09,3.529384159328155
