Cycle,Protocol,Stamps,Time,Global Time,Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage"
9,CV-charge,22,1600.0000000000002,83934.78425465606,8.0,10.380672260563557,10.380672260563557,38309.98352734406,9290.757071232678,5.259610668859648e-09,3.998460474849018,37933.5076047244,9383.590759433726,5.261164388068149e-09,4.001539525150982
9,CV-charge,23,1672.727272727273,84007.51152738334,8.000000000000002,10.146986368858856,10.146986368858856,38151.39586323546,9458.695745940431,5.2600307681883644e-09,3.998458325812262,37779.68391553195,9550.357598443026,5.261582677133495e-09,4.00154167418774
9,CV-charge,24,1745.4545454545455,84080.2388001106,8.0,9.920915320731666,9.920915320731666,37996.3513036085,9622.875176216034,5.26044370401495e-09,3.9984560087246064,37629.2968959291,9713.391424960946,5.2619937986953045e-09,4.001543991275393
9,CV-charge,25,1818.1818181818182,84152.96607283788,8.0,9.701934139592243,9.701934139592243,37844.738284201834,9783.414602587196,5.260849623791386e-09,3.998453616461091,37482.23833304654,9872.810647134913,5.262397911502541e-09,4.0015463835389085
9,CV-charge,26,1890.909090909091,84225.69334556515,8.0,9.48959521491864,9.48959521491864,37696.4524595673,9940.425417109927,5.2612486822091795e-09,3.9984512231636193,37338.40701597419,10028.725879472024,5.262795179302287e-09,4.001548776836381
9,CV-charge,27,1963.6363636363637,84298.42061829242,8.000000000000002,9.283389611471327,9.283389611471327,37551.3080838624,10094.105053207843,5.261641219534386e-09,3.998448886035959,37197.622778676116,10181.333177521901,5.263185948946341e-09,4.001551113964043
9,CV-charge,28,2036.3636363636365,84371.14789101969,8.0,9.08323576689294,9.08323576689294,37409.390002765744,10244.364230763029,5.262027031600114e-09,3.9984466536593533,37059.9679180659,10330.543883964696,5.263570023007183e-09,4.001553346340646
9,CV-charge,29,2109.0909090909095,84443.87516374697,8.0,8.888713027199664,8.888713027199664,37270.52016652502,10391.392033896693,5.262406468448964e-09,3.9984445595861846,36925.269733007255,10476.545763390666,5.2639477552634e-09,4.001555440413815
9,CV-charge,30,2181.818181818182,84516.60243647423,8.0,8.699566371141904,8.699566371141904,37134.61700567596,10535.275232308939,5.262779689680737e-09,3.9984426299863034,36793.44910438412,10619.424979926931,5.264319308621603e-09,4.001557370013696
9,CV-charge,31,2254.545454545455,84589.32970920151,8.0,8.515559530672114,8.515559530672114,37001.5960831813,10676.103581151108,5.263146867836081e-09,3.998440883598939,36664.424131647844,10759.270662346693,5.26468485795918e-09,4.0015591164010615
9,CV-charge,32,2327.2727272727275,84662.05698192878,8.0,8.336484634180128,8.336484634180128,36871.38010609044,10813.959212958162,5.263508165827544e-09,3.998439333156662,36538.11984372939,10896.164370015846,5.265044567873224e-09,4.001560666843338
9,CV-charge,33,2400.0,84734.78425465606,8.0,8.162152915719767,8.162152915719767,36743.89488045991,10948.920935314223,5.263863744405457e-09,3.998437986410286,36414.464275471495,11030.184360568612,5.265398600215978e-09,4.001562013589715
9,CV-charge,34,2472.727272727273,84807.51152738334,8.0,7.992392337159533,7.992392337159533,36619.06966300015,11081.063866031498,5.264213760173561e-09,3.9984368470278793,36293.38880871452,11161.405227625184,5.265747112269716e-09,4.001563152972121
9,CV-charge,35,2545.4545454545455,84880.2388001106,7.999999999999999,7.82704272099678,7.82704272099678,36496.835250884535,11210.46146274407,5.264558368479599e-09,3.9984359153283258,36174.826319484564,11289.899916225952,5.266090259605859e-09,4.001564084671673
9,CV-charge,36,2618.1818181818185,84952.96607283788,8.0,7.665789990302813,7.665789990302813,36377.001877113464,11337.314809191728,5.264897977330791e-09,3.9984351882927043,36058.59274138475,11415.868107017666,5.266428448113407e-09,4.001564811707295
9,CV-charge,37,2690.909090909091,85025.69334556515,8.0,7.508829866980666,7.508829866980666,36259.7542375148,11461.428476189423,5.265232216863379e-09,3.99843466289362,35944.86722197866,11539.115734391726,5.266761311860405e-09,4.00156533710638
9,CV-charge,38,2763.636363636364,85098.42061829242,7.999999999999998,7.355685817942227,7.355685817942227,36144.77213144586,11583.141652429797,5.26556176600258e-09,3.9984343317522155,35833.33917945363,11659.979620340757,5.2670895248348916e-09,4.001565668247783
9,CV-charge,39,2836.3636363636365,85171.14789101969,8.0,7.206407863102978,7.206407863102978,36032.12521513912,11702.380659101693,5.265886495601972e-09,3.9984341879885195,35724.0761775686,11778.38660013009,5.267412959510364e-09,4.0015658120114805
9,CV-charge,40,2909.0909090909095,85243.87516374697,7.999999999999999,7.060877327569281,7.060877327569281,35921.754840660535,11819.207721202542,5.2662065426256595e-09,3.9984342230168073,35617.021330173746,11894.398464573527,5.267731752100919e-09,4.001565776983192
9,CV-charge,41,2981.818181818182,85316.60243647423,8.0,6.9189807738986575,6.9189807738986575,35813.60410902093,11933.683178937514,5.266522040124177e-09,3.998434427499911,35512.11944752644,12008.075132847027,5.268046034817129e-09,4.001565572500089
9,CV-charge,42,3054.545454545455,85389.32970920151,8.0,6.780609453237245,6.780609453237245,35707.617825925845,12045.865561446544,5.266833117261798e-09,3.9984347915730583,35409.31699336873,12119.474725700402,5.268355935916179e-09,4.001565208426942
