,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area"
CC-discharge,0,3049547.167540394,0.0,7.728896131328929,-53.2,-13.828828649087937,-13.922345084098897,-11.583269276350636,-13.865556990462531,27281.724734445674,18512.72791682336,1.3569135635062422e-08,3.865671528276131,0.0,27214.42473390219,17875.962194324715,1.3269397453784614e-08,3.8629196606566225,0.0,28430.94855090189,24068.554882121167,1.545644399148396e-08,3.864236715224345,0.0,27251.398042926285,18334.88458057993,1.3502267879843175e-08,3.8657220478457153,0.0,27296.549930357705,18421.64513827758,1.349869831554724e-08,3.8632246030527977,0.0,27199.01295820547,18013.72789808866,1.336743111074164e-08,3.8659764706723054,0.0,28428.256365615,24056.59882945721,1.5465023245847555e-08,3.8646594161045837,0.0,27264.36205719782,18226.62470729062,1.3421201065530684e-08,3.863174083483213,0.0
CC-discharge,1,3049576.0832030443,28.91566265060241,7.718869387616546,-53.2,-13.791487395084571,-13.867768795031772,-11.719978923227345,-13.820764886656313,27430.616818401548,18383.112161243942,1.3569135635062263e-08,3.8606807786155195,0.11092496403282133,27366.65599398189,17741.55309023943,1.3269397453784669e-08,3.857879967356798,0.11160688304871753,28558.025525908102,23958.354866538382,1.5456443991473613e-08,3.8592212762225455,0.09358734216697985,27401.273435213578,18205.200644084915,1.3502267879834812e-08,3.8607301042942863,0.11119004769927246,27446.909450809715,18288.871827818868,1.349869831554695e-08,3.8581886090010262,0.11092496403282133,27349.611457747338,17883.548303821186,1.3367431110750408e-08,3.8609894202597466,0.11160688304871753,28555.204408497884,23947.12013354231,1.5465023245853183e-08,3.8596481113940007,0.09358734216697985,27415.555713459384,18093.356977668976,1.3421201065529628e-08,3.858139283322258,0.11119004769927246
CC-discharge,2,3049604.998865695,57.83132530120482,7.712904353248497,-53.2,-13.770228487903793,-13.83730136142811,-11.79695570123763,-13.79551444943047,27520.432895317725,18292.113011445646,1.3569135635061826e-08,3.8577119027237243,0.22161458605285494,27458.381760029944,17647.281494974362,1.3269397453784323e-08,3.8548815430711034,0.22287222504253232,28635.749086543616,23880.057663135907,1.5456443991474443e-08,3.856237449585669,0.18803286274716047,27491.63784725226,18114.192604619137,1.3502267879835744e-08,3.8577605894517824,0.22209880005303465,27537.610728508578,18195.655857941845,1.349869831554706e-08,3.8551924505247728,0.22161458605285494,27440.3534165864,17792.243193902705,1.336743111076067e-08,3.8580228101773923,0.22287222504253232,28632.849110916202,23869.33542836862,1.5465023245848312e-08,3.8566669036628274,0.18803286274716047,27506.71494676337,17999.83394679286,1.3421201065539496e-08,3.8551437637967134,0.22209880005303465
CC-discharge,3,3049633.9145283457,86.74698795180723,7.707332288232607,-53.2,-13.75098570323036,-13.810015889358425,-11.86622062514702,-13.772777782264189,27604.779604495645,18202.220899261003,1.3569135635061654e-08,3.8549386429572623,0.3321415506758837,27544.466669478054,17554.210910018326,1.3269397453784543e-08,3.8520806119525925,0.33390562765613285,28709.334518620984,23802.143050757306,1.5456443991473815e-08,3.8534501502513065,0.28306569939930765,27576.47576334141,18024.31452812372,1.3502267879832071e-08,3.8549867579368566,0.33281483311204935,27622.788733992442,18103.57389409769,1.3498698315547262e-08,3.852393645275344,0.3321415506758837,27525.51501998696,17702.101301578274,1.3367431110761995e-08,3.855251676280013,0.33390562765613285,28706.359883315574,23791.93080994977,1.5465023245852273e-08,3.8538821379812993,0.28306569939930765,27592.299074533512,17907.472105218516,1.342120106553744e-08,3.8523455302957497,0.33281483311204935
CC-discharge,4,3049662.830190996,115.66265060240964,7.701891691811413,-53.2,-13.73277329064081,-13.784402708594541,-11.931481245214416,-13.751342755550233,27687.788285824445,18112.50249820592,1.3569135635061651e-08,3.8522307845261134,0.44251809281994464,27629.140407247927,17461.369408229937,1.3269397453784546e-08,3.8493458116664963,0.4447265858808436,28782.258085085377,23723.848141677536,1.5456443991473937e-08,3.8507285832295777,0.37863879928027727,27659.94820400991,17934.630926336693,1.350226787983226e-08,3.8522783501547706,0.44335346981009927,27706.61552441922,18011.66987314108,1.3498698315547254e-08,3.8496609072853,0.44251809281994464,27609.280587270052,17612.18128376283,1.3367431110761952e-08,3.8525458801449166,0.4447265858808436,28779.209461630304,23714.148384080476,1.5465023245852286e-08,3.8511631085818343,0.37863879928027727,27676.505716525404,17815.31011262708,1.3421201065537284e-08,3.8496133416566423,0.44335346981009927
CC-discharge,5,3049691.7458536467,144.57831325301206,7.6965223006399235,-53.2,-13.715354068500703,-13.760081120978748,-11.993654165525534,-13.73091064499502,27770.411302702047,18022.89938949078,1.356913563506165e-08,3.849558318413966,0.5527515360293483,27713.37959567813,17368.69332159448,1.3269397453784546e-08,3.8466468702208183,0.5553470028670817,28855.309504646408,23645.14593825662,1.5456443991474195e-08,3.848042607722215,0.4747236804479076,27743.015028913494,17845.082092605564,1.3502267879832268e-08,3.849605345920926,0.5537239653946183,27790.052849399617,17919.883953147313,1.3498698315547265e-08,3.8469639822259576,0.5527515360293483,27692.61626598408,17522.421475908573,1.3367431110761881e-08,3.849875430419106,0.5553470028670817,28852.18676332186,23635.961329836067,1.54650232458522e-08,3.848479692917709,0.4747236804479076,27760.30317506438,17723.286612383985,1.3421201065536497e-08,3.8469169547189974,0.5537239653946183
CC-discharge,6,3049720.6615162976,173.49397590361446,7.691208681095912,-53.2,-13.698709851988642,-13.737003095249399,-12.052835984275406,-13.711451068486554,27852.860150890967,17933.422863030995,1.3569135635061657e-08,3.846913560614211,0.6628481782803095,27797.396959078575,17276.19820483013,1.3269397453784538e-08,3.8439760331110633,0.6657770599603674,28928.719499534298,23565.991363056855,1.5456443991474222e-08,3.8453845045638344,0.5712959300455017,27825.887561880176,17755.681006597057,1.3502267879832055e-08,3.8469600581063683,0.6639342534005683,27873.314289136168,17828.227699064864,1.3498698315547262e-08,3.844295120481701,0.6628481782803095,27775.73249885848,17432.83694326903,1.3367431110761803e-08,3.847232647984848,0.6657770599603674,28925.522276529744,23557.32486483479,1.5465023245852237e-08,3.845824176532079,0.5712959300455017,27843.90463272617,17631.41494284575,1.342120106553607e-08,3.844248622989544,0.6639342534005683
CC-discharge,7,3049749.577178948,202.40963855421688,7.6859454786894545,-53.2,-13.682740810570166,-13.7149986569114,-12.109426066638862,-13.692834465879576,27935.205898990363,17844.05016424489,1.3569135635061657e-08,3.8442938501690005,0.7728138435917907,27881.273931412987,17183.85046195199,1.3269397453784525e-08,3.8413306022645095,0.7760260629810936,29002.456318570792,23486.467277553886,1.5456443991474142e-08,3.842751597121631,0.6683331270371253,27908.641099979985,17666.400706065448,1.3502267879832114e-08,3.8443398250235576,0.7739916250245288,27956.471612658574,17736.677801990692,1.3498698315547257e-08,3.841651628520454,0.7728138435917907,27858.709846435147,17343.39514703626,1.3367431110762e-08,3.8446148764249455,0.7760260629810936,28999.184282291637,23478.32130817897,1.5465023245852263e-08,3.8431938815678235,0.6683331270371253,27927.38604887428,17539.667396670167,1.3421201065536767e-08,3.841605653665898,0.7739916250245288
CC-discharge,8,3049778.4928415986,231.32530120481928,7.680730335229551,-53.2,-13.667418196676351,-13.694008722071453,-12.16355353052159,-13.675019550730612,28017.458861770247,17754.77706444648,1.3569135635061656e-08,3.8416980164109944,0.8826538396048289,27965.02321772789,17091.643258752632,1.326939745378454e-08,3.838709387717965,0.8861023978364464,29076.51078856275,23406.58985508435,1.545644399147421e-08,3.840142706720732,0.765814972808854,27991.28692696854,17577.235958937632,1.3502267879832167e-08,3.841743475594234,0.8839026853322002,28039.53523639701,17645.22993022421,1.349869831554726e-08,3.8390323188185564,0.8826538396048289,27941.560877492193,17254.08946805907,1.3367431110761995e-08,3.842020947511584,0.8861023978364464,29073.163616720525,23398.966727340125,1.546502324585228e-08,3.8405876285088185,0.765814972808854,28010.758806512167,17448.038597196868,1.3421201065536432e-08,3.8389868596353165,0.8839026853322002
CC-discharge,9,3049807.408504249,260.2409638554217,7.67556112490365,-53.2,-13.652664248368533,-13.673904928050122,-12.2155237690483,-13.65790705453305,28099.638557915303,17665.584237606607,1.3569135635061616e-08,3.8391250054015233,0.9923730462114349,28048.67170531448,16999.54872643373,1.3269397453784513e-08,3.836111314498082,0.9960136976361313,29150.8215271055,23326.428464594403,1.5456443991473626e-08,3.837556771511436,0.8637229137709821,28073.84768236683,17488.164120180874,1.3502267879831936e-08,3.8391699556912005,0.9936734749115723,28122.524871406215,17553.864286936398,1.3498698315547242e-08,3.8364361195021273,0.9923730462114349,28024.31219094029,17164.8929144989,1.3367431110761871e-08,3.839449810405569,0.9960136976361313,29147.398959690512,23319.33003720794,1.5465023245852594e-08,3.8380043533922144,0.8637229137709821,28094.04574429361,17356.505273601484,1.3421201065537642e-08,3.836391169212451,0.9936734749115723
