,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area"
CC-discharge,0,2101671.5116939587,0.0,7.730069492131812,-53.2,-13.526014891282879,-13.60567506154554,-12.512373774297473,-13.555936272874108,27427.660996403156,19467.683412381488,1.1055317109105737e-08,3.866242713106504,0.0,27373.073585554375,18967.587427886134,1.0891301814902666e-08,3.8635333185374967,0.0,27982.043256425462,22263.787087119537,1.1761448925803963e-08,3.864813025875335,0.0,27402.288977928034,19332.36496953743,1.1024078262076045e-08,3.8662861338404175,0.0,27443.92449697727,19397.180710208864,1.100929397206037e-08,3.8638267790253082,0.0,27355.960217380092,19074.431843256098,1.095470406897861e-08,3.8665361735943167,0.0,27979.806529852154,22264.3962728818,1.1770216325510922e-08,3.8652564662564775,0.0,27416.58018856967,19248.637307126603,1.097133675282907e-08,3.863783358291396,0.0
CC-discharge,1,2101700.427356609,28.91566265060241,7.720169329212265,-53.2,-13.509553691102111,-13.574877674131706,-12.582265155047674,-13.53330347971851,27573.41083019854,19340.80169052234,1.1055317109106098e-08,3.8613144804038564,0.10857658065214856,27521.98194021007,18836.111077289617,1.0891301814905133e-08,3.858557757247975,0.10915884632802107,28118.66870924805,22145.29218216844,1.1761448925778579e-08,3.8598602643455537,0.10078168244716927,27548.9448148719,19205.465580940818,1.1024078262187432e-08,3.8613568154581586,0.10879212752045228,27591.11079817745,19267.208036958793,1.1009293972060311e-08,3.858854848808409,0.10857658065214856,27503.271451410987,18947.09271624639,1.0954704068980679e-08,3.8616115719642896,0.10915884632802107,28116.293362679153,22146.676982208464,1.1770216325531758e-08,3.860309064866709,0.10078168244716927,27564.525971137726,19118.23107590214,1.0971336752836177e-08,3.858812513754106,0.10879212752045228
CC-discharge,2,2101729.34301926,57.83132530120482,7.714262313370541,-53.2,-13.500291329036754,-13.557846959612391,-12.621169493228386,-13.520692218122466,27661.51638080571,19251.56289820771,1.1055317109105838e-08,3.8583742356638027,0.21704985382539702,27611.90837781291,18743.71923328772,1.0891301814905366e-08,3.855588730157815,0.21812561192538693,28201.793830056165,22061.485769572522,1.1761448925772524e-08,3.856905046863678,0.20200029549245466,27637.560358588235,19116.247126446113,1.102407826217581e-08,3.8584159981985966,0.21744271265234377,27680.084691124324,19175.795308436955,1.1009293972060688e-08,3.855888077706738,0.21704985382539702,27592.233380550995,18857.60820663915,1.0954704068979224e-08,3.8586735832127252,0.21812561192538693,28199.334144854183,22063.419128643072,1.1770216325533395e-08,3.857357266506863,0.20200029549245466,27653.920953540044,19026.547084868114,1.097133675285706e-08,3.855846315171944,0.21744271265234377
CC-discharge,3,2101758.2586819106,86.74698795180723,7.708739322620827,-53.2,-13.491972956093315,-13.542692605147751,-12.65591240775097,-13.509422031007961,27744.300006367383,19163.365463334376,1.1055317109105846e-08,3.855625196980177,0.32545252163716437,27696.355546567716,18652.451932814067,1.08913018149053e-08,3.852812647850015,0.3269631202175963,28280.19267352206,21978.374478748858,1.1761448925760357e-08,3.854141907435142,0.3035146806369501,27720.80294638909,19028.089205027638,1.1024078262164274e-08,3.855666450925732,0.32599738835166275,27763.684207700342,19085.44930574825,1.1009293972060496e-08,3.853114125640651,0.32545252163716437,27675.774808890827,18769.21285405934,1.0954704068981085e-08,3.855926674770812,0.3269631202175963,28277.653444961874,21980.85184689516,1.1770216325530772e-08,3.854597415185685,0.3035146806369501,27737.89572093966,18935.95293455829,1.0971336752842214e-08,3.853072871695095,0.32599738835166275
CC-discharge,4,2101787.174344561,115.66265060240964,7.703341392423762,-53.2,-13.484150304258623,-13.528538897743001,-12.688450848989637,-13.49885994900874,27825.830643772195,19075.274205206086,1.105531710910572e-08,3.8529383958733567,0.4337903660562485,27779.48522121995,18561.336880323885,1.0891301814905328e-08,3.8500994424751562,0.43568292545008935,28357.653140496033,21895.10181678842,1.1761448925762462e-08,3.8514413123596283,0.4052992720294827,27802.768758723305,18940.05518345458,1.102407826216659e-08,3.852979162361879,0.4344643842553443,27846.018387038115,18995.212066364365,1.100929397206054e-08,3.850402996550405,0.4337903660562485,27758.012873946896,18680.964958610042,1.0954704068983559e-08,3.853241949948607,0.43568292545008935,28355.035320652696,21898.12425027388,1.1770216325530437e-08,3.8519000800641328,0.4052992720294827,27820.58248269612,18845.486108044624,1.0971336752842787e-08,3.8503622300618825,0.4344643842553443
CC-discharge,5,2101816.0900072115,144.57831325301206,7.698010057556431,-53.2,-13.47674115762162,-13.515216545533608,-12.71915587793271,-13.48888641891206,27907.024742605743,18987.240666053178,1.1055317109105707e-08,3.8502847130965674,0.5420670385939201,27862.230461166913,18470.327688149904,1.0891301814905341e-08,3.8474197533699863,0.544292385061642,28435.05732301417,21811.595907832667,1.1761448925762394e-08,3.8487740184980783,0.5073378532621026,27884.378507823043,18852.098245530346,1.1024078262166304e-08,3.850325002382657,0.5428489078212912,27928.012710979652,18905.03395204107,1.1009293972060536e-08,3.847725344459863,0.5420670385939201,27839.87062756261,18592.81959232412,1.0954704068983385e-08,3.8505903041864444,0.544292385061642,28432.360968994304,21815.1649333859,1.1770216325530286e-08,3.849236039058353,0.5073378532621026,27902.910049380687,18755.09849537261,1.0971336752842945e-08,3.847685055173774,0.5428489078212912
CC-discharge,6,2101845.0056698625,173.49397590361446,7.692728894071092,-53.2,-13.469675238354592,-13.502580099227934,-12.748345431458363,-13.479399230959116,27988.13328297449,18899.253003952206,1.1055317109105689e-08,3.8476559713575544,0.6502855783367965,27944.855631159433,18379.403034824503,1.0891301814905293e-08,3.844765327650111,0.6527975924703229,28512.591992945592,21727.899551122173,1.1761448925762627e-08,3.8461318119688737,0.6096169749865646,27965.888107246035,18764.20278414222,1.1024078262166033e-08,3.8476957908524416,0.651155275893063,28009.92063321714,18814.902832375778,1.1009293972060594e-08,3.8450729227135376,0.6502855783367965,27921.609599037947,18504.756104665455,1.0954704068983001e-08,3.847963566420982,0.6527975924703229,28509.81697235653,21732.016415331025,1.1770216325530605e-08,3.8465970821022175,0.6096169749865646,27985.136585498985,18664.774058130337,1.0971336752841824e-08,3.8450331032186504,0.651155275893063
CC-discharge,7,2101873.921332513,202.40963855421688,7.687494340456645,-53.2,-13.462932845728579,-13.490583693662058,-12.77611557449009,-13.470367886119272,28069.18915139732,18811.309130595462,1.105531710910575e-08,3.845050399505508,0.7584486630118293,28027.396183538443,18288.55864482222,1.0891301814905325e-08,3.842134372791816,0.7612038727630538,28590.277845250184,21644.02205346992,1.17614489257634e-08,3.843512911848982,0.7121248505124621,28047.331413481344,18676.365855577562,1.1024078262165459e-08,3.845089755894607,0.7593872723471932,28091.77536438912,18724.816568187707,1.1009293972060571e-08,3.842443940951137,0.7584486630118293,28003.264860469044,18416.77035464944,1.0954704068983516e-08,3.8453599676648285,0.7612038727630538,28587.424004702436,21648.687942000088,1.1770216325529954e-08,3.843981428607662,0.7121248505124621,28067.296245332127,18574.50977125562,1.0971336752841772e-08,3.842404584562037,0.7593872723471932
CC-discharge,8,2101902.8369951635,231.32530120481928,7.682304246602005,-53.2,-13.456497290332003,-13.479188423011797,-12.80254773147755,-13.461766555178656,28150.203397858986,18723.40705733083,1.105531710910571e-08,3.842466929120252,0.8665588242008276,28109.86511907109,18197.79050471144,1.0891301814905285e-08,3.8395258053939054,0.869516210581021,28668.11572887876,21559.97213287036,1.1761448925763575e-08,3.8409162431529293,0.8148504059581152,28128.720253707732,18588.584678872052,1.1024078262164256e-08,3.8425058286341143,0.8675484548423655,28173.588063387124,18634.773122378734,1.1009293972060599e-08,3.8398373174817526,0.8665588242008276,28084.849273180735,18328.85845513602,1.0954704068983605e-08,3.8427784412081,0.869516210581021,28665.182914121706,21565.18817432507,1.177021632552983e-08,3.8413880034490764,0.8148504059581152,28149.40096008818,18484.3027769336,1.0971336752842103e-08,3.839798417967891,0.8675484548423655
CC-discharge,9,2101931.752657814,260.2409638554217,7.677156944558419,-53.2,-13.450353335045975,-13.468359155436493,-12.82771568916238,-13.453571820355156,28231.180491689764,18635.544891879323,1.1055317109105734e-08,3.8399047316535007,0.9746184652666026,28192.26860109168,18107.094832793544,1.0891301814905249e-08,3.8369387845707505,0.9777392932253917,28746.100830315056,21475.758026381256,1.176144892576397e-08,3.8383409720541493,0.9177831907799623,28210.059787326605,18500.85662193703,1.1024078262164964e-08,3.8399431801670274,0.975642183258164,28255.363243588028,18544.770556572257,1.100929397206058e-08,3.8372522129049185,0.9746184652666026,28166.36893440421,18241.016743427273,1.095470406898507e-08,3.840218159987671,0.9777392932253917,28743.08889198184,21481.52529544677,1.1770216325530455e-08,3.838815972504272,0.9177831907799623,28231.45593454888,18394.150370337735,1.0971336752842876e-08,3.837213764391394,0.975642183258164
