Cycle,Pack Capacity,"Cell 1,1","Cell 1,2","Cell 1,3","Cell 1,4","Cell 1,5"
1,131.233877636063,26.23623945396001,26.342512227594725,26.455757283247138,26.181223811883125,26.01814485937801
2,129.62576204675028,25.918429819266496,26.019908941247408,26.14713004291663,25.872624353261372,25.66766889005837
3,129.57340336017626,25.905418056086436,26.009118070102964,26.154173352941616,25.866196679253765,25.638497201791484
4,129.52098210232703,25.892353872477084,25.998322120237976,26.161474261687882,25.8598443054904,25.60898754243368
5,129.46849129390952,25.879240430192258,25.987523751881287,26.169014770391637,25.853571350838134,25.5791409906062
6,129.41590423184564,25.86606656373315,25.97671470568895,26.176809925547822,25.847372528290368,25.54894050858536
7,129.36332254126714,25.85284460339819,25.965909493655822,26.184911290026744,25.84126322966374,25.518393924522634
8,129.31073093455035,25.839579323524575,25.955113831674563,26.19328894932492,25.835255403006173,25.48749342702011
9,129.2580546430638,25.82625422803053,25.944302927087296,26.20192512359166,25.829306060935757,25.456266303418545
10,129.20533481939458,25.812878337876107,25.933496896684748,26.210825991324292,25.82346201326292,25.42467158024654
11,129.15262633037915,25.799457371325328,25.922702384681173,26.22003187105947,25.817726189164855,25.392708514148325
12,129.09977451960458,25.78596668183794,25.91188839936149,26.229472977412662,25.81205786559346,25.36038859539904
13,129.04690629746082,25.77241341150699,25.901075507764713,26.2392608662487,25.80649849407746,25.32765801786296
14,128.99395835467743,25.758796796713323,25.890253677093238,26.249317490722834,25.801026302533547,25.2945640876145
15,128.94092528185192,25.74511418688431,25.87942015286149,26.259646706525825,25.795638478409085,25.261105757171205
16,128.88781286418396,25.731360656039275,25.86857645617744,26.270281238802486,25.79034337969555,25.227251133469192
17,128.83473164099212,25.717566986300444,25.857759558071,26.28120321904478,25.785193622827638,25.193008254748268
18,128.78152887506477,25.70368650795568,25.846906991151684,26.29242298593412,25.7800936298559,25.15841876016739
19,128.72827495858684,25.68973197116852,25.836049995709622,26.303991505435636,25.775108876566453,25.123392609706627
20,128.67486516508365,25.675705347932915,25.825174061709028,26.315810506444574,25.770199615125517,25.08797563387162
21,128.62155351925117,25.66160149731398,25.814304321350466,26.32805970605981,25.765440103243943,25.052147891282978
22,128.56809878838027,25.647422468726365,25.80341608455957,26.340570718616064,25.76076010617026,25.015929410308008
23,128.51457603931235,25.633164153552677,25.79251518837143,26.353406198052422,25.75618573719081,24.979304762145002
24,128.46096685806287,25.618820375202063,25.78159785756219,26.366566081464967,25.751714895025945,24.942267648807714
25,128.40722030601677,25.604379833262016,25.770652373793745,26.380040326038692,25.747336482331963,24.904811290590352
26,128.35336148918358,25.589846404961097,25.759683412662046,26.393836094045557,25.743056719321988,24.866938858192892
27,128.299420553962,25.575242045072013,25.748712396927374,26.40791658799047,25.738894824155683,24.82865469981646
28,128.24539004865534,25.560527295061508,25.73770795551645,26.422372925265336,25.734835831061265,24.789946041750778
29,128.19139021391382,25.545735622653336,25.72670367196485,26.437209377909415,25.73091350267981,24.750828038706423
