Cycle,Protocol,Stamps,Time (s),Global Time (s),Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage"
45,CC-discharge,43,23454.545454545456,3405009.0816300344,7.476983623772602,-2.7263836618115,-2.7263836618115,38387.35270064206,8768.577743151523,9.03520348249376e-09,3.7384918117118375,38387.35267633811,8768.57774251445,9.03520345023695e-09,3.738491812060764
45,CC-discharge,44,24000.0,3405554.536175489,7.464940508611826,-2.7263836618115,-2.7263836618115,38700.62401687599,8428.486199489838,9.035203482793723e-09,3.7324702541346957,38700.6239925718,8428.486198852528,9.035203450174805e-09,3.73247025447713
45,CC-discharge,45,24545.454545454548,3406099.9907209435,7.452662285952252,-2.7263836618115,-2.7263836618115,39013.89533311081,8088.394655828048,9.035203483027738e-09,3.7263311428080645,39013.895308806554,8088.394655190735,9.03520345044933e-09,3.726331143144188
45,CC-discharge,46,25090.909090909092,3406645.445266398,7.44005359546662,-2.7263836618115,-2.7263836618115,39327.166649346145,7748.303112166209,9.035203482994343e-09,3.7200267975682886,39327.16662504001,7748.30311152882,9.035203450321395e-09,3.7200267978983312
45,CC-discharge,47,25636.36363636364,3407190.8998118527,7.427001894656754,-2.7263836618115,-2.7263836618115,39640.437965580095,7408.211568504263,9.035203483510785e-09,3.7135009471663034,39640.437941273936,7408.211567866623,9.035203450271597e-09,3.7135009474904503
45,CC-discharge,48,26181.818181818184,3407736.3543573073,7.413374436438137,-2.7263836618115,-2.7263836618115,39953.70928181464,7068.120024842128,9.035203483487356e-09,3.706687218059819,39953.7092575077,7068.120024205087,9.035203449818066e-09,3.706687218378318
45,CC-discharge,49,26727.272727272728,3408281.808902762,7.399015068649572,-2.7263836618115,-2.7263836618115,40266.98059804846,6728.028481180289,9.035203483707617e-09,3.699507534168257,40266.98057374218,6728.028480543447,9.035203450017959e-09,3.6995075344813153
45,CC-discharge,50,27272.727272727276,3408827.263448216,7.383740042977306,-2.7263836618115,-2.7263836618115,40580.25191428317,6387.936937518548,9.035203483357306e-09,3.6918700213347058,40580.25188997567,6387.936936881597,9.03520344982879e-09,3.6918700216426
45,CC-discharge,51,27818.18181818182,3409372.7179936706,7.367333656183579,-2.7263836618115,-2.7263836618115,40893.5232305173,6047.84539385674,9.035203483126377e-09,3.683666827940307,40893.5232062101,6047.845393219814,9.035203450576946e-09,3.683666828243272
45,CC-discharge,52,28363.636363636368,3409918.172539125,7.349542822588182,-2.7263836618115,-2.7263836618115,41206.794546750345,5707.753850194898,9.035203482892052e-09,3.674771411144932,41206.79452244413,5707.7538495578865,9.035203450089685e-09,3.6747714114432504
