,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,String 5 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 1,5 Cathode Concentration","Cell 1,5 Anode Concentration","Cell 1,5 Anode SEI Length","Cell 1,5 Voltage","Cell 1,5 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area","Cell 2,5 Cathode Concentration","Cell 2,5 Anode Concentration","Cell 2,5 Anode SEI Length","Cell 2,5 Voltage","Cell 2,5 Capacity by Area"
CC-discharge,0,2211496.1983764274,0.0,7.726999180763996,-66.5,-13.299264054144784,-11.207820903445104,-14.236238789746881,-13.900861270690312,-13.85581498197293,26842.56029375881,20715.054056146317,1.1930664713987457e-08,3.8901192430904667,0.0,28054.528642613775,24852.299696283593,1.3321144494130294e-08,3.8795705837273853,0.0,27517.89410006149,17814.14737307153,1.0761600753508764e-08,3.8520127688776,0.0,27525.086167986326,19182.520603564986,1.1619750755686872e-08,3.858367446023879,0.0,27729.249081273076,18728.11344312138,1.1029896484088878e-08,3.850979615080807,0.0,28547.412950886304,20537.462261155983,1.1811816675165296e-08,3.836879937673529,0.0,29207.81474513594,24672.568723179138,1.3168798311124893e-08,3.8474285970366107,0.0,26769.730725854883,17159.942844024732,1.041136767994036e-08,3.874986411886396,0.0,27116.07532786819,18215.912718925236,1.103206003258772e-08,3.868631734740117,0.0,26979.860891201115,19008.100410051342,1.1194170199142275e-08,3.876019565683188,0.0
CC-discharge,1,2211525.114039078,28.91566265060241,7.7169534916144915,-66.5,-13.307286712674651,-11.363152205887232,-14.154072698545079,-13.858693356024096,-13.816795026868963,26987.746267660485,20588.576325565326,1.1930664713988572e-08,3.884573935846127,0.10685361753742746,28178.049610820584,24744.71599067703,1.3321144494130656e-08,3.8743548861369943,0.09064647835073228,27672.590710222106,17679.372019137794,1.0761600753504594e-08,3.847300587070804,0.11401731521402393,27676.440457429107,19050.662402532085,1.1619750755689687e-08,3.853494694447546,0.1114841551273671,27880.13666931831,18596.66224483007,1.1029896484100744e-08,3.8462303508563,0.11113497995518833,28692.59892478786,20410.984530575042,1.181181667516454e-08,3.832379555768364,0.10685361753742746,29331.335713342673,24564.985017572817,1.3168798311133263e-08,3.842598605477491,0.09064647835073228,26924.427336015175,17025.167490091077,1.0411367679961215e-08,3.869652904543686,0.11401731521402393,27267.429617311176,18084.054517892135,1.1032060032591057e-08,3.8634587971669374,0.1114841551273671,27130.74847924642,18876.649211759825,1.119417019914412e-08,3.8707231407581846,0.11113497995518833
CC-discharge,2,2211554.029701729,57.83132530120482,7.710979531592775,-66.5,-13.31083693585307,-11.451286549576668,-14.10879938172212,-13.83461713755659,-13.794459995291556,27075.598251698848,20499.542501472177,1.1930664713988844e-08,3.8812920998987694,0.21375371251143438,28253.746931456557,24668.14757329422,1.332114449413199e-08,3.871255951295321,0.1822707303807078,27765.637651579756,17584.98724512788,1.076160075350467e-08,3.844485661937498,0.2275228255765428,27767.70940394147,18958.11709583803,1.1619750755687234e-08,3.8505912844243704,0.22270226955941805,27971.143089526184,18504.3860555259,1.1029896484092055e-08,3.843396494196538,0.22202355434137516,28780.45090882618,20321.950706482017,1.1811816675164977e-08,3.8296874316940053,0.21375371251143438,29407.033033978852,24488.416600190318,1.3168798311134106e-08,3.839723580297452,0.1822707303807078,27017.474277373083,16930.782716081318,1.041136767997419e-08,3.866493869655275,0.2275228255765428,27358.69856382362,17991.509211198332,1.1032060032589096e-08,3.8603882471684035,0.22270226955941805,27221.754899454463,18784.37302245606,1.1194170199148167e-08,3.867583037396237,0.22202355434137516
CC-discharge,3,2211582.9453643793,86.74698795180723,7.7054002588013075,-66.5,-13.313552972421414,-11.530933588066162,-14.068555050308872,-13.812779653627983,-13.774178735575566,27158.249334940007,20411.448206488218,1.1930664713988944e-08,3.878236027884904,0.3206789731872355,28325.501670433474,24591.86932014859,1.3321144494131716e-08,3.868363132140156,0.2745688032226469,27852.877774767418,17491.887068179938,1.0761600753507279e-08,3.841849640523589,0.34068489156863513,27853.404183011153,18866.713438976654,1.1619750755686251e-08,3.8478764785396895,0.3337359916123681,28056.601734758773,18413.23820971194,1.1029896484086814e-08,3.840744482690292,0.33274097896333144,28863.101992066884,20233.856411498145,1.1811816675164979e-08,3.8271642309164036,0.3206789731872355,29478.787772955577,24412.138347044634,1.3168798311129683e-08,3.8370371266611505,0.2745688032226469,27104.714400560297,16837.682539133377,1.0411367679995364e-08,3.863550618277716,0.34068489156863513,27444.39334289301,17900.105554336536,1.10320600325881e-08,3.857523780261617,0.3337359916123681,27307.213544687056,18693.225176641838,1.1194170199145298e-08,3.864655776111014,0.33274097896333144
CC-discharge,4,2211611.86102703,115.66265060240964,7.699953484610666,-66.5,-13.315762576947172,-11.606231086902044,-14.031002618733687,-13.792071040277895,-13.754932677139202,27239.71280586449,20323.393090976024,1.1930664713988946e-08,3.8752597764469012,0.4276240155541776,28396.68591402298,24515.140202040842,1.3321144494131725e-08,3.86553995194605,0.36748914328276017,27938.61682738343,17399.09166312437,1.0761600753507272e-08,3.839270500258318,0.4535345207615772,27937.724375849684,18775.50232093699,1.1619750755686245e-08,3.845223529247271,0.4445988458047612,28140.698353483098,18322.273090881983,1.1029896484086898e-08,3.838151073849965,0.44329965933567994,28944.56546299118,20145.801295985904,1.1811816675164979e-08,3.824693708163765,0.4276240155541776,29549.97201654494,24335.409228936427,1.3168798311129694e-08,3.834413532664617,0.36748914328276017,27190.453453176913,16744.887134077595,1.0411367679995619e-08,3.860682984352348,0.4535345207615772,27528.713535732284,17808.894436297076,1.103206003258809e-08,3.854729955363395,0.4445988458047612,27391.31016341145,18602.260057811884,1.119417019914539e-08,3.861802410760701,0.44329965933567994
CC-discharge,5,2211640.7766896803,144.57831325301206,7.694578727097268,-66.5,-13.3175743668095,-11.678186524967016,-13.99553371531572,-13.772225829723524,-13.73647956318425,27320.910340361374,20235.327303167694,1.1930664713988944e-08,3.872329421568087,0.5345852080993851,28468.064882923667,24437.935974177428,1.3321144494131791e-08,3.8627549211383077,0.4610008605995034,28023.85167702671,17306.53252581809,1.0761600753507237e-08,3.836720346901043,0.5660908915810527,28021.638465584463,18684.423962804187,1.1619750755686208e-08,3.842603302830192,0.5552988332344858,28224.39803908391,18231.431514241533,1.1029896484086728e-08,3.835588014315503,0.5537069374092681,29025.762997488142,20057.73550817728,1.181181667516498e-08,3.8222493055291813,0.5345852080993851,29621.3509854458,24258.205001073595,1.3168798311129823e-08,3.8318238059589613,0.4610008605995034,27275.688302819868,16652.327996771397,1.0411367679998253e-08,3.8578583801962245,0.5660908915810527,27612.627625467027,17717.81607816402,1.1032060032588059e-08,3.851975424267077,0.5552988332344858,27475.009849012094,18511.418481171524,1.1194170199145242e-08,3.858990712781767,0.5537069374092681
CC-discharge,6,2211669.6923523312,173.49397590361446,7.689260467886804,-66.5,-13.319023915650437,-11.746891553027423,-13.962052295788759,-13.75322738331398,-13.718804852219407,27402.058806120505,20147.25028232948,1.1930664713988936e-08,3.8694359873323103,0.6415594983903888,28539.871901690392,24360.202675791315,1.3321144494131774e-08,3.859999872445667,0.5550774793866297,28108.79296263644,17214.231220414502,1.076160075350719e-08,3.8341922310023753,0.6783703534730385,28105.35959839676,18593.491863032657,1.1619750755686245e-08,3.8400084162552064,0.6658428220418653,28307.914140002966,18140.72600119991,1.1029896484086779e-08,3.833048213315833,0.6639691238165117,29106.911463247172,19969.65848733886,1.1811816675164975e-08,3.8198244805544936,0.6415594983903888,29693.15800421282,24180.471702686387,1.3168798311129813e-08,3.8292605954411383,0.5550774793866297,27360.629588429583,16560.026691367333,1.0411367679996651e-08,3.8550682368844296,0.6783703534730385,27696.34875827969,17626.883978392223,1.1032060032588094e-08,3.8492520516315984,0.6658428220418653,27558.525949930914,18420.712968129832,1.1194170199145377e-08,3.8562122545709725,0.6639691238165117
CC-discharge,7,2211698.6080149817,202.40963855421688,7.68399323836773,-66.5,-13.320179086222085,-11.81277447384027,-13.930274919624328,-13.734963868296544,-13.701807652016777,27483.204240075378,20059.16585965957,1.1930664713988936e-08,3.8665761191372803,0.7485442494019251,28612.06282942642,24282.035805690663,1.3321144494131753e-08,3.8572720603220247,0.6496946120246526,28193.53703011419,17122.138765788623,1.0761600753507165e-08,3.8316839668902936,0.7903877318481916,28188.96263283592,18502.67999075416,1.1619750755686256e-08,3.8374363674483494,0.7762371644178112,28391.319682797144,18050.132385894845,1.1029896484086756e-08,3.8305293427308107,0.7740920656005928,29188.056897201775,19881.57406466927,1.1811816675164974e-08,3.81741711923045,0.7485442494019251,29765.34893194794,24102.304832584945,1.3168798311129858e-08,3.826721178045708,0.6496946120246526,27445.373655907,16467.93423674141,1.0411367679998759e-08,3.852309271477438,0.7903877318481916,27779.951792718817,17536.072106114312,1.1032060032588137e-08,3.846556870919382,0.7762371644178112,27641.93149272492,18330.11935282446,1.1194170199145362e-08,3.8534638956369203,0.7740920656005928
CC-discharge,8,2211727.523677632,231.32530120481928,7.67877461015523,-66.5,-13.321075096253534,-11.875965106676754,-13.900093382664435,-13.717405208956807,-13.685461205448469,27564.3514720795,19971.075735972583,1.1930664713988936e-08,3.8637481414901367,0.8555372380865661,28684.626887185477,24203.453182837264,1.332114449413176e-08,3.854570216447496,0.7448301123480141,28278.10008582917,17030.244614895782,1.0761600753507196e-08,3.8291947225671135,0.9021562792469415,28272.458384641548,18411.983680077312,1.1619750755686212e-08,3.834886107985997,0.8864876426397121,28474.625142451925,17959.6463593219,1.1029896484086887e-08,3.8280304766819087,0.8840810971566782,29269.2041292059,19793.4839409815,1.1811816675164975e-08,3.8150264686650934,0.8555372380865661,29837.912989706536,24023.72220973179,1.316879831112991e-08,3.8242043937077335,0.7448301123480141,27529.93671162228,16376.04008584864,1.0411367679998829e-08,3.849579887588119,0.9021562792469415,27863.447544524483,17445.375795437412,1.1032060032588114e-08,3.843888502169234,0.8864876426397121,27725.23695237938,18239.63332625144,1.1194170199145387e-08,3.8507441334733215,0.8840810971566782
CC-discharge,9,2211756.4393402827,260.2409638554217,7.6736025624989885,-66.5,-13.321742951032938,-11.936582785661248,-13.871410196312091,-13.700523477073329,-13.669740589920401,27645.501108195316,19882.981394807615,1.1930664713988928e-08,3.8609506240697113,0.9625365073527768,28757.550396360668,24124.471735912077,1.3321144494131763e-08,3.8518932811823685,0.8404628348072029,28362.49293969829,16938.538933075608,1.0761600753507221e-08,3.8267238323008774,1.0136884221343974,28355.852853360542,18321.39847430845,1.161975075568624e-08,3.83235677793364,0.9965998060374235,28557.836211668215,17869.263800353187,1.10298964840868e-08,3.825550865897692,0.9939413453308503,29350.35376532173,19705.38959981662,1.1811816675164977e-08,3.8126519384292767,0.9625365073527768,29910.836498881654,23944.740762805643,1.3168798311129987e-08,3.8217092813166187,0.8404628348072029,27614.329565490796,16284.334404028436,1.041136767999975e-08,3.8468787301981093,1.0136884221343974,27946.84201324287,17354.790589668934,1.1032060032588132e-08,3.841245784565347,0.9965998060374235,27808.44802159553,18149.250767282912,1.1194170199145296e-08,3.8480516966012956,0.9939413453308503
