,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area"
CC-discharge,0,5556132.888603809,0.0,8.04843804666471,-10.905534647246,-2.720397463759187,-2.7406737878440746,-2.739986760979319,-2.7044766346634197,26861.58096660145,21170.5817885577,1.1039586173833925e-08,4.02439890536155,0.0,26847.53393105742,21130.52840908591,1.0958711838826832e-08,4.024300304632403,0.0,26858.70229802787,21135.404387749168,1.102240387803658e-08,4.0245055455885925,0.0,26885.02038986783,21277.98226768157,1.1004879110387512e-08,4.0240388805757386,0.0,26853.72465764126,21141.301150162173,1.0964970258584545e-08,4.02403914130316,0.0,26865.30089653324,21163.465962743325,1.104211035682875e-08,4.024137742032306,0.0,26852.013808524483,21100.449154068985,1.0935425456525276e-08,4.023932501076116,0.0,26877.60267091766,21274.972896173647,1.0996363242261142e-08,4.024399166088972,0.0
CC-discharge,1,5556496.524967446,363.6363636363636,8.031387323985028,-10.905534647246,-2.7181264686162736,-2.73827331743341,-2.73975797597127,-2.7093768852250473,27086.993903654708,20938.21980572718,1.1039586173834943e-08,4.015860098350965,0.2746729258775485,27070.301734620905,20891.89427944374,1.0958711838827221e-08,4.015815318952522,0.27671450026653965,27082.446411435714,20902.12379626218,1.1022403878025776e-08,4.015971656935395,0.2767547846944742,27106.42876761497,21041.186702097533,1.1004879110381923e-08,4.015494496415413,0.2734269454489125,27077.504032522418,20903.06657919777,1.0964970258584188e-08,4.015527225634063,0.2746729258775485,27091.767562183042,20931.38973277053,1.1042110356833283e-08,4.0155720050325066,0.27671450026653965,27074.373805230087,20860.33742546667,1.0935425456522543e-08,4.015415667049632,0.2767547846944742,27097.528145824876,21037.499635426848,1.0996363242260182e-08,4.015892827569614,0.2734269454489125
CC-discharge,2,5556860.161331082,727.2727272727273,8.015964399927897,-10.905534647246,-2.716437183357248,-2.7364904152782223,-2.7395995407384306,-2.7130075078720997,27297.555804370586,20713.852607822228,1.1039586173828919e-08,4.008137627212532,0.5491458375933829,27278.38512110177,20661.479075508058,1.0958711838819331e-08,4.008138394670117,0.5532177190903595,27291.593249527217,20676.717185750396,1.1022403878260311e-08,4.008253593928222,0.5534900128111258,27313.74782925816,20811.997102425226,1.100487911072607e-08,4.007766384199055,0.5472847430800816,27286.53999617354,20673.028848928152,1.0964970258586802e-08,4.007826772715365,0.5491458375933829,27303.305989010292,20707.306564372004,1.1042110356458525e-08,4.0078260052577805,0.5532177190903595,27282.226827689294,20628.33025099984,1.093542545668185e-08,4.007710805999676,0.5534900128111258,27303.458669109496,20807.654108425006,1.0996363241885193e-08,4.008198015728841,0.5472847430800816
CC-discharge,3,5557223.797694718,1090.909090909091,8.000996009269258,-10.905534647246,-2.7150480139802338,-2.735026971198925,-2.739483557554796,-2.7159761045120434,27508.00372584391,20489.60779141579,1.1039586173831386e-08,4.0006434016414305,0.8234632718023467,27486.35064776192,20431.19538500552,1.0958711838823118e-08,4.0006865092895705,0.8295569810336498,27500.730400452954,20451.321199198024,1.1022403878345046e-08,4.000763596149503,0.8302113814117938,27521.3077535305,20582.53931530293,1.1004879110969078e-08,4.000266398466071,0.8214758346146342,27495.462806586125,20443.116593159866,1.0964970258585161e-08,4.000352607627827,0.8234632718023467,27514.724599058503,20483.351295292487,1.1042110356527569e-08,4.0003094999796875,0.8295569810336498,27490.07022290848,20396.334011594558,1.0935425456730313e-08,4.000232413119753,0.8302113814117938,27509.628441825338,20577.539626437396,1.0996363241847449e-08,4.000729610803187,0.8214758346146342
CC-discharge,4,5557587.434058355,1454.5454545454545,7.986433449830153,-10.905534647246,-2.713896529735674,-2.7338164366370505,-2.739401704657897,-2.71841997621538,27718.357327862584,20265.464168520768,1.1039586173829379e-08,3.993352887578495,1.097652390171837,27694.218840986996,20201.020222388703,1.0958711838812385e-08,3.993435699981708,1.1057611935506182,27709.860582673522,20225.932822041017,1.1022403878258182e-08,3.993477156763621,1.1069227582912227,27729.065559765433,20352.861196797818,1.1004879110861217e-08,3.9929700517620104,1.0959402831362213,27704.291981076745,20213.308088411493,1.0964970258580886e-08,3.9930805622516576,1.097652390171837,27726.04425953406,20259.501571643774,1.1042110356671308e-08,3.9929977498484437,1.1057611935506182,27697.906692531975,20164.34560441058,1.0935425456678267e-08,3.9929562930665323,1.1069227582912227,27715.994771169288,20347.204182490514,1.0996363241649422e-08,3.993463398068143,1.0959402831362213
CC-discharge,5,5557951.070421991,1818.181818181818,7.9722386388828435,-10.905534647246,-2.71293578654516,-2.732808789104333,-2.7393475113241115,-2.720442560272395,27928.63238924123,20041.404789174856,1.1039586173831222e-08,3.9862469041379973,1.3717348303880406,27902.006166926647,19970.93520593986,1.0958711838814808e-08,3.986367218280576,1.3818533766688699,27918.98604426671,20000.549612692495,1.1022403878301956e-08,3.9863751143100825,1.3836272641488998,27936.986876247694,20123.00105531011,1.1004879110706024e-08,3.9858581998737446,1.3706303102315633,27913.04318410874,19983.58595633761,1.096497025858678e-08,3.985991734744846,1.3717348303880406,27937.281709995277,20035.739516858976,1.1042110356740037e-08,3.9858714206022663,1.3818533766688699,27905.738470730044,19932.362516363264,1.093542545673964e-08,3.9858635245727605,1.3836272641488998,27922.523515636865,20116.686194622904,1.099636324195133e-08,3.986380439009099,1.3706303102315633
CC-discharge,6,5558314.706785628,2181.818181818182,7.958379012974364,-10.905534647246,-2.7121294277261843,-2.7319652910040606,-2.739315759662507,-2.7221241688532487,28138.841648222,19817.415974212498,1.103958617382547e-08,3.9793090568023883,1.6457280230280076,28109.72591358993,19740.92550671002,1.0958711838814125e-08,3.9794650172707375,1.6578520675834354,28128.10860862417,19775.169590872327,1.102240387826642e-08,3.9794410889992466,1.6603274293502444,28145.043951223503,19892.989811347274,1.1004879110814062e-08,3.978914478358075,1.6455074177631617,28121.72906161187,19753.936172052658,1.0964970258587687e-08,3.979069956171976,1.6457280230280076,28148.45045908683,19812.050709501953,1.104211035651297e-08,3.9789139957036275,1.6578520675834354,28113.567369617063,19700.38270918672,1.0935425456701348e-08,3.9789379239751184,1.6603274293502444,28129.1871093426,19886.016671832167,1.0996363241555218e-08,3.9794645346162896,1.6455074177631617
CC-discharge,7,5558678.343149263,2545.4545454545455,7.944829765257881,-10.905534647246,-2.7114502508299987,-2.731256954679447,-2.7393023877732054,-2.72352505396335,28348.99487835753,19593.487229601786,1.1039586173825349e-08,3.9725268548779606,1.9196461886116531,28317.388284029486,19510.97974006247,1.095871183881353e-08,3.9727168714359924,1.9337723830219962,28337.229747137797,19549.79115879286,1.1022403878248575e-08,3.9726626002066117,1.937025315584371,28353.21541166185,19662.85127503694,1.1004879110879603e-08,3.9721264219101435,1.920540206794303,28330.3593163065,19524.347976304518,1.0964970258587024e-08,3.972302910379921,1.9196461886116531,28359.560879275996,19588.424077798205,1.1042110356503425e-08,3.9721128938218904,1.9337723830219962,28321.394851478977,19468.404538301173,1.093542545669732e-08,3.9721671650512698,1.937025315584371,28335.964322403775,19655.219492391083,1.0996363241564532e-08,3.972703343347739,1.920540206794303
CC-discharge,8,5559041.9795129,2909.090909090909,7.931560464492908,-10.905534647246,-2.7108738878763474,-2.730657808981999,-2.7393035735025584,-2.724699376885096,28559.10128512008,19369.608676828873,1.1039586173824836e-08,3.9658849990643246,2.1935009430917716,28525.002859289238,19281.08722125535,1.0958711838813369e-08,3.9661077401363967,2.2096266640149986,28546.350679731855,19324.412991100293,1.1022403878255353e-08,3.966024359243423,2.2137225863558743,28561.481322120286,19432.607644107982,1.1004879110897907e-08,3.965478751687084,2.1957030568371536,28538.9430869575,19294.811240912302,1.0964970258586254e-08,3.9656754654285837,2.1935009430917716,28570.62271068536,19364.84923063124,1.104211035649998e-08,3.9654527243565103,2.2096266640149986,28529.22212869505,19236.426639545465,1.0935425456710967e-08,3.965536105249485,2.2137225863558743,28542.83535289719,19424.316917556436,1.0996363241548036e-08,3.966081712805823,2.1957030568371536
CC-discharge,9,5559405.615876537,3272.7272727272725,7.918553531736535,-10.905534647246,-2.710382906486222,-2.730149295046251,-2.739316653945648,-2.7256857917678805,28769.16786045991,19145.772814219756,1.1039586173824899e-08,3.9593746437371657,2.4673017912919013,28732.576921617685,19051.239830803923,1.095871183881368e-08,3.9596289449506012,2.485425002602284,28755.47237387275,19099.0340371543,1.1022403878277526e-08,3.9595175258078252,2.490420577641137,28769.826494771085,19202.27582631619,1.1004879110959105e-08,3.9589626402283775,2.4709750350519504,28747.48731484294,19065.318274613077,1.0964970258586655e-08,3.9591788879993697,2.4673017912919013,28781.643356483022,19141.318271645367,1.104211035648718e-08,3.958924586785933,2.485425002602284,28737.050162746156,19004.447931512434,1.0935425456729553e-08,3.9590360059287097,2.490420577641137,28749.785114717244,19193.325903473793,1.0996363241611655e-08,3.9595908915081575,2.4709750350519504
