,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area"
CC-discharge,0,2002111.7730911232,0.0,8.048221844642555,-10.905534647246,-2.7191343784732,-2.739054279136774,-2.7378865619535144,-2.709459427682512,26882.941772407787,21330.046800638087,7.184961968261705e-09,4.024290533400134,0.0,26869.429936581768,21295.140494236948,7.1561534114997575e-09,4.024195372787727,0.0,26881.986475011683,21308.54686950293,7.179943443437942e-09,4.024396941149772,0.0,26892.205675765825,21338.99746123715,7.163662133113068e-09,4.023930684725174,0.0,26874.930662350922,21300.256274333846,7.157917716864057e-09,4.0239313112424195,0.0,26887.560466132618,21328.491844391556,7.186368084042937e-09,4.024026471854826,0.0,26875.153946006583,21273.40095650735,7.148453061282358e-09,4.023824903492782,0.0,26884.739832686693,21335.64918449906,7.160552719146843e-09,4.024291159917379,0.0
CC-discharge,1,2002475.4094547597,363.6363636363636,8.031219864333892,-10.905534647246,-2.7171836640119857,-2.7370653349104974,-2.738180575194918,-2.7131050731286,27108.266736690497,21097.775804065892,7.184961968263356e-09,4.015776242446332,0.2745615172972316,27092.08711703913,21056.62526197224,7.156153411499913e-09,4.015734417823996,0.2765716976791551,27105.585862042433,21075.417668936323,7.179943443448587e-09,4.0158875775177005,0.2765690473307289,27113.956985055884,21101.833908625846,7.163662133136663e-09,4.015410701376421,0.2738668939803592,27098.622702000586,21062.114989165482,7.157917716864497e-09,4.0154436218875595,0.2745615172972316,27113.91467187631,21096.531244382833,7.186368084028505e-09,4.015485446509894,0.2765716976791551,27097.370111636817,21033.445051995033,7.148453061300915e-09,4.015332286816191,0.2765690473307289,27105.00594232018,21097.80688356968,7.160552719145236e-09,4.01580916295747,0.2738668939803592
CC-discharge,2,2002839.045818396,727.2727272727273,8.015836279061965,-10.905534647246,-2.7157271307745576,-2.7355813056982745,-2.738404048413076,-2.7158221623600913,27318.76865327257,20873.473198568932,7.184961968265576e-09,4.008073555997007,0.54895095137736,27300.0951435536,20826.294390008006,7.156153411499249e-09,4.008076897826683,0.5529679926593961,27314.633396776397,20850.119188318873,7.179943443451813e-09,4.008189307521045,0.5531642303412336,27321.510425805864,20872.382471837976,7.163662132850722e-09,4.0077022858258236,0.5480551381969597,27307.599116219033,20832.14348377646,7.157917716860549e-09,4.007762723064957,0.54895095137736,27325.376487451125,20872.53009042851,7.186368084338444e-09,4.007759381235282,0.5529679926593961,27305.124445045094,20801.54917378346,7.14845306130752e-09,4.00764697154092,0.5531642303412336,27311.16927493691,20867.698770089177,7.1605527189377576e-09,4.008133993236141,0.5480551381969597
CC-discharge,3,2003202.6821820324,1090.909090909091,8.000901921873037,-10.905534647246,-2.71452361025365,-2.734356148323151,-2.738594059466649,-2.71806082920255,27529.17197415292,20649.27644659818,7.184961968266722e-09,4.000596449457724,0.8232060393080777,27508.00468331875,20596.073401059384,7.156153411501525e-09,4.000641801461855,0.8292274600342157,27523.696193689975,20624.804223812418,7.1799434432248066e-09,4.000716437976551,0.8297802963957652,27529.245093548852,20642.729322648916,7.163662132557366e-09,4.000219342100617,0.8224936731243659,27516.477649260185,20602.280507198146,7.157917716860145e-09,4.000305472415313,0.8232060393080777,27536.73818098994,20648.635799800242,7.186368084223016e-09,4.000260120411182,0.8292274600342157,27512.893946217802,20569.636328986842,7.1484530611590315e-09,4.000185483896488,0.8297802963957652,27517.512620762343,20637.388366919546,7.160552718481258e-09,4.0006825797724215,0.8224936731243659
CC-discharge,4,2003566.3185456686,1454.5454545454545,7.986369022015657,-10.905534647246,-2.713520666708451,-2.7333361772527764,-2.7387578835425757,-2.719919919742199,27739.493277472444,20425.167671861767,7.1849619682682364e-09,3.993320858753228,1.0973496896596988,27715.83237451276,20365.943651928294,7.156153411502608e-09,3.993405621190922,1.105373537083505,27732.772047390386,20399.475111404237,7.1799434431013035e-09,3.993444932140692,1.1064142329113826,27737.129886061237,20412.90907247839,7.163662132092607e-09,3.992937848630206,1.0971391654953129,27725.27475911662,20372.507731340756,7.1579177168602385e-09,3.9930481632624284,1.0973496896596988,27748.01666693669,20424.8302416295,7.186368084125061e-09,3.9929634008247343,1.105373537083505,27720.67642340656,20337.708921995843,7.14845306111555e-09,3.9929240898749647,1.1064142329113826,27724.005085882178,20406.910384532788,7.160552718533005e-09,3.993431173385449,1.0971391654953129
CC-discharge,5,2003929.954909305,1818.181818181818,7.972200084449129,-10.905534647246,-2.712678832256774,-2.73248099257999,-2.7389008716222083,-2.7214739507870287,27949.74588725943,20201.132561885992,7.184961968270787e-09,3.98622789960246,1.3714001694054172,27923.591586697567,20135.89021836331,7.156153411499082e-09,3.98634989551622,1.381424909297281,27941.85925603698,20174.13370084408,7.179943443226838e-09,3.986355925259769,1.383063664990412,27945.13992189762,20182.949451449545,7.163662131639191e-09,3.9858389550157844,1.3719570377442638,27934.00367326262,20142.810482006487,7.157917716859721e-09,3.98597218484667,1.3714001694054172,27959.22553684084,20201.09890179979,7.1863680841529066e-09,3.9858501889329103,1.381424909297281,27928.47018529709,20105.768856727216,7.148453061196966e-09,3.98584415918936,1.383063664990412,27930.621955496463,20176.29263241927,7.160552718594322e-09,3.986361129433346,1.3719570377442638
CC-discharge,6,2004293.5912729413,2181.818181818182,7.958363037533624,-10.905534647246,-2.7119675516481725,-2.731759320198769,-2.73902705682186,-2.7227807185771984,28159.940571773743,19977.159553521196,7.1849619682712184e-09,3.9793014254422623,1.6453722089965763,28131.293123227784,19905.901044856906,7.156153411503084e-09,3.979458818215442,1.6573966422659054,28150.956452807175,19948.78147695166,7.179943443341048e-09,3.979433285536465,1.6597266916795066,28153.25508534484,19952.87287089294,7.163662131804567e-09,3.978906542807874,1.6469193947828613,28142.675081919842,19913.176903805666,7.157917716857117e-09,3.9790616120913613,1.6453722089965763,28170.37577343699,19977.43005609731,7.186368084081281e-09,3.978904219318181,1.6573966422659054,28136.273873523787,19873.817661480723,7.148453061253658e-09,3.9789297519971587,1.6597266916795066,28137.343248619858,19945.557586046565,7.160552718414376e-09,3.9794564947257483,1.6469193947828613
CC-discharge,7,2004657.2276365778,2545.4545454545455,7.944830344092109,-10.905534647246,-2.711362921397471,-2.7311466960045965,-2.739139515244907,-2.7238855145990257,28370.086106267758,19753.239226696765,7.184961968270576e-09,3.9725275776151463,1.9192777884433259,28338.94578645741,19675.966311890224,7.156153411498176e-09,3.972718805601687,1.9333009865186006,28360.062525484052,19723.419647355244,7.179943443295086e-09,3.972663165477029,1.936401771076818,28361.45898361434,19722.69758887592,7.163662131670951e-09,3.9721267769950916,1.9220035479735795,28351.29769674231,19683.597338590567,7.157917716856712e-09,3.9723027664769623,1.9192777884433259,28381.476325232845,19753.814154856464,7.186368084113263e-09,3.972111538490421,1.9333009865186006,28344.0863827482,19641.856579248903,7.148453061214388e-09,3.9721671786150807,1.936401771076818,28344.152682255764,19714.723555734912,7.160552718136954e-09,3.9727035670970183,1.9220035479735795
CC-discharge,8,2005020.864000214,2909.090909090909,7.931581184454505,-10.905534647246,-2.710846950028414,-2.7306247060476143,-2.7392405006178624,-2.7248224905521097,28580.18923897756,19529.36433808755,7.184961968270037e-09,3.9658958763996788,2.1931267718486733,28546.55634922915,19446.078464818933,7.15615341149778e-09,3.9661195875521833,2.2091480270262878,28569.176646942164,19498.04911002329,7.1799434432930606e-09,3.9660350927565755,2.2130876304638263,28569.738978518777,19492.437680110423,7.1636621316422784e-09,3.9654891985416834,2.1971908209610107,28559.878217069556,19454.06435996945,7.157917716856362e-09,3.9656853080548267,2.1931267718486733,28592.534077534914,19530.243851039108,7.186368084100023e-09,3.965461596902321,2.2091480270262878,28551.906890963044,19409.886534292677,7.14845306122527e-09,3.9655460916979277,2.2130876304638263,28551.037702865306,19483.80465647935,7.16055271812848e-09,3.966091985912822,2.1971908209610107
CC-discharge,9,2005384.5003638505,3272.7272727272725,7.91858919974341,-10.905534647246,-2.710403294176095,-2.7301766212791323,-2.7393319920771972,-2.7256227397135744,28790.25646768655,19305.527917241707,7.184961968270544e-09,3.9593930746048693,2.466927289232739,28754.13132171254,19216.23024614637,7.156153411498315e-09,3.959648124909893,2.484946073860972,28778.29795131659,19272.67080389908,7.179943443283249e-09,3.95953582848692,2.4897832109029707,28778.082981832278,19262.106599644,7.163662131626073e-09,3.9589805765200174,2.472465832590591,28768.423093589725,19224.570821326095,7.15791771685614e-09,3.9591961251385404,2.466927289232739,28803.55564859992,19306.71208659472,7.186368084096012e-09,3.9589410748335174,2.484946073860972,28759.73453766153,19177.908493052117,7.148453061190112e-09,3.9590533712564895,2.4897832109029707,28757.986303177913,19252.81438183064,7.160552718103438e-09,3.9596086232233914,2.472465832590591
