,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area"
CC-discharge,0,2144707.7098258096,0.0,8.04823073183915,-10.905534647246,-2.7191857225802054,-2.739120334952706,-2.737972631192059,-2.7092559585210303,26882.078880300425,21323.645874804064,7.340300236031491e-09,4.024294986226101,0.0,26868.54528602479,21288.534596335354,7.30942425785383e-09,4.024199690733047,0.0,26881.04527947278,21301.597145656808,7.334873219975773e-09,4.024401403053965,0.0,26891.914263759274,21336.529695931888,7.317861011347374e-09,4.023935132328994,0.0,26874.074023603003,21293.87664337699,7.311335530401616e-09,4.0239357456130485,0.0,26886.661126743536,21321.868389212144,7.341785078404712e-09,4.024031041106103,0.0,26874.218572789225,21266.459853641638,7.301145180226232e-09,4.023829328785185,0.0,26884.450372445808,21333.195058914727,7.314531755624129e-09,4.0242955995101575,0.0
CC-discharge,1,2145071.346189446,363.6363636363636,8.031226783976678,-10.905534647246,-2.7172220607626087,-2.7371147246789356,-2.738245402876945,-2.7129524589275116,27107.407424964655,21091.371175269338,7.3403002360311665e-09,4.015779705746336,0.2745660496637785,27091.20698536836,21050.014507301974,7.309424257852955e-09,4.015737765558317,0.27657752826422427,27104.65060795786,21068.461730214734,7.334873219996724e-09,4.015891049559492,0.2765766683873234,27113.651548074235,21099.381192638357,7.317861011361071e-09,4.015414164010257,0.2738489099721486,27097.76961768695,21055.731561659606,7.311335530401848e-09,4.01544707823034,0.2745660496637785,27113.0199264061,21089.90306589919,7.34178507838827e-09,4.015489018418359,0.27657752826422427,27096.44064311794,21026.497552263725,7.301145180248069e-09,4.015335734417183,0.2765766683873234,27104.702551038776,21095.367850372382,7.3145317556196104e-09,4.01581261996642,0.2738489099721486
CC-discharge,2,2145434.9825530825,727.2727272727273,8.015841608936954,-10.905534647246,-2.715756111024626,-2.735618577313388,-2.738453334949084,-2.7157066239589005,27317.91178806077,20867.06593552218,7.3403002360361975e-09,4.008076219839495,0.5489588866227297,27299.218098787038,20819.680181288648,7.309424257847927e-09,4.0080794612392445,0.5529782000820184,27313.70223258195,20843.15879672238,7.334873219890839e-09,4.008191979792622,0.5531776147421734,27321.195376323678,20869.940493305083,7.3178610114551165e-09,4.00770495247497,0.548023611128028,27306.74846069066,20825.757355447433,7.311335530401384e-09,4.007765389097459,0.5489588866227297,27324.484880139335,20865.89855281854,7.341785078509785e-09,4.0077621476977106,0.5529782000820184,27304.19904111471,20794.597090786014,7.301145180192167e-09,4.00764962914433,0.5531776147421734,27310.85633553703,20865.27050507823,7.314531756160021e-09,4.008136656461981,0.548023611128028
CC-discharge,3,2145798.6189167188,1090.909090909091,8.0009058749886,-10.905534647246,-2.7145450730773204,-2.734383746705946,-2.73863087544079,-2.717974952021944,27528.316932685146,20642.867218388903,7.340300236032243e-09,4.000598420859979,0.8232165221834342,27507.12993927169,20589.456616047122,7.309424257842566e-09,4.000643685570928,0.8292409437193586,27522.76810302358,20617.84048357628,7.334873219647229e-09,4.000718417458549,0.8297980294083287,27528.92285406616,20640.295381372598,7.3178610114797475e-09,4.000221319348687,0.8224519735513031,27515.628804256423,20595.89236403946,7.311335530402308e-09,4.00030745412862,0.8232165221834342,27535.848912600763,20642.001756695794,7.341785078395338e-09,4.000262189417672,0.8292409437193586,27511.971596801253,20562.680799291094,7.301145180033044e-09,4.00018745753005,0.8297980294083287,27517.192539517517,20634.968162165493,7.314531755942142e-09,4.0006845556399115,0.8224519735513031
CC-discharge,4,2146162.255280355,1454.5454545454545,7.986371774214435,-10.905534647246,-2.71353610899801,-2.7333560299223087,-2.7387846714962296,-2.719857836829452,27738.639561272783,20418.757013989998,7.340300236035633e-09,3.9933222259801915,1.0973620364296628,27714.959302016185,20359.32499302103,7.309424257844061e-09,3.993406912846574,1.105389417286442,27731.84621323054,20392.508910151944,7.334873219542839e-09,3.993446307056887,1.1064351782435318,27736.802399028144,20410.481003504505,7.3178610114356364e-09,3.9929392244714736,1.0970899931902625,27724.427229780355,20366.118122390377,7.311335530405282e-09,3.993049548234243,1.0973620364296628,27747.12909785233,20418.194376125568,7.341785078292832e-09,3.99296486136786,1.105389417286442,27719.756316538125,20330.750859218388,7.301145179969889e-09,3.9929254671575465,1.1064351782435318,27723.67979223104,20404.496068890046,7.314531755821395e-09,3.9934325497429595,1.0970899931902625
CC-discharge,5,2146525.891643991,1818.181818181818,7.972201788045706,-10.905534647246,-2.7126894497743783,-2.73249463943637,-2.738919597215194,-2.7214309608200566,27948.893096905715,20194.720903436268,7.340300236036288e-09,3.986228739045141,1.371413832327258,27922.71968171456,20129.270248249722,7.309424257840741e-09,3.9863506700784876,1.381442481395466,27940.935021421912,20167.165752308967,7.33487321943372e-09,3.9863567719559905,1.3830869089865327,27944.808745962655,20180.525517615406,7.317861011752247e-09,3.9858398056819184,1.3719025587281164,27933.157063063398,20136.41984719137,7.311335530406727e-09,3.985973049000565,1.371413832327258,27958.339154654186,20194.461761122748,7.341785078448687e-09,3.985851117967218,1.381442481395466,27927.551668078646,20098.808995501964,7.301145179866164e-09,3.9858450160897183,1.3830869089865327,27930.292997652927,20173.882463750368,7.314531755596676e-09,3.986361982363788,1.3719025587281164
CC-discharge,6,2146889.528007628,2181.818181818182,7.958363825135361,-10.905534647246,-2.7119743064537576,-2.7317680003537976,-2.73903931223652,-2.7227530282019257,28159.088387368505,19970.74723816268,7.340300236030973e-09,3.9793018035566616,1.6453867493084773,28130.42198219431,19899.28021407913,7.309424257843507e-09,3.979459141398594,1.6574153419909292,28150.03329017325,19941.812354329144,7.3348732193810784e-09,3.979433670421972,1.6597515003729832,28152.92147012133,19950.4516793971,7.317861011350053e-09,3.9789069346734163,1.6468613460524593,28141.829073275687,19906.78559547708,7.311335530414656e-09,3.9790620215786996,1.6453867493084773,28169.49016788434,19970.79207840936,7.341785078489048e-09,3.978904683736767,1.6574153419909292,28135.356421653083,19866.856591786716,7.301145179843857e-09,3.97893015471339,1.6597515003729832,28137.011867824825,19943.150167564298,7.314531755378102e-09,3.979456890461946,1.6468613460524593
CC-discharge,7,2147253.164371264,2545.4545454545455,7.944830331684461,-10.905534647246,-2.7113665922785075,-2.731151412677844,-2.739146597279407,-2.723870045010243,28369.234272162677,19746.826529093818,7.340300236028211e-09,3.9725275524862025,1.9192928553050563,28338.07508700364,19669.344980383077,7.309424257845848e-09,3.9727187349673456,1.933320362851113,28359.14001248269,19716.449809585458,7.334873219229826e-09,3.972663146590234,1.936427556409141,28361.12392833279,19720.27802585715,7.317861011140561e-09,3.972126768118099,1.921943319447013,28350.452035863014,19677.20563835593,7.311335530413217e-09,3.972302779198259,1.9192928553050563,28380.59116859228,19747.175690200667,7.341785078674212e-09,3.9721115967171152,1.933320362851113,28343.169576492855,19634.89477346399,7.3011451797298674e-09,3.9721671850942277,1.936427556409141,28343.81987104871,19712.317770389178,7.314531755468286e-09,3.972703563566362,1.921943319447013
CC-discharge,8,2147616.8007349004,2909.090909090909,7.931580480767009,-10.905534647246,-2.7108481788513066,-2.730626285697158,-2.739243480619346,-2.724816702078189,28579.337548610656,19522.95148020366,7.34030023602818e-09,3.965895502447687,2.1931420861701985,28545.685831302813,19439.45692298161,7.309424257845356e-09,3.9661191771327866,2.209167721354901,28568.254443889124,19491.078926293172,7.334873219209505e-09,3.9660347244703007,2.213113923979785,28569.403288560196,19490.01884764563,7.317861011110304e-09,3.9654888433548185,2.1971295187949136,28559.03269888654,19447.672495404324,7.3113355304127696e-09,3.965684978319321,2.1931420861701985,28591.649105432487,19523.605181835926,7.341785078626563e-09,3.9654613036342212,2.209167721354901,28550.990392739528,19402.924372414644,7.3011451797117174e-09,3.965545756296708,2.213113923979785,28550.70426122947,19481.399603778333,7.314531755458187e-09,3.9660916374121897,2.1971295187949136
CC-discharge,9,2147980.4370985366,3272.7272727272725,7.918587887534878,-10.905534647246,-2.7104025934735527,-2.7301757245561387,-2.7393317341064716,-2.7256245951098372,28789.404760949394,19299.115071178523,7.340300236027789e-09,3.959392393217019,2.4669426302270097,28753.260783643775,19209.608719252967,7.309424257845829e-09,3.9596474158900428,2.484965802680825,28777.375793234856,19265.700562299673,7.334873219207138e-09,3.9595351521483115,2.4898096418952305,28777.747283241275,19259.687799522293,7.317861011094745e-09,3.958979916445399,2.4724043317842077,28767.5775591571,19218.1789688821,7.311335530412366e-09,3.9591954943178584,2.4669426302270097,28802.670656019745,19300.07343192644,7.341785078620991e-09,3.9589404716448344,2.484965802680825,28758.81808413044,19170.946271609228,7.30114517971342e-09,3.9590527353865648,2.4898096418952305,28757.652852970634,19250.40936156686,7.31453175539484e-09,3.9596079710894783,2.4724043317842077
