,,Global Time,Time,Pack Voltage,Pack Current,String 1 Iapp,String 2 Iapp,String 3 Iapp,String 4 Iapp,String 5 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Anode SEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 1,3 Cathode Concentration","Cell 1,3 Anode Concentration","Cell 1,3 Anode SEI Length","Cell 1,3 Voltage","Cell 1,3 Capacity by Area","Cell 1,4 Cathode Concentration","Cell 1,4 Anode Concentration","Cell 1,4 Anode SEI Length","Cell 1,4 Voltage","Cell 1,4 Capacity by Area","Cell 1,5 Cathode Concentration","Cell 1,5 Anode Concentration","Cell 1,5 Anode SEI Length","Cell 1,5 Voltage","Cell 1,5 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Anode SEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Anode SEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area","Cell 2,3 Cathode Concentration","Cell 2,3 Anode Concentration","Cell 2,3 Anode SEI Length","Cell 2,3 Voltage","Cell 2,3 Capacity by Area","Cell 2,4 Cathode Concentration","Cell 2,4 Anode Concentration","Cell 2,4 Anode SEI Length","Cell 2,4 Voltage","Cell 2,4 Capacity by Area","Cell 2,5 Cathode Concentration","Cell 2,5 Anode Concentration","Cell 2,5 Anode SEI Length","Cell 2,5 Voltage","Cell 2,5 Capacity by Area"
CC-discharge,0,2647397.155864823,0.0,7.729592597385521,-66.5,-12.432904675146133,-13.341471534237336,-13.488951934749643,-13.461630980727456,-13.77504087513944,28018.019797502915,22364.77715024099,1.3511159680741821e-08,3.864557526456637,0.0,27481.56582771996,19650.15949761571,1.2719632822791843e-08,3.8647180194863986,0.0,27392.83345460049,19126.301430207823,1.2546457143511463e-08,3.8647465927761995,0.0,27526.938930134744,19845.891937889726,1.272735153374506e-08,3.8643677843472535,0.0,27253.4591067823,18404.385755192303,1.2310387080531452e-08,3.866191498401051,0.0,28013.369158601377,22364.42448845851,1.3519220191911541e-08,3.8650350709288843,0.0,27461.039892217246,19599.834437499292,1.2675728879935366e-08,3.864874577899122,0.0,27369.127265530256,19051.394977304815,1.2489087350501936e-08,3.864846004609321,0.0,27523.888623765597,19874.622040545903,1.2754441891055923e-08,3.865224813038268,0.0,27262.958841323383,18265.973773227568,1.2218892156743826e-08,3.8634010989844705,0.0
CC-discharge,1,2647426.0715274736,28.91566265060241,7.719615430378083,-66.5,-12.512381928488436,-13.33135050990205,-13.462985243490296,-13.468689854257908,-13.724592463861308,28154.021785097826,22246.993029177003,1.3511159680743408e-08,3.859565029863253,0.10018187391017899,27629.60515410663,19524.353434300254,1.2719632822791797e-08,3.859711966144978,0.1071197672455397,27542.642380512592,18999.235120237732,1.254645714349955e-08,3.8597359398498585,0.10824071155919655,27671.253037299273,19717.8371312236,1.272735153375226e-08,3.8593739016521496,0.1081538989356842,27404.169557006742,18276.2786727459,1.231038708054545e-08,3.8612213680946907,0.11044029453413956,28149.0888473608,22247.207737813038,1.3519220191910706e-08,3.860050400514829,0.10018187391017899,27607.29604473519,19471.63592464609,1.267572887992688e-08,3.859903464233106,0.1071197672455397,27516.737636921942,18921.32785481777,1.2489087350501638e-08,3.8598794905282237,0.10824071155919655,27667.951106120003,19748.068697485094,1.2754441891063458e-08,3.8602415287259335,0.1081538989356842,27414.639311142935,18133.316132948185,1.2218892156735511e-08,3.8583940622833923,0.11044029453413956
CC-discharge,2,2647454.9871901246,57.83132530120482,7.713664054266409,-66.5,-12.556652123211858,-13.325535898191387,-13.448562876526124,-13.472242388326565,-13.697006713744065,28236.839019541112,22163.62716693666,1.3511159680743681e-08,3.856586938134635,0.20086072552343318,27719.142499975595,19435.830353730813,1.2719632822791856e-08,3.8567265148774785,0.21417553595274227,27633.150759333188,18909.90986127097,1.254645714349535e-08,3.856747938657108,0.2163192180652866,27758.642583697863,19627.637858358805,1.2727351533751475e-08,3.8563948544500484,0.2163504139661439,27495.074663969666,18186.348134173633,1.2310387080556714e-08,3.8582571315833407,0.22056719886187198,28231.734178369654,22164.243451979124,1.3519220191909857e-08,3.857077116131774,0.20086072552343318,27695.754888969936,19381.42940372715,1.2675728879926414e-08,3.856937539388931,0.21417553595274227,27605.917739712226,18829.893080313395,1.2489087350487367e-08,3.856916115609301,0.2163192180652866,27755.188280872557,19658.92702588427,1.27544418910628e-08,3.857269199816361,0.2163504139661439,27506.12951180648,18040.191125273053,1.2218892156730174e-08,3.8554069226830685,0.22056719886187198
CC-discharge,3,2647483.902852775,86.74698795180723,7.708101108439657,-66.5,-12.596207194433095,-13.3202455617251,-13.435693688560116,-13.475243026322213,-13.672610528959472,28314.977638359756,22080.92358904516,1.3511159680743206e-08,3.8538031880307573,0.30187622479108356,27803.287182381122,19348.325116011845,1.2719632822791709e-08,3.853936179240024,0.3211867064744952,27718.154768390872,18821.661751407773,1.254645714349379e-08,3.85395530078041,0.3242881199331028,27840.825703994553,19538.419754309984,1.2727351533753924e-08,3.853610172712827,0.32457324695670126,27580.372666100484,18097.576243989708,1.2310387080558504e-08,3.8554864895736993,0.330485340398834,28309.71060513906,22081.938260247774,1.351922019190967e-08,3.8542979204089,0.30187622479108356,27778.88602583689,19292.260081940807,1.2675728879922591e-08,3.8541649291996327,0.3211867064744952,27689.674253353638,18739.560892989582,1.2489087350490603e-08,3.8541458076592474,0.3242881199331028,27837.228107402447,19570.755018734195,1.2754441891065078e-08,3.854490935726831,0.32457324695670126,27591.976518557727,17948.265922934228,1.22188921567312e-08,3.852614618865956,0.330485340398834
CC-discharge,4,2647512.8185154255,115.66265060240964,7.702665090604458,-66.5,-12.633277611657222,-13.315211879708281,-13.42364214899082,-13.477940699349963,-13.649927660293718,28392.209917336255,21998.02892405853,1.3511159680743186e-08,3.8510829365338317,0.40319945694405673,27886.174938559965,19260.907800588677,1.2719632822791747e-08,3.851209640600083,0.4281564150746293,27801.84485389741,18733.548023840907,1.254645714349342e-08,3.8512265582272347,0.43215693855780535,27921.82883329103,19449.239835447443,1.272735153375403e-08,3.850889005486003,0.4328189647304851,27664.287244281964,18009.007026453244,1.23103870805587e-08,3.852779072529213,0.4402144094319793,28386.782573352004,21999.442901893824,1.351922019190969e-08,3.851582154070626,0.40319945694405673,27860.775376494195,19203.180354465847,1.2675728879923185e-08,3.851455450004373,0.4281564150746293,27772.136126224123,18649.36626154979,1.2489087350490127e-08,3.851438532377223,0.43215693855780535,27918.090000353444,19482.620749043348,1.2754441891065397e-08,3.851776085118454,0.4328189647304851,27676.431197210903,17856.55059248246,1.221889215673164e-08,3.8498860180752428,0.4402144094319793
CC-discharge,5,2647541.734178076,144.57831325301206,7.697296981551698,-66.5,-12.668284938464627,-13.310389849374753,-13.412268404710384,-13.48039272403296,-13.62866408341727,28469.417104548847,21914.868196621937,1.35111596807432e-08,3.848396653539637,0.5048121579485622,27968.738164629758,19173.528704155942,1.2719632822791754e-08,3.8485172516193686,0.5350865425006656,27885.160944105373,18645.52257477899,1.2546457143493422e-08,3.848532027457354,0.5399316797373283,28002.565231818786,19360.042439749217,1.272735153375403e-08,3.8482018230932,0.5410853640211796,27747.75888805145,17920.599782224803,1.2310387080558865e-08,3.8501054507958323,0.5497669867159592,28463.829501884255,21916.68276272193,1.3519220191909738e-08,3.848900328012061,0.5048121579485622,27942.344106095636,19114.13957278988,1.267572887992312e-08,3.848779729932331,0.5350865425006656,27854.229492447725,18559.261993409964,1.2489087350489827e-08,3.8487649540943454,0.5399316797373283,27998.685627605497,19394.46920743507,1.2754441891065394e-08,3.8490951584585,0.5410853640211796,27760.44009058679,17765.002988875774,1.2218892156731772e-08,3.847191530755867,0.5497669867159592
CC-discharge,6,2647570.649840727,173.49397590361446,7.691980154010969,-66.5,-12.701587838175788,-13.305743206520996,-13.40145370035468,-13.4826480909677,-13.60856716398084,28546.779517303108,21831.49020643591,1.3511159680743286e-08,3.845736021154377,0.6066991972121782,28051.228304233366,19086.1799579056,1.2719632822791782e-08,3.8458506557435848,0.6419786431267529,27968.366445621705,18557.567659593937,1.2546457143493005e-08,3.8458633386444605,0.6476173106813646,28083.27064892984,19270.830255498673,1.2727351533754155e-08,3.8455403065344225,0.6493706684990939,27831.06587596735,17832.322017246075,1.2310387080557861e-08,3.847457337911526,0.659153457589044,28541.03133375698,21833.706407364556,1.3519220191909481e-08,3.8462441328565924,0.6066991972121782,28023.84062957791,19025.129718464435,1.2675728879923263e-08,3.846129498267384,0.6419786431267529,27936.21389294907,18469.229924882577,1.2489087350484929e-08,3.8461168153665075,0.6476173106813646,28079.250327460093,19306.303050672774,1.2754441891065467e-08,3.846439847476546,0.6493706684990939,27844.283268333213,17673.589463818353,1.2218892156731296e-08,3.8445228160994422,0.659153457589044
CC-discharge,7,2647599.5655033775,202.40963855421688,7.686710963806983,-66.5,-12.733293224740654,-13.301265144513705,-13.391162368798678,-13.484726777801725,-13.589552484145242,28624.316663750567,21747.905423669275,1.3511159680743519e-08,3.8430992165595343,0.7088473139307182,28133.67786679275,18998.86047716546,1.2719632822791752e-08,3.8432080182654955,0.7488340983517919,28051.496368008688,18469.679874111134,1.2546457143492368e-08,3.8432186526169523,0.7552181784289685,28163.974780526518,19181.6044634845,1.2727351533754485e-08,3.842902632477934,0.7576733788154371,27914.246651874426,17744.16675679793,1.2310387080557229e-08,3.844832920034609,0.7683828537662573,28618.407536629536,21750.52425555358,1.351922019190936e-08,3.843611747247449,0.7088473139307182,28105.297064776816,18936.149686190976,1.2675728879923197e-08,3.843502945541487,0.7488340983517919,28018.12382349971,18379.266571400207,1.2489087350485126e-08,3.8434923111900314,0.7552181784289685,28159.81374404167,19218.123445700694,1.2754441891065854e-08,3.8438083313290496,0.7576733788154371,27927.99942173026,17582.302794838688,1.221889215673136e-08,3.8418780437723745,0.7683828537662573
CC-discharge,8,2647628.481166028,231.32530120481928,7.68148719464466,-66.5,-12.763491578239128,-13.296950061470087,-13.381364231180662,-13.48664569688996,-13.57154843222016,28702.028351010435,21664.123666640484,1.3511159680743655e-08,3.8404851313491863,0.8112440400471028,28216.097250477855,18911.569198979836,1.2719632822791767e-08,3.840588222110313,0.8556542397412851,28134.563184245035,18381.85600817114,1.2546457143491963e-08,3.8405968489245033,0.8627383655774798,28244.6859042773,19092.366109034065,1.2727351533754986e-08,3.840287692022213,0.8659921437740382,27997.316724859716,17656.127504159766,1.2310387080558681e-08,3.842231095084607,0.8774635803380059,28695.95791801967,21667.146078312606,1.3519220191909615e-08,3.8410020632954742,0.8112440400471028,28186.72368461427,18847.19839279906,1.267572887992315e-08,3.8408989725343474,0.8556542397412851,28099.971574027328,18289.36864699192,1.2489087350490334e-08,3.840890345720158,0.8627383655774798,28240.384140585298,19129.931425588584,1.2754441891066337e-08,3.8411995026224477,0.8659921437740382,28011.604159686536,17491.13625444182,1.221889215673207e-08,3.8392560995600538,0.8774635803380059
CC-discharge,9,2647657.3968286784,260.2409638554217,7.67630712060881,-66.5,-12.792264907792198,-13.292792691390657,-13.372031961758225,-13.48841974933559,-13.55449068972334,28779.90879733623,21580.154219590764,1.3511159680743797e-08,3.8378929024646755,0.9138776002319675,28298.490225823185,18824.305092380677,1.2719632822791759e-08,3.8379903969092446,0.9624403552146213,28217.57253127398,18294.093026763763,1.2546457143491956e-08,3.83799705433574,0.9701817237820537,28325.405949494485,19003.116138131674,1.272735153375509e-08,3.837694621642424,0.9743257399436187,28080.2845167051,17568.198172868637,1.2310387080559085e-08,3.839651005222914,0.9864034964903894,28773.676708183797,21583.581115159905,1.3519220191909629e-08,3.8384142181441336,0.9138776002319675,28268.124214207488,18758.274787714574,1.2675728879923241e-08,3.838316723699564,0.9624403552146213,28181.76269875087,18199.533044972643,1.2489087350489308e-08,3.8383100662730687,0.9701817237820537,28320.963443041088,19041.727925229527,1.2754441891066433e-08,3.838612498966385,0.9743257399436187,28095.105958190023,17400.083539965242,1.2218892156731915e-08,3.836656115385896,0.9864034964903894
