,,,Global Time,Time,Pack Voltage,String 1 Iapp,String 2 Iapp,"Cell 1,1 Cathode vConcentration","Cell 1,1 Anode vConcentration","Cell 1,1 Anode vSEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode vConcentration","Cell 1,2 Anode vConcentration","Cell 1,2 Anode vSEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 2,1 Cathode vConcentration","Cell 2,1 Anode vConcentration","Cell 2,1 Anode vSEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode vConcentration","Cell 2,2 Anode vConcentration","Cell 2,2 Anode vSEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area"
1,CC-discharge,97,7054.545454545455,7054.545454545455,6.061437639401545,-13.631918309047403,-13.631918309067597,46106.04955760186,579.9336940983776,4.999999998976282e-09,3.030718819701121,26.71305203997113,46106.0495576013,579.9336940985187,5.000000003261003e-09,3.0307188197008914,26.713052039971423,46106.04955760059,579.9336940973753,5.000000001285337e-09,3.0307188197004242,26.71305203997113,46106.049557601415,579.9336940981165,5.000000002853177e-09,3.030718819700653,26.713052039971423
1,CC-discharge,98,7127.272727272728,7127.272727272728,5.452025118043256,-13.631918309049032,-13.631918309065966,46314.89710175803,353.20599832404315,4.9999999988984875e-09,2.7260125590230206,26.988444329042814,46314.89710175788,353.20599832383806,5.000000003589295e-09,2.7260125590221476,26.98844432904348,46314.89710175691,353.20599832304265,5.000000001315696e-09,2.7260125590202353,26.988444329042814,46314.897101757975,353.20599832343305,5.000000001996361e-09,2.7260125590211075,26.98844432904348
1,CC-discharge,99,7168.9662544036655,7168.9662544036655,4.000010000000048,-13.63191830905463,-13.631918309060369,46434.62647455015,223.22618496632674,4.999999999118997e-09,2.0000050000054497,27.146322872338697,46434.62647455006,223.2261849660453,5.000000003133431e-09,2.000005000002176,27.146322872339496,46434.62647454894,223.22618496532726,5.00000000122628e-09,2.0000049999945975,27.146322872338697,46434.62647455015,223.226184965641,5.000000001737226e-09,2.0000049999978726,27.146322872339496
1,CC-charge,0,7168.9662544036655,0.0,5.333182203414733,13.631918309074194,13.631918309040806,46434.62647455015,223.22618496632674,4.999999999118997e-09,2.666591101712358,0.0,46434.62647455006,223.2261849660453,5.000000003133431e-09,2.6665911017094355,0.0,46434.62647454894,223.22618496532726,5.00000000122628e-09,2.666591101702375,0.0,46434.62647455015,223.226184965641,5.000000001737226e-09,2.666591101705298,0.0
1,CC-charge,1,7241.6935271309385,72.72727272727273,7.103843538575764,13.631918309059577,13.631918309055424,46156.40662864007,488.12075683343824,5.000000045856761e-09,3.5519217692882763,-0.0,46156.4066286401,488.12075683307927,5.000000049905804e-09,3.551921769288094,-0.0,46156.406628638855,488.12075683243853,5.000000047874758e-09,3.5519217692874876,-0.0,46156.40662864022,488.1207568326749,5.000000048365385e-09,3.5519217692876697,-0.0
1,CC-charge,2,7314.420799858211,145.45454545454547,7.336356829314836,13.63191830906037,13.63191830905463,45946.61847174049,714.8613424533146,5.0000011161813514e-09,3.6681784146575183,-0.0,45946.61847174072,714.8613424528718,5.0000011201512005e-09,3.6681784146575036,-0.0,45946.618471739326,714.8613424523129,5.000001118082559e-09,3.6681784146573175,-0.0,45946.61847174084,714.8613424524702,5.000001118683191e-09,3.6681784146573317,-0.0
1,CC-charge,3,7387.1480725854835,218.1818181818182,7.433732750408559,13.631918309060653,13.631918309054347,45737.74675651491,941.5889072241679,5.000004902714442e-09,3.716866375204312,-0.0,45737.746756515226,941.5889072236165,5.000004907027482e-09,3.716866375204349,-0.0,45737.74675651374,941.5889072231641,5.0000049047453135e-09,3.7168663752042477,-0.0,45737.74675651542,941.5889072232104,5.000004905204781e-09,3.716866375204211,-0.0
1,CC-charge,4,7459.8753453127565,290.90909090909093,7.49623220363854,13.631918309060586,13.631918309054415,45528.898542090625,1168.3163451427365,5.0000124442721266e-09,3.748116101819287,-0.0,45528.89854209099,1168.3163451420744,5.000012448500631e-09,3.748116101819327,-0.0,45528.898542089395,1168.3163451417302,5.000012445979212e-09,3.748116101819253,-0.0,45528.89854209112,1168.316345141672,5.000012446792347e-09,3.748116101819212,-0.0
1,CC-charge,5,7532.6026180400295,363.6363636363637,7.5461499256103135,13.631918309061097,13.631918309053901,45320.05097970872,1395.0436242986252,5.000024846173817e-09,3.7730749628051683,-0.0,45320.05097970915,1395.0436242978399,5.000024850400009e-09,3.7730749628052105,-0.0,45320.05097970744,1395.0436242976268,5.000024847566805e-09,3.7730749628051448,-0.0,45320.050979709165,1395.0436242974454,5.000024848724995e-09,3.7730749628051035,-0.0
1,CC-charge,6,7605.329890767302,436.3636363636364,7.589785553073984,13.631918309061408,13.631918309053594,45111.20343519601,1621.7706925861457,5.000043699313758e-09,3.794892776537004,-0.0,45111.20343519644,1621.7706925852342,5.00004370373232e-09,3.794892776537044,-0.0,45111.20343519469,1621.7706925851471,5.000043700485262e-09,3.7948927765369795,-0.0,45111.203435196505,1621.770692584824,5.0000437020174695e-09,3.794892776536941,-0.0
1,CC-charge,7,7678.0571634945745,509.0909090909091,7.62920264140754,13.631918309060294,13.631918309054706,44902.3558910305,1848.4974848186787,5.000071017451776e-09,3.814601320703781,-0.0,44902.35589103111,1848.4974848176664,5.000071021454628e-09,3.814601320703817,-0.0,44902.3558910293,1848.4974848176817,5.0000710184388174e-09,3.8146013207037583,-0.0,44902.35589103108,1848.4974848172517,5.000071019841687e-09,3.8146013207037224,-0.0
1,CC-charge,8,7750.7844362218475,581.8181818181819,7.6651824970150315,13.631918309060245,13.631918309054756,44693.50834687371,2075.2239351831868,5.000108849077037e-09,3.8325912485075246,-0.0,44693.508346874536,2075.2239351820826,5.000108853153097e-09,3.8325912485075606,-0.0,44693.50834687256,2075.2239351821745,5.000108850087981e-09,3.8325912485075073,-0.0,44693.50834687446,2075.2239351816684,5.000108851530767e-09,3.8325912485074727,-0.0
1,CC-charge,9,7823.5117089491205,654.5454545454546,7.698095801922024,13.631918309060739,13.631918309054262,44484.660802716964,2301.9499571068013,5.000159923696146e-09,3.84904790096102,-0.0,44484.6608027182,2301.9499571055817,5.000159927902972e-09,3.849047900961057,-0.0,44484.660802715895,2301.9499571057777,5.000159924743703e-09,3.8490479009610046,-0.0,44484.66080271795,2301.949957105164,5.000159926349815e-09,3.8490479009609677,-0.0
1,CC-charge,10,7896.2389816763925,727.2727272727274,7.728183018388111,13.631918309060376,13.631918309054624,44275.81325856044,2528.6754646255995,5.000226975094155e-09,3.8640915091940626,-0.0,44275.81325856159,2528.6754646242894,5.000226979088032e-09,3.8640915091940973,-0.0,44275.8132585593,2528.675464624582,5.00022697595081e-09,3.8640915091940484,-0.0,44275.8132585614,2528.6754646238624,5.00022697760294e-09,3.8640915091940142,-0.0
1,CC-charge,11,7968.9662544036655,800.0000000000001,7.755646748127621,13.63191830906017,13.631918309054829,44066.965714403865,2755.400372773351,5.0003127297104024e-09,3.8778233740638166,-0.0,44066.96571440509,2755.4003727719637,5.000312733405351e-09,3.8778233740638495,-0.0,44066.96571440273,2755.4003727723466,5.0003127303407836e-09,3.8778233740638037,-0.0,44066.96571440487,2755.4003727715117,5.000312732041389e-09,3.8778233740637718,-0.0
1,CC-charge,12,8041.6935271309385,872.7272727272727,7.780680666158677,13.631918309059431,13.63191830905557,43858.11817024721,2982.1246022166656,5.0004197578045474e-09,3.890340333079343,-0.0,43858.1181702486,2982.1246022152322,5.0004197611794625e-09,3.890340333079376,-0.0,43858.11817024615,2982.1246022156856,5.000419758386903e-09,3.8903403330793345,-0.0,43858.118170248315,2982.1246022147657,5.000419759846201e-09,3.8903403330793016,-0.0
1,CC-charge,13,8114.4207998582115,945.4545454545455,7.803476349117613,13.631918309059268,13.631918309055733,43649.27062609068,3208.8480834046927,5.000550338337383e-09,3.9017381745588082,-0.0,43649.27062609199,3208.8480834031607,5.000550341558677e-09,3.9017381745588393,-0.0,43649.27062608951,3208.8480834036927,5.0005503389990175e-09,3.901738174558805,-0.0,43649.270626091755,3208.848083402703,5.000550340408983e-09,3.901738174558774,-0.0
1,CC-charge,14,8187.1480725854835,1018.1818181818182,7.824222704518922,13.63191830905902,13.63191830905598,43440.42308193403,3435.570761139274,5.000706307874566e-09,3.9121113522594597,-0.0,43440.423081935485,3435.570761137702,5.000706310719145e-09,3.9121113522594846,-0.0,43440.42308193281,3435.5707611382823,5.000706308581323e-09,3.912111352259463,-0.0,43440.4230819352,3435.5707611372413,5.000706309912198e-09,3.9121113522594375,-0.0
1,CC-charge,15,8259.875345312757,1090.909090909091,7.843103661059466,13.6319183090591,13.6319183090559,43231.57553777748,3662.2925944747767,5.00088905743984e-09,3.921551830529731,-0.0,43231.57553777891,3662.2925944731396,5.000889060190421e-09,3.921551830529753,-0.0,43231.57553777617,3662.2925944737863,5.000889058041625e-09,3.9215518305297348,-0.0,43231.57553777852,3662.2925944726744,5.0008890594970846e-09,3.921551830529712,-0.0
1,CC-charge,16,8332.60261804003,1163.6363636363637,7.860295715149778,13.631918309059365,13.631918309055635,43022.72799362088,3889.0135586415845,5.001099465537004e-09,3.930147857574887,-0.0,43022.72799362242,3889.013558639893,5.001099468231499e-09,3.930147857574903,-0.0,43022.72799361961,3889.0135586406204,5.001099466096933e-09,3.930147857574892,-0.0,43022.727993622044,3889.013558639439,5.001099467679832e-09,3.930147857574875,-0.0
1,CC-charge,17,8405.329890767302,1236.3636363636365,7.875966680703748,13.631918309059813,13.63191830905519,42813.88044946426,4115.733643747001,5.001337933623458e-09,3.937983340351867,-0.0,42813.8804494659,4115.7336437452095,5.0013379363552155e-09,3.9379833403518827,-0.0,42813.88044946295,4115.733643746068,5.001337934228035e-09,3.9379833403518805,-0.0,42813.88044946561,4115.73364374483,5.00133793605703e-09,3.9379833403518654,-0.0
1,CC-charge,18,8478.057163494575,1309.0909090909092,7.8902734982698535,13.631918309059936,13.631918309055065,42605.03290530764,4342.452856300388,5.0016043336600755e-09,3.9451367491349227,-0.0,42605.03290530936,4342.4528562985515,5.0016043362212955e-09,3.945136749134932,-0.0,42605.032905306325,4342.452856299512,5.001604334114268e-09,3.9451367491349307,-0.0,42605.032905309046,4342.452856298136,5.001604336142983e-09,3.945136749134922,-0.0
1,CC-charge,19,8550.784436221847,1381.818181818182,7.903362567088118,13.63191830906008,13.63191830905492,42396.185361151096,4569.171216212368,5.001898098519573e-09,3.9516812835440476,-0.0,42396.18536115272,4569.171216210427,5.0018981012508175e-09,3.951681283544068,-0.0,42396.18536114969,4569.17121621149,5.00189809918489e-09,3.951681283544071,-0.0,42396.18536115247,4569.171216210025,5.001898101007229e-09,3.951681283544051,-0.0
1,CC-charge,20,8623.51170894912,1454.5454545454547,7.915369315887643,13.63191830905985,13.631918309055152,42187.33781699452,4795.888754476507,5.002218296773105e-09,3.9576846579438043,-0.0,42187.337816996165,4795.888754474484,5.002218299580252e-09,3.957684657943832,-0.0,42187.337816993015,4795.8887544756535,5.002218297655086e-09,3.9576846579438394,-0.0,42187.33781699603,4795.88875447412,5.002218299150883e-09,3.957684657943811,-0.0
1,CC-charge,21,8696.238981676393,1527.2727272727275,7.926418040029013,13.631918309060259,13.631918309054742,41978.490272837924,5022.605511624107,5.002563678971836e-09,3.963209020014491,-0.0,41978.49027283968,5022.6055116220205,5.002563681972825e-09,3.963209020014522,-0.0,41978.49027283636,5022.6055116232665,5.002563679695952e-09,3.9632090200145225,-0.0,41978.49027283948,5022.605511621674,5.0025636812324466e-09,3.9632090200144905,-0.0
1,CC-charge,22,8768.966254403666,1600.0000000000002,7.93662262379026,13.631918309060334,13.631918309054669,41769.642728681334,5249.321534869337,5.00293276970709e-09,3.9683113118951012,-0.0,41769.64272868321,5249.321534867194,5.002932773078374e-09,3.968311311895144,-0.0,41769.64272867966,5249.321534868535,5.002932771087018e-09,3.9683113118951585,-0.0,41769.642728682935,5249.321534866811,5.002932772320307e-09,3.9683113118951145,-0.0
1,CC-charge,23,8841.693527130938,1672.727272727273,7.946086847962162,13.631918309061339,13.631918309053663,41560.7951845248,5476.036876949586,5.0033239059754965e-09,3.9730434239810486,-0.0,41560.795184526476,5476.036876947366,5.003323909649515e-09,3.9730434239810957,-0.0,41560.795184523144,5476.03687694878,5.003323907428188e-09,3.9730434239811134,-0.0,41560.79518452633,5476.036876946955,5.003323908968575e-09,3.9730434239810655,-0.0
1,CC-charge,24,8914.420799858211,1745.4545454545455,7.954905061425903,13.631918309061247,13.631918309053754,41351.94764036811,5702.7515921308695,5.003735364953772e-09,3.977452530712911,-0.0,41351.947640369915,5702.7515921285185,5.003735368653124e-09,3.977452530712964,-0.0,41351.94764036655,5702.751592130097,5.003735366819013e-09,3.977452530712992,-0.0,41351.94764036988,5702.751592128149,5.003735368173753e-09,3.9774525307129407,-0.0
1,CC-charge,25,8987.148072585484,1818.1818181818182,7.963162709702416,13.631918309061712,13.63191830905329,41143.10009621148,5929.4657353581415,5.004165393515983e-09,3.9815813548511647,-0.0,41143.10009621345,5929.4657353557,5.004165397332659e-09,3.9815813548512176,-0.0,41143.10009620985,5929.465735357397,5.004165395465453e-09,3.981581354851251,-0.0,41143.10009621339,5929.465735355315,5.004165396973836e-09,3.981581354851199,-0.0
1,CC-charge,26,9059.875345312757,1890.909090909091,7.9709370864275755,13.631918309061723,13.631918309053276,40934.252552054946,6156.179360920222,5.0046122520017966e-09,3.985468543213745,-0.0,40934.252552056794,6156.179360917611,5.004612255822598e-09,3.9854685432137997,-0.0,40934.25255205331,6156.179360919486,5.004612253836746e-09,3.985468543213831,-0.0,40934.25255205693,6156.179360917285,5.004612255380548e-09,3.9854685432137775,-0.0
1,CC-charge,27,9132.60261804003,1963.6363636363637,7.978297933873678,13.631918309060996,13.631918309054004,40725.4050078983,6382.892521307914,5.0050742524026905e-09,3.989148966936801,-0.0,40725.40500790033,6382.8925213052125,5.005074255694638e-09,3.9891489669368427,-0.0,40725.405007896705,6382.8925213072735,5.005074254002418e-09,3.989148966936878,-0.0,40725.405007900496,6382.892521304892,5.005074255610537e-09,3.989148966936837,-0.0
1,CC-charge,28,9205.329890767302,2036.3636363636365,7.9853081036159095,13.631918309061334,13.631918309053667,40516.557463741745,6609.605266850744,5.005549771139329e-09,3.992654051807918,-0.0,40516.5574637439,6609.605266847903,5.005549774527395e-09,3.9926540518079587,-0.0,40516.55746374014,6609.605266850058,5.005549772679618e-09,3.9926540518079916,-0.0,40516.55746374411,6609.605266847597,5.0055497743806215e-09,3.9926540518079507,-0.0
1,CC-charge,29,9278.057163494575,2109.0909090909095,7.992024018627609,13.631918309061613,13.631918309053388,40307.70991958521,6836.317643732061,5.0060373144942464e-09,3.9960120093137648,-0.0,40307.70991958733,6836.317643729053,5.006037318046549e-09,3.9960120093138105,-0.0,40307.70991958355,6836.317643731344,5.0060373161671175e-09,3.9960120093138434,-0.0,40307.70991958753,6836.317643728731,5.006037317848587e-09,3.9960120093137976,-0.0
1,CC-charge,30,9350.784436221847,2181.818181818182,7.998496428808383,13.63191830906154,13.63191830905346,40098.86237542861,7063.029694759788,5.0065354948726306e-09,3.9992482144041497,-0.0,40098.862375430785,7063.0296947566085,5.006535498562228e-09,3.9992482144042016,-0.0,40098.86237542681,7063.029694759004,5.006535496553923e-09,3.999248214404233,-0.0,40098.86237543101,7063.029694756291,5.006535498116626e-09,3.9992482144041803,-0.0
1,CC-charge,31,9423.511708949121,2254.545454545455,8.004770824205789,13.631918309060959,13.63191830905404,39890.014831272136,7289.741458819187,5.00704304903202e-09,4.002385412102853,-0.0,39890.01483127443,7289.741458815866,5.007043052416948e-09,4.002385412102901,-0.0,39890.014831270055,7289.741458818416,5.007043050620756e-09,4.002385412102936,-0.0,39890.014831274624,7289.741458815576,5.0070430521388064e-09,4.002385412102888,-0.0
1,CC-charge,32,9496.238981676393,2327.2727272727275,8.010887951608105,13.631918309061213,13.631918309053788,39681.16728711536,7516.452970801216,5.007558840158069e-09,4.005443975804009,-0.0,39681.16728711801,7516.452970797815,5.007558843845885e-09,4.005443975804059,-0.0,39681.16728711349,7516.452970800444,5.007558841897739e-09,4.005443975804097,-0.0,39681.16728711796,7516.452970797519,5.007558843448367e-09,4.0054439758040425,-0.0
1,CC-charge,33,9568.966254403666,2400.0,8.016884267826736,13.631918309061126,13.631918309053875,39472.319742958665,7743.164261642617,5.0080818593207345e-09,4.0084421339133245,-0.0,39472.319742961416,7743.164261639095,5.008081862863876e-09,4.008442133913371,-0.0,39472.31974295685,7743.164261641795,5.008081861078193e-09,4.008442133913412,-0.0,39472.31974296134,7743.164261638725,5.0080818627317925e-09,4.008442133913367,-0.0
1,CC-charge,34,9641.693527130938,2472.727272727273,8.022792361658144,13.631918309060993,13.631918309054006,39263.472198802076,7969.875359109595,5.008611199057428e-09,4.011396180829027,-0.0,39263.47219880487,7969.875359105855,5.008611202497187e-09,4.011396180829076,-0.0,39263.47219880021,7969.875359108741,5.008611200773311e-09,4.011396180829118,-0.0,39263.47219880492,7969.875359105549,5.008611202382765e-09,4.011396180829069,-0.0
1,CC-charge,35,9714.420799858211,2545.4545454545455,8.028641328682673,13.63191830906117,13.63191830905383,39054.62465464552,8196.586286806638,5.009146085556257e-09,4.01432066434129,-0.0,39054.624654648265,8196.586286802843,5.009146089104603e-09,4.014320664341339,-0.0,39054.62465464359,8196.586286805808,5.009146087312687e-09,4.0143206643413825,-0.0,39054.62465464835,8196.586286802542,5.009146088986817e-09,4.014320664341334,-0.0
1,CC-charge,36,9787.148072585484,2618.1818181818185,8.034457092984884,13.631918309060989,13.631918309054011,38845.77711048882,8423.2970645201,5.00968586898102e-09,4.017228546492398,-0.0,38845.77711049151,8423.297064516188,5.0096858724388696e-09,4.017228546492445,-0.0,38845.77711048686,8423.297064519176,5.0096858706681265e-09,4.017228546492486,-0.0,38845.77711049172,8423.297064515877,5.009685872333792e-09,4.01722854649244,-0.0
1,CC-charge,37,9859.875345312757,2690.909090909091,8.040262763167592,13.631918309060627,13.631918309054374,38636.92956633204,8650.007708888097,5.0102300006936476e-09,4.0201313815837505,-0.0,38636.92956633501,8650.007708883988,5.010230004162782e-09,4.020131381583802,-0.0,38636.9295663303,8650.00770888705,5.0102300024694124e-09,4.020131381583841,-0.0,38636.929566335384,8650.00770888367,5.0102300040246386e-09,4.0201313815837905,-0.0
1,CC-charge,38,9932.60261804003,2763.636363636364,8.046078999933155,13.631918309060605,13.631918309054397,38428.0820221756,8876.71823341726,5.010778033956005e-09,4.023039499966531,-0.0,38428.082022178445,8876.718233413056,5.010778037375518e-09,4.023039499966582,-0.0,38428.08202217374,8876.718233416308,5.010778035686079e-09,4.0230394999666235,-0.0,38428.08202217891,8876.718233412861,5.010778037249632e-09,4.023039499966574,-0.0
1,CC-charge,39,10005.329890767302,2836.3636363636365,8.051923859571746,13.6319183090603,13.631918309054699,38219.23447801903,9103.428646208004,5.0113296958478886e-09,4.025961929785826,-0.0,38219.23447802189,9103.428646203767,5.011329699277317e-09,4.025961929785879,-0.0,38219.234478016995,9103.428646207085,5.011329697580791e-09,4.02596192978592,-0.0,38219.23447802237,9103.42864620349,5.011329699130629e-09,4.0259619297858675,-0.0
1,CC-charge,40,10078.057163494575,2909.0909090909095,8.057814020858102,13.631918309060106,13.631918309054894,38010.38693386247,9330.13895972675,5.01188457466602e-09,4.028907010429005,-0.0,38010.38693386539,9330.138959722412,5.0118845780867805e-09,4.028907010429057,-0.0,38010.38693386048,9330.138959725757,5.011884576409113e-09,4.028907010429097,-0.0,38010.3869338659,9330.138959722088,5.01188457795288e-09,4.0289070104290445,-0.0
1,CC-charge,41,10150.784436221847,2981.818181818182,8.063763751740854,13.63191830906029,13.631918309054711,37801.5393897059,9556.849180467485,5.012442451668119e-09,4.03188187587038,-0.0,37801.53938970888,9556.849180463085,5.012442455084914e-09,4.031881875870433,-0.0,37801.53938970396,9556.84918046665,5.012442453408796e-09,4.031881875870474,-0.0,37801.53938970936,9556.849180462765,5.012442454955895e-09,4.03188187587042,-0.0
1,CC-charge,42,10223.511708949121,3054.545454545455,8.069785844612937,13.63191830906029,13.631918309054711,37592.691845549576,9783.559312952131,5.013003171926403e-09,4.034892922306421,-0.0,37592.691845552334,9783.559312947613,5.013003175341831e-09,4.034892922306477,-0.0,37592.69184554745,9783.559312951258,5.013003173662255e-09,4.034892922306516,-0.0,37592.69184555298,9783.559312947385,5.01300317521294e-09,4.034892922306462,-0.0
1,CC-charge,43,10296.238981676393,3127.2727272727275,8.075891638658607,13.631918309060035,13.631918309054965,37383.84430139293,10010.269359941793,5.013566637848185e-09,4.037945819329256,-0.0,37383.844301395795,10010.269359937116,5.0135666412622375e-09,4.037945819329311,-0.0,37383.84430139089,10010.269359940869,5.013566639583628e-09,4.0379458193293525,-0.0,37383.84430139653,10010.269359936858,5.013566641133697e-09,4.0379458193292965,-0.0
1,CC-charge,44,10368.966254403666,3200.0000000000005,8.082091176344857,13.631918309059902,13.631918309055099,37174.99675723617,10236.979322620678,5.014132803201151e-09,4.0410455881723815,-0.0,37174.996757239256,10236.979322615918,5.01413280661541e-09,4.041045588172438,-0.0,37174.9967572343,10236.979322619749,5.014132804936254e-09,4.041045588172475,-0.0,37174.99675724007,10236.97932261566,5.014132806487185e-09,4.041045588172419,-0.0
1,CC-charge,45,10441.693527130938,3272.727272727273,8.088393344580194,13.631918309059563,13.63191830905544,36966.14921307958,10463.689200762577,5.014701667711649e-09,4.044196672290049,-0.0,36966.14921308269,10463.689200757672,5.0147016711256045e-09,4.044196672290106,-0.0,36966.14921307763,10463.689200761573,5.014701669446696e-09,4.044196672290145,-0.0,36966.1492130836,10463.689200757432,5.014701670997402e-09,4.044196672290089,-0.0
1,CC-charge,46,10514.420799858211,3345.454545454546,8.094806002020366,13.631918309059484,13.631918309055516,36757.30166892303,10690.39899287913,5.0152732722186015e-09,4.047403001010134,-0.0,36757.30166892608,10690.39899287405,5.015273275631564e-09,4.047403001010194,-0.0,36757.30166892101,10690.398992878123,5.015273273953664e-09,4.047403001010232,-0.0,36757.301668927146,10690.398992873877,5.0152732755040884e-09,4.047403001010172,-0.0
1,CC-charge,47,10587.148072585484,3418.1818181818185,8.101336093882706,13.631918309059106,13.631918309055896,36548.454124766366,10917.10869635263,5.015847694354964e-09,4.050668046941306,-0.0,36548.45412476968,10917.108696347505,5.0158476977697626e-09,4.050668046941365,-0.0,36548.45412476449,10917.108696351674,5.015847696090534e-09,4.0506680469414,-0.0,36548.454124770855,10917.108696347395,5.015847697644454e-09,4.050668046941341,-0.0
1,CC-charge,48,10659.875345312757,3490.909090909091,8.107989755525438,13.631918309059115,13.631918309055886,36339.60658060995,11143.818307553056,5.016425044735594e-09,4.053994877762669,-0.0,36339.6065806131,11143.818307547768,5.016425048152575e-09,4.0539948777627295,-0.0,36339.60658060781,11143.818307552096,5.01642504647078e-09,4.0539948777627695,-0.0,36339.606580614265,11143.818307547754,5.0164250480272204e-09,4.05399487776271,-0.0
1,CC-charge,49,10732.60261804003,3563.636363636364,8.114772405943691,13.631918309058866,13.631918309056136,36130.75903645333,11370.527821940273,5.017005463601207e-09,4.057386202971797,-0.0,36130.75903645659,11370.527821935122,5.017005467015145e-09,4.0573862029718555,-0.0,36130.75903645116,11370.527821939368,5.017005465335116e-09,4.057386202971895,-0.0,36130.759036457704,11370.527821935115,5.017005466890366e-09,4.057386202971835,-0.0
1,CC-charge,50,10805.329890767302,3636.3636363636365,8.121688832241851,13.63191830905872,13.63191830905628,35921.91149229666,11597.237234154147,5.01758911787423e-09,4.060844416120875,-0.0,35921.9114922999,11597.23723414894,5.017589121287688e-09,4.060844416120938,-0.0,35921.911492294515,11597.237234153341,5.017589119607456e-09,4.060844416120977,-0.0,35921.91149230118,11597.2372341489,5.017589121167007e-09,4.060844416120915,-0.0
1,CC-charge,51,10878.057163494575,3709.0909090909095,8.12874326604896,13.631918309058406,13.631918309056594,35713.063948139985,11823.94653809114,5.018176198654334e-09,4.064371633024429,-0.0,35713.06394814347,11823.946538085966,5.018176202060494e-09,4.064371633024494,-0.0,35713.06394813787,11823.946538090384,5.018176200383284e-09,4.064371633024531,-0.0,35713.06394814468,11823.946538085962,5.018176201940968e-09,4.064371633024469,-0.0
1,CC-charge,52,10950.784436221847,3781.818181818182,8.13593945276668,13.631918309058443,13.631918309056555,35504.216403983584,12050.655726971516,5.0187669189929365e-09,4.067969726383288,-0.0,35504.21640398678,12050.655726966239,5.018766922403778e-09,4.067969726383352,-0.0,35504.2164039813,12050.655726970666,5.018766920728372e-09,4.067969726383391,-0.0,35504.216403988125,12050.655726966164,5.018766922283084e-09,4.067969726383327,-0.0
1,CC-charge,53,11023.511708949121,3854.545454545455,8.143281388988873,13.63191830905828,13.631918309056719,35295.368859827075,12277.364792958078,5.019361525955523e-09,4.071640694494383,-0.0,35295.368859830276,12277.364792952641,5.0193615293654705e-09,4.071640694494452,-0.0,35295.36885982475,12277.364792957202,5.019361527689631e-09,4.07164069449449,-0.0,35295.36885983154,12277.364792952669,5.019361529244754e-09,4.071640694494422,-0.0
1,CC-charge,54,11096.238981676393,3927.2727272727275,8.15077083352653,13.63191830905814,13.63191830905686,35086.521315670594,12504.073728420131,5.019960260496879e-09,4.075385416763214,-0.0,35086.52131567372,12504.073728414649,5.019960263906936e-09,4.07538541676328,-0.0,35086.52131566835,12504.073728419318,5.019960262230729e-09,4.075385416763316,-0.0,35086.52131567509,12504.073728414634,5.019960263786552e-09,4.07538541676325,-0.0
1,CC-charge,55,11168.966254403666,4000.0000000000005,8.158410954616068,13.63191830905809,13.631918309056909,34877.67377151404,12730.782524848415,5.020563391648594e-09,4.07920547730798,-0.0,34877.67377151699,12730.782524843062,5.020563395057289e-09,4.079205477308049,-0.0,34877.67377151167,12730.782524847633,5.020563393379911e-09,4.079205477308088,-0.0,34877.67377151848,12730.782524842896,5.020563394937165e-09,4.079205477308021,-0.0
1,CC-charge,56,11241.693527130938,4072.727272727273,8.16620412495024,13.631918309057879,13.631918309057122,34668.82622735732,12957.491173238335,5.021171204501533e-09,4.083102062475067,-0.0,34668.82622736046,12957.491173232931,5.02117120791085e-09,4.083102062475134,-0.0,34668.82622735512,12957.491173237537,5.021171206233348e-09,4.083102062475173,-0.0,34668.82622736192,12957.491173232796,5.021171207792005e-09,4.083102062475105,-0.0
1,CC-charge,57,11314.420799858211,4145.454545454546,8.174152496028633,13.631918309057738,13.63191830905726,34459.97868320072,13184.19966411353,5.021783999359899e-09,4.087076248014264,-0.0,34459.978683203895,13184.1996641081,5.021784002769232e-09,4.087076248014331,-0.0,34459.97868319853,13184.199664112732,5.021784001091762e-09,4.087076248014368,-0.0,34459.97868320551,13184.199664107922,5.021784002650504e-09,4.087076248014301,-0.0
1,CC-charge,58,11387.148072585485,4218.181818181819,8.182258039436634,13.631918309057651,13.63191830905735,34251.13113904409,13410.907987546021,5.022402091062247e-09,4.091129019718266,-0.0,34251.13113904737,13410.907987540595,5.022402094471616e-09,4.0911290197183305,-0.0,34251.13113904209,13410.90798754514,5.022402092794231e-09,4.091129019718369,-0.0,34251.13113904873,13410.907987540431,5.022402094352721e-09,4.091129019718303,-0.0
1,CC-charge,59,11459.875345312757,4290.909090909091,8.190522585474671,13.631918309057433,13.631918309057568,34042.283594887595,13637.616133170366,5.0230258084977055e-09,4.095261292737283,-0.0,34042.28359489084,13637.616133164947,5.0230258119067385e-09,4.095261292737351,-0.0,34042.283594885455,13637.616133169557,5.023025810229703e-09,4.095261292737388,-0.0,34042.28359489218,13637.616133164755,5.023025811787799e-09,4.095261292737321,-0.0
