,,,Global Time,Time,Pack Voltage,String 1 Iapp,String 2 Iapp,"Cell 1,1 Cathode vConcentration","Cell 1,1 Anode vConcentration","Cell 1,1 Anode vSEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area","Cell 1,2 Cathode vConcentration","Cell 1,2 Anode vConcentration","Cell 1,2 Anode vSEI Length","Cell 1,2 Voltage","Cell 1,2 Capacity by Area","Cell 2,1 Cathode vConcentration","Cell 2,1 Anode vConcentration","Cell 2,1 Anode vSEI Length","Cell 2,1 Voltage","Cell 2,1 Capacity by Area","Cell 2,2 Cathode vConcentration","Cell 2,2 Anode vConcentration","Cell 2,2 Anode vSEI Length","Cell 2,2 Voltage","Cell 2,2 Capacity by Area"
1,CC-discharge,21,1527.2727272727275,1527.2727272727275,7.565395306677237,-13.631918309056868,-13.63191830905813,30233.63620170984,17811.23857296164,4.9999999999928955e-09,3.782697653338618,5.783238070509154,30233.636201709345,17811.238572962324,5.000000000000309e-09,3.7826976533386203,5.7832380705093325,30233.636201709614,17811.238572961247,4.999999999996106e-09,3.7826976533386194,5.783238070509154,30233.63620170935,17811.238572961713,5.0000000000021665e-09,3.7826976533386167,5.7832380705093325
1,CC-discharge,22,1600.0000000000002,1600.0000000000002,7.554040150474734,-13.631918309056699,-13.6319183090583,30442.48374586631,17584.510877187076,4.999999999992916e-09,3.777020075237364,6.0586303595810085,30442.48374586576,17584.510877187742,5.0000000000002044e-09,3.7770200752373695,6.058630359581215,30442.483745865957,17584.51087718654,4.999999999996214e-09,3.77702007523737,6.0586303595810085,30442.483745865942,17584.510877187186,5.000000000002538e-09,3.7770200752373655,6.058630359581215
1,CC-discharge,23,1672.727272727273,1672.727272727273,7.542833611479553,-13.63191830905671,-13.631918309058289,30651.33129002292,17357.78318141258,4.999999999992832e-09,3.7714168057397717,6.334022648652861,30651.331290022088,17357.783181413117,5.00000000000058e-09,3.7714168057397806,6.3340226486531,30651.33129002243,17357.783181411945,4.99999999999628e-09,3.771416805739781,6.334022648652861,30651.331290022375,17357.783181412684,5.00000000000263e-09,3.7714168057397726,6.3340226486531
1,CC-discharge,24,1745.4545454545455,1745.4545454545455,7.531770308282454,-13.631918309056543,-13.63191830905846,30860.178834179493,17131.055485638168,4.999999999991681e-09,3.7658851541412224,6.609414937724711,30860.178834178623,17131.055485638655,5.000000000001107e-09,3.7658851541412277,6.609414937724986,30860.178834179074,17131.055485637622,4.999999999997075e-09,3.7658851541412313,6.609414937724711,30860.178834178783,17131.055485638033,4.99999999999985e-09,3.765885154141225,6.609414937724986
1,CC-discharge,25,1818.1818181818182,1818.1818181818182,7.520845463200482,-13.631918309056436,-13.631918309058562,31069.026378336042,16904.32778986356,4.999999999991522e-09,3.760422731600236,6.88480722679656,31069.026378335046,16904.327789863983,5.0000000000022145e-09,3.7604227316002445,6.884807226796875,31069.02637833543,16904.327789863175,4.999999999996025e-09,3.760422731600246,6.88480722679656,31069.026378335264,16904.327789863433,5.00000000000224e-09,3.7604227316002383,6.884807226796875
1,CC-discharge,26,1890.909090909091,1890.909090909091,7.51005481884921,-13.631918309056879,-13.631918309058122,31277.8739224924,16677.600094088943,4.9999999999942404e-09,3.755027409424602,7.1601995158684115,31277.87392249165,16677.600094089397,5.0000000000019175e-09,3.755027409424608,7.160199515868761,31277.873922491915,16677.600094088426,4.999999999994792e-09,3.755027409424608,7.1601995158684115,31277.873922491894,16677.60009408879,5.000000000001219e-09,3.755027409424601,7.160199515868761
1,CC-discharge,27,1963.6363636363637,1963.6363636363637,7.499394564702403,-13.631918309056674,-13.631918309058326,31486.72146664891,16450.87239831445,4.999999999992685e-09,3.7496972823511987,7.435591804940266,31486.721466648036,16450.872398314827,5.0000000000006e-09,3.7496972823512054,7.435591804940644,31486.721466648432,16450.872398313717,4.999999999996623e-09,3.7496972823512036,7.435591804940266,31486.721466648356,16450.872398314146,5.000000000000957e-09,3.749697282351197,7.435591804940644
1,CC-discharge,28,2036.3636363636365,2036.3636363636365,7.488861272007009,-13.631918309056806,-13.631918309058195,31695.569010805535,16224.14470253989,4.999999999990015e-09,3.744430636003495,7.71098409401212,31695.56901080483,16224.144702540356,4.999999999997979e-09,3.7444306360035036,7.710984094012528,31695.569010804717,16224.144702539284,4.999999999992688e-09,3.744430636003514,7.71098409401212,31695.56901080471,16224.144702539952,5.000000000001589e-09,3.744430636003505,7.710984094012528
1,CC-discharge,29,2109.0909090909095,2109.0909090909095,7.47845183567644,-13.631918309056816,-13.631918309058186,31904.41655496192,15997.417006765578,4.9999999999883e-09,3.739225917838211,7.986376383083975,31904.4165549613,15997.417006766003,4.999999999998213e-09,3.7392259178382186,7.986376383084412,31904.41655496109,15997.417006764803,4.9999999999901666e-09,3.7392259178382288,7.986376383083975,31904.416554961044,15997.41700676552,4.999999999999757e-09,3.7392259178382217,7.986376383084412
1,CC-discharge,30,2181.818181818182,2181.818181818182,7.468163421988638,-13.631918309056957,-13.631918309058044,32113.264099118376,15770.689310991134,4.999999999988154e-09,3.734081710994311,8.261768672155831,32113.26409911776,15770.68931099152,4.9999999999990985e-09,3.734081710994317,8.261768672156293,32113.26409911745,15770.689310990312,4.999999999989555e-09,3.7340817109943276,8.261768672155831,32113.264099117554,15770.68931099112,5.000000000000044e-09,3.734081710994322,8.261768672156293
1,CC-discharge,31,2254.545454545455,2254.545454545455,7.457993421091103,-13.631918309056728,-13.631918309058271,32322.11164327496,15543.96161521658,4.99999999998959e-09,3.728996710545541,8.537160961227688,32322.111643274202,15543.961615216931,4.99999999999862e-09,3.7289967105455495,8.537160961228176,32322.111643274016,15543.961615215729,4.9999999999868066e-09,3.728996710545562,8.537160961227688,32322.11164327397,15543.961615216627,5.000000000000986e-09,3.728996710545554,8.537160961228176
1,CC-discharge,32,2327.2727272727275,2327.2727272727275,7.447939403431597,-13.631918309056749,-13.631918309058253,32530.959187431286,15317.2339194421,4.999999999988371e-09,3.7239697017157933,8.81255325029954,32530.959187430584,15317.23391944248,4.9999999999983226e-09,3.723969701715796,8.81255325030006,32530.959187430588,15317.23391944129,4.999999999988198e-09,3.723969701715804,8.81255325029954,32530.95918743035,15317.233919441973,4.99999999999868e-09,3.7239697017158004,8.81255325030006
1,CC-discharge,33,2400.0,2400.0,7.437999079361245,-13.6319183090569,-13.6319183090581,32739.806731587836,15090.506223667653,4.999999999988724e-09,3.7189995396806173,9.087945539371395,32739.80673158719,15090.506223667877,4.999999999999543e-09,3.7189995396806195,9.08794553937194,32739.806731587076,15090.506223666873,4.99999999998484e-09,3.718999539680628,9.087945539371395,32739.806731586807,15090.506223667495,4.999999999997535e-09,3.7189995396806252,9.08794553937194
1,CC-discharge,34,2472.727272727273,2472.727272727273,7.428170261231636,-13.631918309056953,-13.63191830905805,32948.65427574416,14863.778527893233,4.999999999988364e-09,3.714085130615814,9.363337828443253,32948.65427574377,14863.778527893333,4.9999999999996105e-09,3.7140851306158127,9.363337828443822,32948.654275743604,14863.77852789258,4.9999999999864716e-09,3.714085130615822,9.363337828443253,32948.65427574327,14863.778527893033,4.999999999996074e-09,3.714085130615823,9.363337828443822
1,CC-discharge,35,2545.4545454545455,2545.4545454545455,7.418450827380044,-13.631918309056928,-13.631918309058072,33157.50181990061,14637.050832118917,4.999999999989231e-09,3.7092254136900182,9.63873011751511,33157.50181990023,14637.05083211899,4.99999999999857e-09,3.7092254136900147,9.638730117515701,33157.501819900084,14637.050832118122,4.999999999986309e-09,3.709225413690026,9.63873011751511,33157.50181989957,14637.050832118433,4.9999999999968204e-09,3.70922541369003,9.638730117515701
