,,Global Time,Time,Cell1 Cathode vConcentration,Cell1 Anode vConcentration,Cell1 Anode vSEI Length,Cell1 Voltage,Current
C2,58,15760.368927456533,4218.181818181819,28437.333751056674,19701.724432303676,5.453441815875381e-09,4.101,2.5511808121237283
C2,59,15833.096200183805,4290.909090909091,28398.979773473915,19743.4443458099,5.455936460164393e-09,4.101,2.4943260571770156
C2,60,15905.823472911077,4363.636363636364,28361.478495533687,19784.23516666656,5.458410756360123e-09,4.101,2.4388956151698884
C2,61,15978.55074563835,4436.363636363637,28324.80870963179,19824.12003713899,5.460865214015991e-09,4.101,2.384841933182745
C2,62,16051.278018365623,4509.09090909091,28288.94990777083,19863.121334116204,5.463300326753218e-09,4.101,2.332119696697448
C2,63,16124.005291092895,4581.818181818182,28253.882248957903,19901.260704856155,5.465716572954024e-09,4.101,2.280685698838956
C2,64,16196.73256382017,4654.545454545455,28219.586528495605,19938.559100652117,5.468114416415497e-09,4.101000000000001,2.230498718226818
C2,65,16269.459836547441,4727.272727272728,28186.044149039448,19975.036808559245,5.470494306966725e-09,4.101,2.1815194048062465
C2,66,16342.187109274713,4800.0,28153.237093309162,20010.713481305094,5.472856681051595e-09,4.101000000000001,2.133710173075401
C2,67,16414.914382001985,4872.727272727273,28121.147898347328,20045.608165503465,5.47520196227944e-09,4.101000000000001,2.087035102185038
C2,68,16487.64165472926,4945.454545454546,28089.75963122531,20079.739328277978,5.477530561945634e-09,4.101,2.041459842411066
C2,69,16560.368927456533,5018.181818181819,28059.05586610536,20113.124882397635,5.479842879524022e-09,4.101,1.9969515275544578
C2,70,16633.096200183805,5090.909090909091,28029.020662574043,20145.782210018464,5.482139303132971e-09,4.101,1.9534786928542307
C2,71,16705.823472911077,5163.636363636364,27999.63854516663,20177.72818511722,5.484420209976707e-09,4.101,1.9110111980276665
C2,72,16778.55074563835,5236.363636363637,27970.89448400882,20208.979194700245,5.486685966763474e-09,4.101000000000001,1.869520155085854
C2,73,16851.27801836562,5309.09090909091,27942.77387650613,20239.551158860988,5.488936930101964e-09,4.100999999999999,1.828977860598815
C2,74,16924.005291092893,5381.818181818182,27915.262530018324,20269.459549759336,5.4911734468773345e-09,4.101,1.7893577321102483
C2,75,16996.73256382017,5454.545454545455,27888.34664545753,20298.719409585847,5.493395854608092e-09,4.101,1.7506342484205946
C2,76,17069.45983654744,5527.272727272728,27862.01280175404,20327.345367575806,5.495604481784989e-09,4.100999999999999,1.7127828934828724
C2,77,17142.187109274713,5600.000000000001,27836.305584780217,20355.288884379668,5.497798285124252e-09,4.101,1.6758628756937792
C2,78,17214.914382001985,5672.727272727273,27811.095757452986,20382.690708747024,5.499980331534445e-09,4.101,1.639684154384407
C2,79,17287.64165472926,5745.454545454546,27786.42985679343,20409.50016915759,5.5021495311615116e-09,4.101,1.6043095730994974
C2,80,17360.368927456533,5818.181818181819,27762.295836896574,20435.73039574497,5.504306179468065e-09,4.101,1.5697181462929446
C2,81,17433.096200183805,5890.909090909091,27738.68195976726,20461.394179492392,5.5064505643494275e-09,4.101000000000001,1.5358896508050277
C2,82,17505.823472911077,5963.636363636364,27715.576788028975,20486.503983341543,5.508582966384571e-09,4.101,1.5028045960744278
C2,83,17578.55074563835,6036.363636363637,27693.01958529834,20511.0170595788,5.510702473169874e-09,4.100999999999999,1.4705163533729666
C2,84,17651.27801836562,6109.09090909091,27670.897576242573,20535.056220601567,5.5128117486608805e-09,4.101,1.4388608863200605
C2,85,17724.005291092893,6181.818181818182,27649.25168012271,20558.576912345212,5.514909840909949e-09,4.101,1.4078944619291929
C2,86,17796.73256382017,6254.545454545455,27628.07155956123,20581.590398162818,5.516997003536206e-09,4.100999999999999,1.3776001750858662
C2,87,17869.45983654744,6327.272727272728,27607.393297812316,20604.05739141092,5.519072401979857e-09,4.101,1.3480277330299217
C2,88,17942.187109274713,6400.000000000001,27587.11371717346,20626.09024903432,5.521138464759414e-09,4.101,1.3190278220301022
C2,89,17990.875326776895,6448.688217502181,27573.8141682251,20640.53893162773,5.522515139481707e-09,4.101000000000001,1.30001
C3,0,17990.875326776895,0.0,27573.8141682251,20640.53893162773,5.522515139481707e-09,3.863554899467062,-13.6319183090575
C3,1,18063.602599504167,72.72727272727273,27852.013968468884,20375.650026440817,5.522515139481707e-09,3.854031236279999,-13.6319183090575
C3,2,18136.32987223144,145.45454545454547,28061.82240917163,20148.903998364145,5.522515139481707e-09,3.8471137169708896,-13.6319183090575
C3,3,18209.057144958715,218.1818181818182,28270.692669303833,19922.17603257395,5.522515139481707e-09,3.840374088146574,-13.6319183090575
C3,4,18281.784417685987,290.90909090909093,28479.54197124528,19695.448332816686,5.522515139481707e-09,3.833773978345402,-13.6319183090575
C3,5,18354.51169041326,363.6363636363637,28688.389651898808,19468.720636983307,5.522515139481707e-09,3.8273009895874766,-13.6319183090575
C3,6,18427.23896314053,436.3636363636364,28897.23720668624,19241.992941207853,5.522515139481707e-09,3.8209457550034367,-13.6319183090575
C3,7,18499.966235867803,509.0909090909091,29106.084751673086,19015.265245433206,5.522515139481707e-09,3.814700183350364,-13.6319183090575
C3,8,18572.693508595075,581.8181818181819,29314.932295894556,18788.53754965862,5.522515139481707e-09,3.808557239132174,-13.6319183090575
C3,9,18645.42078132235,654.5454545454546,29523.779840056195,18561.809853884057,5.522515139481707e-09,3.8025117969797315,-13.6319183090575
C3,10,18718.148054049623,727.2727272727274,29732.627384213116,18335.082158109555,5.522515139481707e-09,3.796556491567468,-13.6319183090575
C3,11,18790.875326776895,800.0000000000001,29941.474928369713,18108.35446233511,5.522515139481707e-09,3.790687628269022,-13.6319183090575
C3,12,18863.602599504167,872.7272727272727,30150.32247252613,17881.626766560676,5.522515139481707e-09,3.7849010861406165,-13.6319183090575
C3,13,18936.32987223144,945.4545454545455,30359.170016682667,17654.89907078617,5.522515139481707e-09,3.779193240018179,-13.6319183090575
C3,14,19009.057144958715,1018.1818181818182,30568.0175608391,17428.171375011603,5.522515139481707e-09,3.7735608932525473,-13.6319183090575
C3,15,19081.784417685987,1090.909090909091,30776.86510499559,17201.443679236996,5.522515139481707e-09,3.7680012196409294,-13.6319183090575
C3,16,19154.51169041326,1163.6363636363637,30985.712649151912,16974.715983462414,5.522515139481707e-09,3.7625117130263055,-13.6319183090575
C3,17,19227.23896314053,1236.3636363636365,31194.560193308615,16747.988287688044,5.522515139481707e-09,3.757090143303573,-13.6319183090575
C3,18,19299.966235867803,1309.0909090909092,31403.407737464913,16521.26059191334,5.522515139481707e-09,3.7517345177852732,-13.6319183090575
C3,19,19372.693508595075,1381.818181818182,31612.25528162113,16294.53289613895,5.522515139481707e-09,3.7464430470518284,-13.6319183090575
C3,20,19445.42078132235,1454.5454545454547,31821.10282577766,16067.805200364272,5.522515139481707e-09,3.741214114548093,-13.6319183090575
C3,21,19518.148054049623,1527.2727272727275,32029.950369934126,15841.07750458971,5.522515139481707e-09,3.7360462493061197,-13.6319183090575
C3,22,19590.875326776895,1600.0000000000002,32238.79791409041,15614.349808814924,5.522515139481707e-09,3.730938101254199,-13.6319183090575
C3,23,19663.602599504167,1672.727272727273,32447.645458246792,15387.622113040401,5.522515139481707e-09,3.7258884186553662,-13.6319183090575
C3,24,19736.32987223144,1745.4545454545455,32656.493002403204,15160.89441726583,5.522515139481707e-09,3.720896027272515,-13.6319183090575
C3,25,19809.057144958715,1818.1818181818182,32865.340546559695,14934.166721491216,5.522515139481707e-09,3.715959810905837,-13.6319183090575
C3,26,19881.784417685987,1890.909090909091,33074.188090716205,14707.439025716521,5.522515139481707e-09,3.7110786929861552,-13.6319183090575
C3,27,19954.51169041326,1963.6363636363637,33283.03563487262,14480.711329941952,5.522515139481707e-09,3.706251618937145,-13.6319183090575
C3,28,20027.23896314053,2036.3636363636365,33491.88317902929,14253.983634167469,5.522515139481707e-09,3.701477539042304,-13.6319183090575
C3,29,20099.966235867803,2109.0909090909095,33700.73072318579,14027.255938392907,5.522515139481707e-09,3.6967553915693805,-13.6319183090575
C3,30,20172.693508595075,2181.818181818182,33909.57826734223,13800.528242618382,5.522515139481707e-09,3.692084085916476,-13.6319183090575
C3,31,20245.42078132235,2254.545454545455,34118.42581149855,13573.800546843791,5.522515139481707e-09,3.687462485551248,-13.6319183090575
C3,32,20318.148054049623,2327.2727272727275,34327.27335565512,13347.072851069162,5.522515139481707e-09,3.6828893905175786,-13.6319183090575
C3,33,20390.875326776895,2400.0,34536.12089981173,13120.345155294559,5.522515139481707e-09,3.678363519283123,-13.6319183090575
C3,34,20463.602599504167,2472.727272727273,34744.968443968115,12893.617459519974,5.522515139481707e-09,3.673883489696692,-13.6319183090575
C3,35,20536.32987223144,2545.4545454545455,34953.8159881247,12666.889763745454,5.522515139481707e-09,3.669447798816553,-13.6319183090575
C3,36,20609.057144958715,2618.1818181818185,35162.6635322811,12440.162067970943,5.522515139481707e-09,3.665054801359578,-13.6319183090575
C3,37,20681.784417685987,2690.909090909091,35371.51107643759,12213.434372196383,5.522515139481707e-09,3.6607026865062338,-13.6319183090575
C3,38,20754.51169041326,2763.636363636364,35580.35862059395,11986.706676421838,5.522515139481707e-09,3.6563894528584715,-13.6319183090575
C3,39,20827.23896314053,2836.3636363636365,35789.2061647502,11759.978980647342,5.522515139481707e-09,3.6521128807788434,-13.6319183090575
C3,40,20899.966235867803,2909.0909090909095,35998.053708906824,11533.251284872706,5.522515139481707e-09,3.6478703854622463,-13.6319183090575
C3,41,20972.693508595075,2981.818181818182,36206.90125306298,11306.52358909817,5.522515139481707e-09,3.643659489265712,-13.6319183090575
C3,42,21045.42078132235,3054.545454545455,36415.7487972197,11079.795893323666,5.522515139481707e-09,3.639476967889322,-13.6319183090575
C3,43,21118.148054049623,3127.2727272727275,36624.59634137625,10853.06819754916,5.522515139481707e-09,3.6353193989235817,-13.6319183090575
C3,44,21190.875326776895,3200.0000000000005,36833.44388553268,10626.340501774623,5.522515139481707e-09,3.631182959523094,-13.6319183090575
C3,45,21263.602599504167,3272.727272727273,37042.29142968894,10399.612806000101,5.522515139481707e-09,3.6270633777320134,-13.6319183090575
C3,46,21336.329872231443,3345.454545454546,37251.13897384561,10172.885110225494,5.522515139481707e-09,3.6229558785491482,-13.6319183090575
C3,47,21409.057144958715,3418.1818181818185,37459.986518002035,9946.157414450943,5.522515139481707e-09,3.6188551241175433,-13.6319183090575
C3,48,21481.784417685987,3490.909090909091,37668.83406215848,9719.42971867649,5.522515139481707e-09,3.6147551473590833,-13.6319183090575
C3,49,21554.51169041326,3563.636363636364,37877.68160631498,9492.702022901964,5.522515139481707e-09,3.6106492783108926,-13.6319183090575
C3,50,21627.23896314053,3636.3636363636365,38086.52915047152,9265.97432712741,5.522515139481707e-09,3.606530062347744,-13.6319183090575
C3,51,21699.966235867803,3709.0909090909095,38295.37669462814,9039.246631352953,5.522515139481707e-09,3.602389169397486,-13.6319183090575
C3,52,21772.693508595075,3781.818181818182,38504.22423878438,8812.51893557835,5.522515139481707e-09,3.598217293174129,-13.6319183090575
C3,53,21845.42078132235,3854.545454545455,38713.07178294098,8585.791239803819,5.522515139481707e-09,3.5940040393657,-13.6319183090575
C3,54,21918.148054049623,3927.2727272727275,38921.9193270974,8359.063544029299,5.522515139481707e-09,3.5897373974332853,-13.6319183090575
C3,55,21990.875326776895,4000.0000000000005,39130.76687125363,8132.335848254771,5.522515139481707e-09,3.5854051295849794,-13.6319183090575
C3,56,22063.602599504167,4072.727272727273,39339.61441541009,7905.608152480299,5.522515139481707e-09,3.580992133097044,-13.6319183090575
C3,57,22136.329872231443,4145.454545454546,39548.46195956664,7678.880456705793,5.522515139481707e-09,3.5764824548923397,-13.6319183090575
C3,58,22209.057144958715,4218.181818181819,39757.309503723154,7452.1527609313725,5.522515139481707e-09,3.571858085595623,-13.6319183090575
C3,59,22281.784417685987,4290.909090909091,39966.15704787956,7225.425065156868,5.522515139481707e-09,3.5670989507072743,-13.6319183090575
C3,60,22354.51169041326,4363.636363636364,40175.00459203607,6998.697369382326,5.522515139481707e-09,3.5621826326733697,-13.6319183090575
C3,61,22427.23896314053,4436.363636363637,40383.852136192385,6771.969673607813,5.522515139481707e-09,3.557084169036204,-13.6319183090575
C3,62,22499.966235867803,4509.09090909091,40592.69968034896,6545.241977833278,5.522515139481707e-09,3.5517757846614675,-13.6319183090575
C3,63,22572.693508595075,4581.818181818182,40801.54722450531,6318.514282058772,5.522515139481707e-09,3.54622657580527,-13.6319183090575
C3,64,22645.42078132235,4654.545454545455,41010.39476866179,6091.786586284223,5.522515139481707e-09,3.540402180366205,-13.6319183090575
C3,65,22718.148054049623,4727.272727272728,41219.24231281822,5865.058890509696,5.522515139481707e-09,3.534264419292141,-13.6319183090575
C3,66,22790.875326776895,4800.0,41428.089856974744,5638.331194735183,5.522515139481707e-09,3.5277709199362612,-13.6319183090575
C3,67,22863.602599504167,4872.727272727273,41636.937401131145,5411.6034989606715,5.522515139481707e-09,3.520874644673495,-13.6319183090575
C3,68,22936.329872231443,4945.454545454546,41845.78494528759,5184.875803186129,5.522515139481707e-09,3.513523540510068,-13.6319183090575
C3,69,23009.057144958715,5018.181818181819,42054.63248944409,4958.1481074116255,5.522515139481707e-09,3.5056599942207325,-13.6319183090575
C3,70,23081.784417685987,5090.909090909091,42263.480033600485,4731.420411637093,5.522515139481707e-09,3.4972203572723464,-13.6319183090575
C3,71,23154.51169041326,5163.636363636364,42472.327577757016,4504.692715862582,5.522515139481707e-09,3.4881343670433127,-13.6319183090575
C3,72,23227.23896314053,5236.363636363637,42681.175121913504,4277.965020088062,5.522515139481707e-09,3.478324823260014,-13.6319183090575
C3,73,23299.966235867803,5309.09090909091,42890.02266606985,4051.237324313524,5.522515139481707e-09,3.4677068840860965,-13.6319183090575
C3,74,23372.693508595075,5381.818181818182,43098.87021022629,3824.5096285389845,5.522515139481707e-09,3.456187531232903,-13.6319183090575
C3,75,23445.42078132235,5454.545454545455,43307.71775438279,3597.7819327644693,5.522515139481707e-09,3.443665386641177,-13.6319183090575
C3,76,23518.148054049623,5527.272727272728,43516.565298539215,3371.05423698998,5.522515139481707e-09,3.4300300456856188,-13.6319183090575
C3,77,23590.875326776895,5600.000000000001,43725.41284269552,3144.326541215458,5.522515139481707e-09,3.4151615200527035,-13.6319183090575
C3,78,23663.602599504167,5672.727272727273,43934.26038685215,2917.598845440947,5.522515139481707e-09,3.3989302745611925,-13.6319183090575
C3,79,23736.329872231443,5745.454545454546,44143.10793100853,2690.8711496664323,5.522515139481707e-09,3.3811957647331754,-13.6319183090575
C3,80,23809.057144958715,5818.181818181819,44351.955475164905,2464.1434538919316,5.522515139481707e-09,3.3618047304673473,-13.6319183090575
C3,81,23881.784417685987,5890.909090909091,44560.80301932139,2237.4157581174168,5.522515139481707e-09,3.3405861715510925,-13.6319183090575
C3,82,23954.51169041326,5963.636363636364,44769.65056347787,2010.6880623429001,5.522515139481707e-09,3.3173388715020296,-13.6319183090575
C3,83,24027.23896314053,6036.363636363637,44978.49810763445,1783.9603665683815,5.522515139481707e-09,3.2917988875588944,-13.6319183090575
C3,84,24099.966235867803,6109.09090909091,45187.34565179092,1557.2326707938626,5.522515139481707e-09,3.2635561216277846,-13.6319183090575
C3,85,24172.693508595075,6181.818181818182,45396.19319594735,1330.5049750193557,5.522515139481707e-09,3.231821188805059,-13.6319183090575
C3,86,24245.42078132235,6254.545454545455,45605.04074010385,1103.7772792448434,5.522515139481707e-09,3.1947294309497716,-13.6319183090575
C3,87,24318.148054049623,6327.272727272728,45813.88828426019,877.0495834703303,5.522515139481707e-09,3.1469700852258065,-13.6319183090575
C3,88,24390.875326776895,6400.000000000001,46022.735828416655,650.321887695823,5.522515139481707e-09,3.0698915795466766,-13.6319183090575
C3,89,24463.602599504167,6472.727272727273,46231.58337257323,423.5941919213172,5.522515139481707e-09,2.873091841884194,-13.6319183090575
C3,90,24527.883362780398,6537.008036003501,46416.17546634098,223.198538492939,5.522515139481707e-09,2.0000100000000036,-13.6319183090575
