#,protocol,Time,Clock,Pack Voltage,Pack Current,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Voltage","Cell 1,1 Anode SEI Length","Cell 1,1 Capacity by Area","Cell 1,2 Cathode Concentration","Cell 1,2 Anode Concentration","Cell 1,2 Voltage","Cell 1,2 Anode SEI Length","Cell 1,2 Capacity by Area","Cell 2,1 Cathode Concentration","Cell 2,1 Anode Concentration","Cell 2,1 Voltage","Cell 2,1 Anode SEI Length","Cell 2,1 Capacity by Area","Cell 2,2 Cathode Concentration","Cell 2,2 Anode Concentration","Cell 2,2 Voltage","Cell 2,2 Anode SEI Length","Cell 2,2 Capacity by Area"
1,CC_Discharge,0.0,0.0,7.731402934336724,-54.52767323623,25777.5,22610.7,3.865701467168362,5e-09,0.0,25777.5,22610.7,3.865701467168362,5e-09,0.0,25777.5,22610.7,3.865701467168362,5e-09,0.0,25777.5,22610.7,3.865701467168362,5e-09,0.0
1,CC_Discharge,40.4040404040404,40.4040404040404,7.697350816613993,-54.52767323623,26140.306503499854,22283.11223690173,3.848675408306992,5e-09,0.30599143230207165,26140.306503499854,22283.112236901703,3.848675408306997,5e-09,0.305991432302081,26140.306503499836,22283.11223690175,3.8486754083070007,5e-09,0.30599143230207165,26140.306503499836,22283.112236901707,3.8486754083069954,5.000000000000734e-09,0.305991432302081
1,CC_Discharge,80.8080808080808,80.8080808080808,7.6768229866025814,-54.52767323623,26381.044495305967,22030.508029731136,3.838411493301289,5e-09,0.6119828646041414,26381.044495305967,22030.508029731078,3.8384114933012885,5e-09,0.6119828646041638,26381.044495305967,22030.50802973116,3.8384114933012925,5e-09,0.6119828646041414,26381.044495305956,22030.508029731114,3.838411493301292,4.999999999997682e-09,0.6119828646041638
1,CC_Discharge,121.2121212121212,121.2121212121212,7.657852924300846,-54.52767323623,26614.19779762759,21778.581248478364,3.8289264621504233,5e-09,0.9179742969062157,26614.19779762756,21778.581248478262,3.8289264621504238,5e-09,0.9179742969062421,26614.19779762762,21778.581248478426,3.8289264621504224,5e-09,0.9179742969062157,26614.197797627603,21778.581248478386,3.8289264621504233,4.999999999996525e-09,0.9179742969062421
1,CC_Discharge,161.6161616161616,161.6161616161616,7.639751035731363,-54.52767323623,26846.359268167504,21526.6617117636,3.8198755178656834,5e-09,1.2239657292082908,26846.35926816749,21526.661711763307,3.8198755178656825,5e-09,1.2239657292083195,26846.35926816754,21526.661711763583,3.81987551786568,5e-09,1.2239657292082908,26846.359268167525,21526.6617117635,3.8198755178656807,4.99999999999632e-09,1.2239657292083195
1,CC_Discharge,202.02020202020202,202.02020202020202,7.622341033510688,-54.52767323623,27078.43408917497,21274.742058016265,3.8111705167553445,5e-09,1.529957161510367,27078.43408917494,21274.74205801614,3.811170516755345,5e-09,1.5299571615103962,27078.43408917494,21274.74205801637,3.811170516755344,5e-09,1.529957161510367,27078.43408917497,21274.742058016243,3.8111705167553445,4.9999999999968e-09,1.5299571615103962
1,CC_Discharge,242.4242424242424,242.4242424242424,7.605531558071894,-54.52767323623,27310.491374279613,21022.822396586143,3.8027657790359464,5e-09,1.8359485938124451,27310.491374279667,21022.82239658612,3.8027657790359477,5e-09,1.8359485938124704,27310.491374279696,21022.822396586245,3.8027657790359477,5e-09,1.8359485938124451,27310.49137427969,21022.822396586063,3.802765779035946,4.9999999999969784e-09,1.8359485938124704
1,CC_Discharge,282.8282828282828,282.8282828282828,7.5892504407890575,-54.52767323623,27542.545105898673,20770.902734650183,3.794625220394529,5e-09,2.141940026114522,27542.54510589875,20770.902734650164,3.7946252203945288,5e-09,2.141940026114546,27542.545105898746,20770.90273465028,3.7946252203945283,5e-09,2.141940026114522,27542.545105898742,20770.902734650103,3.794625220394527,4.999999999997294e-09,2.141940026114546
1,CC_Discharge,323.2323232323232,323.2323232323232,7.573438283794566,-54.52767323623,27774.598116587502,20518.98307268082,3.7867191418972856,5e-09,2.4479314584166,27774.598116587556,20518.98307268072,3.7867191418972843,5e-09,2.4479314584166207,27774.598116587582,20518.983072680894,3.7867191418972808,5e-09,2.4479314584166,27774.59811658757,20518.983072680734,3.7867191418972843,4.999999999997383e-09,2.4479314584166207
1,CC_Discharge,363.6363636363636,363.6363636363636,7.558045513829839,-54.52767323623,28006.650980834977,20267.063410709336,3.7790227569149204,5e-09,2.753922890718678,28006.650980835064,20267.06341070911,3.7790227569149195,5e-09,2.7539228907186954,28006.6509808351,20267.063410709325,3.7790227569149186,5e-09,2.753922890718678,28006.65098083506,20267.063410709306,3.7790227569149204,4.999999999998144e-09,2.7539228907186954
1,CC_Discharge,404.04040404040404,404.04040404040404,7.543030467287563,-54.52767323623,28238.703815297373,20015.143748737602,3.7715152336437816,5e-09,3.0599143230207564,28238.703815297406,20015.143748737384,3.77151523364378,5e-09,3.05991432302077,28238.703815297446,20015.14374873763,3.771515233643782,5e-09,3.0599143230207564,28238.703815297446,20015.14374873757,3.7715152336437847,4.99999999999832e-09,3.05991432302077
