Cycle,Protocol,Stamps,Time,Global Time,Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Capacity by Area"
1,CC-discharge,0,0.0,0.0,3.866102522392951,-27.263836618115,-27.263836618115,25777.5,22610.7,0.0,3.866102522392951,0.0
1,CC-discharge,1,72.72727272727273,72.72727272727273,3.8407754606120044,-27.263836618115,-27.263836618115,26342.61986802941,22076.19990380423,1.577269821224275e-26,3.8407754606120044,0.5507845781437374
1,CC-discharge,2,145.45454545454547,145.45454545454547,3.823846924629045,-27.263836618115,-27.263836618115,26762.207934197446,21622.72015805366,4.7797787028580173e-26,3.823846924629045,1.1015691562874748
1,CC-discharge,3,218.1818181818182,218.1818181818182,3.808164144280051,-27.263836618115,-27.263836618115,27179.9341792729,21169.2648179037,4.6928530628068897e-26,3.808164144280051,1.652353734431212
1,CC-discharge,4,290.90909090909093,290.90909090909093,3.793416610246251,-27.263836618115,-27.263836618115,27597.631671008825,20715.8094271091,4.5175262634027653e-26,3.793416610246251,2.2031383125749495
1,CC-discharge,5,363.6363636363637,363.6363636363637,3.77941407917152,-27.263836618115,-27.263836618115,28015.32694547768,20262.354035570777,4.495898735240089e-26,3.77941407917152,2.753922890718687
1,CC-discharge,6,436.3636363636364,436.3636363636364,3.766025179828462,-27.263836618115,-27.263836618115,28433.022048274506,19808.898644021465,4.400812738809009e-26,3.766025179828462,3.304707468862424
1,CC-discharge,7,509.0909090909091,509.0909090909091,3.753158158713361,-27.263836618115,-27.263836618115,28850.71713772018,19355.44325247241,4.375078812830422e-26,3.753158158713361,3.8554920470061615
1,CC-discharge,8,581.8181818181819,581.8181818181819,3.740730439568063,-27.263836618115,-27.263836618115,29268.41222612209,18901.987860923073,4.3721642714876994e-26,3.740730439568063,4.406276625149899
1,CC-discharge,9,654.5454545454546,654.5454545454546,3.728692709033104,-27.263836618115,-27.263836618115,29686.107314441928,18448.532469373786,4.398786661443258e-26,3.728692709033104,4.9570612032936365
1,CC-discharge,10,727.2727272727274,727.2727272727274,3.717003322788711,-27.263836618115,-27.263836618115,30103.802402754623,17995.077077824248,4.4035854189737953e-26,3.717003322788711,5.507845781437374
1,CC-discharge,11,800.0000000000001,800.0000000000001,3.7056302545158495,-27.263836618115,-27.263836618115,30521.497491067705,17541.62168627508,4.4184095515689317e-26,3.7056302545158495,6.0586303595811115
1,CC-discharge,12,872.7272727272727,872.7272727272727,3.694548648719413,-27.263836618115,-27.263836618115,30939.192579380637,17088.166294725463,4.3230398809894476e-26,3.694548648719413,6.609414937724848
1,CC-discharge,13,945.4545454545455,945.4545454545455,3.683739005291751,-27.263836618115,-27.263836618115,31356.88766769339,16634.710903176227,4.3583845436427123e-26,3.683739005291751,7.160199515868586
1,CC-discharge,14,1018.1818181818182,1018.1818181818182,3.673185802760597,-27.263836618115,-27.263836618115,31774.582756006344,16181.25551162646,4.260414227918281e-26,3.673185802760597,7.710984094012323
1,CC-discharge,15,1090.909090909091,1090.909090909091,3.662876428498028,-27.263836618115,-27.263836618115,32192.27784431892,15727.80012007758,4.361427338413125e-26,3.662876428498028,8.26176867215606
1,CC-discharge,16,1163.6363636363637,1163.6363636363637,3.652800322517141,-27.263836618115,-27.263836618115,32609.972932631867,15274.344728528402,4.4384485035885814e-26,3.652800322517141,8.812553250299798
1,CC-discharge,17,1236.3636363636365,1236.3636363636365,3.6429482678666374,-27.263836618115,-27.263836618115,33027.66802094431,14820.889336979275,4.400228010464588e-26,3.6429482678666374,9.363337828443536
1,CC-discharge,18,1309.0909090909092,1309.0909090909092,3.633311776778812,-27.263836618115,-27.263836618115,33445.36310925693,14367.433945429619,4.4921481084409067e-26,3.633311776778812,9.914122406587273
1,CC-discharge,19,1381.818181818182,1381.818181818182,3.6238825325539024,-27.263836618115,-27.263836618115,33863.05819757005,13913.978553879817,4.4904317914371293e-26,3.6238825325539024,10.46490698473101
1,CC-discharge,20,1454.5454545454547,1454.5454545454547,3.6146518536815386,-27.263836618115,-27.263836618115,34280.75328588232,13460.523162330743,4.440560474588058e-26,3.6146518536815386,11.015691562874748
1,CC-discharge,21,1527.2727272727275,1527.2727272727275,3.605610150213219,-27.263836618115,-27.263836618115,34698.44837419529,13007.067770781578,4.427340642338822e-26,3.605610150213219,11.566476141018486
1,CC-discharge,22,1600.0000000000002,1600.0000000000002,3.596746344623754,-27.263836618115,-27.263836618115,35116.14346250793,12553.612379232532,4.4745298835484867e-26,3.596746344623754,12.117260719162223
