,"Cell 1,1","Cell 1,2","Cell 1,3","Cell 1,4","Cell 1,5","Cell 2,1","Cell 2,2","Cell 2,3","Cell 2,4","Cell 2,5","Cell 3,1","Cell 3,2","Cell 3,3","Cell 3,4","Cell 3,5","Cell 4,1","Cell 4,2","Cell 4,3","Cell 4,4","Cell 4,5","Cell 5,1","Cell 5,2","Cell 5,3","Cell 5,4","Cell 5,5"
0,26.863151428536533,26.84784951769801,26.450182645346622,26.5486470971393,26.394525274953203,26.863151428536533,26.84784951769801,26.450182645346622,26.5486470971393,26.394525274953203,26.863151428536533,26.84784951769801,26.450182645346622,26.5486470971393,26.394525274953203,26.863151428536533,26.84784951769801,26.450182645346622,26.5486470971393,26.394525274953203,26.863151428536533,26.84784951769801,26.450182645346622,26.5486470971393,26.394525274953203
1,23.14701701296674,23.130676965862502,22.702480032479542,22.849457786095975,22.682177718304214,23.14701701296674,23.130676965862502,22.702480032479542,22.849457786095975,22.682177718304214,23.14701701296674,23.130676965862502,22.702480032479542,22.849457786095975,22.682177718304214,23.14701701296674,23.130676965862502,22.702480032479542,22.849457786095975,22.682177718304214,23.14701701296674,23.130676965862502,22.702480032479542,22.849457786095975,22.682177718304214
2,23.140979319267583,23.119978318855924,22.674003380816625,22.85353992170763,22.67707390491732,23.140979319267583,23.119978318855924,22.674003380816625,22.85353992170763,22.67707390491732,23.140979319267583,23.119978318855924,22.674003380816625,22.85353992170763,22.67707390491732,23.140979319267583,23.119978318855924,22.674003380816625,22.85353992170763,22.67707390491732,23.140979319267583,23.119978318855924,22.674003380816625,22.85353992170763,22.67707390491732
3,23.134949691850185,23.109212615019782,22.645360722453784,22.85781020065332,22.672003158958255,23.134949691850185,23.109212615019782,22.645360722453784,22.85781020065332,22.672003158958255,23.134949691850185,23.109212615019782,22.645360722453784,22.85781020065332,22.672003158958255,23.134949691850185,23.109212615019782,22.645360722453784,22.85781020065332,22.672003158958255,23.134949691850185,23.109212615019782,22.645360722453784,22.85781020065332,22.672003158958255
4,23.128981423636237,23.098408326841444,22.61656079679927,22.862200039956747,22.66693476280675,23.128981423636237,23.098408326841444,22.61656079679927,22.862200039956747,22.66693476280675,23.128981423636237,23.098408326841444,22.61656079679927,22.862200039956747,22.66693476280675,23.128981423636237,23.098408326841444,22.61656079679927,22.862200039956747,22.66693476280675,23.128981423636237,23.098408326841444,22.61656079679927,22.862200039956747,22.66693476280675
5,23.1230504949563,23.087549936307063,22.58760236340376,22.866736650313577,22.661875384589376,23.1230504949563,23.087549936307063,22.58760236340376,22.866736650313577,22.661875384589376,23.1230504949563,23.087549936307063,22.58760236340376,22.866736650313577,22.661875384589376,23.1230504949563,23.087549936307063,22.58760236340376,22.866736650313577,22.661875384589376,23.1230504949563,23.087549936307063,22.58760236340376,22.866736650313577,22.661875384589376
6,23.117325371031992,23.076628214418054,22.558071616772736,22.871702900685253,22.6567582514012,23.117325371031992,23.076628214418054,22.558071616772736,22.871702900685253,22.6567582514012,23.117325371031992,23.076628214418054,22.558071616772736,22.871702900685253,22.6567582514012,23.117325371031992,23.076628214418054,22.558071616772736,22.871702900685253,22.6567582514012,23.117325371031992,23.076628214418054,22.558071616772736,22.871702900685253,22.6567582514012
7,23.111807024215498,23.065646451746527,22.527967451564997,22.87718190208571,22.651614214377556,23.111807024215498,23.065646451746527,22.527967451564997,22.87718190208571,22.651614214377556,23.111807024215498,23.065646451746527,22.527967451564997,22.87718190208571,22.651614214377556,23.111807024215498,23.065646451746527,22.527967451564997,22.87718190208571,22.651614214377556,23.111807024215498,23.065646451746527,22.527967451564997,22.87718190208571,22.651614214377556
8,23.106258209860496,23.05456613851105,22.49770932901763,22.882881435363014,22.646519936890805,23.106258209860496,23.05456613851105,22.49770932901763,22.882881435363014,22.646519936890805,23.106258209860496,23.05456613851105,22.49770932901763,22.882881435363014,22.646519936890805,23.106258209860496,23.05456613851105,22.49770932901763,22.882881435363014,22.646519936890805,23.106258209860496,23.05456613851105,22.49770932901763,22.882881435363014,22.646519936890805
9,23.100611385661068,23.043325995008423,22.467355064771777,22.888800704684055,22.64147309512259,23.100611385661068,23.043325995008423,22.467355064771777,22.888800704684055,22.64147309512259,23.100611385661068,23.043325995008423,22.467355064771777,22.888800704684055,22.64147309512259,23.100611385661068,23.043325995008423,22.467355064771777,22.888800704684055,22.64147309512259,23.100611385661068,23.043325995008423,22.467355064771777,22.888800704684055,22.64147309512259
10,23.09494326021043,23.03200459329972,22.436870584664824,22.89495151503684,22.636468192941248,23.09494326021043,23.03200459329972,22.436870584664824,22.89495151503684,22.636468192941248,23.09494326021043,23.03200459329972,22.436870584664824,22.89495151503684,22.636468192941248,23.09494326021043,23.03200459329972,22.436870584664824,22.89495151503684,22.636468192941248,23.09494326021043,23.03200459329972,22.436870584664824,22.89495151503684,22.636468192941248
11,23.089195583047253,23.02056407788491,22.40632665738779,22.901323982065993,22.631535289079714,23.089195583047253,23.02056407788491,22.40632665738779,22.901323982065993,22.631535289079714,23.089195583047253,23.02056407788491,22.40632665738779,22.901323982065993,22.631535289079714,23.089195583047253,23.02056407788491,22.40632665738779,22.901323982065993,22.631535289079714,23.089195583047253,23.02056407788491,22.40632665738779,22.901323982065993,22.631535289079714
12,23.083320178198523,23.008980869585834,22.375712442571423,22.907867307567855,22.626649872474513,23.083320178198523,23.008980869585834,22.375712442571423,22.907867307567855,22.626649872474513,23.083320178198523,23.008980869585834,22.375712442571423,22.907867307567855,22.626649872474513,23.083320178198523,23.008980869585834,22.375712442571423,22.907867307567855,22.626649872474513,23.083320178198523,23.008980869585834,22.375712442571423,22.907867307567855,22.626649872474513
13,23.07741698184536,22.997313000278513,22.344981513161056,22.914626067221974,22.62180773349871,23.07741698184536,22.997313000278513,22.344981513161056,22.914626067221974,22.62180773349871,23.07741698184536,22.997313000278513,22.344981513161056,22.914626067221974,22.62180773349871,23.07741698184536,22.997313000278513,22.344981513161056,22.914626067221974,22.62180773349871,23.07741698184536,22.997313000278513,22.344981513161056,22.914626067221974,22.62180773349871
14,23.0713955950289,22.985529931896526,22.314223013552347,22.92158735846211,22.61704754818038,23.0713955950289,22.985529931896526,22.314223013552347,22.92158735846211,22.61704754818038,23.0713955950289,22.985529931896526,22.314223013552347,22.92158735846211,22.61704754818038,23.0713955950289,22.985529931896526,22.314223013552347,22.92158735846211,22.61704754818038,23.0713955950289,22.985529931896526,22.314223013552347,22.92158735846211,22.61704754818038
15,23.06529021426042,22.973648876062388,22.283354304287617,22.928728491247952,22.612333477221455,23.06529021426042,22.973648876062388,22.283354304287617,22.928728491247952,22.612333477221455,23.06529021426042,22.973648876062388,22.283354304287617,22.928728491247952,22.612333477221455,23.06529021426042,22.973648876062388,22.283354304287617,22.928728491247952,22.612333477221455,23.06529021426042,22.973648876062388,22.283354304287617,22.928728491247952,22.612333477221455
16,23.05908858527705,22.9616775757869,22.252433032860896,22.936027180519975,22.607674273881376,23.05908858527705,22.9616775757869,22.252433032860896,22.936027180519975,22.607674273881376,23.05908858527705,22.9616775757869,22.252433032860896,22.936027180519975,22.607674273881376,23.05908858527705,22.9616775757869,22.252433032860896,22.936027180519975,22.607674273881376,23.05908858527705,22.9616775757869,22.252433032860896,22.936027180519975,22.607674273881376
17,23.05281092576089,22.94963336680422,22.221440602459364,22.943504313351113,22.603087847038672,23.05281092576089,22.94963336680422,22.221440602459364,22.943504313351113,22.603087847038672,23.05281092576089,22.94963336680422,22.221440602459364,22.943504313351113,22.603087847038672,23.05281092576089,22.94963336680422,22.221440602459364,22.943504313351113,22.603087847038672,23.05281092576089,22.94963336680422,22.221440602459364,22.943504313351113,22.603087847038672
18,23.04646560559743,22.93753924199076,22.190326850122947,22.951144293976718,22.598551053012272,23.04646560559743,22.93753924199076,22.190326850122947,22.951144293976718,22.598551053012272,23.04646560559743,22.93753924199076,22.190326850122947,22.951144293976718,22.598551053012272,23.04646560559743,22.93753924199076,22.190326850122947,22.951144293976718,22.598551053012272,23.04646560559743,22.93753924199076,22.190326850122947,22.951144293976718,22.598551053012272
19,23.040012691999635,22.925359437410993,22.159179581923308,22.95888143697694,22.594071279363185,23.040012691999635,22.925359437410993,22.159179581923308,22.95888143697694,22.594071279363185,23.040012691999635,22.925359437410993,22.159179581923308,22.95888143697694,22.594071279363185,23.040012691999635,22.925359437410993,22.159179581923308,22.95888143697694,22.594071279363185,23.040012691999635,22.925359437410993,22.159179581923308,22.95888143697694,22.594071279363185
20,23.033493736434288,22.913141020396402,22.127966100158247,22.966747229859937,22.589667482706748,23.033493736434288,22.913141020396402,22.127966100158247,22.966747229859937,22.589667482706748,23.033493736434288,22.913141020396402,22.127966100158247,22.966747229859937,22.589667482706748,23.033493736434288,22.913141020396402,22.127966100158247,22.966747229859937,22.589667482706748,23.033493736434288,22.913141020396402,22.127966100158247,22.966747229859937,22.589667482706748
21,23.02694395201804,22.90091384330922,22.09660388751072,22.974740866504,22.585338301908706,23.02694395201804,22.90091384330922,22.09660388751072,22.974740866504,22.585338301908706,23.02694395201804,22.90091384330922,22.09660388751072,22.974740866504,22.585338301908706,23.02694395201804,22.90091384330922,22.09660388751072,22.974740866504,22.585338301908706,23.02694395201804,22.90091384330922,22.09660388751072,22.974740866504,22.585338301908706
22,23.0202867007608,22.8886282653058,22.06524937588707,22.982749173538128,22.581036183461396,23.0202867007608,22.8886282653058,22.06524937588707,22.982749173538128,22.581036183461396,23.0202867007608,22.8886282653058,22.06524937588707,22.982749173538128,22.581036183461396,23.0202867007608,22.8886282653058,22.06524937588707,22.982749173538128,22.581036183461396,23.0202867007608,22.8886282653058,22.06524937588707,22.982749173538128,22.581036183461396
