Cycle,Pack Capacity,"Cell 1,1"
1,26.965077112520294,26.965077112520294
2,28.09855702102785,28.09855702102785
3,28.09448229728679,28.09448229728679
4,28.090415917925537,28.090415917925537
5,28.08632803556846,28.08632803556846
6,28.082258581850645,28.082258581850645
7,28.078205233149223,28.078205233149223
8,28.07413895715936,28.07413895715936
9,28.07006269001208,28.07006269001208
10,28.066002594452478,28.066002594452478
11,28.06195589962086,28.06195589962086
12,28.057882765446983,28.057882765446983
13,28.05381686808391,28.05381686808391
14,28.04976622196048,28.04976622196048
15,28.045723499269698,28.045723499269698
16,28.041652349628936,28.041652349628936
17,28.03758927920492,28.03758927920492
18,28.033546886250036,28.033546886250036
19,28.02949420595231,28.02949420595231
20,28.025426006721098,28.025426006721098
21,28.021367081304977,28.021367081304977
22,28.017329379856395,28.017329379856395
23,28.01326989017364,28.01326989017364
24,28.009214542508186,28.009214542508186
25,28.005171939753875,28.005171939753875
26,28.001139820103518,28.001139820103518
27,27.99707591078726,27.99707591078726
28,27.9930286407283,27.9930286407283
29,27.988995011353243,27.988995011353243
30,27.984959296991537,27.984959296991537
