Cycle,Protocol,Stamps,Time,Global Time,Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage"
1,CC-discharge,0,0.0,0.0,4.07244218608583,-2.7263836618115,-2.7263836618115,25777.5,22610.7,5e-09,4.07244218608583
1,CC-discharge,1,727.2727272727273,727.2727272727273,4.05234428270471,-2.7263836618115,-2.7263836618115,26209.7550127757,22149.341385036812,5e-09,4.05234428270471
1,CC-discharge,2,1454.5454545454545,1454.5454545454545,4.034702082937301,-2.7263836618115,-2.7263836618115,26627.450098784826,21695.885993496457,5e-09,4.034702082937301
1,CC-discharge,3,2181.818181818182,2181.818181818182,4.0183798661552865,-2.7263836618115,-2.7263836618115,27045.145187098733,21242.43060194664,5e-09,4.0183798661552865
1,CC-discharge,4,2909.090909090909,2909.090909090909,4.0030866627146,-2.7263836618115,-2.7263836618115,27462.840275415867,20788.97521039801,5e-09,4.0030866627146
1,CC-discharge,5,3636.363636363636,3636.363636363636,3.988631442940967,-2.7263836618115,-2.7263836618115,27880.535363730778,20335.519818852696,5e-09,3.988631442940967
1,CC-discharge,6,4363.636363636364,4363.636363636364,3.974856220380065,-2.7263836618115,-2.7263836618115,28298.230452044998,19882.064427305206,5e-09,3.974856220380065
1,CC-discharge,7,5090.909090909091,5090.909090909091,3.961656084162003,-2.7263836618115,-2.7263836618115,28715.92554035671,19428.60903575772,5e-09,3.961656084162003
1,CC-discharge,8,5818.181818181818,5818.181818181818,3.9489511325928186,-2.7263836618115,-2.7263836618115,29133.620628672903,18975.153644209993,5e-09,3.9489511325928186
1,CC-discharge,9,6545.454545454545,6545.454545454545,3.9366808448831367,-2.7263836618115,-2.7263836618115,29551.315716987217,18521.698252663937,5e-09,3.9366808448831367
1,CC-discharge,10,7272.727272727272,7272.727272727272,3.924799167683276,-2.7263836618115,-2.7263836618115,29969.01080530016,18068.242861117524,5e-09,3.924799167683276
1,CC-discharge,11,8000.0,8000.0,3.9132707469920405,-2.7263836618115,-2.7263836618115,30386.705893616014,17614.787469568448,5e-09,3.9132707469920405
1,CC-discharge,12,8727.272727272728,8727.272727272728,3.902068207329317,-2.7263836618115,-2.7263836618115,30804.400981928786,17161.332078021438,5e-09,3.902068207329317
1,CC-discharge,13,9454.545454545454,9454.545454545454,3.8911701460166492,-2.7263836618115,-2.7263836618115,31222.09607024338,16707.876686474923,5e-09,3.8911701460166492
1,CC-discharge,14,10181.818181818182,10181.818181818182,3.880559622486633,-2.7263836618115,-2.7263836618115,31639.79115855838,16254.42129492819,5e-09,3.880559622486633
1,CC-discharge,15,10909.090909090908,10909.090909090908,3.8702229931237233,-2.7263836618115,-2.7263836618115,32057.486246870227,15800.965903381466,5e-09,3.8702229931237233
1,CC-discharge,16,11636.363636363636,11636.363636363636,3.8601489874010873,-2.7263836618115,-2.7263836618115,32475.181335183537,15347.510511836905,5e-09,3.8601489874010873
1,CC-discharge,17,12363.636363636364,12363.636363636364,3.8503279504603403,-2.7263836618115,-2.7263836618115,32892.87642349847,14894.05512028899,5e-09,3.8503279504603403
1,CC-discharge,18,13090.90909090909,13090.90909090909,3.8407511964332444,-2.7263836618115,-2.7263836618115,33310.57151181165,14440.599728740544,5e-09,3.8407511964332444
1,CC-discharge,19,13818.181818181818,13818.181818181818,3.8314104291715125,-2.7263836618115,-2.7263836618115,33728.26660012757,13987.144337193567,5e-09,3.8314104291715125
1,CC-discharge,20,14545.454545454544,14545.454545454544,3.8222971947540505,-2.7263836618115,-2.7263836618115,34145.961688441195,13533.688945645106,5e-09,3.8222971947540505
