Cycle,Protocol,Stamps,Time,Global Time,Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage","Cell 1,1 Anode Side Current","Cell 1,1 Anode Intercalation Current"
1,CC-discharge,0,0.0,0.0,3.865701465686571,-27.263836618115,-27.263836618115,25777.499999999996,22610.7,5e-09,3.865701465686571,6.874461698753347e-22,0.40105673165806116
1,CC-discharge,1,72.72727272727273,72.72727272727273,3.84037440390854,-27.263836618115,-27.263836618115,26346.408496422515,22074.142372307873,4.999999648641454e-09,3.84037440390854,-3.59787667365219e-29,0.40105673165806116
1,CC-discharge,2,145.45454545454547,145.45454545454547,3.8234458679256647,-27.263836618115,-27.263836618115,26765.998482699513,21620.66260416202,4.999999647676343e-09,3.8234458679256647,3.4510064656642696e-24,0.40105673165806116
1,CC-discharge,3,218.1818181818182,218.1818181818182,3.80776308757666,-27.263836618115,-27.263836618115,27183.72475954302,21167.207264065368,4.999999647676873e-09,3.80776308757666,-2.3289613602080073e-25,0.40105673165806116
1,CC-discharge,4,290.90909090909093,290.90909090909093,3.7930155535428716,-27.263836618115,-27.263836618115,27601.422253729103,20713.75187327178,4.99999964767682e-09,3.7930155535428716,2.2935968021830226e-27,0.40105673165806116
1,CC-discharge,5,363.6363636363637,363.6363636363637,3.779013022468146,-27.263836618115,-27.263836618115,28019.11752838757,20260.29648173381,4.9999996476768186e-09,3.779013022468146,-5.0394445244726796e-29,0.40105673165806116
1,CC-discharge,6,436.3636363636364,436.3636363636364,3.7656241231250847,-27.263836618115,-27.263836618115,28436.812631198947,19806.841090184666,4.9999996476768186e-09,3.7656241231250847,4.4822172205517836e-29,0.40105673165806116
1,CC-discharge,7,509.0909090909091,509.0909090909091,3.7527571020099995,-27.263836618115,-27.263836618115,28854.507720645433,19353.385698635346,4.9999996476768186e-09,3.7527571020099995,1.5579769561889037e-29,0.40105673165806116
1,CC-discharge,8,581.8181818181819,581.8181818181819,3.740329382864699,-27.263836618115,-27.263836618115,29272.202809047474,18899.930307086364,4.9999996476768186e-09,3.740329382864699,-1.0597215433014933e-29,0.40105673165806116
1,CC-discharge,9,654.5454545454546,654.5454545454546,3.7282916523297485,-27.263836618115,-27.263836618115,29689.89789736688,18446.474915536877,4.9999996476768186e-09,3.7282916523297485,-3.460704680071094e-29,0.40105673165806116
1,CC-discharge,10,727.2727272727274,727.2727272727274,3.7166022660853333,-27.263836618115,-27.263836618115,30107.59298568046,17993.019523987616,4.9999996476768186e-09,3.7166022660853333,2.9728560481065307e-29,0.40105673165806116
1,CC-discharge,11,800.0000000000001,800.0000000000001,3.705229197812474,-27.263836618115,-27.263836618115,30525.28807399346,17539.564132438216,4.9999996476768186e-09,3.705229197812474,-5.965865316091076e-30,0.40105673165806116
1,CC-discharge,12,872.7272727272727,872.7272727272727,3.694147592016051,-27.263836618115,-27.263836618115,30942.983162305925,17086.108740888973,4.9999996476768186e-09,3.694147592016051,1.320421576223122e-29,0.40105673165806116
1,CC-discharge,13,945.4545454545455,945.4545454545455,3.6833379485883886,-27.263836618115,-27.263836618115,31360.678250618428,16632.653349339493,4.9999996476768186e-09,3.6833379485883886,1.3290880112796962e-29,0.40105673165806116
1,CC-discharge,14,1018.1818181818182,1018.1818181818182,3.6727847460572396,-27.263836618115,-27.263836618115,31778.373338931233,16179.19795779013,4.9999996476768186e-09,3.6727847460572396,-1.6763971085097185e-29,0.40105673165806116
1,CC-discharge,15,1090.909090909091,1090.909090909091,3.6624753717946676,-27.263836618115,-27.263836618115,32196.068427244012,15725.742566241277,4.9999996476768186e-09,3.6624753717946676,6.275496402409865e-30,0.40105673165806116
1,CC-discharge,16,1163.6363636363637,1163.6363636363637,3.6523992658137856,-27.263836618115,-27.263836618115,32613.763515556413,15272.28717469133,4.9999996476768186e-09,3.6523992658137856,3.161406255216414e-29,0.40105673165806116
1,CC-discharge,17,1236.3636363636365,1236.3636363636365,3.6425472111632735,-27.263836618115,-27.263836618115,33031.458603869236,14818.831783141844,4.9999996476768186e-09,3.6425472111632735,5.622435621107024e-32,0.40105673165806116
1,CC-discharge,18,1309.0909090909092,1309.0909090909092,3.6329107200754427,-27.263836618115,-27.263836618115,33449.1536921823,14365.376391592696,4.9999996476768186e-09,3.6329107200754427,3.337116847633223e-30,0.40105673165806116
1,CC-discharge,19,1381.818181818182,1381.818181818182,3.6234814758505305,-27.263836618115,-27.263836618115,33866.848780495435,13911.921000043692,4.9999996476768186e-09,3.6234814758505305,2.1882458816406296e-29,0.40105673165806116
1,CC-discharge,20,1454.5454545454547,1454.5454545454547,3.614250796978162,-27.263836618115,-27.263836618115,34284.54386880797,13458.465608493922,4.9999996476768186e-09,3.614250796978162,1.9021381256418315e-29,0.40105673165806116
1,CC-discharge,21,1527.2727272727275,1527.2727272727275,3.605209093509851,-27.263836618115,-27.263836618115,34702.23895712054,13005.010216944891,4.9999996476768186e-09,3.605209093509851,3.565433418664195e-29,0.40105673165806116
1,CC-discharge,22,1600.0000000000002,1600.0000000000002,3.5963452879203803,-27.263836618115,-27.263836618115,35119.934045433314,12551.554825395551,4.9999996476768186e-09,3.5963452879203803,-3.6037694403930746e-29,0.40105673165806116
1,CC-discharge,23,1672.727272727273,1672.727272727273,3.587646164841911,-27.263836618115,-27.263836618115,35537.62913374621,12098.09943384673,4.9999996476768186e-09,3.587646164841911,-4.666944978146571e-31,0.40105673165806116
1,CC-discharge,24,1745.4545454545455,1745.4545454545455,3.579095141489363,-27.263836618115,-27.263836618115,35955.324222058414,11644.644042298167,4.9999996476768186e-09,3.579095141489363,-8.322556117390302e-29,0.40105673165806116
1,CC-discharge,25,1818.1818181818182,1818.1818181818182,3.5706736044806475,-27.263836618115,-27.263836618115,36373.01931037087,11191.188650748898,4.9999996476768186e-09,3.5706736044806475,-7.267422086280925e-30,0.40105673165806116
1,CC-discharge,26,1890.909090909091,1890.909090909091,3.5623560422276417,-27.263836618115,-27.263836618115,36790.71439868366,10737.733259199595,4.9999996476768186e-09,3.5623560422276417,-1.5882998275328468e-29,0.40105673165806116
1,CC-discharge,27,1963.6363636363637,1963.6363636363637,3.5541116883163353,-27.263836618115,-27.263836618115,37208.40948699613,10284.277867650155,4.9999996476768186e-09,3.5541116883163353,-5.221591515197561e-30,0.40105673165806116
1,CC-discharge,28,2036.3636363636365,2036.3636363636365,3.545902142730792,-27.263836618115,-27.263836618115,37626.10457530891,9830.822476101102,4.9999996476768186e-09,3.545902142730792,-7.792149405479087e-30,0.40105673165806116
1,CC-discharge,29,2109.0909090909095,2109.0909090909095,3.537679417341011,-27.263836618115,-27.263836618115,38043.79966362189,9377.367084552072,4.9999996476768186e-09,3.537679417341011,-4.0141823783257015e-31,0.40105673165806116
1,CC-discharge,30,2181.818181818182,2181.818181818182,3.5293834917897904,-27.263836618115,-27.263836618115,38461.4947519345,8923.911693002825,4.9999996476768186e-09,3.5293834917897904,8.241512926514816e-30,0.40105673165806116
1,CC-discharge,31,2254.545454545455,2254.545454545455,3.520939417018589,-27.263836618115,-27.263836618115,38879.18984024715,8470.45630145375,4.9999996476768186e-09,3.520939417018589,-1.5916348494854316e-31,0.40105673165806116
1,CC-discharge,32,2327.2727272727275,2327.2727272727275,3.512254297535492,-27.263836618115,-27.263836618115,39296.88492855996,8017.000909904762,4.9999996476768186e-09,3.512254297535492,-2.1609422986323813e-29,0.40105673165806116
1,CC-discharge,33,2400.0,2400.0,3.5032100406358606,-27.263836618115,-27.263836618115,39714.58001687284,7563.5455183554295,4.9999996476768186e-09,3.5032100406358606,9.523933382320824e-30,0.40105673165806116
1,CC-discharge,34,2472.727272727273,2472.727272727273,3.4936629751996167,-27.263836618115,-27.263836618115,40132.275105185705,7110.090126806166,4.9999996476768186e-09,3.4936629751996167,-2.885461003322606e-29,0.40105673165806116
1,CC-discharge,35,2545.4545454545455,2545.4545454545455,3.4834329924181304,-27.263836618115,-27.263836618115,40549.97019349839,6656.634735257011,4.9999996476768186e-09,3.4834329924181304,-1.031750507135064e-29,0.40105673165806116
1,CC-discharge,36,2618.1818181818185,2618.1818181818185,3.4722966980692958,-27.263836618115,-27.263836618115,40967.66528181147,6203.17934370791,4.9999996476768186e-09,3.4722966980692958,-1.6949880434951808e-29,0.40105673165806116
1,CC-discharge,37,2690.909090909091,2690.909090909091,3.4599781494050346,-27.263836618115,-27.263836618115,41385.36037012388,5749.723952158808,4.9999996476768186e-09,3.4599781494050346,-2.925391986945104e-29,0.40105673165806116
1,CC-discharge,38,2763.636363636364,2763.636363636364,3.4461364156387924,-27.263836618115,-27.263836618115,41803.05545843676,5296.268560609751,4.9999996476768186e-09,3.4461364156387924,-4.7925675827219565e-30,0.40105673165806116
1,CC-discharge,39,2836.3636363636365,2836.3636363636365,3.4303537656032423,-27.263836618115,-27.263836618115,42220.750546749645,4842.813169060642,4.9999996476768186e-09,3.4303537656032423,4.743630279538623e-30,0.40105673165806116
1,CC-discharge,40,2909.0909090909095,2909.0909090909095,3.4121194935753683,-27.263836618115,-27.263836618115,42638.44563506183,4389.357777511579,4.9999996476768186e-09,3.4121194935753683,7.541019274262774e-30,0.40105673165806116
1,CC-discharge,41,2981.818181818182,2981.818181818182,3.39081237630531,-27.263836618115,-27.263836618115,43056.140723374374,3935.9023859625313,4.9999996476768186e-09,3.39081237630531,7.96939132714079e-31,0.40105673165806116
