Cycle,Protocol,Stamps,Time (s),Global Time (s),Pack Voltage,Pack Current,String 1 Iapp,"Cell 1,1 Cathode Concentration","Cell 1,1 Anode Concentration","Cell 1,1 Anode SEI Length","Cell 1,1 Voltage"
36,CV-charge,79,5745.454545454546,346783.63784036756,4.0,3.3468830231760904,3.3468830231760904,32737.844593742477,14742.405114739862,6.089987711314624e-09,4.0
36,CV-charge,80,5818.181818181819,346856.36511309486,4.0,3.290168227948865,3.290168227948865,32687.387825138485,14797.334923051849,6.090191786315666e-09,4.0
36,CV-charge,81,5890.909090909091,346929.09238582215,3.999999999999999,3.2344602678747005,3.2344602678747005,32637.69691658401,14851.430532784243,6.09039445425334e-09,3.999999999999999
36,CV-charge,82,5963.636363636364,347001.8196585494,3.9999999999999996,3.179832873185873,3.179832873185873,32588.8455646407,14904.611697042183,6.090595583956627e-09,3.9999999999999996
36,CV-charge,83,6036.363636363637,347074.5469312767,4.0,3.12635239165485,3.12635239165485,32540.90133830029,14956.80488292979,6.090795056737112e-09,4.0
36,CV-charge,84,6109.09090909091,347147.2742040039,3.9999999999999996,3.073804323524753,3.073804323524753,32493.67951993526,15008.21124649498,6.090993213819799e-09,3.9999999999999996
36,CV-charge,85,6181.818181818182,347220.0014767312,4.000000000000001,3.0222584150033094,3.0222584150033094,32447.249858732044,15058.754842124341,6.091189932030982e-09,4.000000000000001
36,CV-charge,86,6254.545454545455,347292.7287494585,4.000000000000001,2.971690171684698,2.971690171684698,32401.597331910318,15108.4520591194,6.091385242694612e-09,4.000000000000001
36,CV-charge,87,6327.272727272728,347365.45602218574,3.9999999999999996,2.922075831926932,2.922075831926932,32356.70726606279,15157.31889259025,6.0915791762780465e-09,3.9999999999999996
36,CV-charge,88,6400.000000000001,347438.18329491303,4.000000000000001,2.873392376239763,2.873392376239763,32312.565343342256,15205.370950293647,6.091771762421168e-09,4.000000000000001
36,CV-charge,89,6472.727272727273,347510.9105676403,4.0,2.8256175007733897,2.8256175007733897,32269.157589282135,15252.62346517545,6.091963029964535e-09,4.0
36,CV-charge,90,6545.454545454546,347583.63784036756,4.0,2.77872959285752,2.77872959285752,32226.470362224103,15299.091306951928,6.092153006976419e-09,4.0
36,CV-charge,91,6618.181818181819,347656.36511309486,4.0,2.7327865126983975,2.7327865126983975,32184.562304841107,15344.710645953426,6.092341592420734e-09,4.0
36,CV-charge,92,6628.397035608397,347666.58033052145,3.9999999999999996,2.7263936618114997,2.7263936618114997,32178.724551247604,15351.065356447918,6.092367994321711e-09,3.9999999999999996
37,CC-discharge,0,0.0,347666.58033052145,3.661653487528854,-27.263836618115,-27.263836618115,32178.724551247604,15351.065356447918,6.092367994321711e-09,3.661653487528854
37,CC-discharge,1,72.72727272727273,347739.30760324874,3.648225456690057,-27.263836618115,-27.263836618115,32735.16291391863,14821.274360938936,6.092367994321711e-09,3.648225456690057
37,CC-discharge,2,145.45454545454547,347812.034875976,3.6384129292135063,-27.263836618115,-27.263836618115,33154.7420443355,14367.795199842858,6.092367994321711e-09,3.6384129292135063
37,CC-discharge,3,218.1818181818182,347884.7621487033,3.628850024716952,-27.263836618115,-27.263836618115,33572.48183299495,13914.339553739303,6.092367994321711e-09,3.628850024716952
37,CC-discharge,4,290.90909090909093,347957.48942143057,3.619490110406042,-27.263836618115,-27.263836618115,33990.18019898424,13460.884158751707,6.092367994321711e-09,3.619490110406042
37,CC-discharge,5,363.6363636363637,348030.2166941578,3.6103224351332726,-27.263836618115,-27.263836618115,34407.875523576746,13007.428767157682,6.092367994321711e-09,3.6103224351332726
37,CC-discharge,6,436.3636363636364,348102.9439668851,3.6013356254071014,-27.263836618115,-27.263836618115,34825.57062869854,12553.9733756081,6.092367994321711e-09,3.6013356254071014
37,CC-discharge,7,509.0909090909091,348175.67123961233,3.592516335354846,-27.263836618115,-27.263836618115,35243.26571819591,12100.517984059123,6.092367994321711e-09,3.592516335354846
37,CC-discharge,8,581.8181818181819,348248.3985123396,3.5838484364860266,-27.263836618115,-27.263836618115,35660.960806591866,11647.06259251,6.092367994321711e-09,3.5838484364860266
37,CC-discharge,9,654.5454545454546,348321.1257850669,3.575311682934802,-27.263836618115,-27.263836618115,36078.65589491055,11193.607200961007,6.092367994321711e-09,3.575311682934802
37,CC-discharge,10,727.2727272727274,348393.85305779416,3.566882651807973,-27.263836618115,-27.263836618115,36496.35098322374,10740.151809411916,6.092367994321711e-09,3.566882651807973
37,CC-discharge,11,800.0000000000001,348466.58033052145,3.558529953791505,-27.263836618115,-27.263836618115,36914.04607153688,10286.696417862908,6.092367994321711e-09,3.558529953791505
37,CC-discharge,12,872.7272727272727,348539.30760324874,3.550215395451833,-27.263836618115,-27.263836618115,37331.741159849866,9833.241026313868,6.092367994321711e-09,3.550215395451833
37,CC-discharge,13,945.4545454545455,348612.034875976,3.5418912802176394,-27.263836618115,-27.263836618115,37749.43624816285,9379.78563476487,6.092367994321711e-09,3.5418912802176394
37,CC-discharge,14,1018.1818181818182,348684.7621487033,3.533497960883087,-27.263836618115,-27.263836618115,38167.13133647602,8926.330243215834,6.092367994321711e-09,3.533497960883087
37,CC-discharge,15,1090.909090909091,348757.48942143057,3.5249608789123785,-27.263836618115,-27.263836618115,38584.826424789,8472.874851666766,6.092367994321711e-09,3.5249608789123785
