Cycle,Pack Capacity,"Cell 1,1"
1,26.572506979590674
2,17.837345583080896
3,17.837345582723557
4,17.837345582696493
5,17.837345609889937
6,17.837345609862812
7,17.837345609836806
8,17.83734560980898
9,17.837345609785167
10,17.83734560975549
11,17.8373456097274
12,17.83734560970025
13,17.837345609672983
14,17.83734560964854
15,17.837345609626542
16,17.837345568865004
17,17.837345568844572
18,17.83734556881837
19,17.837345568791367
20,17.83734556876168
21,17.837345568730523
22,17.83734556870645
23,17.837345678025773
24,17.837345935778014
25,17.83734593574672
26,17.837345935717916
27,17.837345935687384
28,17.83734593566796
29,17.83734593563741
30,17.83734593561548
31,17.837345935592747
32,17.83734593556822
33,17.837345935543873
34,17.8373459355172
35,17.83734589562
36,17.837345895595423
37,17.837345895566894
38,17.837345895541524
39,17.837345895510964
40,17.837345895480272
41,17.837345895453982
42,17.837345895428747
43,17.837345895398926
44,17.83734589537051
45,17.83734589534554
46,17.837345895317164
47,17.837345895293947
48,17.83734589526797
49,17.83734589524378
50,17.837345895214817
51,17.837345895184207
52,17.837345895157693
53,17.837345895128987
54,17.837345978278538
55,17.837345978255414
56,17.837345978230122
57,17.83734597820625
58,17.837345789648374
59,17.83734578962658
60,17.837345789603738
61,17.837345789577085
62,17.837345789554046
63,17.837345789527294
64,17.83734578949888
65,17.837345789472522
66,17.837345743569298
67,17.83734574354054
68,17.837345743514334
69,17.837345743490225
70,17.83734574346081
71,17.837345743432685
72,17.837345743405763
73,17.8373458827405
74,17.837345882717212
75,17.837345882691938
76,17.83734594927195
77,17.837345949247645
78,17.83734594922049
79,17.837345858569428
80,17.837345858539468
81,17.83734585851136
82,17.837345858481097
83,17.8373458584502
84,17.837345858421834
85,17.837345858394507
86,17.837345858371773
87,17.837345858342037
88,17.837345674051253
89,17.837345674023524
90,17.837345885258184
91,17.83734588522711
92,17.83734588519809
93,17.837345885165394
94,17.837345737203265
95,17.837345737178143
96,17.83734575127739
97,17.837345751248318
98,17.837345770972796
99,17.83734577094142
100,17.837345770915732
